dataset,fold,seed,method,q,lambda_T,subject_id,coverage,valid_candidates,target_distance_improvement,target_nll_improvement,class_pass_rate,median_displacement_ratio,median_relative_margin_drop
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,1,0.12,0.26,0.2603555678582255,1.8764858922515832,0.05375,0.4129008054733276,-1.0823062658309937
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,3,0.11,0.22,0.2571538475939043,1.9731677746171028,0.05625,0.4390295147895813,-0.1403209418058395
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,5,0.21,0.38,0.291170994332648,1.950662909860678,0.09875,0.4295291602611542,0.0907324403524398
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,6,0.08,0.15,0.3533179346409321,2.021427765753574,0.03875,0.5669143199920654,-1.3824474811553955
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,7,0.14,0.27,0.2954282365073103,2.072934420375025,0.075,0.50832200050354,-0.1228852905333042
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,8,0.08,0.21,0.5391184886015864,3.231395262930445,0.04875,0.534349262714386,-0.3436841666698456
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,9,0.09,0.13,0.2479444093016116,1.337260414483982,0.04,0.3784880638122558,-0.053376730531454
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,10,0.12,0.26,0.4090074644251238,2.9776123358201003,0.07125,0.5785894393920898,-0.0255304612219333
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,11,0.11,0.19,0.2142933726097656,1.2608030299903543,0.04875,0.4646423459053039,-1.2583848237991333
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,14,0.12,0.24,0.2883901321480948,1.5495189677698205,0.0625,0.509516179561615,-0.0604892317205667
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,21,0.12,0.27,0.4897341855703009,3.4072840753509737,0.07625,0.5264763832092285,-0.346872329711914
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,22,0.16,0.3,0.2858988324677455,1.737924133336305,0.06,0.4494051784276962,-0.2281378582119941
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,23,0.13,0.28,0.2895308285277161,2.8315994587494555,0.07625,0.4455984234809875,0.2485056072473526
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,27,0.1,0.19,0.2651147300465747,2.00409395877513,0.05875,0.4488920867443084,-0.5643638372421265
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,28,0.13,0.35,0.4275056258496318,4.266815396560403,0.0875,0.4985352158546448,0.1207595318555831
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,30,0.17,0.36,0.4331837127807967,2.381359508319964,0.08875,0.5194950103759766,-0.1373676657676696
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,31,0.11,0.26,0.2881390542725604,2.062261023919142,0.0525,0.4891199320554733,-0.9594717621803284
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,34,0.13,0.38,0.3710433785766919,3.3908841869656845,0.09625,0.4462527930736542,0.1229581087827682
OpenBMI,0,0,R2-LowRank-Local-OT,0.5,0.5,35,0.04,0.07,0.5939334320771943,2.934107991106776,0.015,0.4621808975934982,-1.6794185638427734
