dataset,method,mean_BA,median_BA,seed_SD,seed_range
OpenBMI,B0_SUBJECT_BALANCED_ERM,78.04761904761905,77.85714285714286,0.5947617141331719,1.1428571428571246
OpenBMI,B2_TWO_TRAJECTORY_MEAN,77.9047619047619,76.14285714285714,3.0517085657165888,5.285714285714278
OpenBMI,B3_TSEG,78.19047619047619,78.42857142857142,0.54084841388573,0.9999999999999858
WBCIC,B0_SUBJECT_BALANCED_ERM,74.13333333333334,74.70000000000002,1.4364307617610206,2.700000000000003
WBCIC,B2_TWO_TRAJECTORY_MEAN,66.26666666666667,73.9,14.096216986600817,24.900000000000006
WBCIC,B3_TSEG,68.46666666666665,75.3,12.271240089466648,21.500000000000007
