dataset,opt_seed,phase,epoch,step,pair_hash,delta_JS_TSEG_minus_2TR,delta_risk_dispersion_TSEG_minus_2TR
OpenBMI,0,selection,1,0,76e67e51a6224fb7040b61cd34b35b58c1980ec086143fd2b64ad2c901790c09,0.0,0.0
OpenBMI,0,selection,1,1,ce296f1416ed45945fce4ffe09f0f6cafda72075503b969567ad3ddeba860e1e,7.43567943572998e-05,0.0044786930084228516
OpenBMI,0,selection,1,2,33cf7633dba0d9105d8226cca497579f3322a89a70872ee7b2966d3f6fd8c2b5,-0.0003345906734466553,0.0006169676780700684
OpenBMI,0,selection,1,3,4d10f4eb8d36bec766fb555990a5a92a4aae583df3f934e12e5ba0ee08e38385,-0.0005055293440818787,0.0062749385833740234
OpenBMI,0,selection,1,4,1473d5199eea5a99d4f50f04def18876ac81f9ba729461ce89a46113ecc48764,-0.0009965337812900543,-0.0013762116432189941
OpenBMI,0,selection,1,5,39e9ecdd3b61c2c57d5a3a536ff0df788b673afd36ada00a9c21c5f610ab99e7,-0.001666676253080368,0.017452120780944824
OpenBMI,0,selection,1,6,d9c4e8a43aa62cabaa2955c0ac3daf6b634cd7e9fbbf3cee0165c73f73cb3d20,0.0009623169898986816,0.0014253854751586914
OpenBMI,0,selection,1,7,5bf11c57b3e2b14b1d845e9e9217c011a74bc6c3fd83c249ece2cf665360a76a,-0.0017869435250759125,-0.015721559524536133
OpenBMI,0,selection,1,8,3c7dbdefab4ecd28b57ef0f5d8171c03baabfdf3e6ebf10e8aa43144dbeb674d,0.0019219070672988892,0.014680683612823486
OpenBMI,0,selection,1,9,2d7e1d0b63a3986bb99f778970d88ab2dde2b5c5f7c370d2d9afd3352410f022,-0.0005194917321205139,-0.00144118070602417
OpenBMI,0,selection,1,10,304e12fb5dd71ec5d070840f1d4fb639c6151221b79f48eca5f817acb06b2dc7,-0.0003770068287849426,0.004218339920043945
OpenBMI,0,selection,1,11,1b0e7da9429cc72d8def131b633e9bf74006bd2f6f62909f589a6421e96b337c,0.0010912790894508362,0.010969460010528564
OpenBMI,0,selection,1,12,147ec8be6469de121b96cc33a3b107d6a9fe1149a2b91bf6878dc4d4e5104449,-0.00031053461134433746,0.0013415813446044922
OpenBMI,0,selection,1,13,dac46d22817ac1181a7c4af9dfbe9864ce9aa70eb83b64c85021d74810136015,-0.0008005350828170776,0.0028528571128845215
OpenBMI,0,selection,1,14,b02918d2809922cae76685174554b6399308bfc1da01c3e9208f6b49c492a029,0.003993585705757141,0.0059182047843933105
OpenBMI,0,selection,1,15,2ed5a3f522c352abcf34bed3f9995139261fea264785096998578fb8e434b0eb,-0.003941621631383896,-0.011957883834838867
OpenBMI,0,selection,1,16,247abaddd5401824235bc0565f8cbead3c36d5f1b2143f87837f7ef9fda8d564,-0.0027134157717227936,-0.0070847272872924805
OpenBMI,0,selection,1,17,2395605548e460905582b6834bc46e039882b4fe02b92ddf75057c84f61b6d5b,-0.0004855245351791382,-0.007334113121032715
OpenBMI,0,selection,1,18,53d0b741c73963cc9d8bbcfaaca7e7283239618039656daa3eb09c21d8fa7ce6,-0.0017388015985488892,0.00259244441986084
OpenBMI,0,selection,1,19,8bbfc155a27b21c91490637b70bc744af16b07ad2a56e31228356d20da56d532,-0.003260105848312378,-0.0023728013038635254
OpenBMI,0,selection,1,20,ccaca70f7c24b1084e1324f5c0c4644170ce267edfeb0deb7139627ef07775dc,-0.0005840808153152466,-0.00183027982711792
OpenBMI,0,selection,1,21,3163d8e78ae8ea4e107d4c8900d909f6a52521fb78d14bd8523246884b8b42d6,-0.001228339970111847,-0.0005081295967102051
OpenBMI,0,selection,1,22,3a454a0f50577ef92162fe9998d08e7423b14340b30ad21ef2d25521a322d2fb,-0.0020666569471359253,-0.002444326877593994
OpenBMI,0,selection,1,23,809cca8d3b68bac3472efbc40389f687ec70e52bf3ae456723758f1feb47659d,-0.005333229899406433,0.00013130903244018555
OpenBMI,0,selection,1,24,e99a536c893c6691b504fe958caa3603d719a183c1d30618cd93a5808db5587e,-0.0008981414139270782,0.007538139820098877
OpenBMI,0,selection,1,25,fad7ea65f2b8214429c827e0552e4f20072c9f636dd77711d4dbc3797c73a7d9,-0.003110043704509735,0.004230678081512451
OpenBMI,0,selection,1,26,2d558987a2afb92b1a30cff26e314cf2e5cc04e4f8282c7c84ecff1a0ced6cbb,-0.0022528711706399918,-0.0049817562103271484
OpenBMI,0,selection,1,27,15704677808a29266465b7f516886497f1ee4d7351d6d88c6d2c1938fdad2ce7,-0.0016494803130626678,-0.0014277100563049316
OpenBMI,0,selection,1,28,4763b6c298d3200d2e2f0cd67270b110931d6e5e185101a5f6e8427720554a12,-0.001447601243853569,-0.0092887282371521
OpenBMI,0,selection,1,29,94849dbf888948f9d810cb169246979a94d9c97f752441235724e90b0095a536,-0.0041910335421562195,0.013523578643798828
OpenBMI,0,selection,1,30,e35fcb58ec1c855d10d4feefa5e66302ca030e7b01e92f075bd4efe299aed00c,-0.0016048960387706757,-0.0035840272903442383
OpenBMI,0,selection,1,31,87b316757bd7dc1f60dffae47b151ed272948fbc73fee029b6572af088779c6b,-0.00014396943151950836,-0.004359841346740723
OpenBMI,0,selection,1,32,3f882be20fd6931a7e599bcec7c0ab731dfcc16dc9bdb708ed1348ccc8742da9,-0.002816770225763321,-0.0014432072639465332
OpenBMI,0,selection,1,33,53ec058975ea7ac644c99ba5388fb322737822a14628712046d8b09923779354,-0.002745412290096283,-0.0062767863273620605
OpenBMI,0,selection,1,34,4ef71b935d0da41b2bf3c949b9805aba4b5b7b12c33898245842a5a716746734,-0.00774509459733963,-0.012739360332489014
OpenBMI,0,selection,2,0,9a9b2acdf330a05b0325e574a63fd0342718041c43fcbba423991b53401e550f,-0.0011223601177334785,-0.009450316429138184
OpenBMI,0,selection,2,1,a0912992e0b9df1b8fa463c7e31bf18043d7b116c4a80cb8e77dccf2da6d7f7a,-0.003672061488032341,-0.011189818382263184
OpenBMI,0,selection,2,2,b7abd85db9c8041f7eded800c3cfdca0afc8443663c4eedb3ce9525c8caf69f4,-0.004223920404911041,-0.030521810054779053
OpenBMI,0,selection,2,3,4f0132c68d9e367afb583cb9565866c4f6691dcac6dffe4d350be727372f1ef3,-0.0011719726026058197,-0.00011450052261352539
OpenBMI,0,selection,2,4,cc6105f88a9e987d230d735c13ddc6ceee5ea6a72479be8aee84849b70783f3b,-0.0030637606978416443,0.015193283557891846
OpenBMI,0,selection,2,5,1c4a9e97f4f8815d899eae9ea651e2f46fede5b8c069f820d8afaca80926cc17,-0.0006726421415805817,-0.01271677017211914
OpenBMI,0,selection,2,6,606892b38aac58e93f363e4fa0310023abdfb99321222f90a04918c6ed9c64f0,-0.002751680091023445,-0.005455970764160156
OpenBMI,0,selection,2,7,f577afa3be701496903ca0cd0a0884da81ad35e2203e41a11cb54d5bf3cb41f8,-0.00018897652626037598,-0.012144029140472412
OpenBMI,0,selection,2,8,a28bd47f5c90ed3ca556355c176498f2b5501c63380095f1367372b8037bcd1e,-0.0016190893948078156,-0.00044852495193481445
OpenBMI,0,selection,2,9,85e4d9f3f573731a4d0796a284e4b7684f72b4fdf0e9a2b1032ef066d0dc89b4,-0.003117002546787262,0.01305687427520752
OpenBMI,0,selection,2,10,03d0be64a089730db20de05aaf1549b0c64b4c6f4429848c856c751fc30fdff8,-0.0003299824893474579,-0.012979090213775635
OpenBMI,0,selection,2,11,aa7667ae2c6c2443b730ae227b05d45eae9fc0375a1c4af99037f1b431b7f023,-0.0015498688444495201,0.010883808135986328
OpenBMI,0,selection,2,12,2e17b9682fc0c9f4a492417ae0a7017623fd9ce27b9fffb6123247f6e9efe91a,-0.0016063880175352097,-0.009766936302185059
OpenBMI,0,selection,2,13,2e16f40ffbc313c2cf05160be7b20c91591347d8adf28c2ce0e34d07968c29a4,-0.002195213921368122,0.0104561448097229
OpenBMI,0,selection,2,14,be92ca92b675e492f76c32a39c2988d2c38110f011dbda4031be50fea1cc0762,-0.003980871289968491,-0.009467244148254395
OpenBMI,0,selection,2,15,65b70353738edb8abfcf5fa3e2c7d421faea21a674985fbd70b2423e37f131a4,-0.0030735619366168976,-0.015773773193359375
OpenBMI,0,selection,2,16,754e896b397ca2dae076ec2a3d295e6b7ee817648b53244c709eccb02dfde1d6,-0.008943140506744385,-0.03377246856689453
OpenBMI,0,selection,2,17,d28f7729671c950caa5e05fad73f91e20d2927a388975aca390862b64d806de5,-0.002377232536673546,-0.00017762184143066406
OpenBMI,0,selection,2,18,d08a98561b25a8d13a4c146ec4163264d64f279a7553a8689cda2579609bb96f,-0.0037279613316059113,0.00039839744567871094
OpenBMI,0,selection,2,19,f45cc01579e8f5391f7f2439e86d5746c339264e4e5ab8837cf80445b4d082c1,-0.007923264056444168,-0.03392988443374634
OpenBMI,0,selection,2,20,a4fd19d4a667e37f2dcc02528f21c4ea446513b0d7acfdaf0a0ed9514c8716c2,-0.0025781942531466484,-0.0262451171875
OpenBMI,0,selection,2,21,d2dd661da5f45261786a1ca713c1d6496a973e51e3f3b2aa3cfb5c8cb22a5f1c,-0.002921443432569504,-0.012366235256195068
OpenBMI,0,selection,2,22,f6ff9d3b2d99ccec6cef9688071ba65830eeb6f4795e6058f92cf6501bf8c9f5,-0.001995932310819626,-0.017578721046447754
OpenBMI,0,selection,2,23,ba6a5d901cd247ed7051587aa8d06c0aa5cb4c5849a6180ff4c1d8c065a2467e,-0.0029666144400835037,-0.0006788372993469238
OpenBMI,0,selection,2,24,3be1251fb237d81d02e6f34f7224f6c6d328df3e84946a191899a072fa56322b,0.0006637321785092354,0.02521336078643799
OpenBMI,0,selection,2,25,423c59740a506306ac11546ec163f731417875d65b6c547c0d8b7372102ed747,-0.003614407032728195,-0.00984889268875122
OpenBMI,0,selection,2,26,948da840a608dca60191f034fff86c0e924afd4d9d87dbd9c0223c9f3c8250fd,-0.0023729540407657623,-0.02109062671661377
OpenBMI,0,selection,2,27,588e88bcc9660be49b857fade7b64c1b69d1aed554a5d5cdad3f68ec3e2df959,-0.00011037848889827728,0.00574183464050293
OpenBMI,0,selection,2,28,a0987b10817015876ac600e48193ae31f66f7837e2773cf2df4422126a4ba79c,-0.002557724714279175,0.002298712730407715
OpenBMI,0,selection,2,29,670aaf7ee2af41fcca94b7c5692d5d336364b1e005bdd937f1ace2ef8d98af2a,-0.0026315636932849884,-0.0064629316329956055
OpenBMI,0,selection,2,30,3af396e49f0d9c22b37b1ec116c3081c9acec749f3d3087d474906c199788e06,-0.0006803497672080994,0.007837116718292236
OpenBMI,0,selection,2,31,9453f963e45d0f58a70cdd8032c778e457e067a4d314ee3744ae4bcfca1be9c7,-0.003479376435279846,-0.024191856384277344
OpenBMI,0,selection,2,32,cd4037f52041646a5b8996dba7284a1007eb831d4be28617fc6af3237ded1baf,-0.004243968054652214,-0.002219080924987793
OpenBMI,0,selection,2,33,2f4d63914013135c60ee322f075eedbe8976af82de6d1849a85422eb665f1a45,-0.002858279272913933,0.002128899097442627
OpenBMI,0,selection,2,34,5ca979c1ab3ea8e71bc8fe4c0efed4e31d8d0f793b819ae464d8fc91e0123311,-0.007182121276855469,-0.012837767601013184
OpenBMI,0,selection,3,0,ed642bb45f96be0de025e4a32b5b5aea3f2fa2e4d38712cf3cf3050839899c26,-0.0028941016644239426,0.005484580993652344
OpenBMI,0,selection,3,1,0195c442f11b3eba10411e91256da2849067d14460f0dc00828e1539d396b484,-0.006022954359650612,0.0015731453895568848
OpenBMI,0,selection,3,2,c0652dca0d25109356d5266992515b836b32c18986a122a399bd65f8db4b8124,-0.0015475042164325714,0.0019491314888000488
OpenBMI,0,selection,3,3,a2132192faceccd1532b009163f1c9b5e7f654a37f5453753bd883567c7fba6c,-0.001213548704981804,-0.013589441776275635
OpenBMI,0,selection,3,4,5af36f381a30805a1096522de2adda8ec555abc1129c7165c3179e02af2ef739,-0.003428347408771515,-0.005045056343078613
OpenBMI,0,selection,3,5,c74d22f7e3d693bf805db320a880c7c536eaaa5229b29bcce616bf90286afee9,-0.007893519476056099,-0.009943783283233643
OpenBMI,0,selection,3,6,350acce2ec87e41a4a0d2e4ad79ea13c4f292cc5e509bd7172d9acb38fd24905,-0.0013786088675260544,0.008529424667358398
OpenBMI,0,selection,3,7,cc0ac7c30c221bff5319a1ebd0f849f225cb66a2b7ae36ebe910903609165961,-0.001054150052368641,-0.007977008819580078
OpenBMI,0,selection,3,8,d5e3886971e8a63a6177c2374afbe4e0d8c24adc98c96a5d468bfbba1ae3036f,-0.0005116742104291916,0.0018788576126098633
OpenBMI,0,selection,3,9,ac53ff8dcf15f110cc39f59de96b4368830a5cf09e3ece4f54d77f2d2fc53c2f,-0.003894006833434105,-0.0036052465438842773
OpenBMI,0,selection,3,10,de51c2d46b93918ae06a45672f190fddda70f4a678df77f7c8488c160fec18c0,-0.0018218699842691422,-0.003630697727203369
OpenBMI,0,selection,3,11,6f3ea19a7a4838ae3893cb0ec6a4425e255ccbf0ff65b0c467c820a66c4b7ab1,-0.0039320942014455795,-0.002226531505584717
OpenBMI,0,selection,3,12,7dbd6dbebdbb850e5f72dc11ac1865d870477b1ca605e1cdff463c024a361564,-0.009421689435839653,0.005166590213775635
OpenBMI,0,selection,3,13,803004d2bd3a3c736a84e0ed79f588ba8c683108ab78dcc2ace5b61f76fe814e,-0.004740840755403042,0.012957751750946045
OpenBMI,0,selection,3,14,d6c659ae6d14dec6125bc57715820e33d97c8f6eff3a44e948f6a83ea95e6568,-0.005507342517375946,-0.01122581958770752
