r1,r2,abs_r_diff,dtraj,source_loss,pseudo_subjects,partition_seed,step,pair_hash,dataset,outer_fold,opt_seed,method,phase,epoch
0.7966710329055786,0.8727404475212097,0.0760694146156311,0.0240259300917387,0.7952580451965332,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,0,76e67e51a6224fb7040b61cd34b35b58c1980ec086143fd2b64ad2c901790c09,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.8764647245407104,0.7505265474319458,0.12593817710876465,0.042770229279994965,0.7366601228713989,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,1,ce296f1416ed45945fce4ffe09f0f6cafda72075503b969567ad3ddeba860e1e,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.6749030351638794,0.749221920967102,0.07431888580322266,0.03139771521091461,0.7338095903396606,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,2,33cf7633dba0d9105d8226cca497579f3322a89a70872ee7b2966d3f6fd8c2b5,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.6925227642059326,0.7136603593826294,0.021137595176696777,0.035853929817676544,0.7276010513305664,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,3,4d10f4eb8d36bec766fb555990a5a92a4aae583df3f934e12e5ba0ee08e38385,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.7459750175476074,0.7682881355285645,0.02231311798095703,0.036569174379110336,0.7402520179748535,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,4,1473d5199eea5a99d4f50f04def18876ac81f9ba729461ce89a46113ecc48764,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.8496112823486328,0.8171380758285522,0.032473206520080566,0.04590490460395813,0.6709996461868286,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,5,39e9ecdd3b61c2c57d5a3a536ff0df788b673afd36ada00a9c21c5f610ab99e7,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.7710437774658203,0.7532927989959717,0.017750978469848633,0.02272316813468933,0.6408332586288452,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,6,d9c4e8a43aa62cabaa2955c0ac3daf6b634cd7e9fbbf3cee0165c73f73cb3d20,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.8637238144874573,0.7091697454452515,0.1545540690422058,0.05771179497241974,0.7447408437728882,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,7,5bf11c57b3e2b14b1d845e9e9217c011a74bc6c3fd83c249ece2cf665360a76a,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.7716519236564636,0.8163324594497681,0.04468053579330444,0.03624391555786133,0.7209888696670532,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,8,3c7dbdefab4ecd28b57ef0f5d8171c03baabfdf3e6ebf10e8aa43144dbeb674d,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
0.6528419256210327,0.7048361301422119,0.0519942045211792,0.05476085841655731,0.7249319553375244,4;8;11;27;29;35;38;39;43;49;52,3552084785656430714,9,2d7e1d0b63a3986bb99f778970d88ab2dde2b5c5f7c370d2d9afd3352410f022,OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1
