model,method,fold,seed,subject_id,BA,macro_F1,CE,trials,future_session,coverage_ge2,median_valid_candidates,semantic_pass_rate,bank_stability
ATCNet-CleanRoom,ERM,1,0,45,0.92,0.9196060697417344,0.2011107599909812,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,1,2,0.7150000000000001,0.7144217039504998,0.6144556778393575,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,1,11,0.845,0.8446854881134297,0.3194231668220992,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,1,13,0.905,0.9049786201895428,0.1998332692908541,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,1,18,0.7,0.6997297567811029,0.6393903707333082,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,1,27,0.625,0.5943204868154158,0.8056749129344002,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,1,36,0.985,0.984996624240454,0.0680710886782652,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,1,44,0.845,0.8449961249031226,0.3426888599668236,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,1,45,0.8899999999999999,0.8896025692492975,0.2091715156578019,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,2,2,0.77,0.7696314102564102,0.5911697815245701,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,2,11,0.835,0.8349628666449951,0.3363410440154355,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,2,13,0.885,0.8849741191768148,0.2310152643234447,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,2,18,0.62,0.6199619961996199,0.6845080836251356,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,2,27,0.6599999999999999,0.6596937243519168,0.6436315821654566,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,2,36,0.99,0.99,0.0364022707727928,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,2,44,0.825,0.8249956248906223,0.3729663496021985,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,1,2,45,0.915,0.9148957472904308,0.2061182610752578,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,0,9,0.605,0.6014026589974519,0.7794078040800647,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,0,22,0.76,0.7596153846153846,0.5262171180921142,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,0,25,0.975,0.9749943737340904,0.0712377272587739,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,0,26,0.755,0.7549938748468712,0.4716175898020271,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,0,29,0.81,0.81,0.4294214936546127,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,0,34,0.54,0.539585627064358,0.92441753996076,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,0,35,0.945,0.9449656035021888,0.1166886268588145,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,0,49,0.81,0.8084484323016433,0.3775182455388015,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,1,9,0.595,0.5949088544922607,0.7190290026179978,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,1,22,0.78,0.7785829307568438,0.4963144653847934,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,1,25,0.97,0.96999699969997,0.1002247733182207,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,1,26,0.8200000000000001,0.81998199819982,0.4490324099687423,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,1,29,0.885,0.8839526728726759,0.3168744842711828,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,1,34,0.575,0.5741376286981137,1.0148284893675523,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,1,35,0.96,0.96,0.1375478223398669,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,1,49,0.8200000000000001,0.8158567774936061,0.4224374761198158,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,2,9,0.575,0.5711294432251066,0.7652576958703059,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,2,22,0.77,0.7681217864704104,0.5004375284148151,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,2,25,0.975,0.9749993749843746,0.0823054644759829,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,2,26,0.765,0.7628598097832942,0.4683978438916378,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,2,29,0.925,0.9248478168290788,0.218114524614024,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,2,34,0.575,0.5744787364521539,1.0221395722131248,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,2,35,0.955,0.9549898727213624,0.1305883506909788,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,2,2,49,0.865,0.8642363293526085,0.2775777919113928,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,0,6,0.915,0.9149808706959066,0.2092110250486286,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,0,23,0.985,0.984996624240454,0.0523663505301547,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,0,24,0.912405303030303,0.9126735333631886,0.2154902298373571,195,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,0,30,0.86,0.859873886497848,0.3206668984989035,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,0,31,0.61,0.5768229166666666,0.8376068243923472,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,0,38,0.495,0.4943806162549122,0.9679727044863172,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,0,41,0.85,0.8487750781328763,0.3009646582983891,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,0,42,0.725,0.7224955220868337,0.6006947227071887,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,1,6,0.905,0.9049786201895428,0.2591351207970762,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,1,23,0.98,0.9799919967987194,0.0522312544991336,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,1,24,0.9537563131313131,0.9538267252492832,0.1466283970112681,195,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,1,30,0.8,0.7992773986350863,0.4178333964520175,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,1,31,0.625,0.5989197572127597,0.7913978550474738,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,1,38,0.5449999999999999,0.5444419413781882,0.8357296099505355,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,1,41,0.845,0.844965117151359,0.3248833810972334,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,1,42,0.7,0.6999699969997,0.5705062622063305,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,2,6,0.895,0.8949343339587242,0.2126983859592682,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,2,23,0.96,0.9599358974358976,0.0914617060041255,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,2,24,0.8974116161616161,0.8974116161616161,0.2103037513424223,195,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,2,30,0.81,0.8096955128205128,0.3813438469154097,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,2,31,0.61,0.6096486838154338,0.7475504289440714,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,2,38,0.55,0.5434253246753247,0.8507156638391941,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,2,41,0.815,0.8146246148450612,0.3813268639625555,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,3,2,42,0.7,0.6985227615315044,0.5440432932537053,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,0,7,0.8400000000000001,0.8389694041867954,0.3376227028679049,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,0,12,0.765,0.7645231593977806,0.5001246757414236,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,0,14,0.535,0.5348953514540772,0.961406171895947,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,0,17,0.8400000000000001,0.839421918908069,0.3664442981177112,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,0,32,0.64,0.633811412877632,0.6514247127620157,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,0,47,0.95,0.94999499949995,0.1453575906056777,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,0,48,0.86,0.859775641025641,0.3528966173184619,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,0,50,0.92,0.919967987194878,0.145843003045955,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,1,7,0.835,0.8347976270931892,0.3493349372145715,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,1,12,0.73,0.7298919567827131,0.501334584987025,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,1,14,0.54,0.539585627064358,0.920277910265859,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,1,17,0.85,0.8499399759903962,0.3529030708094383,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,1,32,0.62,0.6196576919227305,0.6609957380256372,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,1,47,0.93,0.9298245614035088,0.1725205842207597,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,1,48,0.855,0.8548221571424997,0.3729896819033844,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,1,50,0.95,0.9499799919967988,0.0912994054416028,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,2,7,0.845,0.8449030644152595,0.3406830708355343,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,2,12,0.71,0.7098839535814325,0.4917473982839647,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,2,14,0.5700000000000001,0.5684464070654356,0.8599048040567735,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,2,17,0.8400000000000001,0.8395989974937343,0.4088832812688192,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,2,32,0.655,0.6547842401500938,0.6906914044851256,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,2,47,0.95,0.94999499949995,0.1546522977331275,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,2,48,0.855,0.854967367657723,0.3419305665468032,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,ERM,4,2,50,0.955,0.9549988749718744,0.0895954770270212,200,2,1.0,0.0,1.0,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,1,0.945,0.9449876222149984,0.1635778844147977,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,3,0.825,0.8244690187818149,0.3723903857331831,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,5,0.8200000000000001,0.8199279711884754,0.4153428915626563,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,16,0.5800000000000001,0.5784825371336813,0.8733489280426585,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,19,0.94,0.93999399939994,0.1508779494753475,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,21,0.9,0.8999899989999001,0.2289427783856499,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,28,0.6000000000000001,0.5815461868396276,0.7234886734206131,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,33,0.985,0.9849996249906248,0.0811316439840422,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,0,37,0.815,0.8149583656322672,0.4050274673184711,200,2,0.9626097867001254,24.0,0.9591698034295274,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,1,0.925,0.9249831212022706,0.1746889964545425,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,3,0.8049999999999999,0.8048780487804879,0.4202188485607115,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,5,0.81,0.81,0.4306696506573702,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,16,0.59,0.5898359343737495,0.8568330226562614,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,19,0.955,0.9549988749718744,0.1236448918275335,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,21,0.865,0.8649155722326454,0.277925441979636,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,28,0.6599999999999999,0.6510673234811166,0.7088370552275757,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,33,0.965,0.9649991249781243,0.0897817106281673,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,1,37,0.735,0.7330714411623983,0.4967777012086014,200,2,0.961961961961962,24.0,0.9577806973640308,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,1,0.955,0.9549988749718744,0.1593933131979059,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,3,0.835,0.8340666247642992,0.3121990050749842,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,5,0.81,0.8099239695878351,0.4846694991431821,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,16,0.5349999999999999,0.5340564643402891,0.8565113549257549,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,19,0.96,0.959983993597439,0.0801181774271208,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,21,0.86,0.859775641025641,0.2733498235523,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,28,0.625,0.6169462958706811,0.5928005952884756,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,33,0.97,0.96999699969997,0.1014210779140936,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,0,2,37,0.8200000000000001,0.8199279711884754,0.4117601584785775,200,2,0.962085308056872,24.0,0.9585308056872038,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,0,2,0.705,0.7049926248156204,0.6656535626472955,200,2,0.963855421686747,24.0,0.959897281433426,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,0,11,0.8600000000000001,0.8594941790445605,0.3438843294606418,200,2,0.963855421686747,24.0,0.959897281433426,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,0,13,0.86,0.859873886497848,0.2530988472765678,200,2,0.963855421686747,24.0,0.959897281433426,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,0,18,0.6100000000000001,0.6085909273384182,0.7204899202234413,200,2,0.963855421686747,24.0,0.959897281433426,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,0,27,0.6399999999999999,0.6382273138378052,0.7657978584607454,200,2,0.963855421686747,24.0,0.959897281433426,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,0,36,0.995,0.9949998749968748,0.0384600307889707,200,2,0.963855421686747,24.0,0.959897281433426,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,0,44,0.8400000000000001,0.8397435897435898,0.3393658238725422,200,2,0.963855421686747,24.0,0.959897281433426,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,0,45,0.915,0.914519170333124,0.1963253332229221,200,2,0.963855421686747,24.0,0.959897281433426,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,1,2,0.71,0.7092731829573935,0.6642286755274199,200,2,0.9730830128930106,24.0,0.9685685742290584,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,1,11,0.845,0.8446854881134297,0.327704178167255,200,2,0.9730830128930106,24.0,0.9685685742290584,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,1,13,0.905,0.9049786201895428,0.2028454701572339,200,2,0.9730830128930106,24.0,0.9685685742290584,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,1,18,0.69,0.6892230576441103,0.6659327492290444,200,2,0.9730830128930106,24.0,0.9685685742290584,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,1,27,0.625,0.5943204868154158,0.8585730706641929,200,2,0.9730830128930106,24.0,0.9685685742290584,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,1,36,0.985,0.984996624240454,0.072513212219735,200,2,0.9730830128930106,24.0,0.9685685742290584,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,1,44,0.845,0.8449961249031226,0.3596129390337721,200,2,0.9730830128930106,24.0,0.9685685742290584,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,1,45,0.8899999999999999,0.8896025692492975,0.2101578382523889,200,2,0.9730830128930106,24.0,0.9685685742290584,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,2,2,0.765,0.7647117719206027,0.6453935579288804,200,2,0.96833102172908,24.0,0.9651525658807212,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,2,11,0.835,0.8349628666449951,0.3408307336928882,200,2,0.96833102172908,24.0,0.9651525658807212,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,2,13,0.89,0.8899889988998899,0.2326176597113707,200,2,0.96833102172908,24.0,0.9651525658807212,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,2,18,0.61,0.61,0.71673401398934,200,2,0.96833102172908,24.0,0.9651525658807212,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,2,27,0.6699999999999999,0.6694711538461539,0.6685211452316121,200,2,0.96833102172908,24.0,0.9651525658807212,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,2,36,0.99,0.99,0.0328789475052728,200,2,0.96833102172908,24.0,0.9651525658807212,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,2,44,0.825,0.8249956248906223,0.3919727966282121,200,2,0.96833102172908,24.0,0.9651525658807212,1.0
ATCNet-CleanRoom,Factorized-HardRandom,1,2,45,0.92,0.9198717948717948,0.2040269174571329,200,2,0.96833102172908,24.0,0.9651525658807212,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,0,9,0.6,0.5951007186962243,0.8565844319524918,200,2,0.956648098813272,24.0,0.9534289981432146,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,0,22,0.76,0.7596153846153846,0.5479927202108038,200,2,0.956648098813272,24.0,0.9534289981432146,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,0,25,0.975,0.9749943737340904,0.0640647810618475,200,2,0.956648098813272,24.0,0.9534289981432146,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,0,26,0.765,0.7649941248531213,0.4583608782190094,200,2,0.956648098813272,24.0,0.9534289981432146,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,0,29,0.81,0.81,0.4315407468177452,200,2,0.956648098813272,24.0,0.9534289981432146,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,0,34,0.5449999999999999,0.5444419413781882,1.0182244213536686,200,2,0.956648098813272,24.0,0.9534289981432146,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,0,35,0.945,0.9449656035021888,0.1172465387077147,200,2,0.956648098813272,24.0,0.9534289981432146,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,0,49,0.815,0.8136536476039384,0.388423961433476,200,2,0.956648098813272,24.0,0.9534289981432146,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,1,9,0.61,0.6096486838154338,0.77250220265035,200,2,0.9608790147307412,24.0,0.9581522176607904,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,1,22,0.7749999999999999,0.7740453415681253,0.4923165679168121,200,2,0.9608790147307412,24.0,0.9581522176607904,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,1,25,0.97,0.96999699969997,0.0959414189851093,200,2,0.9608790147307412,24.0,0.9581522176607904,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,1,26,0.8200000000000001,0.8199279711884754,0.4384464510029067,200,2,0.9608790147307412,24.0,0.9581522176607904,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,1,29,0.865,0.8631906969673937,0.3232447883024731,200,2,0.9608790147307412,24.0,0.9581522176607904,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,1,34,0.5800000000000001,0.5796216594935442,1.122149891910655,200,2,0.9608790147307412,24.0,0.9581522176607904,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,1,35,0.96,0.96,0.1337061517048708,200,2,0.9608790147307412,24.0,0.9581522176607904,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,1,49,0.8,0.7940479868190712,0.4448850202164024,200,2,0.9608790147307412,24.0,0.9581522176607904,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,2,9,0.5800000000000001,0.5772946859903382,0.8201106643392404,200,2,0.9557291666666666,24.0,0.9513592960858588,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,2,22,0.78,0.7777777777777778,0.5242070095590601,200,2,0.9557291666666666,24.0,0.9513592960858588,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,2,25,0.97,0.97,0.0780002485527348,200,2,0.9557291666666666,24.0,0.9513592960858588,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,2,26,0.78,0.7785829307568438,0.4606914139632544,200,2,0.9557291666666666,24.0,0.9513592960858588,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,2,29,0.925,0.924908012315086,0.2079011587670602,200,2,0.9557291666666666,24.0,0.9513592960858588,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,2,34,0.575,0.5741376286981137,1.148406459727903,200,2,0.9557291666666666,24.0,0.9513592960858588,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,2,35,0.955,0.9549898727213624,0.12557258605423,200,2,0.9557291666666666,24.0,0.9513592960858588,1.0
ATCNet-CleanRoom,Factorized-HardRandom,2,2,49,0.855,0.8543847756772364,0.2715762742236607,200,2,0.9557291666666666,24.0,0.9513592960858588,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,0,6,0.915,0.9149808706959066,0.2226332974958354,200,2,0.9762289406877452,24.0,0.9726998230633124,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,0,23,0.985,0.984996624240454,0.0516492731066954,200,2,0.9762289406877452,24.0,0.9726998230633124,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,0,24,0.912405303030303,0.9126735333631886,0.2320525658498291,195,2,0.9762289406877452,24.0,0.9726998230633124,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,0,30,0.855,0.8548221571424997,0.3280338725164822,200,2,0.9762289406877452,24.0,0.9726998230633124,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,0,31,0.61,0.5768229166666666,0.9288689608553544,200,2,0.9762289406877452,24.0,0.9726998230633124,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,0,38,0.5,0.4995495946351717,1.0602466127591237,200,2,0.9762289406877452,24.0,0.9726998230633124,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,0,41,0.85,0.8487750781328763,0.3203830881488955,200,2,0.9762289406877452,24.0,0.9726998230633124,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,0,42,0.725,0.7224955220868337,0.6456768653746923,200,2,0.9762289406877452,24.0,0.9726998230633124,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,1,6,0.905,0.9049786201895428,0.2696334484377221,200,2,0.9576617753187396,24.0,0.9545545665944992,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,1,23,0.98,0.9799919967987194,0.0431108691329459,200,2,0.9576617753187396,24.0,0.9545545665944992,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,1,24,0.9537563131313131,0.9538267252492832,0.1393345342787439,195,2,0.9576617753187396,24.0,0.9545545665944992,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,1,30,0.8,0.7992773986350863,0.4323494148879704,200,2,0.9576617753187396,24.0,0.9545545665944992,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,1,31,0.625,0.5989197572127597,0.891621026734302,200,2,0.9576617753187396,24.0,0.9545545665944992,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,1,38,0.5449999999999999,0.5440767554297452,0.9123753884298856,200,2,0.9576617753187396,24.0,0.9545545665944992,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,1,41,0.845,0.844965117151359,0.3354334778873623,200,2,0.9576617753187396,24.0,0.9545545665944992,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,1,42,0.705,0.7049926248156204,0.6022944465025251,200,2,0.9576617753187396,24.0,0.9545545665944992,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,2,6,0.895,0.8949343339587242,0.2217078111036314,200,2,0.9591149591149593,24.0,0.9553371011704346,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,2,23,0.96,0.9599358974358976,0.0867273590729054,200,2,0.9591149591149593,24.0,0.9553371011704346,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,2,24,0.8923611111111112,0.892296362536493,0.2141044135711138,195,2,0.9591149591149593,24.0,0.9553371011704346,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,2,30,0.815,0.8147730970438787,0.3844290847639648,200,2,0.9591149591149593,24.0,0.9553371011704346,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,2,31,0.61,0.6096486838154338,0.800182237493998,200,2,0.9591149591149593,24.0,0.9553371011704346,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,2,38,0.545,0.5389019786678828,0.9090568124057882,200,2,0.9591149591149593,24.0,0.9553371011704346,1.0
ATCNet-CleanRoom,Factorized-HardRandom,3,2,41,0.8200000000000001,0.8197115384615384,0.4037813624533137,200,2,0.9591149591149593,24.0,0.9553371011704346,1.0
