dataset,instability_bin,n,fraction,KEEP_error_rate,mean_margin_std,oracle_rescuable,OUTER_TEST_USED
OpenBMI,unanimous,1840,0.7076923076923077,0.0766304347826087,0.6651344380946586,0.0,False
OpenBMI,low,371,0.1426923076923077,0.22371967654986524,0.6454824422797869,0.029649595687331536,False
OpenBMI,medium,243,0.09346153846153846,0.345679012345679,0.6801118784771069,0.12757201646090535,False
OpenBMI,high,146,0.05615384615384615,0.410958904109589,0.7028556957334301,0.1506849315068493,False
WBCIC,unanimous,5046,0.6155159795071968,0.16250495441934204,0.6113733069819693,0.0017835909631391202,False
WBCIC,low,1178,0.14369358380092706,0.29796264855687604,0.6238147064129715,0.044142614601018676,False
WBCIC,medium,1026,0.12515247621371067,0.3723196881091618,0.6442199917793999,0.12962962962962962,False
WBCIC,high,948,0.11563796047816541,0.3829113924050633,0.7226600637311613,0.1350210970464135,False
