dataset,sample_id,subject,label,s_vote,p_final,prediction,w_keep,w_amplify,w_geometry,nonkeep_mass,stable_high_conf,rescue,harm
WBCIC,11|S1|T183,11,1,0.6666666666666667,0.7101210113309813,1,0.6427695982326074,0.3572304017673927,0.0,0.3572304017673927,False,False,False
WBCIC,11|S1|T184,11,1,0.0,0.7285778202944929,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T185,11,1,0.0,0.7345947577631299,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T186,11,0,0.33333333333333326,0.42996129890029117,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T187,11,0,0.0,0.21114086450502476,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T188,11,1,0.0,0.6688017948476195,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T189,11,0,0.0,0.247713287624422,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T19,11,0,0.6666666666666666,0.40992521960888917,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T190,11,0,0.0,0.1848118283193866,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T191,11,1,0.6666666666666667,0.6454126368688617,1,0.45995126177514317,0.2796196251314299,0.2604291130934269,0.5400487382248569,False,False,False
WBCIC,11|S1|T192,11,0,0.0,0.24415962114570822,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T193,11,0,0.0,0.2644581493480938,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T194,11,1,0.0,0.6344485679686073,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T195,11,1,0.0,0.605486167467773,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T196,11,0,0.0,0.2487452742802435,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T197,11,0,0.6666666666666666,0.4594913243392425,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T198,11,1,0.0,0.8160076570011654,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T199,11,0,0.0,0.1314697535558396,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T2,11,1,0.0,0.801731794627076,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T20,11,1,0.33333333333333326,0.4079680089187905,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T21,11,0,0.0,0.20244778086038615,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T22,11,0,1.0,0.6546831466597137,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T23,11,0,1.0,0.4319646773115849,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T24,11,0,0.6666666666666667,0.501670909060561,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T25,11,1,0.33333333333333326,0.6706493641315858,1,0.7731074017732961,0.0,0.22689259822670396,0.22689259822670396,False,False,False
WBCIC,11|S1|T26,11,1,0.33333333333333326,0.4626151591485306,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T27,11,1,0.6666666666666667,0.6664257229399976,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T28,11,1,0.0,0.7853254764449846,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T29,11,0,0.33333333333333326,0.3154937437017322,0,0.7571938203406026,0.2428061796593975,0.0,0.2428061796593975,False,False,False
WBCIC,11|S1|T3,11,0,0.0,0.27775038848087524,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T30,11,1,0.6666666666666667,0.721685771321687,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T31,11,0,1.0,0.5369182432699026,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T32,11,0,1.0,0.6294032069776143,1,0.495689436296067,0.504310563703933,0.0,0.504310563703933,False,False,False
WBCIC,11|S1|T33,11,0,0.0,0.13926364049603238,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T34,11,1,0.0,0.5881704414650369,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T35,11,0,1.0,0.6110880293447777,1,0.49550170350166967,0.5044982964983303,0.0,0.5044982964983303,False,False,False
WBCIC,11|S1|T36,11,0,0.33333333333333326,0.6484474773223105,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T37,11,0,0.0,0.3741826170818592,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T38,11,1,0.0,0.7662048258330055,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T39,11,0,0.33333333333333326,0.4407013272005991,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T4,11,0,0.0,0.20101276972075455,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T40,11,1,1.0,0.507432358722672,1,0.4965795636506802,0.0,0.5034204363493198,0.5034204363493198,False,True,False
WBCIC,11|S1|T41,11,1,0.6666666666666666,0.4665519982186617,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T42,11,0,0.0,0.3383142440367713,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T43,11,0,0.0,0.15978447602342608,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T44,11,1,0.0,0.8180471245192381,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T45,11,1,0.33333333333333326,0.6976151280852857,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T46,11,0,0.0,0.1070796918525559,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T47,11,0,1.0,0.4809953408599472,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T48,11,0,0.0,0.2598398748822286,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T49,11,1,0.0,0.7675934593641426,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T5,11,1,0.0,0.8212072177875532,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T50,11,0,0.0,0.2463687389564194,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T51,11,1,0.33333333333333326,0.6841532499119766,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T52,11,0,0.0,0.09403692784834423,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T53,11,0,0.0,0.10251192232365038,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T54,11,0,0.0,0.14689656388325636,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T55,11,1,0.6666666666666667,0.6132721136377324,1,0.4665015461289419,0.2762006233430335,0.2572978305280246,0.5334984538710581,False,False,False
WBCIC,11|S1|T56,11,1,1.0,0.4922128801119929,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T57,11,0,0.6666666666666667,0.5208217196892216,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T58,11,0,0.0,0.2649810877553307,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T59,11,0,0.0,0.22270480700938597,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T6,11,0,0.33333333333333326,0.34193000485040215,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T60,11,1,0.6666666666666667,0.5785377293005636,1,0.6400069639229573,0.0,0.35999303607704275,0.35999303607704275,False,False,False
WBCIC,11|S1|T61,11,1,0.6666666666666666,0.4782391310089733,0,0.6579255314545869,0.3420744685454131,0.0,0.3420744685454131,False,False,False
WBCIC,11|S1|T62,11,1,1.0,0.5551298811077946,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T63,11,0,0.0,0.241326438766296,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T64,11,1,1.0,0.4950600541722549,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T65,11,1,0.0,0.19041036968261568,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T66,11,0,1.0,0.559621843533933,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T67,11,1,0.33333333333333326,0.6130182758094669,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T68,11,1,0.33333333333333326,0.7326927726101936,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T69,11,0,0.0,0.21404314900615648,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T7,11,1,0.6666666666666666,0.41201441712680414,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T70,11,0,0.0,0.21312126307469914,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T71,11,0,0.0,0.25226694872825667,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T72,11,1,0.33333333333333326,0.5467326061471414,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T73,11,1,0.0,0.8341370667726453,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T74,11,0,1.0,0.4845638122395077,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T75,11,0,0.0,0.23689484586982815,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T76,11,0,0.0,0.14025651185263602,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T77,11,1,0.0,0.5912479223088806,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T78,11,1,0.0,0.5629247972812638,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T79,11,1,0.0,0.669961089426427,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T8,11,1,0.6666666666666667,0.6705080375799245,1,0.6443966912032416,0.35560330879675844,0.0,0.35560330879675844,False,False,False
WBCIC,11|S1|T80,11,1,0.0,0.3363926208895977,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T81,11,0,0.33333333333333326,0.580993932296095,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T82,11,0,0.6666666666666666,0.4461881609357345,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T83,11,1,0.0,0.30077852198536753,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T84,11,0,0.0,0.25527015221477084,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T85,11,0,0.0,0.2369066689596584,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T86,11,0,0.0,0.11800862437024014,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T87,11,1,0.0,0.3681652225067706,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T88,11,1,0.0,0.8309487781485544,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T89,11,1,0.0,0.7126525933266962,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T9,11,1,1.0,0.49997113095916795,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T90,11,0,0.0,0.1997691744250981,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T91,11,0,1.0,0.5502734496534453,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T92,11,0,0.33333333333333326,0.4222760690548378,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T93,11,0,0.6666666666666667,0.7311596175088325,1,0.46247918047213116,0.26041409400501453,0.2771067255228543,0.5375208195278689,False,False,False
WBCIC,11|S1|T94,11,0,0.0,0.18172823794787676,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T95,11,1,0.0,0.7558276644699333,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T96,11,0,0.0,0.18287680870418746,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T97,11,1,0.6666666666666667,0.6850851475396984,1,0.4622208317565084,0.2742836021086018,0.2634955661348898,0.5377791682434916,False,False,False
WBCIC,11|S1|T98,11,1,0.6666666666666667,0.5905807900585941,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T99,11,1,1.0,0.6860887636090041,1,0.5092182385814855,0.49078176141851454,0.0,0.49078176141851454,False,False,False
WBCIC,12|S1|T0,12,1,0.0,0.6232030945263514,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T1,12,0,0.0,0.35313189684382484,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T10,12,0,0.0,0.20323803472607047,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T100,12,1,0.0,0.2814446421552918,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T101,12,0,0.0,0.1454368872442409,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T102,12,0,0.0,0.2632582898141809,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T103,12,0,0.0,0.2814513048537487,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T104,12,0,0.0,0.4204067720773887,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T105,12,1,0.0,0.3465004230461181,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T106,12,1,0.0,0.6252142654946987,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T107,12,1,0.0,0.2979296022536595,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T108,12,1,0.0,0.19298448704779636,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T109,12,0,0.6666666666666666,0.5541381471590832,1,0.4629739290909539,0.27679559745673843,0.2602304734523076,0.537026070909046,False,False,False
WBCIC,12|S1|T11,12,1,0.6666666666666667,0.6069496258126653,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T110,12,1,0.6666666666666666,0.48398404787275456,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T111,12,1,0.6666666666666667,0.6822637476420054,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T112,12,0,0.6666666666666667,0.5700194138455276,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T113,12,0,0.0,0.3398566032059831,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T114,12,1,0.0,0.7275387766120817,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T115,12,0,0.0,0.2748462087394107,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T116,12,0,0.0,0.3115183079432667,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T117,12,1,0.6666666666666666,0.4850859130734598,0,0.6118523732136785,0.0,0.3881476267863216,0.3881476267863216,False,False,False
WBCIC,12|S1|T118,12,0,0.33333333333333326,0.32957085493441285,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T119,12,1,0.0,0.3091180848880222,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T12,12,1,0.0,0.2815151506005305,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T120,12,1,0.0,0.3401734594431476,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T121,12,0,0.0,0.7589567716413012,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T122,12,1,0.6666666666666667,0.609717123495755,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T123,12,1,0.0,0.6659656354326187,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T124,12,1,1.0,0.5644100277789148,1,0.5101664018553229,0.0,0.48983359814467714,0.48983359814467714,False,False,False
WBCIC,12|S1|T125,12,0,0.33333333333333326,0.32936917347576733,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T126,12,1,0.0,0.32704572684927075,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T127,12,1,0.0,0.31162721254739506,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T128,12,0,0.6666666666666666,0.5636142215438,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T129,12,0,1.0,0.5852744716394035,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,12|S1|T13,12,0,0.0,0.2820969878833813,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,12|S1|T130,12,1,0.33333333333333326,0.6748105180003877,1,1.0,0.0,0.0,0.0,False,False,False
