dataset,sample_id,subject,label,s_vote,p_final,prediction,w_keep,w_amplify,w_geometry,nonkeep_mass,stable_high_conf,rescue,harm
WBCIC,11|S1|T0,11,1,0.0,0.7330359104938742,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T1,11,0,0.0,0.2361500695535577,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T10,11,0,0.0,0.22274205620276757,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T100,11,1,0.0,0.7251994347483635,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T101,11,1,0.0,0.8691375340081821,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T102,11,0,0.0,0.32420087397284725,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T103,11,0,0.0,0.2510381165912831,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T104,11,1,0.33333333333333326,0.44218861286566113,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T105,11,1,0.0,0.7200568538557414,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T106,11,1,1.0,0.5622155973046907,1,0.49243821274458927,0.5075617872554107,0.0,0.5075617872554107,False,False,False
WBCIC,11|S1|T107,11,0,0.0,0.19444867612278607,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T108,11,0,0.33333333333333326,0.37643310784942335,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T109,11,1,0.6666666666666666,0.5136873612580272,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T11,11,1,0.33333333333333326,0.7212975434395168,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T110,11,0,0.0,0.30664245989578726,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T111,11,0,0.0,0.25535570833721843,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T112,11,0,0.0,0.39007321510954557,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T113,11,1,0.6666666666666667,0.5753239349942668,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T114,11,0,1.0,0.49593436415470865,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T115,11,0,0.0,0.27657972677822584,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T116,11,1,1.0,0.3870304546733272,0,0.49736052670964037,0.5026394732903596,0.0,0.5026394732903596,False,False,False
WBCIC,11|S1|T117,11,1,0.0,0.2184910943165609,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T118,11,1,1.0,0.5136522152037777,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T119,11,1,0.0,0.301531832091873,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T12,11,1,0.0,0.6989776865930549,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T120,11,0,0.33333333333333326,0.4251113468778944,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T121,11,0,0.0,0.20845015083537333,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T122,11,0,0.0,0.21854016560680753,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T123,11,0,0.0,0.27796051688540335,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T124,11,1,0.0,0.8225580097990254,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T125,11,0,0.0,0.2862254405780528,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T126,11,1,0.6666666666666667,0.6065608303379644,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T127,11,1,0.33333333333333326,0.36830602267685814,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T128,11,1,0.0,0.7951391260842827,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T129,11,1,0.0,0.7500269758833377,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T13,11,1,0.0,0.7306057850509836,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T130,11,0,0.33333333333333326,0.6359976228429703,1,0.7554742887093749,0.24452571129062514,0.0,0.24452571129062514,False,False,False
WBCIC,11|S1|T131,11,0,0.0,0.2290339103717064,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T132,11,0,0.6666666666666666,0.46651417592230876,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T133,11,1,0.0,0.6841735076342932,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T134,11,1,0.0,0.7023961533815847,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T135,11,1,0.0,0.4339788501996753,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T136,11,0,0.6666666666666666,0.48429735198617685,0,0.6419562681726926,0.35804373182730753,0.0,0.35804373182730753,False,False,False
WBCIC,11|S1|T137,11,0,0.0,0.22673874330362542,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T138,11,0,0.0,0.24986505989773344,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T139,11,1,0.33333333333333326,0.4163521260406187,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T14,11,1,0.33333333333333326,0.6739477564076394,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T140,11,1,0.0,0.7455504431927218,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T141,11,0,0.33333333333333326,0.4363059839615792,0,0.7764359918453169,0.22356400815468325,0.0,0.22356400815468325,False,False,False
WBCIC,11|S1|T142,11,1,0.0,0.8283288370858735,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T143,11,1,0.33333333333333326,0.6890874443779299,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T144,11,0,0.0,0.26897683894145696,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T145,11,0,0.33333333333333326,0.5783779792466199,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T146,11,1,0.0,0.6628265545699014,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T147,11,0,1.0,0.654447339506904,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T148,11,1,1.0,0.5393676055432527,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T149,11,1,1.0,0.5349102460270607,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T15,11,1,0.0,0.7637859591571896,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T150,11,1,0.6666666666666667,0.6572603193410387,1,0.6284519288504705,0.3715480711495294,0.0,0.3715480711495294,False,False,False
WBCIC,11|S1|T151,11,1,0.0,0.19228939054244554,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T152,11,0,0.0,0.3828173656320759,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T153,11,1,0.0,0.25296828262769294,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T154,11,0,0.0,0.21985094335981303,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T155,11,1,0.6666666666666667,0.6451490004792344,1,0.6366350395216478,0.36336496047835226,0.0,0.36336496047835226,False,False,False
WBCIC,11|S1|T156,11,0,0.33333333333333326,0.36296693622244,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T157,11,0,0.0,0.27799661693805605,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T158,11,0,1.0,0.5810125196688645,1,0.5371622332459256,0.46283776675407434,0.0,0.46283776675407434,False,False,False
WBCIC,11|S1|T159,11,1,0.0,0.761540108667767,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T16,11,1,0.6666666666666666,0.42452438524295616,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T160,11,1,1.0,0.6172474167901171,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T161,11,1,0.6666666666666667,0.6422794543215151,1,0.6254940736715081,0.37450592632849194,0.0,0.37450592632849194,False,False,False
WBCIC,11|S1|T162,11,0,0.0,0.23212822135278322,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T163,11,0,1.0,0.5964214445771688,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T164,11,1,0.33333333333333326,0.6568394101841043,1,0.6225635748818109,0.1912354799757219,0.18620094514246718,0.3774364251181891,False,False,False
WBCIC,11|S1|T165,11,1,0.33333333333333326,0.6719102889047962,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T166,11,1,1.0,0.5408096033159134,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T167,11,1,0.0,0.786621002764266,1,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T168,11,0,0.0,0.13597773003297856,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T169,11,0,0.0,0.20560773323081918,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T17,11,0,0.0,0.17861808626301642,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T170,11,0,0.0,0.30770522488125845,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T171,11,0,1.0,0.5095195708872288,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T172,11,0,0.33333333333333326,0.4288806239935947,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T173,11,1,0.6666666666666666,0.4822333044634728,0,0.659082182170555,0.0,0.34091781782944497,0.34091781782944497,False,False,False
WBCIC,11|S1|T174,11,1,1.0,0.5721487023266973,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T175,11,0,0.0,0.17351804985690414,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T176,11,1,1.0,0.4745847550389181,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T177,11,1,0.6666666666666667,0.5385685349596694,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T178,11,0,0.0,0.37281620481665273,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T179,11,0,0.0,0.3983318468790466,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T18,11,0,0.0,0.1878124404870689,0,1.0,0.0,0.0,0.0,True,False,False
WBCIC,11|S1|T180,11,1,0.33333333333333326,0.5516895418417601,1,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T181,11,1,0.6666666666666666,0.4840958617633768,0,1.0,0.0,0.0,0.0,False,False,False
WBCIC,11|S1|T182,11,0,0.0,0.6858811251824513,1,1.0,0.0,0.0,0.0,False,False,False
