dataset,sample_id,subject,label,s_vote,p_final,prediction,w_keep,w_amplify,w_geometry,nonkeep_mass,stable_high_conf,rescue,harm
OpenBMI,106619,31,0,0.33333333333333326,0.3324962199964284,0,0.7658657954103957,0.23413420458960432,0.0,0.23413420458960432,False,False,False
OpenBMI,106620,31,1,0.0,0.6943442578275923,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106621,31,0,0.0,0.2813478186237588,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106622,31,0,0.6666666666666667,0.5719598179181715,1,0.6187411191167058,0.3812588808832942,0.0,0.3812588808832942,False,False,False
OpenBMI,106623,31,1,0.0,0.7020512143380396,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106624,31,1,0.33333333333333326,0.4215063244013143,0,0.7654938490763472,0.2345061509236528,0.0,0.2345061509236528,False,False,False
OpenBMI,106625,31,0,0.0,0.02767874792392849,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106626,31,1,0.0,0.9262910841942343,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106627,31,0,1.0,0.4867846118432623,0,0.3390885096516761,0.32660482307090827,0.3343066672774156,0.6609114903483239,False,False,False
OpenBMI,106628,31,0,0.0,0.12239136752769604,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106629,31,1,0.0,0.8774029546609294,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106630,31,1,0.0,0.9693111592259367,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106631,31,0,0.0,0.19348740586404653,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106632,31,0,0.6666666666666666,0.41583239739847083,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106633,31,1,0.33333333333333326,0.3721915223939874,0,0.763487706614082,0.2365122933859179,0.0,0.2365122933859179,False,False,False
OpenBMI,106634,31,0,0.6666666666666666,0.4460417254119491,0,0.6390396017468236,0.3609603982531764,0.0,0.3609603982531764,False,False,False
OpenBMI,106635,31,0,0.0,0.15711144327857257,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106636,31,0,0.0,0.07540068813141682,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106637,31,0,0.33333333333333326,0.4456461960390315,0,0.7438880537163047,0.2561119462836953,0.0,0.2561119462836953,False,False,False
OpenBMI,106638,31,1,0.6666666666666666,0.44479880735770083,0,0.6301535734743623,0.36984642652563776,0.0,0.36984642652563776,False,False,False
OpenBMI,106639,31,1,0.0,0.7867470607848416,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106640,31,0,0.0,0.23122791353051933,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106641,31,1,0.0,0.856148157097702,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106642,31,1,0.0,0.7388607239347618,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106643,31,1,0.0,0.8801993462666141,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106644,31,0,0.0,0.0640789995578372,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106645,31,1,0.0,0.7171933928974928,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106646,31,0,0.33333333333333326,0.36527834090683803,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106647,31,0,0.0,0.08769930188074276,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106648,31,1,0.0,0.7602719430590642,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106649,31,0,0.6666666666666666,0.45706052558426624,0,0.6106317674242946,0.38936823257570546,0.0,0.38936823257570546,False,False,False
OpenBMI,106650,31,1,0.0,0.9335402531730991,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106651,31,0,0.0,0.10433906554132179,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106652,31,1,0.0,0.9221613860504364,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106653,31,1,0.0,0.9177647422230231,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106654,31,0,0.0,0.2764243342810893,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106655,31,0,0.0,0.2547611449552732,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106656,31,1,0.0,0.9402474719575854,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106657,31,0,0.0,0.24405495580608028,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106658,31,0,0.0,0.1611528828274393,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106659,31,0,0.0,0.06302106287944799,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106660,31,0,0.6666666666666667,0.5590691458207616,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106661,31,1,0.0,0.8583621702397694,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106662,31,0,0.0,0.2164914944951096,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106663,31,1,0.0,0.8143549217941978,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106664,31,0,0.0,0.23509131575377185,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106665,31,0,0.0,0.02485540258489456,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106666,31,0,0.0,0.08311666874457252,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106667,31,1,0.0,0.8648116381168626,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106668,31,0,0.0,0.22733528719761298,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106669,31,0,0.0,0.17519470589373762,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106670,31,0,0.33333333333333326,0.40587375679730203,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106671,31,0,0.0,0.2822781269512565,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106672,31,1,0.0,0.8413217352865692,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106673,31,0,0.0,0.22068481590851416,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106674,31,0,0.33333333333333326,0.25960657051821046,0,0.7719452595338552,0.22805474046614485,0.0,0.22805474046614485,False,False,False
OpenBMI,106675,31,1,0.0,0.21447351029908235,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106676,31,1,0.0,0.8697149004346656,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106677,31,0,0.0,0.10455317852212853,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106678,31,0,0.0,0.2775285826899657,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106679,31,1,1.0,0.49172110249879636,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106680,31,1,0.0,0.9655190392652967,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106681,31,0,0.6666666666666666,0.40459744660979813,0,0.6436814327662508,0.35631856723374916,0.0,0.35631856723374916,False,False,False
OpenBMI,106682,31,1,0.0,0.7610523793807832,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106683,31,1,0.0,0.9505909349939264,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106684,31,1,0.33333333333333326,0.6279566711974228,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106685,31,1,0.6666666666666666,0.36725768631702616,0,0.6278847600258409,0.37211523997415913,0.0,0.37211523997415913,False,False,False
OpenBMI,106686,31,0,0.0,0.3109454489905206,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106687,31,0,0.0,0.19553674958975295,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106688,31,1,0.0,0.7240177605301231,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106689,31,0,0.0,0.825507735209109,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106690,31,1,0.0,0.9408471306060838,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106691,31,1,0.0,0.9492267700227798,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106692,31,1,0.33333333333333326,0.5985186681079033,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106693,31,0,0.0,0.22221188236037684,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106694,31,1,0.0,0.8454477231130059,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106695,31,0,0.0,0.25217887285539103,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106696,31,0,0.33333333333333326,0.3111930812114843,0,0.765043159639821,0.23495684036017908,0.0,0.23495684036017908,False,False,False
OpenBMI,106697,31,1,0.33333333333333326,0.3742868258158571,0,0.7529346058825136,0.24706539411748643,0.0,0.24706539411748643,False,False,False
OpenBMI,106698,31,1,0.0,0.7546909609502216,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106699,31,1,0.33333333333333326,0.3532403034368848,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106700,31,0,0.0,0.3039274398758847,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106701,31,1,0.0,0.8185262061148663,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106702,31,1,0.0,0.8120851047759569,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106703,31,0,0.33333333333333326,0.19485601985395784,0,0.7632770331852932,0.2367229668147068,0.0,0.2367229668147068,False,False,False
OpenBMI,106704,31,1,0.0,0.17762798762002308,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106705,31,0,0.0,0.042996317725958744,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106706,31,1,0.0,0.7283892135875737,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106707,31,1,1.0,0.5454784845114109,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106708,31,1,0.33333333333333326,0.38553953560691007,0,0.7667174628523997,0.23328253714760033,0.0,0.23328253714760033,False,False,False
OpenBMI,106709,31,1,0.0,0.8821420343192946,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106710,31,1,0.33333333333333326,0.608357588226199,1,0.7651719781665762,0.23482802183342383,0.0,0.23482802183342383,False,False,False
OpenBMI,106711,31,0,0.33333333333333326,0.34813907092833996,0,0.7699711559858613,0.23002884401413878,0.0,0.23002884401413878,False,False,False
OpenBMI,106712,31,1,0.0,0.7407396531898769,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106713,31,0,0.0,0.04350489796069711,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106714,31,0,0.0,0.11368082871616902,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106715,31,1,0.6666666666666667,0.48786537297233457,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,106716,31,0,0.0,0.24664539400052743,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106717,31,1,0.0,0.9059266783799126,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,106718,31,1,0.0,0.20121247553168553,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108799,31,0,0.0,0.2625041917450886,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108800,31,1,0.0,0.8812951880093046,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108801,31,0,0.0,0.08080500098520399,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108802,31,0,0.0,0.1590134831368922,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108803,31,1,0.0,0.6842393927182338,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108804,31,1,0.6666666666666667,0.5196815519612403,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108805,31,0,0.0,0.11024863572288396,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108806,31,1,0.6666666666666667,0.4825797610995887,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108807,31,0,0.0,0.2874936100762235,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108808,31,0,0.33333333333333326,0.41222827441664345,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108809,31,1,0.6666666666666667,0.5677917033444477,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108810,31,1,0.0,0.3096442510359115,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108811,31,0,0.0,0.2859572902399176,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108812,31,0,0.6666666666666667,0.528008308626877,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108813,31,1,1.0,0.5318282435655043,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108814,31,0,0.0,0.10266510690957131,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108815,31,0,0.0,0.019529029184360645,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108816,31,0,0.0,0.18318977558029678,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108817,31,0,0.33333333333333326,0.36413352486834877,0,0.7754278585273183,0.2245721414726817,0.0,0.2245721414726817,False,False,False
OpenBMI,108818,31,1,0.0,0.8215113457983186,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108819,31,1,0.0,0.8886787493113969,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108820,31,0,0.0,0.1413762760018551,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108821,31,1,0.0,0.7642021380548375,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108822,31,1,0.0,0.7689418051455718,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108823,31,1,0.33333333333333326,0.4450451040332887,0,0.7716766010984073,0.22832339890159264,0.0,0.22832339890159264,False,False,False
OpenBMI,108824,31,0,0.0,0.09726967348424742,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108825,31,1,0.0,0.8164299580984834,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108826,31,0,0.0,0.2527066958090641,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108827,31,0,0.0,0.28745205840466337,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108828,31,1,1.0,0.5409471347514911,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108829,31,0,1.0,0.47542144365614636,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108830,31,1,0.6666666666666667,0.5875715413998974,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108831,31,0,1.0,0.4304108325360774,0,1.0,0.0,0.0,0.0,False,False,False
