dataset,sample_id,subject,label,s_vote,p_final,prediction,w_keep,w_amplify,w_geometry,nonkeep_mass,stable_high_conf,rescue,harm
OpenBMI,108832,31,1,0.0,0.9171948591470592,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108833,31,1,0.0,0.7024648255810274,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108834,31,0,0.0,0.06626140378556032,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108835,31,0,0.6666666666666666,0.4662057378633959,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108836,31,1,0.0,0.7155974688740137,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108837,31,0,0.0,0.25582040782261983,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108838,31,0,0.6666666666666666,0.46858598596391526,0,0.6120143656048517,0.3879856343951484,0.0,0.3879856343951484,False,True,False
OpenBMI,108839,31,0,0.0,0.3601733584513529,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108840,31,0,0.0,0.2546898823592333,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108841,31,1,0.0,0.7958465961231799,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108842,31,0,0.0,0.16781969668801433,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108843,31,1,0.33333333333333326,0.590500181578775,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108844,31,0,0.0,0.18622019734404663,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108845,31,0,0.0,0.36635605052655995,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108846,31,0,0.0,0.2758532547096642,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108847,31,1,0.0,0.6425461297990348,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108848,31,0,0.0,0.25273149668591194,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108849,31,0,0.0,0.34077243121141815,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108850,31,0,0.33333333333333326,0.314188466398302,0,0.7717482283317268,0.22825177166827315,0.0,0.22825177166827315,False,False,False
OpenBMI,108851,31,0,0.0,0.056583878580294567,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108852,31,1,0.6666666666666667,0.5854972309153957,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108853,31,0,0.33333333333333326,0.40573443080739346,0,0.7698524843380866,0.23014751566191335,0.0,0.23014751566191335,False,False,False
OpenBMI,108854,31,0,0.0,0.7483611603522647,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108855,31,1,0.0,0.3409206555502295,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108856,31,1,0.0,0.9170401027907079,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108857,31,0,0.0,0.12626337557607473,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108858,31,0,0.0,0.1117405314303329,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108859,31,1,0.0,0.25490086179686494,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108860,31,1,0.6666666666666666,0.40325191949034883,0,0.6302213950535563,0.3697786049464437,0.0,0.3697786049464437,False,False,False
OpenBMI,108861,31,0,0.0,0.06872873227747298,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108862,31,1,0.0,0.6481972281424735,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108863,31,1,0.33333333333333326,0.6900556792211638,1,0.7625403494233406,0.23745965057665935,0.0,0.23745965057665935,False,False,False
OpenBMI,108864,31,1,0.0,0.7936028618496608,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108865,31,1,0.0,0.27544655200048185,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108866,31,0,0.33333333333333326,0.38242474192224374,0,0.7653078673492637,0.23469213265073635,0.0,0.23469213265073635,False,False,False
OpenBMI,108867,31,0,0.0,0.1721946451421127,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108868,31,1,0.0,0.7008409312685284,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108869,31,0,0.6666666666666666,0.3380360812684675,0,0.6352569069846339,0.36474309301536617,0.0,0.36474309301536617,False,False,False
OpenBMI,108870,31,1,0.6666666666666666,0.3627969261737387,0,0.6394610408360847,0.3605389591639153,0.0,0.3605389591639153,False,False,False
OpenBMI,108871,31,1,0.0,0.9529648200151101,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108872,31,1,1.0,0.46958591151636214,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108873,31,0,0.6666666666666667,0.5296677393047846,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108874,31,1,0.0,0.7044389243179334,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108875,31,0,0.33333333333333326,0.352575004783574,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108876,31,0,0.0,0.26037214177369056,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108877,31,1,0.33333333333333326,0.7569904404965615,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108878,31,1,0.33333333333333326,0.5829369627901108,1,0.7680034807314248,0.2319965192685752,0.0,0.2319965192685752,False,False,False
OpenBMI,108879,31,1,0.0,0.737312045556545,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108880,31,0,0.0,0.13752206646791257,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108881,31,1,0.0,0.722361745710067,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108882,31,1,0.0,0.7160917686913219,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108883,31,0,0.33333333333333326,0.3731081506705408,0,0.7688777538441628,0.23112224615583726,0.0,0.23112224615583726,False,False,False
OpenBMI,108884,31,1,0.0,0.6837948185385422,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108885,31,0,0.33333333333333326,0.3988774344150117,0,0.7700740837651167,0.22992591623488334,0.0,0.22992591623488334,False,False,False
OpenBMI,108886,31,1,0.33333333333333326,0.6185053305256788,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108887,31,1,0.33333333333333326,0.6128126934915522,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108888,31,1,0.0,0.7047803523507369,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108889,31,1,0.33333333333333326,0.5610906531274749,1,0.7697610949461945,0.23023890505380554,0.0,0.23023890505380554,False,False,False
OpenBMI,108890,31,1,0.6666666666666667,0.5738980850874824,1,0.6325681325186244,0.3674318674813755,0.0,0.3674318674813755,False,False,False
OpenBMI,108891,31,0,0.0,0.11804465427871251,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108892,31,1,0.0,0.729763696050957,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108893,31,0,0.0,0.17901747437933593,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108894,31,0,0.0,0.08629060764426587,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108895,31,1,0.0,0.658667872314629,1,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,108896,31,0,0.0,0.23785937114485314,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108897,31,1,0.0,0.7702772183039341,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,108898,31,1,0.33333333333333326,0.645078251518008,1,0.7665707569144001,0.23342924308559998,0.0,0.23342924308559998,False,False,False
OpenBMI,132779,37,0,0.0,0.05417853207101724,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132780,37,1,0.0,0.9879422511002351,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132781,37,0,0.0,0.1825362012552694,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132782,37,0,0.0,0.04363495903456901,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132783,37,1,0.0,0.9554111200696975,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132784,37,1,0.0,0.9771565493574736,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132785,37,0,0.0,0.011099046121608828,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132786,37,1,0.0,0.9899107624334192,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132787,37,0,0.0,0.0019967743332152156,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132788,37,0,0.0,0.005720017118270419,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132789,37,1,0.0,0.9961574766679028,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132790,37,1,0.0,0.9892641969342401,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132791,37,0,0.0,0.0039055132110254916,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132792,37,0,0.0,0.021734162081118932,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132793,37,1,0.0,0.9622313226684067,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132794,37,0,0.0,0.004382633323630684,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132795,37,0,0.0,0.14956493523013378,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132796,37,0,0.0,0.02548366593238641,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132797,37,0,0.0,0.027665135463089827,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132798,37,1,0.0,0.8359969801676023,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132799,37,1,0.0,0.9087741382641327,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132800,37,0,0.0,0.0024897694817259436,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132801,37,1,0.0,0.9697970181217976,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132802,37,1,0.0,0.9697355074851296,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132803,37,1,0.0,0.995399740049268,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132804,37,0,0.0,0.014865032474485049,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132805,37,1,0.0,0.995655216696084,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132806,37,0,0.0,0.030811587670310208,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132807,37,0,0.0,0.05852781598222808,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132808,37,1,0.0,0.9967423391768174,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132809,37,0,0.0,0.00505166747794979,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132810,37,1,0.0,0.9965323613136525,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132811,37,0,0.0,0.043349265299842114,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132812,37,1,0.0,0.9941807512203072,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132813,37,1,0.0,0.9944414356450104,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132814,37,0,0.0,0.019123112976605478,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132815,37,0,0.0,0.12426473346809049,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132816,37,1,0.0,0.8560676782659072,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132817,37,0,0.0,0.03927901153094845,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132818,37,0,0.0,0.057137493047347575,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132819,37,0,0.0,0.027308070259986356,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132820,37,0,0.6666666666666666,0.32279785337699396,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,132821,37,1,0.0,0.9921285514965711,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132822,37,0,0.0,0.03368876192671576,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132823,37,1,0.0,0.997234247967934,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132824,37,0,0.0,0.029929820587517406,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132825,37,0,0.0,0.12251213266265826,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132826,37,0,0.0,0.3540686113350809,0,1.0,0.0,0.0,0.0,False,False,False
OpenBMI,132827,37,1,0.0,0.9963084389302734,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132828,37,0,0.33333333333333326,0.3568526743783317,0,0.7544812994197172,0.24551870058028283,0.0,0.24551870058028283,False,False,False
OpenBMI,132829,37,0,0.0,0.020124357508559572,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132830,37,0,0.0,0.10577166461210653,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132831,37,0,0.0,0.09231351594076354,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132832,37,1,0.0,0.8871541730501922,1,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132833,37,0,0.0,0.03605005427142849,0,1.0,0.0,0.0,0.0,True,False,False
OpenBMI,132834,37,0,0.0,0.010700747706300334,0,1.0,0.0,0.0,0.0,True,False,False
