dataset,sample_id,subject,delta_amp,delta_geo
OpenBMI,106678,31,-0.01528498073159179,0.16889032750257116
OpenBMI,106679,31,0.017844942104753625,0.017900132008965453
OpenBMI,106680,31,-0.030876485950862852,0.0348996363533053
OpenBMI,106681,31,-0.03724732550030346,0.02119784656913093
OpenBMI,106682,31,-0.12725586973827463,0.07191004827714348
OpenBMI,106683,31,-0.042793948111934786,0.05554639327094089
OpenBMI,106684,31,-0.12402064273107316,-0.01105784394275744
OpenBMI,106685,31,0.048521130608415564,-0.009735025174525958
OpenBMI,106686,31,-0.08334921270442991,0.14561255065863882
OpenBMI,106687,31,0.003787287317689958,0.13465757611528764
OpenBMI,106688,31,0.007026676421825362,0.14571776566315714
OpenBMI,106689,31,-0.014263385883795276,-0.5587586404946663
OpenBMI,106690,31,-0.016074731368961738,0.10653788562603898
OpenBMI,106691,31,-0.044051744051392894,0.04098581558412711
OpenBMI,106692,31,-0.152790520463769,-0.06844796129985031
OpenBMI,106693,31,0.08584860969627733,0.19927815091980827
OpenBMI,106694,31,-0.10788251969735368,0.07467175886195107
OpenBMI,106695,31,-0.11382495523221844,0.08802146015854828
OpenBMI,106696,31,0.152791523950708,0.3344182275212215
OpenBMI,106697,31,-0.01736833995611453,-0.1157707178319185
OpenBMI,106698,31,-0.11436107750513186,0.12754144238438647
OpenBMI,106699,31,0.2317191116256554,0.042689649078757386
OpenBMI,106700,31,0.03779920760404443,0.1889658869902301
OpenBMI,106701,31,-0.08245939798762676,0.029859133924213827
OpenBMI,106702,31,-0.046131900143945775,0.14933389332640362
OpenBMI,106703,31,0.04239462921553111,0.19365824029082354
OpenBMI,106704,31,0.48738654319077224,-0.6362112821012731
OpenBMI,106705,31,-0.03138165288117058,0.129235997272568
OpenBMI,106706,31,-0.10010172090999087,0.0719193410869089
OpenBMI,106707,31,-0.16259874211008807,-0.13166693696926107
OpenBMI,106708,31,-0.06604530967044309,-0.20393313680794045
OpenBMI,106709,31,-0.045326106659357795,0.15263773801976385
OpenBMI,106710,31,-0.0687774792352509,-0.005545444346897521
OpenBMI,106711,31,-0.14177110706780566,0.011394653385650488
OpenBMI,106712,31,-0.11654334516867207,0.10491792983789705
OpenBMI,106713,31,-0.021295546499253967,0.1484812621469448
OpenBMI,106714,31,0.060702760955104115,0.1816863517564643
OpenBMI,106715,31,-0.04718203324879644,-0.07943928714839577
OpenBMI,106716,31,-0.06645918168167833,0.15697795923889823
OpenBMI,106717,31,-0.07174504940590257,0.08354382487931178
OpenBMI,106718,31,0.1501641781308949,-0.5258123959596812
OpenBMI,108799,31,-0.1318371307877673,0.07128290130467024
OpenBMI,108800,31,-0.10415445890590723,0.02108894932511929
OpenBMI,108801,31,-0.012565870940501572,0.12715940695789935
OpenBMI,108802,31,-0.005331483083011845,0.11676314362688786
OpenBMI,108803,31,-0.07165322449843314,0.15992390493505465
OpenBMI,108804,31,0.010728294719858478,0.052771379748686176
OpenBMI,108805,31,-0.03198353815164896,0.20513317861431535
OpenBMI,108806,31,-0.036974751768493186,-0.020027725931430318
OpenBMI,108807,31,-0.12664708475605307,0.05143079142498447
OpenBMI,108808,31,0.14602323830868125,0.2719624907659296
OpenBMI,108809,31,-0.07590445583362182,0.01952185706516918
OpenBMI,108810,31,0.04511148713798141,-0.36565045896863535
OpenBMI,108811,31,-0.02943401735315776,0.10380671526708407
OpenBMI,108812,31,-0.007181137631555923,-0.05148869454083016
OpenBMI,108813,31,0.029711206278392077,0.04962442032528669
OpenBMI,108814,31,-0.027709731647712177,0.06953767980383391
OpenBMI,108815,31,0.005253859336301583,0.15412532456714342
OpenBMI,108816,31,-0.06299686049076417,0.043881596611258566
OpenBMI,108817,31,-0.1478408248010754,-0.011963262625293847
OpenBMI,108818,31,-0.12967769318461803,0.03548855697465064
OpenBMI,108819,31,-0.08042780403498834,0.12238669732958225
OpenBMI,108820,31,-0.0886408906233179,-0.010771652357259132
OpenBMI,108821,31,-0.1254899162092233,0.11067684772801012
OpenBMI,108822,31,-0.13372374100989723,0.053986101036331224
OpenBMI,108823,31,0.24054142591785876,0.16614880982842373
OpenBMI,108824,31,-0.014625826063135602,0.1848881536068086
OpenBMI,108825,31,-0.07450366891634538,0.15611421235634992
OpenBMI,108826,31,-0.04091133490250404,0.026812536876990478
OpenBMI,108827,31,-0.031691045873708135,0.1845071847739288
OpenBMI,108828,31,-0.037281779680702565,-0.014531507602002725
OpenBMI,108829,31,-0.026315704259450734,0.018843888067858305
OpenBMI,108830,31,0.029977720820363984,0.10686840753168814
OpenBMI,108831,31,-0.10053135525795681,-0.07321270213463693
OpenBMI,108832,31,-0.05697217735228341,0.16832982575178784
OpenBMI,108833,31,-0.008956874044503405,0.16489282825380225
OpenBMI,108834,31,-0.043438730979868646,0.09316759180144112
OpenBMI,108835,31,-0.04567041170272468,-0.029892816058001093
OpenBMI,108836,31,-0.10363653225082711,0.04506944992227829
OpenBMI,108837,31,-0.08271017298023137,0.04694052391106163
OpenBMI,108838,31,-0.12337961088443106,-0.16641785931319175
OpenBMI,108839,31,-0.11819320189037164,0.05159343355053336
OpenBMI,108840,31,-0.13384136142485573,-0.014727660069417559
OpenBMI,108841,31,-0.10111468066650248,0.11500856589682479
OpenBMI,108842,31,-0.09071386486448035,0.09738993188169903
OpenBMI,108843,31,-0.09080322389589568,-0.024922722488745053
OpenBMI,108844,31,-0.024225103272228238,0.11098968940658516
OpenBMI,108845,31,-0.0040934380245404856,0.1770505281918206
OpenBMI,108846,31,-0.20855270535385043,-0.04185987139114117
OpenBMI,108847,31,-0.037982879050509566,0.20540198367230317
OpenBMI,108848,31,-0.11674981618114577,0.09106296409863968
OpenBMI,108849,31,-0.1349219557920519,0.027425860765452448
OpenBMI,108850,31,-0.14407531266224904,-0.024611541907860635
OpenBMI,108851,31,-0.03334741778412133,0.08503087332650405
OpenBMI,108852,31,-0.2281514250562206,-0.1731794148335432
OpenBMI,108853,31,-0.1271812268405605,-0.03134426261195078
OpenBMI,108854,31,0.5774458379574963,-0.1866577355106378
OpenBMI,108855,31,0.23560690525332428,-0.19586929184707558
OpenBMI,108856,31,-0.057677967334186314,0.11640373938453281
OpenBMI,108857,31,-0.0336047210996296,0.1124107857383009
OpenBMI,108858,31,-0.08591962752211252,0.03202257374105952
OpenBMI,108859,31,0.24529731781065078,-0.48526636959312364
OpenBMI,108860,31,0.1265484400762451,0.06181634560401017
OpenBMI,108861,31,-0.04967391349745659,0.08654894652309428
OpenBMI,108862,31,-0.007055240361150739,0.1982774218236868
OpenBMI,108863,31,-0.021224477560073618,0.1254511347438273
OpenBMI,108864,31,-0.09869790525527933,0.12930359337563255
OpenBMI,108865,31,-0.08830692949948316,-0.5162134120005648
OpenBMI,108866,31,-0.075499219504291,0.016233931970218052
OpenBMI,108867,31,-0.10678403746609072,0.03731923775268853
OpenBMI,108868,31,0.017169558166329868,0.2504111393945202
OpenBMI,108869,31,-0.05451732050026281,-0.013924539124431812
OpenBMI,108870,31,0.15501465150540206,0.03372901727522837
OpenBMI,108871,31,-0.040205444666005966,0.10610137410008633
OpenBMI,108872,31,0.16792316270166563,0.18848491579711413
OpenBMI,108873,31,-0.07628741186980037,-0.1723452447284679
OpenBMI,108874,31,-0.08444757115968177,0.09430957171493654
OpenBMI,108875,31,-0.14812308888248193,-0.09901711296084015
OpenBMI,108876,31,-0.09326738367045631,0.07531699411188608
OpenBMI,108877,31,0.0005995238470763997,0.17400362007263098
OpenBMI,108878,31,0.02139229370755724,0.1587179189973542
OpenBMI,108879,31,-0.12454963093269511,0.077315197330593
OpenBMI,108880,31,-0.034688500473324266,0.07978501152539413
OpenBMI,108881,31,-0.0986074240141269,0.11439141905591882
OpenBMI,108882,31,-0.12011015224416774,0.05233749060823806
OpenBMI,108883,31,-0.0856430608576369,-0.014597512319951378
OpenBMI,108884,31,-0.11683538306507768,0.07432871114013878
OpenBMI,108885,31,-0.12127647491613208,0.008306557928324021
OpenBMI,108886,31,-0.0725084714119581,0.1649924935539922
OpenBMI,108887,31,-0.035319807619764776,0.10529583777552665
OpenBMI,108888,31,-0.03712697031349599,0.1953086205356594
OpenBMI,108889,31,0.03723470159496545,0.13157978218191246
OpenBMI,108890,31,0.082580707857691,0.1958987039671518
OpenBMI,108891,31,-0.0745657663992642,0.05908452643442541
OpenBMI,108892,31,-0.1289997031055383,0.05974184078233025
OpenBMI,108893,31,-0.12584345942018432,0.048967681014748354
OpenBMI,108894,31,0.002093572785504219,0.15712593515129947
OpenBMI,108895,31,-0.10186780161320041,0.07941254481981319
OpenBMI,108896,31,-0.156589547645886,0.02509450718320616
OpenBMI,108897,31,-0.0859778453951994,0.10902212526678862
OpenBMI,108898,31,0.012931259195243627,0.2215330020794381
OpenBMI,132779,37,-0.04301234071068689,0.09789150719169003
OpenBMI,132780,37,-0.011393871457735384,0.03811602092895452
OpenBMI,132781,37,-0.09553950138499262,0.10952727335285645
OpenBMI,132782,37,-0.02944723060095311,0.15871735335145326
OpenBMI,132783,37,-0.03643092626586926,0.10335227557096219
OpenBMI,132784,37,-0.018596340613068123,0.08113612388691202
OpenBMI,132785,37,-0.009535032434046409,0.07162106786988753
OpenBMI,132786,37,-0.008930910275178937,0.04479580357443287
OpenBMI,132787,37,-0.0019364917181601958,0.01623841598769292
OpenBMI,132788,37,-0.0054603350282479346,0.030465749860703953
OpenBMI,132789,37,-0.003782268827472752,0.01344703754956664
OpenBMI,132790,37,-0.008437636160178407,0.06355606127642009
OpenBMI,132791,37,-0.0038334731999765293,0.010737231606742274
OpenBMI,132792,37,-0.01934861919372535,0.06739063145465204
OpenBMI,132793,37,-0.033021497959970336,0.08062970716200282
OpenBMI,132794,37,-0.0038287300461374674,0.046375897579944585
OpenBMI,132795,37,-0.12410395099837138,0.03163799045740798
OpenBMI,132796,37,-0.01477328184334796,0.09675437875614695
OpenBMI,132797,37,0.002299991269631728,0.08133372442845509
OpenBMI,132798,37,-0.03426160618477159,0.2017770421687907
OpenBMI,132799,37,-0.06381455752446036,0.09167740447476472
OpenBMI,132800,37,-0.002441933260157545,0.016629631677705963
OpenBMI,132801,37,-0.027815384205067448,0.05350036803855618
OpenBMI,132802,37,-0.016178271947924126,0.09656407650801754
OpenBMI,132803,37,-0.004414411053479767,0.023483288502908272
OpenBMI,132804,37,-0.013678141343874614,0.08205261682296287
OpenBMI,132805,37,-0.0037778505060777076,0.03908424120000061
OpenBMI,132806,37,-0.025596774202021267,0.06187655158856901
OpenBMI,132807,37,-0.050633927650459126,0.02479306818294818
OpenBMI,132808,37,-0.0031678273680464143,0.016643800291299127
OpenBMI,132809,37,-0.004899163928730524,0.013899829992579826
OpenBMI,132810,37,-0.00276500281646089,0.05923960144037173
OpenBMI,132811,37,-0.03043069823141894,0.14388491814845225
OpenBMI,132812,37,-0.004601633060491839,0.05987402530556028
OpenBMI,132813,37,-0.003491130569795425,0.07752284124187278
OpenBMI,132814,37,-0.018666359438116144,0.018682319315064203
OpenBMI,132815,37,-0.08389409064726988,0.156241435900363
OpenBMI,132816,37,0.10450141120186288,0.30935218361560757
OpenBMI,132817,37,-0.02718366492752216,0.17481180403072394
OpenBMI,132818,37,-0.05423191214734029,-0.02378663747885368
OpenBMI,132819,37,-0.02056755552279757,0.061753838878295816
OpenBMI,132820,37,0.1683594533896658,0.346836990426412
OpenBMI,132821,37,-0.006843743443051591,0.08568929993399298
OpenBMI,132822,37,-0.03300115225709647,0.017155740307140996
OpenBMI,132823,37,-0.0027130458043475737,0.013814372624711396
OpenBMI,132824,37,-0.028359016659042335,0.05154493686764497
OpenBMI,132825,37,-0.10579386346576324,0.03336352130224238
OpenBMI,132826,37,-0.00017141772926221321,0.0877018496631562
OpenBMI,132827,37,-0.0033669963678624867,0.05357769048385652
OpenBMI,132828,37,-0.06055568315775667,0.17459662764539957
OpenBMI,132829,37,-0.018894661157781618,0.0405385752785227
OpenBMI,132830,37,-0.05785022589793677,0.22900034718833895
OpenBMI,132831,37,-0.03155113779015388,0.12375408253183029
OpenBMI,132832,37,-0.09987063122616016,0.04041218109346134
OpenBMI,132833,37,-0.03460771331643549,0.01099706923652282
OpenBMI,132834,37,-0.010425331648206084,0.02456985917319831
OpenBMI,132835,37,-0.008659990789169904,0.06571263146152521
OpenBMI,132836,37,0.10079284031512575,0.3540559425430769
OpenBMI,132837,37,-0.05626048305959126,0.03344891807666632
OpenBMI,132838,37,-0.03664567553616016,0.1442580511783655
OpenBMI,132839,37,0.08194409856430254,0.4203831653494027
OpenBMI,132840,37,-0.014842858141134674,0.13021933799848245
OpenBMI,132841,37,-0.010718954376377,0.092910550672315
OpenBMI,132842,37,-0.0027594897134315785,0.02380383757632429
OpenBMI,132843,37,-0.0008014319998779453,0.004243040350910177
OpenBMI,132844,37,-0.003884764967114861,0.013577903990270191
OpenBMI,132845,37,-0.005720058086153105,0.031644240120257454
OpenBMI,132846,37,-0.004844479537058769,0.02433985667936913
OpenBMI,132847,37,0.01110643650660513,0.13526592845177543
OpenBMI,132848,37,0.10009442694567613,0.21492329734325613
OpenBMI,132849,37,-0.04202816783285828,0.10863209284391741
OpenBMI,132850,37,0.12166930749772362,0.26639410649110157
OpenBMI,132851,37,-0.00402769806326983,0.190690646309458
OpenBMI,132852,37,-0.004747601854937264,0.026858930709826926
OpenBMI,132853,37,-0.06508474640855223,-0.0063267790875472935
OpenBMI,132854,37,-0.001094020299870376,0.00932757464240434
OpenBMI,132855,37,0.6862329067943318,-0.15937865972342036
OpenBMI,132856,37,-0.05136896710093042,0.07525416348951763
OpenBMI,132857,37,-0.0019939041246033627,0.01832779783685173
OpenBMI,132858,37,0.1852185888659718,0.3402271566168305
OpenBMI,132859,37,-0.0013001501938128604,0.013067619235506235
OpenBMI,132860,37,-0.15296181413704318,0.031877576513140216
OpenBMI,132861,37,-0.008430886327275825,0.031595573313331266
OpenBMI,132862,37,-0.0013236153823708162,0.00582553128071603
OpenBMI,132863,37,-0.0386919858641609,0.08544985177548431
OpenBMI,132864,37,-0.0019710898874532954,0.10842829384872732
OpenBMI,132865,37,-0.12305804978685725,-0.002318336910379748
OpenBMI,132866,37,0.20087749000346874,0.3751279485577763
OpenBMI,132867,37,-0.004383847123080489,0.04917135700068019
OpenBMI,132868,37,0.05178995589630847,0.2425088840250951
OpenBMI,132869,37,0.04551849996702209,0.21603657259613346
OpenBMI,132870,37,0.0056659456306286105,0.09732460824169642
OpenBMI,132871,37,-0.31497483164265444,-0.292176784611961
OpenBMI,132872,37,-0.016656803639598497,0.11294597297572909
OpenBMI,132873,37,-0.0831973763240776,0.0882787738208024
OpenBMI,132874,37,-0.09336009500726598,0.018233775809320618
OpenBMI,132875,37,0.08840367406784116,0.31539026165600753
OpenBMI,132876,37,-0.01787752548881364,0.019981278904463436
OpenBMI,132877,37,0.09973030353267454,0.4166216209103771
OpenBMI,132878,37,-0.013045440109564595,0.0487217491429101
OpenBMI,134959,37,-0.08160932614170183,0.07202196456814129
OpenBMI,134960,37,-0.02492631117847515,0.032390847210272924
OpenBMI,134961,37,-0.051081377942228876,0.046289638085190446
OpenBMI,134962,37,-0.03874755955541144,0.17954458570207163
OpenBMI,134963,37,-0.02863373814625124,0.14930628472681687
OpenBMI,134964,37,-0.0022240883728784147,0.15639682755738937
OpenBMI,134965,37,-0.06250034436853,0.14989408747898655
OpenBMI,134966,37,-0.012819756937082507,0.08584224363680475
OpenBMI,134967,37,-0.004422213016253926,0.03616014650020916
OpenBMI,134968,37,0.25123994270954453,0.15249614659048072
OpenBMI,134969,37,-0.012050457236013088,0.052903826302719774
OpenBMI,134970,37,-0.009049174911707406,0.038453015585690614
OpenBMI,134971,37,-0.016874918988165538,0.1327795532409588
OpenBMI,134972,37,0.09835645417619954,0.2322604422870246
OpenBMI,134973,37,-0.008251674948905587,0.04183066546117606
OpenBMI,134974,37,-0.06685631321934576,0.11359115815501197
OpenBMI,134975,37,0.015404232713108978,0.07024505669370162
OpenBMI,134976,37,-0.0061587149750995255,0.038626918823435136
OpenBMI,134977,37,-0.00996332223197898,0.07912830970254929
OpenBMI,134978,37,-0.03212909171093054,0.08681146743770722
OpenBMI,134979,37,-0.01573171152433979,0.09017051314253578
OpenBMI,134980,37,0.010480492128397273,0.29236997493496975
OpenBMI,134981,37,-0.0024077600856646938,0.010685018874825439
OpenBMI,134982,37,-0.0186202496671574,0.048260484997840594
OpenBMI,134983,37,-0.02198143644986929,0.06577366464774571
OpenBMI,134984,37,-0.022771421386815358,0.10351763851540151
OpenBMI,134985,37,-0.002897621313107845,0.006570615979546346
OpenBMI,134986,37,0.052860349505328474,0.2242402235872682
OpenBMI,134987,37,-0.0470627340362115,0.1083790034581795
OpenBMI,134988,37,-0.007067857588914514,0.035401907306617304
OpenBMI,134989,37,-0.009867103080499517,0.09093842365229066
OpenBMI,134990,37,-0.03006823049123956,0.04281054854217589
OpenBMI,134991,37,-0.014824045667326983,0.0686225607559269
OpenBMI,134992,37,-0.006494171217104151,0.03126731374089981
OpenBMI,134993,37,-0.005996070626505747,0.01601637000931871
OpenBMI,134994,37,0.016716200274503185,0.12539453964419642
OpenBMI,134995,37,0.029410009307398177,0.093353713976223
OpenBMI,134996,37,-0.003515795766162227,0.03453676651523668
OpenBMI,134997,37,-0.023713735907579483,0.15863759848167663
OpenBMI,134998,37,-0.07565053358525059,0.09619569212602425
OpenBMI,134999,37,0.09147756470086588,0.29031727683132447
OpenBMI,135000,37,-0.008927163286589563,0.17035024915908425
OpenBMI,135001,37,-0.0010462509170398515,0.00739259075278902
OpenBMI,135002,37,-0.012913215712398382,0.12309430374527364
OpenBMI,135003,37,-0.0010180466050553254,0.008457520912449253
OpenBMI,135004,37,-0.023561068553321365,0.11636953520310839
OpenBMI,135005,37,-0.04981526306749959,0.13901230596730774
OpenBMI,135006,37,-0.017959635151368093,0.10588328101132216
OpenBMI,135007,37,-0.017503714965107275,0.06890714150295861
OpenBMI,135008,37,-0.05753760063962973,0.10044773369525468
OpenBMI,135009,37,-0.02796306315904251,0.13245390883663655
OpenBMI,135010,37,0.025072524734656265,0.14317647250362153
OpenBMI,135011,37,-0.00578107628600661,0.16040250997370106
OpenBMI,135012,37,-0.02535485580144268,0.033029371118950046
OpenBMI,135013,37,-0.04077188977274461,0.12362757898498553
OpenBMI,135014,37,-0.04793980426709061,0.18114143967154217
OpenBMI,135015,37,-0.006505168645418379,0.025723433767099787
OpenBMI,135016,37,-0.0015033987316742012,0.008813787981383662
OpenBMI,135017,37,-0.008943598732277314,0.017558699249340348
OpenBMI,135018,37,-0.10046684373318104,-0.09985628394263424
OpenBMI,135019,37,-0.05779514469080639,0.09130845382811911
OpenBMI,135020,37,0.07172094930611206,0.12891135620686833
OpenBMI,135021,37,-0.03738562978179507,0.0876451166587296
OpenBMI,135022,37,-0.009507739623520422,0.024543670846643134
OpenBMI,135023,37,-0.016407366823806765,0.037316679820936206
OpenBMI,135024,37,-0.004414296719588693,0.028354053892795193
OpenBMI,135025,37,-0.006909604121051677,0.01965131817383614
OpenBMI,135026,37,-0.06771324219395217,0.08416728403435204
OpenBMI,135027,37,-0.09280938511986953,0.12392299600613743
OpenBMI,135028,37,-0.0015160655647772534,0.018015306302118103
OpenBMI,135029,37,-0.012051424628506974,0.2181998554780681
OpenBMI,135030,37,-0.013752401292049314,0.03826693394918859
OpenBMI,135031,37,-0.049197954896809656,0.09396264105680684
OpenBMI,135032,37,-0.01810990096725307,0.054535238220036295
OpenBMI,135033,37,-0.04798490019948969,0.12899886280924905
OpenBMI,135034,37,-0.0027804938425689874,0.019645166445910824
OpenBMI,135035,37,-0.01497274536297883,0.04844418603022045
OpenBMI,135036,37,-0.02693588309370426,0.039568625801324975
OpenBMI,135037,37,-0.0279833104422145,0.036885918623425454
OpenBMI,135038,37,-0.04194070167782385,0.12848258880334718
OpenBMI,135039,37,-0.039560711228862636,0.07856456983058852
OpenBMI,135040,37,-0.08250548013125877,0.07455773598998883
OpenBMI,135041,37,-0.017859832520396194,0.030189010934416026
OpenBMI,135042,37,-0.011201941518918193,0.030170799339981468
OpenBMI,135043,37,-0.01329794843082647,0.04904502886888515
OpenBMI,135044,37,-0.04646296146849961,0.10720316086571458
OpenBMI,135045,37,-0.013515670252571943,0.009345593509640038
OpenBMI,135046,37,-0.006370591357084658,0.015287713953710425
OpenBMI,135047,37,-0.008949988937784877,0.02499054148014827
OpenBMI,135048,37,-0.01823665126084532,0.03457018108396208
OpenBMI,135049,37,-0.005262273039167592,0.014355525866498983
OpenBMI,135050,37,-7.467629576032864e-05,0.19637398731087352
OpenBMI,135051,37,-0.0877012751716485,0.026668477758782616
OpenBMI,135052,37,-0.038348154030623624,0.17068440217949385
OpenBMI,135053,37,-0.02014917912249739,0.11493512128065442
OpenBMI,135054,37,0.004808315497117105,0.09232391736689063
OpenBMI,135055,37,-0.01302021763718757,0.0483129798275487
OpenBMI,135056,37,-0.017811123872845155,0.031781513534888645
OpenBMI,135057,37,-0.008952085653374806,0.032469201537475664
OpenBMI,135058,37,-0.017306421979620554,0.10668826620380688
OpenBMI,141499,39,-0.05899856766290106,0.01620432837972008
OpenBMI,141500,39,-0.09929935136995807,0.12396223282289445
OpenBMI,141501,39,-0.07604785088754029,0.06927728722548646
OpenBMI,141502,39,-0.045494250084366486,0.0451806863316046
OpenBMI,141503,39,-0.01150511047094668,0.06634658594657901
OpenBMI,141504,39,-0.006133481030616104,0.0220780029085145
OpenBMI,141505,39,-0.03872266666796914,0.04209832699460715
OpenBMI,141506,39,-0.004481851667684042,0.1189420299953497
OpenBMI,141507,39,-0.03796368203440398,0.0971700887654777
OpenBMI,141508,39,0.02420437648236956,0.13662648114997686
OpenBMI,141509,39,-0.015198399877032748,0.05025386110480072
OpenBMI,141510,39,-0.00912220705474902,0.05394527393366232
OpenBMI,141511,39,-0.1224544527470649,0.1244136903640754
OpenBMI,141512,39,-0.0673069049167524,-0.1086847302826418
OpenBMI,141513,39,-0.00262459400049192,0.15349789341493725
OpenBMI,141514,39,-0.014250889395650767,0.056108077794043844
OpenBMI,141515,39,-0.0009634882238936382,0.09404360474513335
OpenBMI,141516,39,-0.08806249441404551,0.027052922538692736
OpenBMI,141517,39,-0.02310554705814638,-0.021614513328613028
OpenBMI,141518,39,-0.07264484894158243,0.17269087775531813
OpenBMI,141519,39,-0.03219404007615857,0.18378884536071693
OpenBMI,141520,39,-0.030006139833009038,-0.03341155470766799
OpenBMI,141521,39,-0.013751388152307123,0.07279325401193548
OpenBMI,141522,39,-0.01674863761877705,0.02548123947528307
OpenBMI,141523,39,-0.03446260249330349,0.08791629528846531
OpenBMI,141524,39,-0.04113896160386665,-0.03865462970030342
OpenBMI,141525,39,-0.035441691624192265,0.17013805222659353
OpenBMI,141526,39,-0.02712480122258233,0.10021508049520211
OpenBMI,141527,39,-0.020013387908141694,0.1351492600390983
OpenBMI,141528,39,0.058675102095599174,0.2212302287480577
OpenBMI,141529,39,-0.03424000439711439,0.11776939408968636
OpenBMI,141530,39,-0.03091233596740993,0.11745486101217081
OpenBMI,141531,39,-0.039923371793060075,0.12840015371870075
OpenBMI,141532,39,0.08076530873650345,0.1898074194283924
OpenBMI,141533,39,-0.04253248459238037,0.10976902108688384
OpenBMI,141534,39,0.6119200704150796,-0.8458569652241452
OpenBMI,141535,39,-0.0720431170652791,-0.1362233166573582
OpenBMI,141536,39,-0.00522475544106763,0.018321875856825317
OpenBMI,141537,39,0.04983479079552722,0.1498585104785658
OpenBMI,141538,39,-0.33925384013634563,-0.9980569603688174
OpenBMI,141539,39,-0.08851643814080234,-0.06679754537324883
OpenBMI,141540,39,0.3041398139788076,-0.2462952241912535
OpenBMI,141541,39,-0.008503127556105322,0.06360092512283026
OpenBMI,141542,39,-0.08170011476223693,-0.5690472988345809
OpenBMI,141543,39,-0.030401260111155886,0.08131126882077641
OpenBMI,141544,39,-0.04755245036838449,0.08008035329260227
OpenBMI,141545,39,-0.041051445735568654,0.05560898371206231
OpenBMI,141546,39,-0.048252116509524934,0.08283692398615536
OpenBMI,141547,39,-0.03520126614143686,0.05935002338273075
OpenBMI,141548,39,-0.14875506403572764,0.01181201802304016
