epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7564983164983164,0.7,0.613939393939394,0.9555555555555555,0.4089420476445445,3.4930329013753822,3.9019749429490833,0.9961178457295453,0.0,0.0,0.0,0.0,19,0.66690279637788,1.0,9.18481159210205
1,0.7548989898989898,0.6950000000000001,0.6135858585858586,0.956111111111111,0.4050958885086907,3.383158551322089,3.7882544287928828,1.0808666966579579,0.0,0.0,0.0,0.0,19,0.66690279637788,1.0,16.80682682991028
2,0.7543714927048262,0.6927777777777778,0.6197811447811448,0.9505555555555556,0.401254517060739,3.2677640782462225,3.669018590891803,1.0485656084837738,0.0375,0.0225,0.0375,0.0525,19,0.66690279637788,1.0,24.511934280395508
3,0.7565432098765433,0.6994444444444445,0.6118518518518519,0.9583333333333334,0.4014041611441859,3.203123516506619,3.6045276765470153,1.0984708788218323,0.075,0.045,0.075,0.105,19,0.66690279637788,1.0,32.13873767852783
4,0.7543097643097644,0.6988888888888889,0.6095959595959596,0.9544444444444444,0.4023018363449309,3.2759387581436723,3.67824058621018,1.1117663228953327,0.11249999999999999,0.06749999999999999,0.11249999999999999,0.15749999999999997,19,0.7087237759748393,0.5355452294466482,41.937459230422974
5,0.7568911335578002,0.6983333333333334,0.6151178451178452,0.9572222222222222,0.39905858370992875,3.368716911033348,3.7677754781864308,1.1250053191626515,0.15,0.09,0.15,0.21,19,0.7087237759748393,0.5355452294466482,49.556827545166016
6,0.760016835016835,0.7044444444444444,0.6178282828282828,0.9577777777777777,0.39987037303271117,3.4206520274833396,3.8205223789921514,1.1131330408431865,0.15,0.09,0.15,0.21,19,0.7087237759748393,0.5355452294466482,57.3695707321167
7,0.7542480359147027,0.6988888888888889,0.6088552188552189,0.955,0.40181078403084364,3.419804988084016,3.8216157577655934,1.1153869430224101,0.15,0.09,0.15,0.21,19,0.7087237759748393,0.5355452294466482,65.12676239013672
8,0.7556734006734006,0.7072222222222222,0.6064646464646465,0.9533333333333334,0.4020824448929893,3.5590066379970975,3.9610890591586077,1.0386346390953771,0.15,0.09,0.15,0.21,19,0.6526412824519148,0.5039809275445503,74.87123465538025
9,0.7630695847362515,0.7072222222222222,0.6253198653198653,0.9566666666666668,0.3967991708605378,3.4725650637238115,3.8693642307210854,1.0986236212430176,0.15,0.09,0.15,0.21,19,0.6526412824519148,0.5039809275445503,82.68904423713684
10,0.7567845117845117,0.701111111111111,0.6153535353535353,0.9538888888888888,0.3984328265543337,3.434469050831265,3.832901875178019,1.0943383618637368,0.15,0.09,0.15,0.21,19,0.6526412824519148,0.5039809275445503,90.39953112602234
11,0.7595117845117846,0.7038888888888889,0.6207575757575757,0.9538888888888888,0.4031842958044123,3.4855764397868403,3.8887607433177807,1.1251780964710094,0.15,0.09,0.15,0.21,19,0.6526412824519148,0.5039809275445503,98.09809398651123
