model,task,fold,epoch,trajectory_provenance,C_effect_norm,C_margin_sign_flip,C_prediction_flip,C_to_C_rep,C_to_P_norm,C_to_P_rep,C_to_P_true_margin,C_total_norm,PC_prediction_flip_disagreement_rate,P_effect_norm,P_margin_sign_flip,P_prediction_flip,P_to_C_norm,P_to_C_rep,P_to_C_true_margin,P_to_P_rep,P_total_norm,interaction_main_ratio,interaction_norm,pair_count,session,subject
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.4914668708418806,0.052083333333333336,0.34375,8.934905504186949,0.77891616942361,2.9155354127287865,-0.02332188794389367,1.4914668935040634,0.5416666666666666,2.1420612058912716,0.0,0.71875,0.836701960147669,2.6590562537312508,-0.3358162002793203,4.371188526352246,2.1420612360040345,0.08615486973819013,0.31490606104489416,96,1,1
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.4775079792986314,0.0625,0.3020833333333333,9.100995898246765,0.673260202864185,2.8383947225908437,-0.1387449774580697,1.4775079851970077,0.59375,2.2643234863256416,0.010416666666666666,0.7291666666666666,0.876770754189541,2.75389247884353,-0.3465894970189159,4.482380755245686,2.2643234695618353,0.08859218408664067,0.3285686936384688,96,2,1
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.3174940249882638,0.09375,0.10416666666666667,7.412483856081963,0.5732303240802139,2.366293553262949,-0.05422519954542319,1.317494060068081,0.8229166666666666,3.7059749849140644,0.0,0.8854166666666666,1.2372185392305255,3.89488934725523,-0.7665730922793349,6.900687384108703,3.705975044518709,0.08679342764662579,0.427638858052281,96,1,11
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.174155312590301,0.15625,0.11458333333333333,7.4776943524678545,0.5872462733338276,2.451309081787864,0.04358742975940307,1.1741552834088604,0.8125,3.4686120860278606,0.0,0.8645833333333334,1.1813929427104692,3.7742948134740195,-0.6073633922884861,6.573927953839302,3.468612010280291,0.10895985108800232,0.4981869450615098,96,2,11
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.271171896563222,0.0625,0.14583333333333334,7.9167597244183225,0.6423188025752703,2.630288994560639,-0.1629294606973417,1.2711718978049855,0.6770833333333334,3.015003528445959,0.0,0.8020833333333334,1.0747277753738065,3.2596043621500335,-0.5160679439626014,5.357383037606875,3.015003494297465,0.1293385259244436,0.5488926880837729,96,1,15
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.329569750931114,0.052083333333333336,0.20833333333333334,8.138419086734453,0.6566942020629843,2.7695874720811844,-0.1332402491631607,1.3295697765424848,0.6458333333333334,2.243057612950603,0.03125,0.7291666666666666,0.9086846433735142,2.6426982854803405,-0.40260990425789106,4.063196859012048,2.243057587494453,0.11126851923957777,0.400008455500938,96,2,15
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.2168401579062145,0.15625,0.0625,7.883617053429286,0.6332530986595278,2.6143605541437864,-0.07372691722897191,1.216840193606913,0.8125,3.2569790817797184,0.0,0.875,1.1805249396711588,3.6198437698185444,-0.6523957723596444,5.926682809988658,3.256979141384363,0.12459936569697068,0.5675275513591865,96,1,2
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.0923262402260054,0.13541666666666666,0.40625,9.215211550394693,0.6817496355312566,2.8633750900626183,0.034633166156709194,1.0923262239666656,0.5729166666666666,2.051991651455561,0.010416666666666666,0.7083333333333334,0.7190606823035827,2.4509364434828362,-0.3721784049800287,4.38410222530365,2.0519916492824755,0.08633658561545114,0.27595959646472085,96,2,2
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.5456279157660902,0.052083333333333336,0.3125,8.64262142777443,0.6599472324984769,2.6825487837195396,-0.07326840655878186,1.5456279281837244,0.4166666666666667,2.7337000695988536,0.010416666666666666,0.6666666666666666,1.0381173136023183,3.041525142888228,-0.34762943047098815,4.874565001577139,2.73370007549723,0.11293395768734626,0.5154818378893348,96,1,20
EEGNet,OpenBMI_SSVEP,3,6,RETRAINED_REPLICA_TRAJECTORY,1.1858530185030152,0.041666666666666664,0.2916666666666667,8.859754373629888,0.7323305006915083,2.945461911459764,0.014726631809026003,1.185852990175287,0.5104166666666666,1.9293624411026637,0.010416666666666666,0.5520833333333334,0.7071485303652784,2.323063274845481,-0.2771481907693669,4.027611133952935,1.9293624265119433,0.0826829310778218,0.2575789127149619,96,2,20
