epoch,loss,macro_f1,balanced_accuracy
1,1.5985062604149183,0.3024221693304151,0.37950625846747676
2,1.535403610765934,0.28412910108885897,0.38220450988830246
3,1.4302352343996365,0.31229011628084236,0.4202876153545487
4,1.3267040098706882,0.31472134027120807,0.4279436683301608
5,1.2549204426507155,0.31611440859996,0.4204325676003374
6,1.196421854197979,0.33510215736000204,0.43769756702705137
7,1.1640511855483056,0.35585411568428843,0.44238789388269756
8,1.1339716508984565,0.35176155661145064,0.44117285111859494
9,1.1122826856871446,0.36326874355748723,0.44415825530175057
10,1.0918267985184988,0.3439299760065839,0.4339391895038549
11,1.0851455914477508,0.36158963058836174,0.4444760296758588
12,1.0717010165254275,0.34485366222346137,0.4263388372910115
