task,model,PEEH_pp,PSWA_pp,status
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,10.378428571428566,8.858285714285712,PASS
OpenBMI_MI,B1_SAME_SCALE_63,7.444571428571426,8.38642857142857,PASS
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,8.0422683982684,7.487592606302129,PASS
OpenBMI_ERP,B1_SAME_SCALE_63,9.723164502164497,9.480972786865449,PASS
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,7.827857142857142,14.059714285714284,PASS
OpenBMI_SSVEP,B1_SAME_SCALE_63,8.009714285714287,14.520571428571428,PASS
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,18.6743,15.715700000000002,PASS
WBCIC_MI,B1_SAME_SCALE_63,19.8247,18.8324,PASS
