task,model,protected_rank_mean,protected_coverage,protected_only_WSBA,complement_retained_WSBA,intact_probe_WSBA,full_model_WSBA,PEEH_pp,PSWA_pp,random_only_WSBA,random_complement_WSBA
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,7.2,5/5,0.6877142857142857,0.5509999999999999,0.7042857142857143,0.7112857142857143,10.378428571428566,8.858285714285712,0.5991314285714285,0.6477714285714287
OpenBMI_MI,B1_SAME_SCALE_63,5.2,5/5,0.6429999999999999,0.5710000000000001,0.6768571428571429,0.6767142857142857,7.444571428571426,8.38642857142857,0.5591357142857144,0.6444585714285715
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,5.8,5/5,0.6194845885870749,0.6068135404114786,0.7431814926532938,0.8150455661177312,8.0422683982684,7.487592606302129,0.5446086625240535,0.6793977786353528
OpenBMI_ERP,B1_SAME_SCALE_63,4.8,5/5,0.6222680464875735,0.6123114047868444,0.7479001047466785,0.818876895087932,9.723164502164497,9.480972786865449,0.5274583186189189,0.6973654169259083
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,5.6,5/5,0.7487142857142857,0.7454285714285714,0.9012857142857141,0.8978571428571428,7.827857142857142,14.059714285714284,0.6081171428571429,0.8310014285714286
OpenBMI_SSVEP,B1_SAME_SCALE_63,5.6,5/5,0.7434285714285714,0.7357142857142857,0.8948571428571429,0.8949999999999999,8.009714285714287,14.520571428571428,0.5982228571428572,0.8253428571428572
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3.8,5/5,0.7147,0.5388999999999998,0.7318,0.7352,18.6743,15.715700000000002,0.5575429999999999,0.6999
WBCIC_MI,B1_SAME_SCALE_63,2.4,5/5,0.7095,0.5298,0.7192999999999999,0.7191000000000001,19.8247,18.8324,0.521176,0.700705
