task,model,subject_id,protected_only_WSBA,complement_retained_WSBA,intact_probe_WSBA,full_model_WSBA,PEEH_pp,PSWA_pp,random_only_WSBA,random_complement_WSBA
OpenBMI_ERP,B1_SAME_SCALE_63,12,0.8087878787878788,0.7227272727272728,0.951878787878788,0.9412727272727271,16.091151515151513,24.110969696969697,0.5676781818181817,0.8942587878787878
OpenBMI_ERP,B1_SAME_SCALE_63,13,0.701030303030303,0.7375151515151515,0.8784848484848485,0.906121212121212,8.884303030303036,15.707515151515144,0.5439551515151516,0.8263393939393939
OpenBMI_ERP,B1_SAME_SCALE_63,17,0.5886060606060607,0.5959393939393939,0.7236363636363636,0.8187878787878787,7.671151515151509,7.073333333333333,0.5178727272727273,0.6584545454545455
OpenBMI_ERP,B1_SAME_SCALE_63,18,0.5388435599169377,0.5498142124703678,0.6312075270595586,0.7565795615340793,12.309575757575749,2.960588713085983,0.5092376727860779,0.5921382612051381
OpenBMI_ERP,B1_SAME_SCALE_63,24,0.586,0.6007272727272728,0.7184242424242424,0.8158787878787879,6.349272727272721,6.708242424242417,0.5189175757575758,0.6690351515151516
OpenBMI_ERP,B1_SAME_SCALE_63,25,0.5356969696969698,0.5831515151515152,0.6686666666666666,0.8034545454545455,4.151575757575756,2.427393939393945,0.5114230303030303,0.625969696969697
OpenBMI_ERP,B1_SAME_SCALE_63,29,0.5569090909090909,0.6062424242424242,0.6995151515151515,0.8047272727272727,6.1849696969696994,3.9284242424242444,0.5176248484848485,0.6549096969696969
OpenBMI_ERP,B1_SAME_SCALE_63,36,0.7985454545454546,0.7647878787878788,0.9407272727272726,0.9482424242424242,10.886363636363628,23.263939393939392,0.5659060606060606,0.8871969696969696
OpenBMI_ERP,B1_SAME_SCALE_63,37,0.6358787878787878,0.6155151515151516,0.7632121212121212,0.8526666666666667,13.754787878787884,10.726848484848482,0.528610303030303,0.7110127272727274
OpenBMI_ERP,B1_SAME_SCALE_63,39,0.5529696969696969,0.5493939393939394,0.6479393939393939,0.7069090909090909,6.115696969696964,3.957212121212117,0.5133975757575758,0.6112824242424242
OpenBMI_ERP,B1_SAME_SCALE_63,4,0.5845454545454546,0.5513333333333333,0.6838181818181818,0.7955757575757576,12.546060606060598,6.729696969696965,0.5172484848484848,0.632410909090909
OpenBMI_ERP,B1_SAME_SCALE_63,42,0.6626666666666667,0.6060000000000001,0.814121212121212,0.8467878787878789,13.362545454545446,12.225090909090907,0.5404157575757577,0.7482915151515152
OpenBMI_ERP,B1_SAME_SCALE_63,51,0.6079393939393939,0.5410909090909091,0.7029696969696969,0.7528484848484849,11.058969696969708,9.109090909090911,0.5168484848484848,0.6481418181818182
OpenBMI_ERP,B1_SAME_SCALE_63,54,0.5533333333333333,0.5481212121212121,0.646,0.7144242424242424,6.757878787878786,3.805272727272726,0.5152806060606061,0.6036739393939394
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,12,0.7964242424242425,0.7483636363636363,0.9521818181818181,0.9396363636363636,12.261515151515152,19.625393939393938,0.600170303030303,0.8775418181818182
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,13,0.7030909090909091,0.7212121212121213,0.8859393939393939,0.9068484848484848,7.227151515151507,11.33969696969697,0.5896939393939393,0.8105563636363637
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,17,0.561030303030303,0.5961818181818181,0.7006666666666667,0.8202424242424243,6.7201818181818185,2.4363636363636387,0.5366666666666666,0.6339684848484849
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,18,0.5358145432493522,0.5558138081849422,0.6282378668430821,0.7556076226179319,6.879393939393947,1.940599518532813,0.516408548064024,0.5828955675616075
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,24,0.5953939393939394,0.6056363636363636,0.7376363636363636,0.8155757575757576,6.942969696969695,6.259939393939393,0.5327945454545454,0.6753739393939394
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,25,0.5519999999999999,0.5495757575757576,0.6593333333333333,0.7927272727272727,5.234181818181815,3.146121212121211,0.5205387878787879,0.6014072727272728
