task,model,fold,seed,subject_id,active_rank,protected_rank,protected_only_WSBA,random_only_WSBA,PSWA_pp,PEEH_pp,complement_retained_WSBA,random_complement_WSBA,intact_probe_WSBA,full_model_WSBA
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,39,20,5,0.6081818181818182,0.5219212121212121,8.626060606060603,12.521818181818178,0.516969696969697,0.6281818181818182,0.683939393939394,0.7387878787878788
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,42,20,5,0.7709090909090909,0.5707969696969697,20.011212121212118,24.314848484848483,0.5003030303030302,0.7240121212121212,0.8106060606060606,0.87
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,51,20,5,0.6509090909090909,0.5245939393939394,12.63151515151515,15.832121212121198,0.5136363636363637,0.6601060606060605,0.730909090909091,0.7627272727272727
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,54,20,5,0.5603030303030303,0.5151242424242425,4.517878787878782,11.212424242424246,0.5221212121212121,0.596751515151515,0.6527272727272727,0.7218181818181818
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,4,20,5,0.5606060606060606,0.5151757575757575,4.543030303030305,9.54848484848484,0.583030303030303,0.6298333333333332,0.6878787878787879,0.7751515151515151
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,12,20,5,0.8560606060606061,0.5852181818181819,27.084242424242422,14.325757575757569,0.7224242424242424,0.8873363636363635,0.9524242424242424,0.936060606060606
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,13,20,5,0.6290909090909091,0.5601030303030303,6.898787878787882,6.809696969696977,0.7593939393939393,0.7933848484848487,0.8757575757575757,0.8936363636363636
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,17,20,5,0.52,0.5194696969696969,0.05303030303031031,6.666666666666665,0.5733333333333334,0.6220515151515152,0.7106060606060606,0.8021212121212121
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,18,20,5,0.5087876950217762,0.506729639634673,0.20580553871032414,-1.0330303030303134,0.5915090872337688,0.5715788080930592,0.599998162338975,0.7066431446055461
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,24,20,5,0.5390909090909091,0.5246212121212122,1.446969696969691,3.1324242424242255,0.6478787878787879,0.6734030303030303,0.7339393939393939,0.8145454545454546
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,25,20,5,0.5193939393939394,0.5108575757575757,0.8536363636363675,-0.7015151515151641,0.6303030303030304,0.6150151515151514,0.6621212121212121,0.8021212121212121
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,29,20,5,0.5503030303030303,0.5188515151515152,3.145151515151512,0.46999999999998154,0.6684848484848485,0.661681818181818,0.7090909090909091,0.8178787878787879
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,36,20,5,0.7518181818181817,0.586930303030303,16.488787878787868,3.4515151515151388,0.8375757575757576,0.8767939393939393,0.9445454545454546,0.9396969696969696
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,37,20,5,0.6018181818181818,0.5310181818181818,7.079999999999997,2.6824242424242306,0.6721212121212121,0.7020030303030305,0.7503030303030302,0.8454545454545455
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,39,20,5,0.5636363636363636,0.5159969696969697,4.763939393939387,10.032121212121204,0.5124242424242424,0.6027636363636364,0.646969696969697,0.7424242424242424
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,42,20,5,0.6884848484848485,0.5532696969696971,13.521515151515139,20.872121212121197,0.5572727272727273,0.7492848484848486,0.8387878787878789,0.8803030303030304
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,51,20,5,0.5948484848484848,0.5190969696969696,7.575151515151523,12.026363636363646,0.5327272727272727,0.6458121212121212,0.7090909090909091,0.7890909090909091
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,54,20,5,0.5669696969696969,0.5196999999999999,4.726969696969697,11.13909090909091,0.5245454545454545,0.6098242424242425,0.66,0.7457575757575758
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,4,20,5,0.5684848484848485,0.5230666666666669,4.541818181818158,10.470303030303063,0.5472727272727272,0.5921939393939394,0.6439393939393939,0.7863636363636364
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,12,20,5,0.8393939393939394,0.6079333333333333,23.146060606060605,13.916363636363627,0.7375757575757576,0.8513484848484849,0.9427272727272727,0.937878787878788
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,13,20,5,0.6824242424242424,0.5831484848484849,9.927575757575745,6.398181818181814,0.7912121212121213,0.8290060606060606,0.8963636363636364,0.9036363636363636
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,17,20,5,0.5272727272727272,0.525681818181818,0.15909090909091983,-1.6739393939393832,0.7433333333333333,0.6901484848484847,0.7821212121212121,0.8336363636363636
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,18,20,5,0.5266626238124116,0.5106899829097524,1.5972640902659152,5.582121212121216,0.5993889777091718,0.5906377418821324,0.6342374625576566,0.777844239851517
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,24,20,5,0.5375757575757576,0.5233787878787879,1.4196969696969708,2.0569696969696905,0.6630303030303031,0.6723939393939395,0.7284848484848485,0.8106060606060606
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,25,20,5,0.5518181818181818,0.5120121212121211,3.9806060606060623,4.688181818181825,0.5421212121212121,0.5820515151515151,0.6427272727272728,0.7927272727272727
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,29,20,5,0.62,0.5260666666666666,9.393333333333342,11.846363636363655,0.5448484848484848,0.6259666666666666,0.6881818181818182,0.7666666666666666
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,36,20,5,0.759090909090909,0.5965666666666667,16.252424242424233,4.816060606060601,0.7912121212121213,0.8479606060606062,0.9315151515151515,0.9333333333333332
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,37,20,5,0.6227272727272728,0.5383696969696969,8.435757575757584,21.167272727272724,0.5821212121212122,0.6562151515151515,0.7178787878787879,0.8187878787878788
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,39,20,5,0.58,0.5167484848484849,6.325151515151505,10.42333333333334,0.5351515151515152,0.6375878787878787,0.6845454545454546,0.7448484848484849
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,42,20,5,0.7587878787878788,0.5497515151515152,20.90363636363636,18.47575757575759,0.5063636363636363,0.6863181818181817,0.7615151515151515,0.8260606060606062
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,51,20,5,0.5869696969696969,0.5176636363636363,6.93060606060606,11.357878787878784,0.5254545454545455,0.6296060606060606,0.7139393939393939,0.753030303030303
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,54,20,5,0.6045454545454545,0.5183333333333333,8.621212121212118,9.57,0.5130303030303031,0.599930303030303,0.6448484848484848,0.7215151515151514
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,4,20,5,0.6233333333333333,0.5199060606060606,10.34272727272727,15.331212121212124,0.5236363636363637,0.6316060606060606,0.6863636363636364,0.77
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,12,20,5,0.8157575757575757,0.554921212121212,26.083636363636366,14.960909090909102,0.7393939393939394,0.8935272727272728,0.9451515151515152,0.9387878787878788
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,13,20,5,0.6790909090909091,0.5359212121212121,14.316969696969695,4.256666666666675,0.8181818181818181,0.8472030303030301,0.8906060606060606,0.9112121212121213
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,17,20,5,0.5175757575757576,0.5131666666666667,0.4409090909090918,0.4484848484848314,0.6978787878787879,0.6582424242424243,0.7275757575757575,0.8190909090909091
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,18,20,5,0.5787814469742911,0.5179321002627857,6.084934671150544,17.240909090909064,0.5287851222963412,0.6203259735009281,0.6702960471911351,0.7869415807560137
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,24,20,5,0.5548484848484848,0.5193696969696971,3.5478787878787665,3.8415151515151513,0.6093939393939394,0.6540212121212121,0.6918181818181819,0.8393939393939394
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,25,20,5,0.5372727272727272,0.5122424242424242,2.503030303030307,7.692727272727284,0.5287878787878788,0.619430303030303,0.6681818181818182,0.8042424242424242
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,29,20,5,0.5287878787878788,0.5091424242424242,1.9645454545454633,4.805151515151529,0.5860606060606061,0.6210606060606061,0.6542424242424243,0.7693939393939393
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,36,20,5,0.7860606060606061,0.551490909090909,23.456969696969708,7.0906060606060635,0.7806060606060605,0.8967666666666666,0.9378787878787879,0.9515151515151516
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,37,20,5,0.6366666666666666,0.5224484848484848,11.421818181818178,15.281515151515146,0.6254545454545455,0.7082666666666667,0.763030303030303,0.8463636363636364
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,39,20,5,0.5163636363636364,0.5113030303030304,0.5060606060605988,3.764848484848471,0.5960606060606061,0.632560606060606,0.6845454545454546,0.7348484848484849
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,42,20,5,0.6912121212121213,0.5404424242424243,15.0769696969697,11.785454545454543,0.5675757575757576,0.7522090909090909,0.8242424242424242,0.8484848484848485
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,51,20,5,0.6463636363636364,0.5198151515151516,12.654848484848479,14.183939393939404,0.5442424242424242,0.6853454545454545,0.7645454545454545,0.786060606060606
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,54,20,5,0.5854545454545454,0.5205909090909091,6.4863636363636346,8.639696969696963,0.5378787878787878,0.6231,0.6757575757575758,0.7363636363636363
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,4,20,4,0.5372727272727272,0.5155787878787879,2.1693939393939377,9.95818181818182,0.5381818181818182,0.6320454545454546,0.6781818181818182,0.8003030303030303
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,12,20,4,0.6675757575757576,0.5358666666666667,13.170909090909088,3.2578787878787874,0.8927272727272727,0.9171787878787877,0.9593939393939394,0.9454545454545454
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,13,20,4,0.5912121212121212,0.5370242424242424,5.418787878787878,3.5596969696969794,0.8012121212121213,0.8652848484848483,0.9033333333333333,0.9148484848484848
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,17,20,4,0.5436363636363637,0.5153515151515151,2.828484848484858,8.04818181818181,0.603030303030303,0.6531636363636363,0.6796969696969697,0.7566666666666666
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,18,20,4,0.5242415054119117,0.5127808313578478,1.1460674054063924,11.402424242424248,0.5281786941580756,0.5883844754396604,0.6184822757594134,0.7436196409210357
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,24,20,4,0.5366666666666666,0.5230515151515152,1.361515151515147,0.4227272727272635,0.7390909090909091,0.7394181818181818,0.7851515151515152,0.8627272727272728
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,25,20,4,0.5309090909090909,0.5154272727272727,1.5481818181818152,7.836060606060613,0.5509090909090909,0.6256242424242424,0.6609090909090909,0.770909090909091
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,29,20,4,0.5130303030303031,0.5163848484848486,-0.3354545454545499,4.438484848484848,0.6296969696969696,0.6679333333333334,0.7196969696969697,0.8251515151515152
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,36,20,4,0.6393939393939394,0.5376242424242423,10.176969696969707,1.3027272727272776,0.9093939393939394,0.9196030303030301,0.9548484848484848,0.9596969696969696
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,37,20,4,0.5387878787878788,0.5212030303030303,1.7584848484848536,0.6203030303030488,0.6993939393939395,0.7462212121212122,0.8,0.8790909090909091
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,39,20,4,0.5187878787878788,0.5164575757575758,0.2330303030303016,1.6924242424242397,0.6260606060606061,0.6391545454545454,0.6630303030303031,0.6696969696969697
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,42,20,4,0.5154545454545455,0.5229666666666667,-0.7512121212121192,1.7769696969697102,0.6893939393939394,0.705869696969697,0.743030303030303,0.7721212121212121
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,51,20,4,0.5166666666666667,0.5142969696969696,0.23696969696971326,1.6324242424242463,0.6033333333333333,0.6226727272727273,0.6645454545454546,0.7124242424242424
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,54,20,4,0.5093939393939394,0.5112969696969697,-0.19030303030302953,3.673636363636379,0.556060606060606,0.5810848484848485,0.613939393939394,0.6542424242424242
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,4,20,5,0.5960606060606061,0.5209484848484849,7.511212121212118,13.865151515151485,0.5354545454545454,0.6224939393939394,0.6742424242424243,0.8024242424242425
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,12,20,5,0.8151515151515152,0.5784818181818181,23.66696969696971,19.77333333333331,0.693939393939394,0.8851818181818182,0.9539393939393939,0.9472727272727272
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,13,20,5,0.6927272727272726,0.5356030303030304,15.712424242424227,5.596363636363644,0.7403030303030302,0.8346939393939394,0.8793939393939394,0.9045454545454544
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,17,20,5,0.5821212121212122,0.5193121212121213,6.2809090909090814,9.123333333333328,0.6333333333333333,0.6963000000000001,0.7533333333333334,0.8224242424242425
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,18,20,5,0.5475706121248874,0.5064354999356818,4.1135112189205625,12.446060606060595,0.5512091809544811,0.5877025561864858,0.624541962989507,0.7672519617031442
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,24,20,5,0.6096969696969697,0.5170333333333335,9.266363636363629,7.1278787878787835,0.6033333333333333,0.6817939393939396,0.7342424242424243,0.8290909090909091
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,25,20,5,0.5318181818181819,0.5111484848484849,2.0669696969697005,3.1927272727272693,0.6154545454545455,0.6412545454545454,0.6812121212121212,0.8015151515151515
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,29,20,5,0.5703030303030303,0.5187424242424242,5.156060606060608,8.767878787878791,0.6378787878787879,0.6924151515151514,0.7378787878787879,0.8278787878787879
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,36,20,5,0.8403030303030303,0.5754969696969697,26.48060606060606,14.183636363636342,0.7318181818181818,0.9054000000000001,0.9572727272727273,0.9603030303030304
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,37,20,5,0.6857575757575758,0.5363606060606061,14.93969696969697,21.29727272727274,0.5854545454545454,0.7300181818181818,0.7903030303030303,0.8678787878787879
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,39,20,5,0.5421212121212121,0.5120878787878789,3.0033333333333245,3.896060606060603,0.563939393939394,0.6085575757575757,0.6272727272727272,0.6721212121212121
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,42,20,5,0.6512121212121212,0.5346181818181818,11.659393939393947,8.331818181818162,0.6730303030303031,0.7539939393939393,0.7912121212121213,0.8024242424242424
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,51,20,5,0.5972727272727273,0.5178969696969697,7.937575757575754,7.036060606060612,0.5572727272727273,0.6262848484848486,0.6581818181818182,0.7181818181818183
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,54,20,5,0.5203030303030303,0.512090909090909,0.8212121212121226,2.1254545454545304,0.5845454545454545,0.6039969696969697,0.649090909090909,0.6754545454545454
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,4,20,6,0.5139393939393939,0.5163636363636364,-0.24242424242424399,-0.3284848484848668,0.6290909090909091,0.6067575757575757,0.6733333333333333,0.7936363636363637
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,12,20,6,0.7442424242424243,0.5845363636363636,15.970606060606062,4.140909090909107,0.8463636363636364,0.8913121212121211,0.95,0.9342424242424244
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,13,20,6,0.6984848484848485,0.5620757575757575,13.640909090909103,10.542727272727259,0.7015151515151515,0.8065333333333333,0.8809090909090909,0.9066666666666668
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,17,20,6,0.5972727272727273,0.5332666666666667,6.400606060606062,11.522121212121228,0.5181818181818182,0.5946212121212121,0.64,0.8227272727272728
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,18,20,6,0.544234338533914,0.5142860521528199,2.9948286381094147,0.6872727272727253,0.5748442582281272,0.6070218957311134,0.66272120844589,0.7854227539188121
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,24,20,6,0.6615151515151515,0.5440757575757575,11.743939393939396,11.986060606060601,0.5766666666666667,0.7087787878787879,0.7809090909090909,0.81
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,25,20,6,0.5312121212121212,0.5206878787878788,1.0524242424242436,3.2209090909090743,0.5787878787878789,0.6137333333333335,0.6772727272727272,0.7863636363636364
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,29,20,6,0.582121212121212,0.5336060606060606,4.85151515151514,7.881515151515162,0.6036363636363636,0.6573212121212123,0.7136363636363636,0.7951515151515152
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,36,20,6,0.7642424242424243,0.5812787878787878,18.296363636363644,6.035151515151527,0.8184848484848485,0.876848484848485,0.9439393939393939,0.942121212121212
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,37,20,6,0.6403030303030304,0.5414515151515151,9.885151515151524,-0.29393939393939084,0.6078787878787879,0.694709090909091,0.7572727272727273,0.8442424242424242
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,39,20,6,0.6187878787878788,0.5200030303030303,9.878484848484847,7.86575757575757,0.5330303030303031,0.6152878787878787,0.656969696969697,0.7027272727272728
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,42,20,6,0.5693939393939395,0.5507757575757576,1.8618181818181867,3.9506060606060656,0.6263636363636363,0.7113545454545452,0.7942424242424242,0.8296969696969697
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,51,20,6,0.6545454545454545,0.5193878787878787,13.515757575757581,12.35909090909091,0.5093939393939394,0.6414484848484848,0.6948484848484848,0.7487878787878788
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,54,20,6,0.5812121212121212,0.520639393939394,6.057272727272722,7.773939393939388,0.5118181818181818,0.6079484848484848,0.6542424242424242,0.7063636363636363
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,4,20,5,0.6239393939393939,0.5187212121212122,10.521818181818166,19.13818181818182,0.5115151515151515,0.6165515151515151,0.6690909090909091,0.8157575757575758
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,12,20,5,0.8557575757575757,0.5705454545454546,28.521212121212113,30.282121212121215,0.5866666666666667,0.8731575757575757,0.9484848484848485,0.9290909090909092
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,13,20,5,0.696060606060606,0.5489969696969698,14.706363636363628,6.468787878787885,0.7863636363636364,0.8312878787878788,0.8763636363636363,0.9036363636363636
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,17,20,5,0.5621212121212121,0.5139757575757575,4.81454545454546,5.107878787878795,0.5590909090909091,0.6238636363636364,0.6654545454545454,0.7684848484848485
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,18,20,5,0.5484784166712608,0.5067079129683738,4.177050370288704,19.049090909090904,0.5239373725122664,0.5899313596853925,0.6430242387489203,0.7811759192899277
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,24,20,5,0.6406060606060606,0.5212515151515151,11.935454545454549,8.762424242424238,0.5663636363636364,0.6620848484848484,0.7203030303030303,0.8296969696969697
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,25,20,5,0.5724242424242425,0.5108999999999999,6.152424242424259,8.150909090909098,0.5184848484848484,0.6019787878787879,0.6418181818181818,0.7748484848484849
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,29,20,5,0.6318181818181818,0.5268787878787878,10.4939393939394,20.85454545454547,0.5075757575757576,0.644860606060606,0.7006060606060606,0.8127272727272727
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,36,20,5,0.7887878787878788,0.5752515151515152,21.35363636363636,13.55939393939395,0.7493939393939394,0.8659454545454544,0.9351515151515151,0.9387878787878788
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,37,20,5,0.666969696969697,0.5336272727272727,13.334242424242426,28.99333333333336,0.5209090909090909,0.6744181818181818,0.7345454545454546,0.8342424242424242
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,39,20,5,0.6106060606060606,0.5218151515151515,8.879090909090914,9.61696969696969,0.52,0.6153969696969697,0.6415151515151516,0.6842424242424243
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,42,20,5,0.730909090909091,0.5624212121212122,16.848787878787874,19.752424242424237,0.5509090909090909,0.7426727272727273,0.8203030303030303,0.8506060606060606
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,51,20,5,0.6406060606060606,0.5190757575757575,12.15303030303031,14.993333333333347,0.5109090909090909,0.6504636363636362,0.7072727272727273,0.7433333333333333
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,54,20,5,0.5884848484848485,0.5214606060606061,6.702424242424243,11.177272727272737,0.5360606060606061,0.6293909090909091,0.6809090909090909,0.7212121212121212
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,4,20,9,0.6606060606060606,0.5621818181818182,9.842424242424242,11.669090909090919,0.5106060606060606,0.5935454545454545,0.6942424242424243,0.85
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,12,20,9,0.8693939393939394,0.6773424242424242,19.20515151515152,14.145151515151522,0.6654545454545454,0.8391575757575757,0.9603030303030302,0.9490909090909092
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,13,20,9,0.7433333333333333,0.6840424242424242,5.929090909090906,-10.050606060606082,0.7966666666666666,0.7843242424242425,0.8972727272727272,0.912121212121212
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,17,20,9,0.5424242424242424,0.5785757575757576,-3.6151515151515268,0.8939393939393914,0.6187878787878788,0.6334333333333334,0.7506060606060606,0.8345454545454545
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,18,20,9,0.5599959571457449,0.5346208206994137,2.537513644633116,11.72212121212124,0.5257548192660382,0.5647199496480879,0.6318135876656192,0.7617922707977287
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,24,20,9,0.6327272727272727,0.5451333333333334,8.759393939393934,7.884545454545455,0.5103030303030303,0.6037,0.6772727272727272,0.8136363636363636
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,25,20,9,0.5684848484848485,0.5378818181818182,3.0603030303030243,1.688181818181822,0.5615151515151515,0.5937787878787878,0.6890909090909091,0.8166666666666667
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,29,20,9,0.5481818181818182,0.5524363636363635,-0.4254545454545289,-4.152424242424246,0.6142424242424243,0.6127878787878788,0.7036363636363636,0.8
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,36,20,9,0.8651515151515151,0.6854515151515151,17.97,9.869090909090906,0.7027272727272726,0.8094,0.9251515151515151,0.9451515151515152
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,37,20,9,0.6787878787878787,0.5960090909090909,8.277878787878779,16.858181818181826,0.5548484848484848,0.6567696969696971,0.7651515151515151,0.8542424242424242
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,39,20,9,0.5578787878787879,0.5456484848484847,1.2230303030303147,-3.3096969696969625,0.5818181818181818,0.5895969696969697,0.6518181818181819,0.7163636363636363
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,42,20,9,0.6227272727272728,0.5893454545454546,3.338181818181818,-5.345454545454542,0.6581818181818182,0.6617484848484849,0.803939393939394,0.8651515151515151
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,51,20,9,0.5924242424242424,0.5412121212121211,5.121212121212126,4.474848484848481,0.5248484848484849,0.584239393939394,0.6666666666666667,0.7290909090909091
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,54,20,9,0.5224242424242423,0.5208515151515152,0.15727272727271702,-3.2603030303030245,0.5433333333333333,0.5501121212121212,0.5860606060606061,0.6633333333333333
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,4,20,4,0.5187878787878788,0.5114909090909091,0.7296969696969691,4.847272727272722,0.603030303030303,0.6615696969696969,0.7015151515151515,0.8145454545454545
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,12,20,4,0.7012121212121212,0.5492242424242424,15.19878787878788,1.113636363636361,0.8712121212121212,0.9320909090909089,0.9593939393939394,0.9551515151515152
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,13,20,4,0.8081818181818181,0.5391515151515152,26.903030303030295,21.29,0.5833333333333333,0.8251272727272729,0.8703030303030304,0.9175757575757576
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,17,20,4,0.7612121212121212,0.523439393939394,23.777272727272724,17.009393939393924,0.5160606060606061,0.6918151515151514,0.7612121212121212,0.8178787878787879
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,18,20,4,0.5105996287924729,0.5083832111288751,0.2216417663597814,13.844848484848493,0.553630299354981,0.5911526085598251,0.6181772240292556,0.7408852013157652
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,24,20,4,0.5857575757575757,0.5123121212121212,7.3445454545454485,8.882121212121207,0.5766666666666667,0.6738727272727274,0.7118181818181818,0.7666666666666666
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,25,20,4,0.5175757575757576,0.5119666666666667,0.5609090909090897,2.4230303030302935,0.6227272727272728,0.6521696969696972,0.6900000000000001,0.8275757575757576
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,29,20,4,0.5033333333333333,0.5145090909090909,-1.1175757575757617,-3.972727272727272,0.6312121212121212,0.654530303030303,0.6957575757575758,0.7957575757575757
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,36,20,4,0.8257575757575757,0.5403606060606061,28.53969696969696,16.146666666666643,0.7245454545454546,0.8910787878787879,0.9287878787878787,0.943939393939394
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,37,20,4,0.5881818181818181,0.5195969696969698,6.858484848484836,0.5193939393939306,0.6736363636363636,0.7403575757575759,0.7778787878787878,0.8693939393939394
