task,model,fold,seed,checkpoint,checkpoint_sha256,normalizer_sha256,protected_sha256,random_sets_sha256,canonical_session_replay,basis_sha256
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold0_seed0_litebn/selected_best.pt,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,d742fdde59a65ceca8a6851363c3dd4c26a9d8ccc038a3cd92a7c7a61967ff43,b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,PASS,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0
OpenBMI_MI,B1_SAME_SCALE_63,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold0/selected.pt,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,fb0d03034592f446c63ec20253140bb6c7ccad8411ff41dc3368622a783b6a09,c7e1a3f5fcd0a267ecb98c902dd1319d8bc036938675a66da6549ecfbe8f5f42,PASS,8863bf7a186831169162be862b8209f1669e721b907c76d9947b585e690ff644
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold1_seed0_litebn/selected_best.pt,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,555b753e2f111cfa4483a81069de88f56b8f4559b509c4bb506cb309fd88cff5,44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,PASS,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d
OpenBMI_MI,B1_SAME_SCALE_63,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold1/selected.pt,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,f95b66e7cf4e6d133f7ea3c42abc4d092cbdcac4bd2e5c5b46675e83dbbbff92,b4fd501ab1fb9028584bf97f5bacdfd5349185030aa3bfe8c26564bfa8e0d251,PASS,58f4f3015a47dbcccbc0f7fcf0c1481a044c137836ba97f4f6aac263792e5041
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed0_litebn/selected_best.pt,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,25b0b498fd2da0e8b2fb720e690e0f66c225b62f4abb07923bbd41875f8026ae,e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,PASS,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c
OpenBMI_MI,B1_SAME_SCALE_63,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold2/selected.pt,f61d7c6094fd254c7a7b75627fefa2004ecf8f8166d243403ed3e6920430ea0b,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,c6626230c687c42136ffc3cf393cbb5435be5964aea2623e826f7013ed55d76c,c2c86ae6b9fcabb5c9bd56824bedd7cf82e3aaeafb13ed9d0a953610b2c2fc6b,PASS,c2bcafb39deb0f1362d92edd0b41363ceafc5892428a01ffd47dc35365f57530
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed0_litebn/selected_best.pt,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,44f9f278afb67fab657678c5a0061f1fd11dea0c7de05538e578ac84dafb7af8,3b8ee41fa21ec54d167f27bfec382ca424fde90d2df5cc428bb03cd77bccc699,PASS,c8d23e500e1531129978756da554a2284b1968e9435f44ec047967b95491bc4b
OpenBMI_MI,B1_SAME_SCALE_63,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold3/selected.pt,ee49dd726605960c4f7cc74cf9550d318a6dd0801b255ad416fae6ac4b7dbd42,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,bede28501431b25c10962b0f9c434091efac0e5081b9e8d825493856a7afc548,f0304eee759af9b5827830f2e6560892739c0ff92085593bf20d64f6b23529a8,PASS,09b0647883700afca603f469fe51665f8d3609bbfcf11f54dada545b1e93b29a
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed0_litebn/selected_best.pt,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,74abb74ddd9a158ae062400b83aef2cd5b33db1b798648f05cbd4387672d0c1a,1dca8415f6b801d8439e8d39b61869a0f5b15c0e4743eac70bce5c6f006a3384,PASS,d4691219b7aa074520645599930198cd6869331af2fba2c0114a235f6c5ebc6c
OpenBMI_MI,B1_SAME_SCALE_63,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold4/selected.pt,dc596015a689eacc0ff8cb78e801f8fd3e675df71dcb7eb1921fd15322f903ae,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,19395c37c61754786e02814d9f56f1309e3d7f067578d2c5a33ac47df89fcd85,2685421b7b2df7a6c3d7e840510098aec3a58f10ccd9e80aee65c077bb31efb7,PASS,c18cbc432b69943ada39641d3c0c65e101273cec1997a2cf175fb2e26b964fe2
