task,model,fold,seed,checkpoint,checkpoint_sha256,normalizer_sha256,protected_sha256,random_sets_sha256,canonical_session_replay,basis_sha256
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed0_litebn/selected_best.pt,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,157ab9a161f64861f1eb4db5fa530988c5f3ff7689c0fc2ba62374476ed4a9ee,9ecd3564eef1dc04bf0c71a3866e5b06b8758722a30b8e466ca25dd38d310087,e40a1e91186c2c00fd40a3e0c380b14c8602e4a4bd03c5f1b70d182dd3c3a867,PASS,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e
OpenBMI_ERP,B1_SAME_SCALE_63,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold0/selected.pt,7b82685b20cc3accd8863b7d15c295dd5f9773f48f03fa2bb1d8cf4ca232b6ba,157ab9a161f64861f1eb4db5fa530988c5f3ff7689c0fc2ba62374476ed4a9ee,ed1e4d2768565c161054b2eef50397182345cbea4fe5dc023fbc329d7962fee5,db86c47d61ba8613e9a695a34e0f72ea2214b522372e1d404f790834bb5f50ad,PASS,0aa6d3dd4a1d90e446549d4c0b232fbb52709e8e54925762248ddab560c8f8fa
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed0_litebn/selected_best.pt,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,24f7a1e037c0eca04ff78d27016e206247a8a946f1272e017bbc121f2e0d4045,bd296cff967f8396ba01118c55f71c1bad0897810392b59d184a09c2829d7dc6,02babc721d4f32e7f37baf23596588b76adcb6c6f364a77af152e41fb504f4d7,PASS,6077701bc4e7d6a3fd540e77a0996d1024d24b322af23b777ff04ca542a89b5e
OpenBMI_ERP,B1_SAME_SCALE_63,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold1/selected.pt,47aaba8020ac6ee096e95ca32365a8e67cc570d2935a908ea8cb47508f86ec76,24f7a1e037c0eca04ff78d27016e206247a8a946f1272e017bbc121f2e0d4045,19bd56f041479c7b0976736eb52a51910a3e19acfde18e2a884761ed95c71505,1eb86b8fbecb7e6a28448c5cd29d2a0028cbce72ebb43b35357de280f744dbe0,PASS,d9fac5dc073ce941fd2d66462b57e6febe95a65519ecb813bf30b07ecbb35bed
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed0_litebn/selected_best.pt,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d5f7ca145b87d0a478fb0ca36e5e7a777d712c79a7119634a6343cbd39bcf225,f93681db8655073d71c85bffa7d8fc52a04b49ea2c62a253ea92fdfc7f49d9fa,a40e340e23a49f33e0ba227e7884b23f4a04889cc1777e3ecc69ed7a54d74c13,PASS,fa0ea713ef4c839449df57e6be49540c01addf088ba2701a6da81969096f9aff
OpenBMI_ERP,B1_SAME_SCALE_63,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold2/selected.pt,9d7b1a9673674fee8f9d7c79b10b1a5bea78324f01e9ea6259354ff4e735e50a,d5f7ca145b87d0a478fb0ca36e5e7a777d712c79a7119634a6343cbd39bcf225,832bbfd577b693c077f17ceec2e3ad8a57d6b92079a2977fe1a192daa278ba5d,4d5323c0997e1f7c4d0a207275a965fd5f975e7cbf69efd89e63155c88eeca13,PASS,78945f0685097f001514d3183804c5bb7f1349df7edc87b840d27475bfd87d9b
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed0_litebn/selected_best.pt,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,5821e8c7ef69d9aff8440c3cbf6966e726b98e08599c3d45ed7a3afaae56c870,8da8a3f08e46505cf614950278b54444eb85601dcf7b1a0f0157132a572c4341,339567bc13047c450ef2cc814d7010003a37d2239690067b164d081a6988f42d,PASS,9300f1a134993bf0668d106fb61968d99f26325ea734533a422f2d103197e6f5
OpenBMI_ERP,B1_SAME_SCALE_63,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold3/selected.pt,b2d97ca63a9ef94b44c0f8aadd76e4f671cfd754f6216eaa7c81d63341677e77,5821e8c7ef69d9aff8440c3cbf6966e726b98e08599c3d45ed7a3afaae56c870,46563148e6eeea66065088096170a5433ac2235fbc41430b17486f20aaf9261e,c829151673d795fcf2753e0dfea6c61a279b55d50c2f9179966434e6b5821b59,PASS,d29f3cc8ae96ae162d826576a591c4704d511ea1bc45d7df2046649144cac27a
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed0_litebn/selected_best.pt,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,6e42f76db49d66b0397ae56932e7570f022ef1cc147f2fba45c004c15421ac36,ff17b7e388dfca6a66c0b8d38b6633dd53d7e0cd9c041e6167d3433ec0bc7a34,2d3533a210cebdf35ce7c03b5efeef93987e53b53c40a167707b12ca3288507e,PASS,11f0c42973b0aff09f587a4c679e4fceb4f40217aa38e35247ddac360080be3a
OpenBMI_ERP,B1_SAME_SCALE_63,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold4/selected.pt,8442a3ac1d9055c2a2d5f85c3f1b9495ed30fb98564563b8de945e1ab24635ab,6e42f76db49d66b0397ae56932e7570f022ef1cc147f2fba45c004c15421ac36,154483db95d5c52e1bc329436a0bea502de33b4c3ffc166e3050396b569b31f2,deabafe1e518bcc1f3a4320575f3dfb1f0ce64c4347f15059db338f460bb525d,PASS,df52dc2f0e0b93f12d3e3d6d06bfdd1d99fa961a58d819726388ce1521380c15
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed0_litebn/selected_best.pt,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2,8b87a52a8f24f8c1a54be04b246ee89940af491206239c8450fa3d992ec2e894,98a761e50eac5620fbfa23962178052ecbfea51b42d9869bd39d1ea3c228919e,9be66fca7399ada8c118fe2a002533eadb121757d61e8275f71ce85cbbc1fd56,PASS,cb47c3351220242ee31e4ba1619434c630b3ee1506755d87ff4ebc18ef4cfda8
OpenBMI_SSVEP,B1_SAME_SCALE_63,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold0/selected.pt,89ab99801503da8316ef7d047e8b20b2412de7f856bcb632eaadac2e219e0591,8b87a52a8f24f8c1a54be04b246ee89940af491206239c8450fa3d992ec2e894,f7c5864770e2dfeef4cd9888307b685fe567d9594c6afca8673d02d97b78aae7,3abc0ec4c30229201740024b722638604c0f50edaf0e2accf3144a0fdd7235e0,PASS,1b1836208652056a4ca5a2d5bc0dd48abcc3bab171ed46212ff8d5c5337accfa
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed0_litebn/selected_best.pt,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91,0a6c3470fb47219953f0463b1b71fd52e1a83b893e8287d2cd889d5504961afb,5508af0204e30e76f7c08f1edf4c68609be71a235bc2733a6f4568292c466dc6,543c2071ce75a8740a42490b430b3ef87febf37977c38e73fe13fbe405c132dc,PASS,dc80a06f0f670e8cc0580a814f6aef85527233bb6cbd3b84ba7c3bfa4e526455
OpenBMI_SSVEP,B1_SAME_SCALE_63,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold1/selected.pt,aa937c5fc13b3dbc5437ed88f067783dac16ca81ad3392549d90f14ae61bfa28,0a6c3470fb47219953f0463b1b71fd52e1a83b893e8287d2cd889d5504961afb,4c297792bcefbb08a9721d35471e56d046d0df44098954c1667f77701578eb2d,9f5b3b66daf22a3b6f8784c4e71d90fcdbeb27cfb1f1bde9d7ceb804a64e38fa,PASS,954bf5db65c7bec4b1012cf15b307e4ab261874aad68f802ef6cb0a57a660f7f
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed0_litebn/selected_best.pt,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,2cf3d93d2dbbd20c388ecc03d41b33867ea12910a767f615301721da7e989500,c401c0f85c05afac4bfc94fb441dc05d58153be195a401eff96eec2e13a0b407,43cae89b60fb61f6dacc991fcd9e2ba584e90626cff2aaf6a5c3d5fbe45e7f65,PASS,e46de39f87c6a05a7dcdfa8056f7de1d4ced61aedbae5fd82171a9b2ed468bd5
OpenBMI_SSVEP,B1_SAME_SCALE_63,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold2/selected.pt,b4a8e315d6eac3c8080949222c780416bfc800d4decd77a4d10e4cd3e3e2d90a,2cf3d93d2dbbd20c388ecc03d41b33867ea12910a767f615301721da7e989500,33b07a050686e02d21f0bded0d720bf846836432369cb74010efb7a4878a34f4,0c8738a45234b920228dfde087bd1cb4419365c687ba5b9e44bc2a7cae843da9,PASS,0f34cb0d901d941a6370f49edb36f422a9ce73f4f7aa81b0597717693999e4ad
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed0_litebn/selected_best.pt,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,5de151ef256588f67ce9b022f53352da1103a16dc00e30dfc67c540377e9a0ea,53afaad8746a1a915778e01e2fadbd5a62a45690b3d58c87ca0490081b42229a,866b55bcf5fd5d9aa4b19f88036a6489b8f5c2fdc50fd3d7a012abbde64c8d82,PASS,267da6006d106a3cbf8ed862cbaa5de337b376abc298c2a0ada745925e9b131a
OpenBMI_SSVEP,B1_SAME_SCALE_63,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold3/selected.pt,4ae91ca556428585f223b801e222139981fd334ff74fc544f3d0b2491523491e,5de151ef256588f67ce9b022f53352da1103a16dc00e30dfc67c540377e9a0ea,63d8fb24144192341a98be0aa3b6c437e8ef6e8812a16ea209c8cadb7d332004,8e5fd976e0367dee6804d51d8537299cc7a9233598ac74ef1f0f5a59c5ff40f9,PASS,06acac6244d30b1b589cbd2168b281e055c5c6526ad604bcda750c118a091faa
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed0_litebn/selected_best.pt,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,a6d450f79a67753b82b934a01a5c0e726e68f69a0d3a20949440ee73b446376d,bebdd8296e65802fd35c0627e60f0133b325c1e8102d8bb85e1173fa83425777,0b6757862c0238bb0461e1e14cc7edf139ae421b7d82ae4eb2fbcbf10af7b753,PASS,ee9c65e574c97bdff4b77fefec303621e53cd4825b3f8e7cea30ae1ec17d98e0
OpenBMI_SSVEP,B1_SAME_SCALE_63,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold4/selected.pt,26cefc20a58cdb1bebb9c5fe92bf70496d19eec55adc65e0b87f9d6f07bae081,a6d450f79a67753b82b934a01a5c0e726e68f69a0d3a20949440ee73b446376d,44d672aad7df78885f782c7a91fb7a55c0d82a8d6651675afba0cddf40d8b21a,6afc2791bb02ba591cc5fc1439ab8a47c3982d1fede5369854ff1ffe496fc7a9,PASS,05aa19c7b060708e24d953a9837bf4fdf8d17ba2a01d8c23dd301dff7772b62d
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed0_litebn/selected_best.pt,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,be79e4d13d12f509ab6f95c8294686a0ec1f5bbf268ea5435b93f7253e3a2778,692b84e2db0f8322940247a9134ff46ee13b70b90bfe9fc6dbe4753602eb3fbf,6ebfa41b9272df02d62b3e08bddf35c8dfae09b6cf3e4530387c8467faf791ef,PASS,fe5509743258bf97847a6c0e6d2fbe4c735557cecacb8236087a2cc99a3d8ab3
WBCIC_MI,B1_SAME_SCALE_63,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold0/selected.pt,e101dfbc59ff38aad2f64f8a22805bf8a4ac167ff86a3e267f10b7c4ec5f66c2,be79e4d13d12f509ab6f95c8294686a0ec1f5bbf268ea5435b93f7253e3a2778,e2450132f90724d97741e5b821ebcd178678088d7fdde4f12e369430810637dc,bc0e67d1aa7b0af0868f8e2cada9e9e45b0db7929fd36133fbbb8867279389bd,PASS,1f5d6f0d252bcdacb2beca4e5df98c53743ee7de53ea6d38187bcc01b3442141
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed0_litebn/selected_best.pt,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,0f98f389f4c681a10af051f2876130187fad37501dfd942e64ff764820f0e2dc,5351f48c08b2fb921af56df955be3e11cfcfc35cba5647a01849288bcd18cbd1,3cf87907b2f87db74e4c5355683f212dc488c7acab9748fbaad8fd36aeaab598,PASS,624316e0b4aa67ad35cd4bdbfbb064f1c08fb5717274540b56e6e2c663ab22c7
WBCIC_MI,B1_SAME_SCALE_63,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold1/selected.pt,da53007c1f9c740a7b67e485afb5f0f51d849891261a206c9cf3be0106d7277a,0f98f389f4c681a10af051f2876130187fad37501dfd942e64ff764820f0e2dc,c0b84595283cfc758491d683f0175991e4bed6fec88f5c5bbfa5fdf43156be6e,56fbd697f68623e868db0ff237d9ad7860638548cabb2df6a91ff8e29796d87d,PASS,993a42462c5b27cbfe9ee2be8badf0b6b740e8028f38f1ef6b12c7796f28bfcb
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed0_litebn/selected_best.pt,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,c50ff7eae26bf6476c9f6b57134891adc485451ff17b5105ae756c337e1c3a5b,59a47695e3f348ae74017a59fe3f5dbf4669f4812aa359b2f0ba1c2b0f9a719f,c366b4c9ca0d52c7a107d319ccde05972a0550f925a2f4e06a1c0f66f879553a,PASS,e70108903dbdfc6757bfd669940f82fc1a1a0a90bd9f20ea869a58742d1d8c91
WBCIC_MI,B1_SAME_SCALE_63,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold2/selected.pt,6c1178343185f3cbebd0eab8fa1c0dcbc47f54c05e5eef316113612ea27b69bb,c50ff7eae26bf6476c9f6b57134891adc485451ff17b5105ae756c337e1c3a5b,36b208fc72bfeb32480fb4145f9a8e24df613c2c87feb070f74ba233532f9c69,42798847e0f9ef23e78d1ca2cb1ba451f56420c306d6193b1cbfddd3d97bff1a,PASS,f954db6f01cfe75ba1e9edb9ff8d0596b8ee110a2f8be49604588f1a57ccef08
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed0_litebn/selected_best.pt,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,737b7d011441a2d1dd426fb07b7b373f3b3b69909de87ca59853d84f235c09b5,29b17e8b39d7fc77b2de737b835b1aa34c2f8fb9a000f7c989b17f4a82d933d2,1c1703f96cc08f47a7b22346ff0e7ecc2c0c5e986793cb93f8c6cbbb2ccbd166,PASS,5fc3c525f0f77441e1b7fa3410d65fc2dd893c7d76c854dcda667785429b5abc
WBCIC_MI,B1_SAME_SCALE_63,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold3/selected.pt,b876be2a2bb4b09b1ca87b8270a944830e77665cea9dc73c45edea78a7be573c,737b7d011441a2d1dd426fb07b7b373f3b3b69909de87ca59853d84f235c09b5,cd0ab0f8c7e8f2bf7a92830fc0b899102caf2e227e880b100470e5ff8cb04113,5babf88fe7870ad7bb4a8cdbc15d5d92ce788041d8030109965a71881fbc787f,PASS,01951c1beb30b072e014eedbd2ead35eb4a5069b37b4ed397b293e7097c2cd61
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed0_litebn/selected_best.pt,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,6fa138b8416b6a2609eab8a668a705cd913cf5694bbd5e5eb648bbe2e87c010d,1d5f69688a0f9457692220cef2265fadcb217d14d8711d5632630d55be4df486,0ffe874ffc24339d54bcb11b0d85b1aadb254c9fe49cf19544d37a69328b90a1,PASS,3a5a13d652fa286fe8323ae7249258c67d00cca6759eba6fe798519fbfdc4a26
WBCIC_MI,B1_SAME_SCALE_63,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold4/selected.pt,dfee101b397691659a5901ad19aafde90f468a84b2c48efc31f8d08da7bf2250,6fa138b8416b6a2609eab8a668a705cd913cf5694bbd5e5eb648bbe2e87c010d,9d13fc18b7d90a23ad8939ef190aedf8746721ecc61326d72caa57adc5061542,90e76198fd741eec369c7b0a8fe8695e8733917a93a31b7ee41cc27f0e051f38,PASS,0aa10c620440dd77a79d66616263c2df2130b2a74c73ba54d08328f5714d5062
