fold,scale025_mass,scale050_mass,scale100_mass,cross_entropy,g1_entropy,g2_entropy
0,0.0021633394062519073,0.004853660240769386,0.0033996673300862312,5.061592102050781,3.8194024562835693,3.9651639461517334
1,0.004857282154262066,0.00282229483127594,0.0027370904572308064,5.100200653076172,3.923830270767212,3.8420634269714355
2,0.005767089314758778,0.0022671057377010584,0.0023824721574783325,4.896036624908447,3.255913734436035,3.620504379272461
3,0.007203075103461742,0.001734670251607895,0.0014789225533604622,4.466137886047363,3.7474365234375,3.5897176265716553
4,0.0039018308743834496,0.0031198435463011265,0.0033949927892535925,5.377524375915527,3.9075284004211426,3.908053398132324
