task,fold,epoch,train_loss,inner_val_BA,selected,lr_N,lr_B,lr_S,grad_N,cross_entropy,g1_entropy,g2_entropy
OpenBMI_SSVEP,0,1,0.296557407553603,0.9349999999999999,False,5.9999999999999995e-05,1e-05,2.0000000000000003e-06,1.7576713591087154,5.6245503425598145,4.072021961212158,4.072698593139648
OpenBMI_SSVEP,0,2,0.2966898338096898,0.935,False,0.00011999999999999999,2e-05,4.000000000000001e-06,1.9190221087234776,5.621657371520996,4.0717453956604,4.0726118087768555
OpenBMI_SSVEP,0,3,0.28741289856957225,0.945,False,0.00017999999999999998,3e-05,6e-06,1.5670583953217763,5.612412452697754,4.071399211883545,4.07258415222168
OpenBMI_SSVEP,0,4,0.2826010911929898,0.9349999999999999,False,0.00023999999999999998,4e-05,8.000000000000001e-06,1.6431990803741827,5.6235833168029785,4.070931911468506,4.072364807128906
OpenBMI_SSVEP,0,5,0.2786682037318625,0.9366666666666665,False,0.0003,5e-05,1e-05,1.7336537430926067,5.62405252456665,4.069983005523682,4.071255207061768
OpenBMI_SSVEP,0,6,0.2707161034752683,0.9383333333333331,False,0.0002997675973094743,4.996126621824572e-05,9.992253243649145e-06,1.557075050545902,5.6259026527404785,4.068378925323486,4.070840835571289
OpenBMI_SSVEP,0,7,0.26513417901062386,0.94,False,0.0002990711472871684,4.984519121452807e-05,9.969038242905615e-06,1.581478988978921,5.614706516265869,4.06772518157959,4.070662498474121
OpenBMI_SSVEP,0,8,0.25734006558976524,0.9383333333333334,False,0.00029791292160829625,4.965215360138271e-05,9.930430720276543e-06,1.2718749947664214,5.60727596282959,4.0671586990356445,4.070672988891602
OpenBMI_SSVEP,0,9,0.2562109181066839,0.9433333333333334,False,0.0002962966981642825,4.9382783027380426e-05,9.876556605476086e-06,1.3463176023669359,5.60031795501709,4.065924644470215,4.069990158081055
OpenBMI_SSVEP,0,10,0.254849481509953,0.9416666666666668,False,0.00029422774874006587,4.903795812334432e-05,9.807591624668865e-06,1.2710885318314158,5.6048970222473145,4.0638837814331055,4.069755554199219
OpenBMI_SSVEP,0,11,0.256953445876517,0.9349999999999999,False,0.00029171282181863226,4.861880363643872e-05,9.723760727287744e-06,1.4865663938406037,5.598263740539551,4.062727928161621,4.068517208099365
OpenBMI_SSVEP,0,12,0.2568004167661434,0.9416666666666668,False,0.0002887601205688661,4.812668676147769e-05,9.625337352295538e-06,1.4678802250362024,5.590394020080566,4.0613484382629395,4.067193984985352
OpenBMI_SSVEP,0,13,0.2517968855979966,0.94,False,0.0002853792760885185,4.756321268141976e-05,9.512642536283953e-06,1.401763026307269,5.586610794067383,4.060415744781494,4.0660905838012695
OpenBMI_SSVEP,0,14,0.25195918468440454,0.94,False,0.0002815813159895682,4.693021933159471e-05,9.386043866318943e-06,1.4029581386868546,5.583322525024414,4.058709144592285,4.064906597137451
OpenBMI_SSVEP,0,15,0.24930217316964778,0.9433333333333334,False,0.0002773786284284433,4.6229771404740555e-05,9.245954280948111e-06,1.2120278862918294,5.573221683502197,4.0570173263549805,4.063660144805908
OpenBMI_SSVEP,0,16,0.24972424456259099,0.9433333333333334,False,0.00027278492169842996,4.5464153616405e-05,9.092830723281e-06,1.3351246772742853,5.553426265716553,4.054765224456787,4.061120510101318
OpenBMI_SSVEP,0,17,0.24748483881717775,0.9416666666666665,False,0.00026781517951606924,4.463586325267821e-05,8.927172650535642e-06,1.2169033994035023,5.541154861450195,4.05253267288208,4.059293746948242
OpenBMI_SSVEP,0,18,0.2488437938254054,0.9466666666666667,True,0.00026248561214738765,4.374760202456461e-05,8.749520404912924e-06,1.415648184898423,5.540323257446289,4.050069332122803,4.057841777801514
OpenBMI_SSVEP,0,19,0.2440163064293745,0.9433333333333334,False,0.00025681360353337936,4.280226725556323e-05,8.560453451112646e-06,1.2210962845057975,5.524348735809326,4.046823501586914,4.056282997131348
OpenBMI_SSVEP,0,20,0.24441561429965786,0.945,False,0.00025081765458720315,4.180294243120053e-05,8.360588486240105e-06,1.2606435948755683,5.486499786376953,4.043582916259766,4.053094863891602
OpenBMI_SSVEP,0,21,0.2443226092472309,0.9466666666666667,False,0.0002445173228480499,4.075288714134166e-05,8.150577428268332e-06,1.347971301253249,5.475761413574219,4.039932727813721,4.050187110900879
OpenBMI_SSVEP,0,22,0.24392217361345525,0.9433333333333334,False,0.0002379331586885146,3.965552644808577e-05,7.931105289617154e-06,1.279641973536189,5.454979419708252,4.035157203674316,4.046952247619629
OpenBMI_SSVEP,0,23,0.24290628040709147,0.9333333333333332,False,0.00023108663828355207,3.851443971392535e-05,7.70288794278507e-06,1.297740901388773,5.455796718597412,4.030951976776123,4.0432844161987305
OpenBMI_SSVEP,0,24,0.2420698633281196,0.9416666666666668,False,0.00022400009355965847,3.733334892660975e-05,7.4666697853219504e-06,1.370553979059545,5.366437911987305,4.025900840759277,4.0391526222229
OpenBMI_SSVEP,0,25,0.23960244146788992,0.945,False,0.00021669663935276883,3.611610655879481e-05,7.223221311758962e-06,1.1885184100488337,5.329827785491943,4.02035665512085,4.036098957061768
OpenBMI_SSVEP,0,26,0.23808176924542682,0.9433333333333334,False,0.0002092000980124663,3.486668300207772e-05,6.973336600415545e-06,1.0968207702404116,5.295929908752441,4.014835834503174,4.033512115478516
OpenBMI_SSVEP,0,27,0.23948520203916038,0.9433333333333334,False,0.00020153492169843005,3.358915361640501e-05,6.717830723281002e-06,1.362185330652609,5.258605480194092,4.007263660430908,4.0300798416137695
OpenBMI_SSVEP,0,28,0.2418848101685687,0.9466666666666667,False,0.0001937261126225719,3.2287685437095325e-05,6.4575370874190644e-06,1.285334487513798,5.224414825439453,4.000802516937256,4.027248859405518
OpenBMI_SSVEP,0,29,0.2369021293593616,0.9466666666666667,False,0.0001857991414970187,3.096652358283645e-05,6.193304716567291e-06,1.1017800540458866,5.168732166290283,3.994053840637207,4.023536682128906
OpenBMI_SSVEP,0,30,0.23821565436153877,0.9466666666666667,False,0.0001777798644539431,2.9629977408990522e-05,5.925995481798105e-06,1.244053148641819,5.195479869842529,3.9866843223571777,4.0192952156066895
OpenBMI_SSVEP,0,31,0.23660530004559494,0.9433333333333334,False,0.00016969443870823464,2.8282406451372445e-05,5.656481290274489e-06,1.1672985909915552,5.198923110961914,3.979996919631958,4.01577091217041
OpenBMI_SSVEP,0,32,0.23618769173215076,0.9433333333333334,False,0.00016156923723810175,2.692820620635029e-05,5.385641241270058e-06,1.1866915931062,5.18233060836792,3.9707837104797363,4.012199878692627
OpenBMI_SSVEP,0,33,0.23712002068031124,0.9433333333333334,False,0.0001534307627618983,2.5571793793649718e-05,5.1143587587299436e-06,1.1578754542804346,5.174254894256592,3.9611008167266846,4.006156921386719
OpenBMI_SSVEP,0,34,0.23307106662087324,0.9433333333333334,False,0.00014530556129176532,2.4217593548627557e-05,4.843518709725511e-06,1.1153818914076177,5.160324573516846,3.949038505554199,4.002696514129639
OpenBMI_SSVEP,0,35,0.23277774743917512,0.9416666666666668,False,0.00013722013554605685,2.287002259100948e-05,4.574004518201896e-06,1.0733900942453525,5.149986267089844,3.9388294219970703,4.000491142272949
OpenBMI_SSVEP,0,36,0.23337983103787027,0.9433333333333334,False,0.00012920085850298127,2.1533476417163544e-05,4.306695283432709e-06,1.054019422065921,5.140778064727783,3.9276959896087646,3.9968602657318115
OpenBMI_SSVEP,0,37,0.2342762721747887,0.9433333333333334,False,0.00012127388737742813,2.021231456290469e-05,4.042462912580938e-06,1.178071652243777,5.158459663391113,3.916620969772339,3.994468927383423
OpenBMI_SSVEP,0,38,0.23353208201687511,0.9433333333333334,False,0.00011346507830156998,1.8910846383595e-05,3.782169276719e-06,1.144417965557517,5.141920566558838,3.903984308242798,3.9915859699249268
OpenBMI_SSVEP,0,39,0.2338543646946186,0.9416666666666668,False,0.00010579990198753362,1.763331699792227e-05,3.5266633995844544e-06,1.1678644244263812,5.107245445251465,3.8954575061798096,3.9886765480041504
OpenBMI_SSVEP,0,40,0.23441289946800326,0.945,False,9.830336064723119e-05,1.63838934412052e-05,3.27677868824104e-06,1.1595239304914706,5.121702671051025,3.8880205154418945,3.9865729808807373
OpenBMI_SSVEP,0,41,0.23311304355539927,0.945,False,9.099990644034147e-05,1.5166651073390247e-05,3.03333021467805e-06,1.189062287167805,5.085403919219971,3.879664421081543,3.9830119609832764
OpenBMI_SSVEP,0,42,0.2345445199710567,0.9466666666666667,False,8.391336171644793e-05,1.3985560286074655e-05,2.797112057214931e-06,1.1508688690458857,5.078643798828125,3.8709332942962646,3.9814183712005615
OpenBMI_SSVEP,0,43,0.22814017534255981,0.945,False,7.706684131148541e-05,1.2844473551914237e-05,2.5688947103828476e-06,0.9542630104030051,5.080691814422607,3.864983081817627,3.9793200492858887
OpenBMI_SSVEP,0,44,0.23248022358591963,0.9466666666666667,False,7.04826771519501e-05,1.1747112858658352e-05,2.3494225717316706e-06,1.117771359478555,5.090982437133789,3.8590216636657715,3.977769613265991
OpenBMI_SSVEP,0,45,0.23093082955697689,0.945,False,6.418234541279688e-05,1.0697057568799482e-05,2.1394115137598965e-06,1.0319491762940476,5.093759059906006,3.8550283908843994,3.976250171661377
OpenBMI_SSVEP,0,46,0.22951279762314586,0.945,False,5.818639646662069e-05,9.697732744436782e-06,1.9395465488873565e-06,0.963812051749811,5.0915656089782715,3.849452257156372,3.975381374359131
OpenBMI_SSVEP,0,47,0.23261021913551702,0.945,False,5.2514387852612276e-05,8.752397975435381e-06,1.7504795950870763e-06,1.1771493710395766,5.07957124710083,3.844513177871704,3.97357439994812
OpenBMI_SSVEP,0,48,0.23115837246906468,0.945,False,4.718482048393074e-05,7.86413674732179e-06,1.572827349464358e-06,1.127841194228428,5.070185661315918,3.8417139053344727,3.9723236560821533
OpenBMI_SSVEP,0,49,0.2313738705181494,0.945,False,4.221507830157003e-05,7.035846383595006e-06,1.4071692767190012e-06,1.0744650887279976,5.066676139831543,3.8382482528686523,3.970966339111328
OpenBMI_SSVEP,0,50,0.23183802751506247,0.945,False,3.76213715715567e-05,6.270228595259451e-06,1.25404571905189e-06,1.0971343451883735,5.067181587219238,3.8358309268951416,3.970184087753296
OpenBMI_SSVEP,0,51,0.2305098666650493,0.945,False,3.341868401043177e-05,5.569780668405296e-06,1.1139561336810592e-06,1.0349035135856488,5.06727933883667,3.8336832523345947,3.9691426753997803
OpenBMI_SSVEP,0,52,0.2315413541183239,0.945,False,2.9620723911481416e-05,4.936787318580237e-06,9.873574637160474e-07,1.0215659185153683,5.067445278167725,3.831770896911621,3.9685869216918945
OpenBMI_SSVEP,0,53,0.23020187819876323,0.945,False,2.6239879431133873e-05,4.373313238522313e-06,8.746626477044626e-07,0.9615366771453764,5.068815231323242,3.829129457473755,3.9679434299468994
OpenBMI_SSVEP,0,54,0.2292932697185656,0.945,False,2.3287178181367738e-05,3.8811963635612904e-06,7.762392727122581e-07,1.020128451469468,5.076132297515869,3.826967239379883,3.9676544666290283
OpenBMI_SSVEP,0,55,0.230769239547776,0.945,False,2.0772251259934124e-05,3.4620418766556877e-06,6.924083753311375e-07,1.1566545694339565,5.076251983642578,3.8254027366638184,3.9671599864959717
OpenBMI_SSVEP,0,56,0.23097447796565732,0.945,False,1.8703301835717482e-05,3.1172169726195806e-06,6.234433945239161e-07,1.150889433738662,5.066215991973877,3.823564052581787,3.9663238525390625
OpenBMI_SSVEP,0,57,0.22775930747753237,0.945,False,1.7087078391703733e-05,2.8478463986172893e-06,5.695692797234579e-07,0.927346746005663,5.064685344696045,3.822042226791382,3.9661543369293213
OpenBMI_SSVEP,0,58,0.22803530060663457,0.945,False,1.5928852712831593e-05,2.6548087854719324e-06,5.309617570943865e-07,0.9771411124526,5.067572593688965,3.8211922645568848,3.965846061706543
OpenBMI_SSVEP,0,59,0.22960850196640667,0.945,False,1.523240269052567e-05,2.5387337817542786e-06,5.077467563508558e-07,1.0576837862410196,5.073169708251953,3.820345163345337,3.9658455848693848
OpenBMI_SSVEP,0,60,0.22873712639983107,0.945,False,1.4999999999999999e-05,2.5e-06,5.000000000000001e-07,0.9850009374502229,5.061592102050781,3.8194024562835693,3.9651639461517334
OpenBMI_SSVEP,1,1,0.3538980760225436,0.8999999999999999,False,5.9999999999999995e-05,1e-05,2.0000000000000003e-06,3.1658279372424616,5.624937057495117,4.075934410095215,4.071383953094482
OpenBMI_SSVEP,1,2,0.34723786101108645,0.9,False,0.00011999999999999999,2e-05,4.000000000000001e-06,3.238754397485314,5.633704662322998,4.076042175292969,4.071702480316162
OpenBMI_SSVEP,1,3,0.34398346121718243,0.8966666666666665,False,0.00017999999999999998,3e-05,6e-06,3.2497414088830716,5.636123180389404,4.075930118560791,4.071412563323975
OpenBMI_SSVEP,1,4,0.3447819497527146,0.9,False,0.00023999999999999998,4e-05,8.000000000000001e-06,3.057929399536877,5.633709907531738,4.075569152832031,4.071229457855225
OpenBMI_SSVEP,1,5,0.34136110689581894,0.8949999999999999,False,0.0003,5e-05,1e-05,3.08918297290802,5.630266189575195,4.075850486755371,4.070589542388916
OpenBMI_SSVEP,1,6,0.3355039169148701,0.8983333333333331,False,0.0002997675973094743,4.996126621824572e-05,9.992253243649145e-06,3.1853716315292733,5.627545356750488,4.075401306152344,4.070296764373779
OpenBMI_SSVEP,1,7,0.33130961801947617,0.8933333333333334,False,0.0002990711472871684,4.984519121452807e-05,9.969038242905615e-06,2.9909639852802927,5.622569561004639,4.074907302856445,4.069653511047363
OpenBMI_SSVEP,1,8,0.33431534142028996,0.9016666666666667,False,0.00029791292160829625,4.965215360138271e-05,9.930430720276543e-06,3.1343374979205247,5.619497299194336,4.0746307373046875,4.067873954772949
OpenBMI_SSVEP,1,9,0.33266322387427816,0.8966666666666665,False,0.0002962966981642825,4.9382783027380426e-05,9.876556605476086e-06,3.163269915231844,5.616490840911865,4.073873043060303,4.066795349121094
OpenBMI_SSVEP,1,10,0.32339133794714764,0.8933333333333332,False,0.00029422774874006587,4.903795812334432e-05,9.807591624668865e-06,2.910122728929287,5.613043308258057,4.072793960571289,4.066020965576172
OpenBMI_SSVEP,1,11,0.3281896503233328,0.8933333333333334,False,0.00029171282181863226,4.861880363643872e-05,9.723760727287744e-06,3.013587846988585,5.604928493499756,4.071475505828857,4.064600944519043
OpenBMI_SSVEP,1,12,0.3234123769329815,0.8933333333333332,False,0.0002887601205688661,4.812668676147769e-05,9.625337352295538e-06,2.952156596067475,5.601393222808838,4.069440841674805,4.0616068840026855
OpenBMI_SSVEP,1,13,0.3253171545703237,0.8933333333333334,False,0.0002853792760885185,4.756321268141976e-05,9.512642536283953e-06,3.0558235616218754,5.589755058288574,4.067406177520752,4.058890342712402
OpenBMI_SSVEP,1,14,0.318787627830738,0.8933333333333332,False,0.0002815813159895682,4.693021933159471e-05,9.386043866318943e-06,2.979385925502312,5.5808305740356445,4.065732002258301,4.056580066680908
OpenBMI_SSVEP,1,15,0.32341311544906803,0.89,False,0.0002773786284284433,4.6229771404740555e-05,9.245954280948111e-06,2.9510270967716123,5.573312759399414,4.063432693481445,4.0543365478515625
OpenBMI_SSVEP,1,16,0.31662986772816354,0.8916666666666666,False,0.00027278492169842996,4.5464153616405e-05,9.092830723281e-06,2.9245206786365046,5.560303688049316,4.060877323150635,4.0512003898620605
OpenBMI_SSVEP,1,17,0.312397111479829,0.8949999999999999,False,0.00026781517951606924,4.463586325267821e-05,8.927172650535642e-06,2.851992188430414,5.581313133239746,4.058490753173828,4.047144889831543
OpenBMI_SSVEP,1,18,0.3140371296463943,0.8966666666666665,False,0.00026248561214738765,4.374760202456461e-05,8.749520404912924e-06,2.9933361338406073,5.5643110275268555,4.054846286773682,4.042747974395752
OpenBMI_SSVEP,1,19,0.3136199080362553,0.89,False,0.00025681360353337936,4.280226725556323e-05,8.560453451112646e-06,2.9055987974492514,5.553626537322998,4.050603866577148,4.036780834197998
OpenBMI_SSVEP,1,20,0.31409920570327016,0.8983333333333334,False,0.00025081765458720315,4.180294243120053e-05,8.360588486240105e-06,2.9151318015121834,5.542150020599365,4.04583740234375,4.031156539916992
OpenBMI_SSVEP,1,21,0.30773233095320257,0.8983333333333334,False,0.0002445173228480499,4.075288714134166e-05,8.150577428268332e-06,2.811420160095866,5.53776741027832,4.0414557456970215,4.025738716125488
OpenBMI_SSVEP,1,22,0.30235718408735784,0.8983333333333334,False,0.0002379331586885146,3.965552644808577e-05,7.931105289617154e-06,2.9606966041937106,5.5138421058654785,4.037919998168945,4.02046012878418
OpenBMI_SSVEP,1,23,0.31339999161115506,0.8949999999999999,False,0.00023108663828355207,3.851443971392535e-05,7.70288794278507e-06,2.96915769286272,5.499626159667969,4.033395290374756,4.01409387588501
OpenBMI_SSVEP,1,24,0.30039651800946493,0.8983333333333331,False,0.00022400009355965847,3.733334892660975e-05,7.4666697853219504e-06,2.876404195297055,5.494038105010986,4.028522968292236,4.007690906524658
OpenBMI_SSVEP,1,25,0.30466502759514785,0.8949999999999999,False,0.00021669663935276883,3.611610655879481e-05,7.223221311758962e-06,2.862550203393145,5.495765209197998,4.0216450691223145,3.9992916584014893
OpenBMI_SSVEP,1,26,0.3054079202617087,0.89,False,0.0002092000980124663,3.486668300207772e-05,6.973336600415545e-06,2.8708004689798123,5.4946417808532715,4.016754627227783,3.991039752960205
OpenBMI_SSVEP,1,27,0.3054650164232021,0.8916666666666666,False,0.00020153492169843005,3.358915361640501e-05,6.717830723281002e-06,2.9436583402680188,5.491228103637695,4.012412071228027,3.985118865966797
