task,fold,checkpoint_sha256,normalizer_sha256,initial_max_abs_logit_difference,initial_B0_BA,initial_TFFormer_BA
OpenBMI_SSVEP,0,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,0.06722617149353027,0.9383333333333335,0.9366666666666666
OpenBMI_SSVEP,1,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,0.03723931312561035,0.9033333333333333,0.9016666666666667
OpenBMI_SSVEP,2,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,0.03349587321281433,0.9133333333333332,0.9116666666666666
OpenBMI_SSVEP,3,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,0.04682803153991699,0.8649999999999999,0.8649999999999999
OpenBMI_SSVEP,4,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,0.039578795433044434,0.8433333333333334,0.8416666666666667
