model,task,variant,seed,fold,selected_epoch,inner_val_BA,epochs_ran,early_stopped,checkpoint,checkpoint_sha256,elapsed_seconds,trainable_parameters,reused_protocol_identical
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,3,45.0,0.7766666666666667,53,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B3_ONE_STAGE_BACKEND/fold3/selected.pt,cdde5f6d5ebad84e1e360e0869477e583aeb5c5357a32ac825ef2313e8e887c1,90.1935236575082,41770,
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,3,24.0,0.7366666666666667,32,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B4_BN_TO_GN/fold3/selected.pt,65954e148cc5a89225a26e8720e32542cc7265145a1703c8a48082c82e82bacf,44.49454201757908,47978,
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,4,57.0,0.7483333333333334,60,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B1_SINGLE_SCALE_TEMPORAL/fold4/selected.pt,f734c99f8dcdb92638f5edd4a64d494ade1ff03caeb215e01e3feb1a2449419e,37.702184413559735,42234,
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,4,38.0,0.7516666666666666,46,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B2_SPATIAL_D1/fold4/selected.pt,ec70eab7a2d41cdff2a9af098a59da8edb6f0719513646b1953a1f6f230b72b5,68.83429830893874,44546,
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,4,44.0,0.735,52,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B3_ONE_STAGE_BACKEND/fold4/selected.pt,009dc99f18157542bfc148584709a54a7ead3f38e998cc737c105f5e3901752a,88.4431503880769,41770,
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,4,22.0,0.7316666666666668,30,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B4_BN_TO_GN/fold4/selected.pt,e4f023ae97cbc5df6757edd406c440e68df85688163e4225bdeac3275a139cff,41.71948826871812,47978,
LiteBN,OpenBMI_ERP,B1_SINGLE_SCALE_TEMPORAL,0,0,10.0,0.876161616161616,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B1_SINGLE_SCALE_TEMPORAL/fold0/selected.pt,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d,115.25787165481597,42234,
LiteBN,OpenBMI_ERP,B2_SPATIAL_D1,0,0,14.0,0.8753535353535353,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B2_SPATIAL_D1/fold0/selected.pt,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a,213.53019086178392,44546,
LiteBN,OpenBMI_ERP,B3_ONE_STAGE_BACKEND,0,0,17.0,0.8735858585858584,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B3_ONE_STAGE_BACKEND/fold0/selected.pt,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b,224.81269706506282,41770,
LiteBN,OpenBMI_ERP,B4_BN_TO_GN,0,0,10.0,0.8827272727272727,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B4_BN_TO_GN/fold0/selected.pt,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587,191.75450510997325,47978,
LiteBN,OpenBMI_ERP,B1_SINGLE_SCALE_TEMPORAL,0,1,10.0,0.8358080808080809,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B1_SINGLE_SCALE_TEMPORAL/fold1/selected.pt,b4d214f710fcafbbad7639f48f35f8495b073bc1b1f1d54b3f65cfbff0d75214,104.32361693959683,42234,
LiteBN,OpenBMI_ERP,B2_SPATIAL_D1,0,1,14.0,0.8368181818181819,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B2_SPATIAL_D1/fold1/selected.pt,7816b491a77c27ad7792f13dc1a57c4b05258d63d48ba938a9b7898a92dc4a87,207.3360283849761,44546,
LiteBN,OpenBMI_ERP,B3_ONE_STAGE_BACKEND,0,1,10.0,0.8276767676767677,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B3_ONE_STAGE_BACKEND/fold1/selected.pt,5c3d84c6673f11908f49bc752cd20220160ec7ea38c8dfcedfa36679df13e07c,160.8477138336748,41770,
LiteBN,OpenBMI_ERP,B4_BN_TO_GN,0,1,14.0,0.842979797979798,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B4_BN_TO_GN/fold1/selected.pt,c6edbdf0374a3942389b73716f2abfc961e1737663ffb059b0edbff827b66088,233.16449490003288,47978,
LiteBN,OpenBMI_ERP,B1_SINGLE_SCALE_TEMPORAL,0,2,29.0,0.8032828282828283,37,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B1_SINGLE_SCALE_TEMPORAL/fold2/selected.pt,f26c5260fcf14faa76c7e9d5b50e5a0c3b1cbc6aa668c1c47303a68141992059,233.48852231632918,42234,
LiteBN,OpenBMI_ERP,B2_SPATIAL_D1,0,2,19.0,0.7993939393939393,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B2_SPATIAL_D1/fold2/selected.pt,dc5c419cbc716c20fde7e192b93827aa6f9c019999d74aba72d1544381129865,262.8308939449489,44546,
LiteBN,OpenBMI_ERP,B3_ONE_STAGE_BACKEND,0,2,19.0,0.7879797979797979,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B3_ONE_STAGE_BACKEND/fold2/selected.pt,6e5eae12849fe38d81d04da27bc5e1f8382b8d96cbcc7c5f2e3e9e02f5adef94,238.10136133711785,41770,
LiteBN,OpenBMI_ERP,B4_BN_TO_GN,0,2,21.0,0.8085353535353536,29,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B4_BN_TO_GN/fold2/selected.pt,7abcdc87a35bca3025150bb40b332edd9dc324a0c439024fa23bba6df9efc13e,301.84366574604064,47978,
LiteBN,OpenBMI_ERP,B1_SINGLE_SCALE_TEMPORAL,0,3,22.0,0.8522727272727274,30,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B1_SINGLE_SCALE_TEMPORAL/fold3/selected.pt,61fdbaba464199d82e8197098615e86c9a40da221321a40f9bc54b4a78238f03,167.04676810838282,42234,
LiteBN,OpenBMI_ERP,B2_SPATIAL_D1,0,3,20.0,0.8468181818181818,28,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B2_SPATIAL_D1/fold3/selected.pt,e9f50e7111c324a8fd61a729ab281c569df748659c7d2e011c1f0b0673658947,234.14956327993423,44546,
LiteBN,OpenBMI_ERP,B3_ONE_STAGE_BACKEND,0,3,10.0,0.8316161616161616,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B3_ONE_STAGE_BACKEND/fold3/selected.pt,93dd11e614ff3889ec13fb7dc8efa9abb805a70d650b3306c620b49b3c19c81f,158.56319822371006,41770,
LiteBN,OpenBMI_ERP,B4_BN_TO_GN,0,3,17.0,0.8525757575757575,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B4_BN_TO_GN/fold3/selected.pt,c50bf4865ef7e762fabcee8d6abf42cdb2fa25943b719c6010c429d6664e3b77,263.9818224720657,47978,
LiteBN,OpenBMI_ERP,B1_SINGLE_SCALE_TEMPORAL,0,4,20.0,0.8383333333333333,28,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B1_SINGLE_SCALE_TEMPORAL/fold4/selected.pt,89d8897787f956c0459b1d28d1c4840d1c778e3529ba57a19745512ff0f2ad1e,175.81399383954704,42234,
LiteBN,OpenBMI_ERP,B2_SPATIAL_D1,0,4,22.0,0.8430303030303031,30,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B2_SPATIAL_D1/fold4/selected.pt,9822c09037d6de1bfd454279d15018ffa0b1bad07a9b8d57c9cfe453e96cbebe,290.95628214254975,44546,
LiteBN,OpenBMI_ERP,B3_ONE_STAGE_BACKEND,0,4,19.0,0.8111616161616162,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B3_ONE_STAGE_BACKEND/fold4/selected.pt,9862e8f5f5b7ed699edb8650d8a5341487a0aa7d2f732c151a2e7073ed7691ca,240.37934827897698,41770,
LiteBN,OpenBMI_ERP,B4_BN_TO_GN,0,4,14.0,0.8280808080808081,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_ERP/B4_BN_TO_GN/fold4/selected.pt,6c5c195637620fc130c7a10a7d8d3871b6a1bd7ec11f8a6d800f7cc2187adb70,233.67972034122795,47978,
LiteBN,OpenBMI_SSVEP,B1_SINGLE_SCALE_TEMPORAL,0,0,17.0,0.9083333333333335,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B1_SINGLE_SCALE_TEMPORAL/fold0/selected.pt,4d7979d4e1bb687071f5b73687a0c3f89280608be78a7d1ecb7871d70ed80e13,17.157678043469787,42364,
LiteBN,OpenBMI_SSVEP,B2_SPATIAL_D1,0,0,50.0,0.9666666666666667,58,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B2_SPATIAL_D1/fold0/selected.pt,755f0c55566b841ae5ccbe23720b7e4f582d5dbbaf2792e3e5e6606741238491,84.86262686364353,44676,
LiteBN,OpenBMI_SSVEP,B3_ONE_STAGE_BACKEND,0,0,36.0,0.89,44,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B3_ONE_STAGE_BACKEND/fold0/selected.pt,b6a6287ae5c729d8ff97b93e7bc8367ea485abef5d98f6d1f811a36351498f22,73.64183331094682,41900,
LiteBN,OpenBMI_SSVEP,B4_BN_TO_GN,0,0,33.0,0.96,41,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B4_BN_TO_GN/fold0/selected.pt,d68f9753d1888223931875de5555e1c70647126b613ad9c70caa7d1efeb71556,57.80129405576736,48108,
LiteBN,OpenBMI_SSVEP,B1_SINGLE_SCALE_TEMPORAL,0,1,34.0,0.8700000000000001,42,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B1_SINGLE_SCALE_TEMPORAL/fold1/selected.pt,9142829f1c3e9f07fdc84fda46699d9bdd24c4cd5759781b870282f28f4484e4,25.629826510325074,42364,
LiteBN,OpenBMI_SSVEP,B2_SPATIAL_D1,0,1,36.0,0.9683333333333334,44,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B2_SPATIAL_D1/fold1/selected.pt,83690ebbbbc0e3fe5ecaef885e352e8be63114b1de02f16fff831df4e5a3333f,63.293944670818746,44676,
LiteBN,OpenBMI_SSVEP,B3_ONE_STAGE_BACKEND,0,1,16.0,0.875,24,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B3_ONE_STAGE_BACKEND/fold1/selected.pt,de746e72197ea9c2c2282152a7ac6d3a88855adbcd80ee48fd32aff188d58756,39.293535470962524,41900,
LiteBN,OpenBMI_SSVEP,B4_BN_TO_GN,0,1,18.0,0.8766666666666666,26,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B4_BN_TO_GN/fold1/selected.pt,9f6ce7ea572438a5e8be5e6611295933a27d85c735a191eeca455b82378259f7,35.867417006753385,48108,
LiteBN,OpenBMI_SSVEP,B1_SINGLE_SCALE_TEMPORAL,0,2,26.0,0.9349999999999999,34,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B1_SINGLE_SCALE_TEMPORAL/fold2/selected.pt,3385d1b360da89ef1711ca1aa6885aad0c729ee265d886c8edd9e07454fa0b9d,20.900373712182045,42364,
LiteBN,OpenBMI_SSVEP,B2_SPATIAL_D1,0,2,22.0,0.9066666666666667,30,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B2_SPATIAL_D1/fold2/selected.pt,d9eae69c2cff75e7d1a2f456e98d62a02dfcf8fd481ef612f2c135d06cf0997e,43.186195723712444,44676,
LiteBN,OpenBMI_SSVEP,B3_ONE_STAGE_BACKEND,0,2,33.0,0.79,41,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B3_ONE_STAGE_BACKEND/fold2/selected.pt,6c06d280bfd8acd49a452548da07b2c7e629f83265670c1e8825e1693823b550,66.89018617197871,41900,
LiteBN,OpenBMI_SSVEP,B4_BN_TO_GN,0,2,36.0,0.91,44,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B4_BN_TO_GN/fold2/selected.pt,721d7ede8290a29988ea7cdd1175ce33cf89c1509301f024aeac11054b5ab929,60.46146444696933,48108,
LiteBN,OpenBMI_SSVEP,B1_SINGLE_SCALE_TEMPORAL,0,3,27.0,0.8099999999999999,35,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B1_SINGLE_SCALE_TEMPORAL/fold3/selected.pt,620bc03104658076a31e01bc5abd15aa4fab46409454d3aadb9483669c7b1a10,21.568579668179154,42364,
