model,task,variant,seed,fold,selected_epoch,inner_val_BA,epochs_ran,early_stopped,checkpoint,checkpoint_sha256,elapsed_seconds,trainable_parameters,reused_protocol_identical
LiteBN,OpenBMI_MI,B0_FULL,0,0,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold0_seed0_litebn/selected_best.pt,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,,47978,True
LiteBN,OpenBMI_MI,B0_FULL,0,1,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold1_seed0_litebn/selected_best.pt,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,,47978,True
LiteBN,OpenBMI_MI,B0_FULL,0,2,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed0_litebn/selected_best.pt,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,,47978,True
LiteBN,OpenBMI_MI,B0_FULL,0,3,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed0_litebn/selected_best.pt,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,,47978,True
LiteBN,OpenBMI_MI,B0_FULL,0,4,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed0_litebn/selected_best.pt,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,,47978,True
LiteBN,OpenBMI_ERP,B0_FULL,0,0,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed0_litebn/selected_best.pt,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,,47978,True
LiteBN,OpenBMI_ERP,B0_FULL,0,1,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed0_litebn/selected_best.pt,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,,47978,True
LiteBN,OpenBMI_ERP,B0_FULL,0,2,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed0_litebn/selected_best.pt,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,,47978,True
LiteBN,OpenBMI_ERP,B0_FULL,0,3,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed0_litebn/selected_best.pt,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,,47978,True
LiteBN,OpenBMI_ERP,B0_FULL,0,4,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed0_litebn/selected_best.pt,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,,47978,True
LiteBN,OpenBMI_SSVEP,B0_FULL,0,0,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed0_litebn/selected_best.pt,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2,,48108,True
LiteBN,OpenBMI_SSVEP,B0_FULL,0,1,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed0_litebn/selected_best.pt,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91,,48108,True
LiteBN,OpenBMI_SSVEP,B0_FULL,0,2,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed0_litebn/selected_best.pt,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,,48108,True
LiteBN,OpenBMI_SSVEP,B0_FULL,0,3,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed0_litebn/selected_best.pt,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,,48108,True
LiteBN,OpenBMI_SSVEP,B0_FULL,0,4,,,60,False,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed0_litebn/selected_best.pt,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,,48108,True
LiteBN,WBCIC_MI,B0_FULL,0,0,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed0_litebn/selected_best.pt,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,,47786,True
LiteBN,WBCIC_MI,B0_FULL,0,1,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed0_litebn/selected_best.pt,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,,47786,True
LiteBN,WBCIC_MI,B0_FULL,0,2,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed0_litebn/selected_best.pt,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,,47786,True
LiteBN,WBCIC_MI,B0_FULL,0,3,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed0_litebn/selected_best.pt,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,,47786,True
LiteBN,WBCIC_MI,B0_FULL,0,4,,,60,False,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed0_litebn/selected_best.pt,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,,47786,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,0,26.0,0.6999999999999998,34,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B1_SINGLE_SCALE_TEMPORAL/fold0/selected.pt,f564788a605087354d398c174717003724d55e371260e6b52822defac8e775f4,22.747804529964924,42234,
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,24.0,0.7083333333333334,32,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B2_SPATIAL_D1/fold0/selected.pt,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881,47.755249759182334,44546,
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,28.0,0.7183333333333334,36,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B3_ONE_STAGE_BACKEND/fold0/selected.pt,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e,61.895170700736344,41770,
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,24.0,0.71,32,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B4_BN_TO_GN/fold0/selected.pt,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8,44.57954756915569,47978,
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,35.0,0.75,43,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B1_SINGLE_SCALE_TEMPORAL/fold1/selected.pt,92d6530a680507e010c0612c738869e59318c6627531441b9f706ce044e0d992,27.04591879900545,42234,
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,21.0,0.7566666666666665,29,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B2_SPATIAL_D1/fold1/selected.pt,9736aa4954094c7281d88e01cc74645af61c66e2f3a05d62f85e8765cdbd8673,43.127465655095875,44546,
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,44.0,0.7966666666666667,52,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B3_ONE_STAGE_BACKEND/fold1/selected.pt,8438ee3a7485d3dc3f83c5c9ae525e867f8398965b952cfa90f3068d26c4ab59,88.3071374418214,41770,
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,1,18.0,0.7483333333333334,26,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B4_BN_TO_GN/fold1/selected.pt,7fe8e1066127d0d12cfc60f96061b468e9be08da39855f83cd7557d950761a8a,36.14155440963805,47978,
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,2,59.0,0.7949999999999999,60,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B1_SINGLE_SCALE_TEMPORAL/fold2/selected.pt,50bf7387609cabe08775358c5953729331720bde593dc20fa0c60558e75f1139,37.71158342901617,42234,
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,2,10.0,0.7516666666666666,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B2_SPATIAL_D1/fold2/selected.pt,51a9cc860dd0d0b056dc7af6ebeaa663ed1a4d288dc3bde58f9f5585cb6d486b,26.955375571735203,44546,
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,2,44.0,0.7799999999999999,52,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B3_ONE_STAGE_BACKEND/fold2/selected.pt,dbde142df632739f8f3197ee94cb9904c2f314096244d288aa7b9f4f3b76d468,88.3728089183569,41770,
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,2,49.0,0.79,57,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B4_BN_TO_GN/fold2/selected.pt,5f29659e5ba467aa07cc491dbe395746ff8af9888c730b332c5812af900e255d,79.25469177495688,47978,
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,3,51.0,0.7766666666666667,59,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B1_SINGLE_SCALE_TEMPORAL/fold3/selected.pt,58140eecd78dc7588162579de85453135c6204270ab382547de819593b3ff3d7,37.23001956380904,42234,
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,3,19.0,0.7599999999999999,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_MI/B2_SPATIAL_D1/fold3/selected.pt,7c7ea1c607badc1b5f0ad3644d3ff7cc4d83cfcbe303f84b34f80040061862a3,40.43332094140351,44546,
