model,task,variant,seed,fold,epoch,train_loss,inner_val_BA,eligible,selected_at_epoch
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,0,29,0.4632834891478221,0.6716666666666667,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,0,30,0.4380853431565421,0.6733333333333333,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,0,31,0.45078819280578974,0.6800000000000002,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,0,32,0.46089012424151105,0.6783333333333333,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,0,33,0.45286294108345393,0.6649999999999999,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,0,34,0.4422832103002639,0.6833333333333332,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,1,0.7271804014841715,0.5316666666666666,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,2,0.6484777700333368,0.5533333333333333,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,3,0.622583826382955,0.5850000000000001,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,4,0.603796294757298,0.6033333333333334,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,5,0.5793068295433408,0.6183333333333333,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,6,0.5902466915902638,0.6366666666666667,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,7,0.5707459648450216,0.62,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,8,0.5439366485391345,0.6383333333333333,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,9,0.5486429901350112,0.6533333333333333,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,10,0.5396899921553475,0.6583333333333333,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,11,0.5149743528593154,0.64,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,12,0.5086080914451963,0.6616666666666667,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,13,0.499030643985385,0.6566666666666666,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,14,0.5265868504842123,0.6499999999999999,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,15,0.4852418459597088,0.6666666666666666,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,16,0.4851511007263547,0.665,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,17,0.49373856044950937,0.65,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,18,0.49139303820473806,0.6583333333333333,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,19,0.47389144131115507,0.6766666666666667,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,20,0.46341907268478755,0.67,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,21,0.4617698760259719,0.6633333333333333,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,22,0.4501501988796961,0.6766666666666666,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,23,0.45962076101984295,0.6883333333333335,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,24,0.4313870214280628,0.7083333333333334,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,25,0.44889247985113234,0.6866666666666666,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,26,0.44806117103213355,0.68,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,27,0.433139002039319,0.6749999999999999,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,28,0.42220028525307063,0.7033333333333335,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,29,0.4424554975259872,0.6916666666666665,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,30,0.42596717391695293,0.6666666666666666,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,31,0.4160341961043222,0.6933333333333334,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,0,32,0.43160241274606614,0.7050000000000001,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,1,0.7186023507799421,0.5599999999999999,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,2,0.6463451101666405,0.5833333333333331,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,3,0.6217596360615322,0.6133333333333334,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,4,0.6211993637539092,0.6016666666666667,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,5,0.592659300281888,0.6283333333333334,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,6,0.6027849685578119,0.625,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,7,0.580353611991519,0.65,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,8,0.568133416629973,0.6366666666666667,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,9,0.5665034793672108,0.6583333333333333,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,10,0.5563651124636332,0.645,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,11,0.5253579928761437,0.6333333333333333,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,12,0.5253641633760362,0.6233333333333334,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,13,0.4926460640771048,0.6366666666666667,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,14,0.5448819398880005,0.6550000000000001,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,15,0.49268889852932524,0.6683333333333333,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,16,0.47419524050894235,0.6516666666666667,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,17,0.51549374631473,0.6549999999999999,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,18,0.5001461945828938,0.665,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,19,0.46613946557044983,0.6866666666666666,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,20,0.46119707964715506,0.6833333333333332,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,21,0.4600542670204526,0.6749999999999999,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,22,0.45116880536079407,0.6783333333333333,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,23,0.43895387649536133,0.6833333333333332,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,24,0.43635785579681396,0.71,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,25,0.4526274275212061,0.685,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,26,0.441142928032648,0.6816666666666668,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,27,0.42500399833633784,0.68,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,28,0.41817700153305415,0.7183333333333334,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,29,0.43708543124653043,0.6933333333333334,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,30,0.4076144837197803,0.7000000000000001,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,31,0.4112300645737421,0.715,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,32,0.40834217837878634,0.6933333333333334,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,33,0.41246314843495685,0.7066666666666667,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,34,0.40121173290979295,0.695,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,35,0.38105067752656485,0.7083333333333334,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,0,36,0.3868611433676311,0.7033333333333333,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,1,0.7123087474278041,0.5650000000000001,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,2,0.6497657753172374,0.5733333333333334,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,3,0.6222863083794004,0.6166666666666667,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,4,0.59733666124798,0.6216666666666667,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,5,0.5777331988016764,0.6266666666666666,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,6,0.5731844816889081,0.6483333333333333,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,7,0.5653796508198693,0.6366666666666666,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,8,0.5524669090906779,0.6649999999999999,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,9,0.5497092036973863,0.6766666666666666,False,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,10,0.5375778206757137,0.6583333333333333,True,True
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,11,0.5188900842553094,0.6516666666666667,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,12,0.5105818368139721,0.6699999999999999,True,True
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,13,0.4927497520333245,0.6766666666666666,True,True
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,14,0.5256717261813936,0.6633333333333333,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,15,0.47304520578611464,0.6733333333333333,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,16,0.4776390138126555,0.6733333333333332,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,17,0.49267986842564176,0.6783333333333333,True,True
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,18,0.47760485183624996,0.69,True,True
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,19,0.45990453305698575,0.6816666666666666,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,20,0.4508746209598723,0.6849999999999999,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,21,0.4568264924344562,0.67,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,22,0.4532289178598495,0.6666666666666666,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,23,0.45819908522424246,0.6916666666666668,True,True
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,24,0.42833295464515686,0.71,True,True
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,25,0.4328452164218539,0.6799999999999998,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,26,0.4445324071816036,0.6933333333333334,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,27,0.41069846351941425,0.685,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,28,0.4149579732190995,0.6966666666666667,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,29,0.4416709088143848,0.6966666666666667,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,30,0.4021533245132083,0.6683333333333333,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,31,0.4083851661000933,0.6833333333333332,True,False
LiteBN,OpenBMI_MI,B4_BN_TO_GN,0,0,32,0.40172829798289705,0.705,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,1,0.7203660692487445,0.5283333333333333,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,2,0.6707416716076079,0.5833333333333334,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,3,0.6412413347335089,0.5833333333333334,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,4,0.6477625142960322,0.6,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,5,0.6405189491453624,0.625,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,6,0.6151199454352969,0.6166666666666666,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,7,0.5966226146334693,0.6166666666666666,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,8,0.5848340023131597,0.6066666666666667,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,9,0.5715487088475909,0.6383333333333333,False,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,10,0.5658410560517084,0.6383333333333333,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,11,0.567341128985087,0.6533333333333332,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,12,0.532872097832816,0.6549999999999999,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,13,0.5274110862186977,0.6749999999999999,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,14,0.530183406103225,0.6883333333333334,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,15,0.5198426388558888,0.6666666666666666,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,16,0.5153826475143433,0.685,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,17,0.5069366182599749,0.6666666666666666,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,18,0.528107864516122,0.6733333333333333,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,19,0.5082590579986572,0.6816666666666666,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,20,0.49290292603628977,0.6966666666666668,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,21,0.49504182310331435,0.7116666666666668,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,22,0.44506257488614037,0.7116666666666666,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,23,0.483037945770082,0.6916666666666668,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,24,0.4756541763033186,0.725,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,25,0.45488810823077247,0.7200000000000001,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,26,0.46371368992896306,0.7000000000000001,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,27,0.4461766424633208,0.7066666666666667,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,28,0.46651659976868404,0.715,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,29,0.43932161870456876,0.7166666666666667,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,30,0.41829062359673636,0.7183333333333334,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,31,0.44730443755785626,0.7433333333333333,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,32,0.4329693516095479,0.725,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,33,0.4524338202817099,0.7383333333333333,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,34,0.4273931696301415,0.73,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,35,0.43194431492260527,0.75,True,True
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,36,0.4169487896419707,0.7200000000000001,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,37,0.4055661204315367,0.745,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,38,0.41064364853359403,0.7316666666666666,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,39,0.42710219962256296,0.7333333333333334,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,40,0.4502606193224589,0.7283333333333334,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,41,0.416863168988909,0.745,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,42,0.4236252265317099,0.7416666666666667,True,False
LiteBN,OpenBMI_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,43,0.41143156375203815,0.7333333333333333,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,1,0.7245385079156785,0.5033333333333333,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,2,0.6805365539732433,0.5983333333333333,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,3,0.6483311426071894,0.6033333333333334,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,4,0.6410150755019415,0.6566666666666666,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,5,0.6203450248354957,0.6549999999999999,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,6,0.6044036036445981,0.66,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,7,0.5887514494714283,0.685,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,8,0.5691756975083124,0.6666666666666666,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,9,0.5541107058525085,0.7083333333333334,False,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,10,0.5481775034041632,0.6566666666666666,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,11,0.5455784286771502,0.685,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,12,0.49760460285913377,0.6883333333333334,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,13,0.4979904123714992,0.7200000000000001,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,14,0.49945173660914105,0.7216666666666667,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,15,0.4776543861343747,0.7116666666666666,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,16,0.48871906172661556,0.7166666666666667,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,17,0.48296276728312176,0.695,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,18,0.4989739826747349,0.715,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,19,0.47296869187127977,0.7183333333333333,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,20,0.47161897733097985,0.7199999999999999,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,21,0.46414207702591304,0.7566666666666665,True,True
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,22,0.43227196307409377,0.75,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,23,0.4529524502300081,0.725,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,24,0.4396507427805946,0.73,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,25,0.4514249251002357,0.7533333333333333,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,26,0.4215841293334961,0.73,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,27,0.4155110234305972,0.7333333333333334,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,28,0.4379926792212895,0.7466666666666667,True,False
LiteBN,OpenBMI_MI,B2_SPATIAL_D1,0,1,29,0.4023887940815517,0.7416666666666667,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,1,0.7220307077680316,0.5599999999999999,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,2,0.651977090608506,0.6066666666666668,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,3,0.6187492779323033,0.6166666666666667,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,4,0.6199472972324916,0.64,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,5,0.6108461107526507,0.66,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,6,0.5959182296480451,0.6733333333333332,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,7,0.5822675284885225,0.665,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,8,0.5539497761499315,0.68,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,9,0.5549396304857164,0.6816666666666666,False,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,10,0.5420266872360593,0.6533333333333333,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,11,0.5416611120814369,0.69,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,12,0.500422823996771,0.6783333333333333,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,13,0.5037810788268134,0.7016666666666667,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,14,0.5131251570724306,0.6933333333333334,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,15,0.4891348339262463,0.68,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,16,0.4948811190468924,0.7133333333333333,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,17,0.49248197107088,0.7133333333333333,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,18,0.5026043369656518,0.7133333333333334,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,19,0.4650154709815979,0.715,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,20,0.46481503759111675,0.7166666666666667,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,21,0.4537266322544643,0.7266666666666667,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,22,0.4100801916349502,0.7233333333333333,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,23,0.4428037561121441,0.7200000000000001,True,False
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,24,0.4293443234193893,0.7616666666666667,True,True
LiteBN,OpenBMI_MI,B3_ONE_STAGE_BACKEND,0,1,25,0.43428220067705425,0.7549999999999999,True,False
