model,variant,task,seed,fold,subject_id,BA,macro_F1,accuracy,trials,evaluation_scope,normalizer_sha256,checkpoint_sha256
LiteBN,B0_FULL,OpenBMI_ERP,0,0,29,0.8503030303030303,0.821055423323102,0.8919191919191919,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
LiteBN,B0_FULL,OpenBMI_ERP,0,0,36,0.9387878787878787,0.8685589594680504,0.9141414141414141,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
LiteBN,B0_FULL,OpenBMI_ERP,0,0,37,0.9363636363636364,0.912283444868347,0.9484848484848485,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
LiteBN,B0_FULL,OpenBMI_ERP,0,0,39,0.7387878787878788,0.6815789898823748,0.7787878787878788,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
LiteBN,B0_FULL,OpenBMI_ERP,0,0,42,0.87,0.7944486981863319,0.8601010101010101,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
LiteBN,B0_FULL,OpenBMI_ERP,0,0,51,0.7627272727272727,0.6894190230051721,0.7762626262626262,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
LiteBN,B0_FULL,OpenBMI_ERP,0,0,54,0.7387878787878788,0.6843351016104323,0.7828282828282829,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,4,0.8793939393939394,0.8600660319410319,0.9181818181818182,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,12,0.9593939393939395,0.9242635458600805,0.9545454545454546,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,13,0.9036363636363636,0.8208710163652024,0.8777777777777778,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,17,0.7933333333333333,0.6875676732037881,0.7585858585858586,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,18,0.9,0.8701298701298701,0.9222222222222223,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,24,0.8487878787878789,0.7686474472358165,0.8388888888888889,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,25,0.7693939393939394,0.767768434743916,0.8702020202020202,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,29,0.8551515151515151,0.8338995129241158,0.902020202020202,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,36,0.9503030303030303,0.891646373163324,0.9313131313131313,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,37,0.9299999999999999,0.9048587491380016,0.943939393939394,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,39,0.7390909090909091,0.6975135657084082,0.8015151515151515,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,42,0.8809090909090909,0.8371720519193593,0.8984848484848484,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,51,0.7836363636363637,0.7344070564262886,0.8252525252525252,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,0,54,0.7339393939393939,0.690565456715039,0.794949494949495,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,97f9ae03117dea16dbc91e5cb0f324540f8c041fb63da872a82202aa91482f9d
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,4,0.8875757575757576,0.8770346230504904,0.9297979797979798,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,12,0.9609090909090909,0.9166788536030208,0.9489898989898989,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,13,0.9121212121212121,0.8313003011471338,0.8858585858585859,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,17,0.7554545454545455,0.600545489966881,0.646969696969697,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,18,0.9196969696969697,0.8933270119710798,0.9368686868686869,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,24,0.8381818181818181,0.7303790059021511,0.796969696969697,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,25,0.7851515151515152,0.7827475572872538,0.8782828282828283,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,29,0.8718181818181818,0.8358325927425856,0.8994949494949495,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,36,0.9542424242424242,0.8981273104775409,0.9358585858585858,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,37,0.9439393939393939,0.9199346398124069,0.953030303030303,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,39,0.7227272727272728,0.7124818869906149,0.8328282828282828,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,42,0.8463636363636364,0.8353339550670632,0.9055555555555556,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,51,0.7818181818181819,0.684498487569144,0.7595959595959596,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B2_SPATIAL_D1,OpenBMI_ERP,0,0,54,0.7212121212121212,0.6867088607594937,0.797979797979798,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,3ac15dac9a9c74853a303239c0a693723cdc27df36707b45f96f117594e7b69a
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,4,0.8884848484848484,0.8687039312039312,0.9232323232323232,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,12,0.9618181818181818,0.9189034665382764,0.9505050505050505,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,13,0.9039393939393939,0.8194021843735795,0.8762626262626263,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,17,0.766969696969697,0.6340143119944371,0.6924242424242424,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,18,0.9075757575757576,0.885497925753227,0.9328282828282828,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,24,0.8254545454545454,0.7486176598064067,0.8242424242424242,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,25,0.803030303030303,0.781490232847813,0.8696969696969697,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,29,0.8451515151515152,0.8102125388855164,0.8833333333333333,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,36,0.9596969696969697,0.908277378325273,0.942929292929293,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,37,0.9333333333333333,0.9161388579566612,0.9515151515151515,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,39,0.719090909090909,0.6873999517970006,0.8005050505050505,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,42,0.8375757575757575,0.7850301558853935,0.8606060606060606,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,51,0.7548484848484849,0.650318358849115,0.7227272727272728,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_ERP,0,0,54,0.7018181818181819,0.6717171717171717,0.7898989898989899,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,d1126a4f3e8c6831b87b0acc8943b227a615abfe228bea55dc5a68793a2b7d2b
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,4,0.9,0.8414917749782426,0.897979797979798,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,12,0.9563636363636363,0.9195563410323603,0.9515151515151515,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,13,0.915151515151515,0.872222341729946,0.9212121212121213,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,17,0.8212121212121213,0.7691708239182278,0.8494949494949495,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,18,0.9042424242424243,0.8623932910937879,0.9151515151515152,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,24,0.850909090909091,0.8011363636363635,0.8727272727272727,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,25,0.7727272727272727,0.7630634224172318,0.8636363636363636,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,29,0.8542424242424242,0.8250521795339545,0.8944444444444445,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,36,0.9451515151515151,0.9087592706660337,0.944949494949495,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,37,0.9299999999999999,0.8966035053933537,0.9378787878787879,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,39,0.733030303030303,0.7186225628058438,0.8338383838383838,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,42,0.8566666666666667,0.8003812237683094,0.8702020202020202,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,51,0.7896969696969697,0.7351156394147929,0.8232323232323232,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B4_BN_TO_GN,OpenBMI_ERP,0,0,54,0.7351515151515151,0.6996836267303648,0.807070707070707,1980,OpenBMI V8 internal future-session S2,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,da09e686810e276e14a1dd814e88b326dafe30f7126e5ecb0034b41feb46f587
LiteBN,B0_FULL,OpenBMI_ERP,0,1,4,0.8824242424242423,0.8522074727511768,0.9111111111111111,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,12,0.9533333333333334,0.9093473005640612,0.9444444444444444,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,13,0.9190909090909091,0.8499113112293628,0.9015151515151515,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,17,0.8336363636363636,0.7612201483440701,0.8358585858585859,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,18,0.9124242424242424,0.8891867490918492,0.9348484848484848,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,24,0.8106060606060606,0.7252864996958572,0.8015151515151515,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,25,0.7927272727272727,0.7864457782595331,0.8787878787878788,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,29,0.8078787878787879,0.7794246983360109,0.8656565656565657,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,36,0.95,0.8935221743892809,0.9328282828282828,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,37,0.9515151515151515,0.936671973616876,0.9636363636363636,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,39,0.7448484848484849,0.6953818450793035,0.794949494949495,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,42,0.8260606060606062,0.7980668087172296,0.8777777777777778,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,51,0.753030303030303,0.6597058281031287,0.7378787878787879,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B0_FULL,OpenBMI_ERP,0,1,54,0.7215151515151514,0.6899746951626073,0.8025252525252525,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,1,4,0.8666666666666667,0.824846503155122,0.8909090909090909,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,b4d214f710fcafbbad7639f48f35f8495b073bc1b1f1d54b3f65cfbff0d75214
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,1,12,0.9496969696969697,0.9033476687444464,0.9404040404040404,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,b4d214f710fcafbbad7639f48f35f8495b073bc1b1f1d54b3f65cfbff0d75214
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,1,13,0.883030303030303,0.8014658696582213,0.8636363636363636,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,b4d214f710fcafbbad7639f48f35f8495b073bc1b1f1d54b3f65cfbff0d75214
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,1,17,0.826060606060606,0.7379881144286986,0.8111111111111111,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,b4d214f710fcafbbad7639f48f35f8495b073bc1b1f1d54b3f65cfbff0d75214
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,1,18,0.9012121212121211,0.8629154286457872,0.9161616161616162,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,b4d214f710fcafbbad7639f48f35f8495b073bc1b1f1d54b3f65cfbff0d75214
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_ERP,0,1,24,0.7881818181818182,0.6699132181022736,0.7358585858585859,1980,OpenBMI V8 internal future-session S2,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,b4d214f710fcafbbad7639f48f35f8495b073bc1b1f1d54b3f65cfbff0d75214
