task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
WBCIC_MI,2,S0,PCA_POSITIVE_ONLY_ROUTING,0.08733787387609482,0.04873345047235489,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S0,SHUFFLED_UTILITY_ROUTING,0.0403241291642189,0.02346903830766678,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S0,PCA_SIGNED_UTILITY_ROUTING,0.08806087076663971,0.05108455568552017,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S0,RANDOM_BASIS_0,0.004464918747544289,0.0026046137791126966,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S0,RANDOM_BASIS_1,0.0037980470806360245,0.0022495086304843426,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S0,RANDOM_BASIS_2,0.0023486160207539797,0.0013438526075333357,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S0,RANDOM_BASIS_3,0.0038653225637972355,0.0022690817713737488,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S0,RANDOM_BASIS_4,0.0034121409989893436,0.0018349062884226441,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S1,PCA_POSITIVE_ONLY_ROUTING,0.08558975905179977,0.047430627048015594,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S1,SHUFFLED_UTILITY_ROUTING,0.03953293710947037,0.02384210377931595,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S1,PCA_SIGNED_UTILITY_ROUTING,0.08639398217201233,0.052134592086076736,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S1,RANDOM_BASIS_0,0.0045042866840958595,0.002690947614610195,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S1,RANDOM_BASIS_1,0.0039340658113360405,0.00240601459518075,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S1,RANDOM_BASIS_2,0.0023252584505826235,0.0014638638822361827,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S1,RANDOM_BASIS_3,0.003751306561753154,0.0022477165330201387,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S1,RANDOM_BASIS_4,0.0032887831330299377,0.001965660136193037,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S2,PCA_POSITIVE_ONLY_ROUTING,0.08422194421291351,0.04999300837516785,3.0517578125e-05,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S2,SHUFFLED_UTILITY_ROUTING,0.03908534348011017,0.023517362773418427,3.0517578125e-05,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S2,PCA_SIGNED_UTILITY_ROUTING,0.08621703833341599,0.05378931760787964,3.0517578125e-05,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S2,RANDOM_BASIS_0,0.004684187937527895,0.0028972537256777287,3.0517578125e-05,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S2,RANDOM_BASIS_1,0.0038637500256299973,0.0023697561118751764,1.52587890625e-05,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S2,RANDOM_BASIS_2,0.00244911783374846,0.0014913614140823483,3.0517578125e-05,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S2,RANDOM_BASIS_3,0.003856480121612549,0.002376582007855177,3.0517578125e-05,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,2,S2,RANDOM_BASIS_4,0.003321174532175064,0.0020618210546672344,3.0517578125e-05,POST_HOC_HELDOUT_DIAGNOSTIC
