epoch,loss,macro_f1,balanced_accuracy
1,1.2284957018991312,0.32951063220652654,0.4458185231624851
2,1.0621902828415235,0.37012347775181087,0.41802778224454695
3,1.0557760717968145,0.37401237185209574,0.42433668634887195
4,1.0066381176312764,0.4339144257902768,0.4763415949079109
5,0.9937833809604247,0.3725638160667484,0.434517869239043
6,0.9682360120117665,0.38776772039288254,0.4685685731725818
7,0.92574631460011,0.43970960243713997,0.4932781719550062
8,0.9368507262319327,0.405234217069203,0.4618950019658657
9,0.9298872575163841,0.45389187850487095,0.47783072492360157
10,0.9032943498343229,0.3757574770736332,0.45313011033386663
11,0.9229805034895738,0.3509019073897173,0.41602206562153893
12,0.9443338969101508,0.38042154650310456,0.45758459059780654
