dataset,seed,summary_type,mean_subject_BA,median_subject_BA,subject_SD,mean_accuracy,mean_macro_F1,mean_NLL,n_subjects,mean_best_epoch
OpenBMI,0,single_seed_aggregate,0.8190740740740741,0.81,0.09584319974732547,0.8190740740740741,0.8143560024614593,0.41754509149834856,54,28.555555555555557
OpenBMI,1,single_seed_aggregate,0.7918518518518517,0.8,0.10030282589886683,0.7918518518518517,0.7838936692891151,0.46243155372313777,54,26.01851851851852
OpenBMI,2,single_seed_aggregate,0.8198148148148148,0.81,0.10526679027533192,0.8198148148148148,0.8140979813682739,0.42325789043613854,54,37.611111111111114
WBCIC,0,single_seed_aggregate,0.7862985033259424,0.8200000000000001,0.14441957647463896,0.7863008130081302,0.7844212098825816,0.42423795155273586,41,23.78048780487805
WBCIC,1,single_seed_aggregate,0.7839586412909585,0.8049999999999999,0.14435337159149111,0.7839649781113196,0.7821270087920827,0.43977858459115093,41,13.853658536585366
WBCIC,2,single_seed_aggregate,0.739205007390983,0.75,0.18144714629677883,0.739215134459037,0.7070758682270526,0.4633068907713013,41,24.463414634146343
