version,candidate,stage,lambda_geometry,lambda_drift,learning_rate,bottleneck,mean_method_BA,mean_control_BA,mean_delta_BA,delta_std,positive_inner_folds,median_method_epoch,median_control_epoch,stage1_rank
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage1,0.03,0.1,0.0003,8,0.8091666666666665,0.8124523809523809,-0.003285714285714292,0.004553536414431191,0,2,2,1
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage1,0.1,0.1,0.0003,8,0.8078809523809525,0.8124523809523809,-0.00457142857142856,0.005356666645500731,0,2,2,2
V0,V0__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.8077380952380953,0.8124523809523809,-0.004714285714285715,0.005760527186758871,0,1,2,3
V0,V0__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.8076190476190476,0.8124523809523809,-0.004833333333333312,0.005936932333527108,1,1,2,4
V0,V0__lg0.03__ld0.01__lr0.0001__b8,stage2,0.03,0.01,0.0001,8,0.8089047619047619,0.8099285714285716,-0.0010238095238094935,0.002413585885233121,2,4,4,1
V0,V0__lg0.03__ld0.01__lr0.0003__b8,stage2,0.03,0.01,0.0003,8,0.8090238095238096,0.812595238095238,-0.003571428571428581,0.005111012519999509,0,1,2,1
V0,V0__lg0.03__ld0.1__lr0.0001__b8,stage2,0.03,0.1,0.0001,8,0.8089047619047619,0.8099285714285716,-0.0010238095238095158,0.0024135858852331643,2,4,5,1
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage2,0.03,0.1,0.0003,8,0.8091666666666665,0.8124523809523809,-0.003285714285714292,0.004553536414431191,0,2,2,1
V0,V0__lg0.1__ld0.01__lr0.0001__b8,stage2,0.1,0.01,0.0001,8,0.8084761904761905,0.8099285714285716,-0.0014523809523809606,0.002549287393204557,1,4,4,2
V0,V0__lg0.1__ld0.01__lr0.0003__b8,stage2,0.1,0.01,0.0003,8,0.8077380952380953,0.812595238095238,-0.004857142857142849,0.005879747322073311,0,2,2,2
V0,V0__lg0.1__ld0.1__lr0.0001__b8,stage2,0.1,0.1,0.0001,8,0.8084761904761905,0.8099285714285716,-0.0014523809523809827,0.0025492873932046003,1,4,5,2
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage2,0.1,0.1,0.0003,8,0.8078809523809525,0.8124523809523809,-0.00457142857142856,0.005356666645500731,0,2,2,2
