subject,method_BA,control_BA,delta_BA
14,0.61,0.61,0.0
16,0.765,0.76,0.0050000000000000044
17,0.74,0.75,-0.010000000000000009
25,0.8400000000000001,0.845,-0.004999999999999893
30,0.7050000000000001,0.705,1.1102230246251565e-16
49,0.74,0.745,-0.0050000000000000044
5,0.8200000000000001,0.835,-0.014999999999999902
6,0.84,0.835,0.0050000000000000044
9,0.79,0.79,0.0
