pool,policy_family,method_id,fold_id,seed_id,subject_id,trials,balanced_accuracy,accuracy,macro_f1,OUTER_TEST_USED
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,20,200,0.8999999999999999,0.9,0.899749373433584,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,23,200,0.91,0.91,0.9099639855942376,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,24,200,0.69,0.69,0.6807743795695603,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,26,200,0.845,0.845,0.8449961249031226,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,27,200,0.895,0.895,0.8949343339587242,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,29,200,0.915,0.915,0.9145191703331239,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,30,200,0.83,0.83,0.8299829982998299,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,31,200,0.865,0.865,0.8642363293526085,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,32,200,0.965,0.965,0.9649991249781245,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,33,200,0.98,0.98,0.98,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,34,200,0.72,0.72,0.7181964573268921,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,36,200,0.975,0.975,0.9749843652282677,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,37,200,0.99,0.99,0.9899989998999901,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,41,200,0.76,0.76,0.7597838054248824,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,44,200,0.925,0.925,0.9247724366207779,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,47,200,0.9299999999999999,0.93,0.9299719887955182,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,49,200,0.845,0.845,0.8432720746227155,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,51,200,0.765,0.765,0.7649471131004475,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,52,200,0.795,0.795,0.7949538646195394,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,54,200,0.6950000000000001,0.695,0.6937059074590144,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,1,1,8,200,0.8300000000000001,0.83,0.8286117552172598,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,10,200,0.8,0.8,0.8,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,11,200,0.75,0.75,0.7498999599839936,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,12,200,0.84,0.84,0.8399359743897559,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,13,200,0.71,0.71,0.705762987012987,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,15,200,0.915,0.915,0.9147420948368815,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,19,200,0.85,0.85,0.8487750781328763,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,2,200,0.82,0.82,0.82,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,20,200,0.8999999999999999,0.9,0.899749373433584,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,23,200,0.91,0.91,0.9099639855942376,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,24,200,0.69,0.69,0.6807743795695603,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,27,200,0.895,0.895,0.8949343339587242,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,3,200,0.925,0.925,0.9249530956848031,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,31,200,0.865,0.865,0.8642363293526085,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,32,200,0.965,0.965,0.9649991249781245,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,33,200,0.98,0.98,0.98,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,36,200,0.975,0.975,0.9749843652282677,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,37,200,0.99,0.99,0.9899989998999901,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,38,200,0.8,0.8,0.797077922077922,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,40,200,0.795,0.795,0.7949948748718718,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,41,200,0.76,0.76,0.7597838054248824,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,42,200,0.7649999999999999,0.765,0.7642869680784372,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,43,200,0.87,0.87,0.8697916666666667,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,45,200,0.875,0.875,0.8740903024350936,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,47,200,0.9299999999999999,0.93,0.9299719887955182,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,48,200,0.755,0.755,0.7546995068959474,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,50,200,0.64,0.64,0.609375,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,0,8,200,0.8300000000000001,0.83,0.8286117552172598,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,10,200,0.8,0.8,0.8,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,11,200,0.75,0.75,0.7498999599839936,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,12,200,0.84,0.84,0.8399359743897559,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,13,200,0.71,0.71,0.705762987012987,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,15,200,0.915,0.915,0.9147420948368815,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,19,200,0.85,0.85,0.8487750781328763,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,2,200,0.82,0.82,0.82,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,20,200,0.8999999999999999,0.9,0.899749373433584,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,23,200,0.91,0.91,0.9099639855942376,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,24,200,0.69,0.69,0.6807743795695603,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,27,200,0.895,0.895,0.8949343339587242,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,3,200,0.925,0.925,0.9249530956848031,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,31,200,0.865,0.865,0.8642363293526085,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,32,200,0.965,0.965,0.9649991249781245,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,33,200,0.98,0.98,0.98,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,36,200,0.975,0.975,0.9749843652282677,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,37,200,0.99,0.99,0.9899989998999901,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,38,200,0.8,0.8,0.797077922077922,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,40,200,0.795,0.795,0.7949948748718718,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,41,200,0.76,0.76,0.7597838054248824,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,42,200,0.7649999999999999,0.765,0.7642869680784372,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,43,200,0.87,0.87,0.8697916666666667,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,45,200,0.875,0.875,0.8740903024350936,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,47,200,0.9299999999999999,0.93,0.9299719887955182,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,48,200,0.755,0.755,0.7546995068959474,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,50,200,0.64,0.64,0.609375,False
exploration,KEEP_ONLY_ENSEMBLE,B4_ALL_RUN_PROBABILITY_MEAN,2,1,8,200,0.8300000000000001,0.83,0.8286117552172598,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,11,200,0.73,0.73,0.73,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,12,200,0.815,0.815,0.8149953748843721,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,15,200,0.905,0.905,0.9048072346501665,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,16,200,0.87,0.87,0.8697916666666667,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,18,200,0.9099999999999999,0.91,0.9095568284594513,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,20,200,0.905,0.905,0.9047117530529852,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,23,200,0.91,0.91,0.9099639855942376,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,24,200,0.6699999999999999,0.67,0.6576408341114224,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,25,200,0.8700000000000001,0.87,0.8695303091128062,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,26,200,0.845,0.845,0.844965117151359,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,27,200,0.885,0.885,0.8849741191768148,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,29,200,0.905,0.905,0.9045969219954307,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,30,200,0.835,0.835,0.8349958748968724,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,31,200,0.8600000000000001,0.86,0.8594941790445605,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,34,200,0.735,0.735,0.730080721142828,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,37,200,0.985,0.985,0.9849966242404541,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,38,200,0.775,0.775,0.7714285714285715,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,41,200,0.725,0.725,0.7246627118219819,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,42,200,0.7649999999999999,0.765,0.7642869680784372,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,43,200,0.875,0.875,0.8747463613817982,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,44,200,0.9299999999999999,0.93,0.9298245614035088,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,49,200,0.8300000000000001,0.83,0.8282828282828283,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,5,200,0.915,0.915,0.9149978749468737,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,51,200,0.75,0.75,0.749096748293858,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,52,200,0.7849999999999999,0.785,0.7843476516462298,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,0,8,200,0.8300000000000001,0.83,0.8286117552172598,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,11,200,0.73,0.73,0.73,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,12,200,0.79,0.79,0.7899159663865546,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,15,200,0.9099999999999999,0.91,0.9098557692307692,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,16,200,0.905,0.905,0.9049976249406235,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,18,200,0.9099999999999999,0.91,0.9095568284594513,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,20,200,0.8999999999999999,0.9,0.8998397435897436,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,23,200,0.9,0.9,0.8999899989999001,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,24,200,0.69,0.69,0.6807743795695603,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,25,200,0.8999999999999999,0.9,0.899507587177168,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,26,200,0.835,0.835,0.8347976270931892,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,27,200,0.88,0.88,0.87998799879988,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,29,200,0.9099999999999999,0.91,0.9095568284594513,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,30,200,0.8,0.8,0.7992773986350863,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,31,200,0.8400000000000001,0.84,0.839421918908069,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,34,200,0.72,0.72,0.7181964573268921,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,37,200,0.995,0.995,0.9949998749968749,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,38,200,0.765,0.765,0.7606376206360927,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,41,200,0.745,0.745,0.744993624840621,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,42,200,0.745,0.745,0.7435575109993715,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,43,200,0.865,0.865,0.8645903859174001,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,44,200,0.935,0.935,0.934868107918535,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,49,200,0.85,0.85,0.8484848484848485,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,5,200,0.925,0.925,0.9249530956848031,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,51,200,0.745,0.745,0.7449426120877197,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,52,200,0.795,0.795,0.7949538646195394,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,0,1,8,200,0.825,0.825,0.8240100565681961,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,12,200,0.81,0.81,0.8099239695878351,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,13,200,0.73,0.73,0.7266929851199515,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,15,200,0.9099999999999999,0.91,0.9097744360902256,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,18,200,0.915,0.915,0.9145191703331239,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,2,200,0.795,0.795,0.7949538646195394,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,20,200,0.905,0.905,0.9048072346501665,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,23,200,0.91,0.91,0.9099639855942376,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,24,200,0.6950000000000001,0.695,0.685364281108962,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,26,200,0.845,0.845,0.844965117151359,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,27,200,0.895,0.895,0.8949763696831787,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,29,200,0.885,0.885,0.8841630782402861,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,30,200,0.8300000000000001,0.83,0.8299319727891157,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,31,200,0.865,0.865,0.8645903859174001,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,32,200,0.97,0.97,0.97,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,33,200,0.975,0.975,0.9749993749843746,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,34,200,0.7250000000000001,0.725,0.7241656009428521,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,36,200,0.98,0.98,0.9799919967987194,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,37,200,0.985,0.985,0.9849996249906248,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,41,200,0.74,0.74,0.7395833333333333,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,44,200,0.925,0.925,0.9247724366207779,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,47,200,0.9099999999999999,0.91,0.9097744360902256,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,49,200,0.8049999999999999,0.805,0.8008120738527542,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,51,200,0.755,0.755,0.7549938748468712,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,52,200,0.7949999999999999,0.795,0.7948717948717949,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,54,200,0.655,0.655,0.6485956558274554,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,0,8,200,0.8400000000000001,0.84,0.838693416675068,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,12,200,0.815,0.815,0.8149953748843721,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,13,200,0.71,0.71,0.7050147492625369,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,15,200,0.9099999999999999,0.91,0.9097744360902256,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,18,200,0.905,0.905,0.9043086298506711,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,2,200,0.825,0.825,0.8249956248906223,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,20,200,0.9099999999999999,0.91,0.9099189270343309,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,23,200,0.9199999999999999,0.92,0.9199679871948779,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,24,200,0.7,0.7,0.6921182266009853,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,26,200,0.84,0.84,0.83998399839984,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,27,200,0.895,0.895,0.8949343339587242,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,29,200,0.915,0.915,0.9146393512590696,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,30,200,0.86,0.86,0.8599859985998599,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,31,200,0.8600000000000001,0.86,0.8593106220480353,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,32,200,0.955,0.955,0.9549988749718743,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,33,200,0.985,0.985,0.9849996249906248,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,34,200,0.7250000000000001,0.725,0.7229986653572058,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,36,200,0.985,0.985,0.9849966242404541,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,37,200,0.99,0.99,0.99,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,41,200,0.75,0.75,0.7498999599839936,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,44,200,0.9450000000000001,0.945,0.9449325423643964,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,47,200,0.9299999999999999,0.93,0.9299719887955182,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,49,200,0.845,0.845,0.8435883851762154,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,51,200,0.755,0.755,0.7549448625940837,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,52,200,0.795,0.795,0.7949948748718718,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,54,200,0.705,0.705,0.7049926248156204,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,1,1,8,200,0.8400000000000001,0.84,0.8389694041867954,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,2,0,10,200,0.79,0.79,0.78997899789979,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,2,0,11,200,0.755,0.755,0.7546995068959474,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,2,0,12,200,0.845,0.845,0.844965117151359,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,2,0,13,200,0.72,0.72,0.7177134791813691,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,2,0,15,200,0.9099999999999999,0.91,0.9096748293857888,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,2,0,19,200,0.845,0.845,0.8435883851762154,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,2,0,2,200,0.8500000000000001,0.85,0.8497596153846154,False
exploration,KEEP_ONLY_ENSEMBLE,B5_OTHER_RUN_LOGIT_MEAN,2,0,20,200,0.9099999999999999,0.91,0.9097744360902256,False
