pool,method_id,mean_subject_BA,median_subject_BA,mean_subject_accuracy,mean_subject_macro_f1,vs_target_mean_paired_delta_BA,vs_target_median_paired_delta_BA,vs_target_bootstrap_CI95_L,vs_target_bootstrap_CI95_U,vs_target_positive_subject_fraction,vs_target_nonnegative_subject_fraction,vs_target_subjects,vs_target_positive_run_fraction,vs_target_nonnegative_run_fraction,vs_target_worst_run_delta_BA,vs_target_runs,vs_best_ensemble_mean_paired_delta_BA,vs_best_ensemble_median_paired_delta_BA,vs_best_ensemble_bootstrap_CI95_L,vs_best_ensemble_bootstrap_CI95_U,vs_best_ensemble_positive_subject_fraction,vs_best_ensemble_nonnegative_subject_fraction,vs_best_ensemble_subjects,vs_best_ensemble_positive_run_fraction,vs_best_ensemble_nonnegative_run_fraction,vs_best_ensemble_worst_run_delta_BA,vs_best_ensemble_runs,best_ensemble_id,direct_comparator,frozen_models_min,frozen_models_mean,frozen_models_max,keep_forward_passes_mean,minimum_model_forward_passes_min,minimum_model_forward_passes_mean,minimum_model_forward_passes_max,candidate_intervention_outputs_required,forward_pass_note,intervention_logits_required,representation_projection_required,target_run_specific,OUTER_TEST_USED,vs_direct_control_mean_paired_delta_BA,vs_direct_control_median_paired_delta_BA,vs_direct_control_bootstrap_CI95_L,vs_direct_control_bootstrap_CI95_U,vs_direct_control_positive_subject_fraction,vs_direct_control_nonnegative_subject_fraction,vs_direct_control_subjects,vs_direct_control_positive_run_fraction,vs_direct_control_nonnegative_run_fraction,vs_direct_control_worst_run_delta_BA,vs_direct_control_runs
exploration,C1_GATED_DIRECT_CONSENSUS,0.8342499999999999,0.84,0.8342499999999999,0.8328538802080562,0.013979166666666657,0.013749999999999929,0.01029166666666666,0.017760416666666647,0.7,0.975,40,1.0,1.0,0.0024999999999999467,6,-0.010000000000000005,-0.009999999999999953,-0.014437500000000006,-0.005687500000000015,0.2,0.3,40,0.0,0.0,-0.0159259259259259,6,B6_ALL_RUN_LOGIT_MEAN,,2,4.481012658227848,6,4.481012658227848,2,4.481012658227848,6,0,One KEEP evaluation per included frozen expert; no intervention output is evaluated.,False,False,True,False,,,,,,,,,,,
exploration,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,0.834,0.840625,0.834,0.8325158073811292,0.013729166666666676,0.012500000000000011,0.010177083333333342,0.017218749999999998,0.875,0.875,40,1.0,1.0,0.001153846153846061,6,-0.010249999999999987,-0.00874999999999998,-0.014135416666666645,-0.006364583333333326,0.175,0.2,40,0.0,0.0,-0.014423076923077094,6,B6_ALL_RUN_LOGIT_MEAN,I003_CROSS_RUN_FULL,2,4.481012658227848,6,4.481012658227848,2,4.481012658227848,6,0,One KEEP evaluation per included frozen expert; no intervention output is evaluated.,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,6.0
exploration,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,0.8275833333333334,0.838125,0.8275833333333334,0.825793434820761,0.007312499999999994,0.007500000000000007,0.004749739583333335,0.010031510416666672,0.775,0.875,40,1.0,1.0,0.0009615384615383471,6,-0.01666666666666667,-0.015624999999999944,-0.02146874999999998,-0.012041406249999994,0.15,0.15,40,0.0,0.0,-0.034074074074074034,6,B6_ALL_RUN_LOGIT_MEAN,I003_CROSS_RUN_PROTECTED_SAFE,2,4.481012658227848,6,4.481012658227848,2,4.481012658227848,6,0,One KEEP evaluation per included frozen expert; no intervention output is evaluated.,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,6.0
exploration,I003_CROSS_RUN_FULL,0.834,0.840625,0.834,0.8325158073811292,0.013729166666666676,0.012500000000000011,0.010166666666666702,0.01728124999999999,0.875,0.875,40,1.0,1.0,0.001153846153846061,6,-0.010249999999999987,-0.00874999999999998,-0.014135416666666659,-0.006447656249999988,0.175,0.2,40,0.0,0.0,-0.014423076923077094,6,B6_ALL_RUN_LOGIT_MEAN,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,2,4.481012658227848,6,4.481012658227848,2,4.481012658227848,6,3,Minimum counts one KEEP evaluation per frozen expert. I003 additionally requires target-run candidate intervention outputs; whether those are separate neural forwards is implementation-dependent.,True,True,True,False,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,6.0
exploration,I003_CROSS_RUN_PROTECTED_SAFE,0.8275833333333334,0.838125,0.8275833333333334,0.825793434820761,0.007312499999999994,0.007500000000000007,0.004697656249999986,0.009969010416666674,0.775,0.875,40,1.0,1.0,0.0009615384615383471,6,-0.01666666666666667,-0.015624999999999944,-0.021666927083333332,-0.011947916666666678,0.15,0.15,40,0.0,0.0,-0.034074074074074034,6,B6_ALL_RUN_LOGIT_MEAN,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,2,4.481012658227848,6,4.481012658227848,2,4.481012658227848,6,2,Minimum counts one KEEP evaluation per frozen expert. I003 additionally requires target-run candidate intervention outputs; whether those are separate neural forwards is implementation-dependent.,True,True,True,False,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,6.0
holdout,C1_GATED_DIRECT_CONSENSUS,0.8422916666666667,0.81375,0.8422916666666667,0.8404230498873172,0.008819444444444463,0.005624999999999991,0.0038541666666666863,0.014583333333333337,0.6666666666666666,1.0,12,0.6666666666666666,0.6666666666666666,-0.007499999999999951,6,-0.011458333333333348,-0.0050000000000000044,-0.02250000000000001,-0.0020833333333333537,0.3333333333333333,0.3333333333333333,12,0.16666666666666666,0.16666666666666666,-0.014999999999999902,6,B6_ALL_RUN_LOGIT_MEAN,,2,4.434782608695652,6,4.434782608695652,2,4.434782608695652,6,0,One KEEP evaluation per included frozen expert; no intervention output is evaluated.,False,False,True,False,,,,,,,,,,,
holdout,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,0.8419444444444443,0.80875,0.8419444444444445,0.8399342579348851,0.008472222222222214,0.00708333333333333,0.0036111111111110927,0.013680555555555538,0.9166666666666666,0.9166666666666666,12,0.6666666666666666,0.6666666666666666,-0.007500000000000062,6,-0.011805555555555597,-0.005625000000000047,-0.019827256944444517,-0.004479166666666709,0.16666666666666666,0.25,12,0.0,0.0,-0.01937500000000003,6,B6_ALL_RUN_LOGIT_MEAN,I003_CROSS_RUN_FULL,2,4.434782608695652,6,4.434782608695652,2,4.434782608695652,6,0,One KEEP evaluation per included frozen expert; no intervention output is evaluated.,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,6.0
holdout,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,0.8407986111111111,0.8162499999999999,0.8407986111111111,0.838716947049936,0.007326388888888914,0.007500000000000007,0.0037152777777777844,0.0110763888888889,0.9166666666666666,0.9166666666666666,12,1.0,1.0,0.0012499999999999734,6,-0.012951388888888896,-0.010624999999999996,-0.020625000000000032,-0.005972222222222194,0.16666666666666666,0.25,12,0.16666666666666666,0.16666666666666666,-0.02571428571428569,6,B6_ALL_RUN_LOGIT_MEAN,I003_CROSS_RUN_PROTECTED_SAFE,2,4.434782608695652,6,4.434782608695652,2,4.434782608695652,6,0,One KEEP evaluation per included frozen expert; no intervention output is evaluated.,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,6.0
holdout,I003_CROSS_RUN_FULL,0.8419444444444443,0.80875,0.8419444444444445,0.8399342579348851,0.008472222222222214,0.00708333333333333,0.0034722222222221912,0.013680555555555557,0.9166666666666666,0.9166666666666666,12,0.6666666666666666,0.6666666666666666,-0.007500000000000062,6,-0.011805555555555597,-0.005625000000000047,-0.01979166666666669,-0.004375000000000055,0.16666666666666666,0.25,12,0.0,0.0,-0.01937500000000003,6,B6_ALL_RUN_LOGIT_MEAN,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,2,4.434782608695652,6,4.434782608695652,2,4.434782608695652,6,3,Minimum counts one KEEP evaluation per frozen expert. I003 additionally requires target-run candidate intervention outputs; whether those are separate neural forwards is implementation-dependent.,True,True,True,False,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,6.0
holdout,I003_CROSS_RUN_PROTECTED_SAFE,0.8407986111111111,0.8162499999999999,0.8407986111111111,0.838716947049936,0.007326388888888914,0.007500000000000007,0.0036458333333333755,0.010972222222222208,0.9166666666666666,0.9166666666666666,12,1.0,1.0,0.0012499999999999734,6,-0.012951388888888896,-0.010624999999999996,-0.020486111111111104,-0.005902777777777838,0.16666666666666666,0.25,12,0.16666666666666666,0.16666666666666666,-0.02571428571428569,6,B6_ALL_RUN_LOGIT_MEAN,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,2,4.434782608695652,6,4.434782608695652,2,4.434782608695652,6,2,Minimum counts one KEEP evaluation per frozen expert. I003 additionally requires target-run candidate intervention outputs; whether those are separate neural forwards is implementation-dependent.,True,True,True,False,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,6.0
