pool,method_id,score_kind,row_NLL,row_Brier,row_ECE,row_mean_confidence,mean_subject_NLL,mean_subject_Brier,mean_subject_ECE,mean_subject_confidence,calibration_bins_json,unit,OUTER_TEST_USED
exploration,B0_TARGET_KEEP,target KEEP probability,0.39717969240206125,0.12601582695676192,0.03628230282826707,0.7887975438355427,0.39747509557123334,0.1265254454223789,0.06505876172537743,0.7893541758395421,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":2568,""mean_confidence"":0.5250368207382198,""accuracy"":0.5163551401869159},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":2487,""mean_confidence"":0.575019676873306,""accuracy"":0.6047446722959389},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":2485,""mean_confidence"":0.6249702554586931,""accuracy"":0.6837022132796781},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":2617,""mean_confidence"":0.6747013062231808,""accuracy"":0.7359572029040886},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":2679,""mean_confidence"":0.7248445310820998,""accuracy"":0.7835013064576335},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":2679,""mean_confidence"":0.7754662720262976,""accuracy"":0.849197461739455},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":2836,""mean_confidence"":0.8256301249825395,""accuracy"":0.8783497884344147},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":3117,""mean_confidence"":0.8751288307747568,""accuracy"":0.9169072826435676},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":3573,""mean_confidence"":0.9257839985522894,""accuracy"":0.9513014273719563},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":6559,""mean_confidence"":0.9807084954463249,""accuracy"":0.9778929714895563}]",target_run_trial; subject means are also reported,False
exploration,B1_OTHER_RUN_HARD_MAJORITY,leave-target-run hard-vote fraction,2.523065311003169,0.13376047819971873,0.09529324894514765,0.9350084388185654,2.9906850061867547,0.14342472222222225,0.11519166666666666,0.9459499999999998,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":1458,""mean_confidence"":0.5999999999999999,""accuracy"":0.5795610425240055},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":3244,""mean_confidence"":0.6666666666666667,""accuracy"":0.6174475955610358},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":1946,""mean_confidence"":0.8,""accuracy"":0.7533401849948612},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":24952,""mean_confidence"":1.0,""accuracy"":0.8905498557229882}]",target_run_trial; subject means are also reported,False
exploration,B2_ALL_RUN_HARD_MAJORITY,all-run hard-vote fraction,2.039361251685298,0.1251318565400844,0.07971518987341772,0.9166139240506329,2.276923890942676,0.13034722222222223,0.09935416666666666,0.9187916666666667,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":2514,""mean_confidence"":0.5,""accuracy"":0.5354017501988863},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":1188,""mean_confidence"":0.6666666666666667,""accuracy"":0.6464646464646465},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":2688,""mean_confidence"":0.75,""accuracy"":0.6889880952380952},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":1860,""mean_confidence"":0.8333333333333335,""accuracy"":0.7806451612903226},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":0,""mean_confidence"":NaN,""accuracy"":NaN},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":23350,""mean_confidence"":1.0,""accuracy"":0.9081798715203426}]",target_run_trial; subject means are also reported,False
exploration,B3_OTHER_RUN_PROBABILITY_MEAN,leave-target-run arithmetic mean KEEP probability,0.3796853093610271,0.11822475510151048,0.06818647194283341,0.7761489710951414,0.38277976030807437,0.1200296411096105,0.0849607900353018,0.7787779647221508,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":2719,""mean_confidence"":0.5251117894696633,""accuracy"":0.5457888929753586},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":2687,""mean_confidence"":0.5747837742188875,""accuracy"":0.6334201711946409},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":2719,""mean_confidence"":0.6248467210476013,""accuracy"":0.7260022066936374},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":2839,""mean_confidence"":0.6748846606643008,""accuracy"":0.7957027122226136},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":2896,""mean_confidence"":0.7247584593420031,""accuracy"":0.8415055248618785},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":2762,""mean_confidence"":0.7750140315017225,""accuracy"":0.8986241853729182},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":3040,""mean_confidence"":0.8255354545023061,""accuracy"":0.9167763157894737},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":3156,""mean_confidence"":0.8751343206206768,""accuracy"":0.9423320659062104},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":3265,""mean_confidence"":0.9246714498773111,""accuracy"":0.9626339969372129},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":5517,""mean_confidence"":0.9804305798224462,""accuracy"":0.9858618814573138}]",target_run_trial; subject means are also reported,False
exploration,B4_ALL_RUN_PROBABILITY_MEAN,all-run arithmetic mean KEEP probability,0.37639395175077284,0.11675181552464382,0.07509870473455058,0.7738253458983609,0.37778427512566753,0.1178327377223705,0.09802469817538449,0.7753333928187519,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":2706,""mean_confidence"":0.5244446807038337,""accuracy"":0.5565410199556541},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":2736,""mean_confidence"":0.5746942662326903,""accuracy"":0.6381578947368421},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":2768,""mean_confidence"":0.6245398919507775,""accuracy"":0.736271676300578},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":2904,""mean_confidence"":0.6751103759993109,""accuracy"":0.8016528925619835},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":3008,""mean_confidence"":0.725520449079578,""accuracy"":0.8497340425531915},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":2714,""mean_confidence"":0.7757661709040277,""accuracy"":0.9042004421518055},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":3144,""mean_confidence"":0.8260284238653955,""accuracy"":0.9236641221374046},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":3102,""mean_confidence"":0.8754660809116603,""accuracy"":0.9542230818826564},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":3208,""mean_confidence"":0.9245245920442243,""accuracy"":0.9625935162094763},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":5310,""mean_confidence"":0.980362376950224,""accuracy"":0.9879472693032015}]",target_run_trial; subject means are also reported,False
exploration,B5_OTHER_RUN_LOGIT_MEAN,sigmoid of leave-target-run mean KEEP margin,0.3746790074928379,0.1166704025511103,0.059012779042022456,0.7853543095655725,0.37869982225919746,0.11878196837750213,0.07960989329163244,0.7864653021900725,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":2555,""mean_confidence"":0.5250590670845608,""accuracy"":0.540508806262231},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":2535,""mean_confidence"":0.5749886545789477,""accuracy"":0.6268244575936883},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":2570,""mean_confidence"":0.6251751152291494,""accuracy"":0.7155642023346304},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":2649,""mean_confidence"":0.6746965285439019,""accuracy"":0.778406946017365},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":2758,""mean_confidence"":0.7250773260257252,""accuracy"":0.8346627991298042},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":2726,""mean_confidence"":0.7750727978659382,""accuracy"":0.8822450476889215},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":2941,""mean_confidence"":0.8261275907911207,""accuracy"":0.916695001700102},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":3216,""mean_confidence"":0.8753783506815105,""accuracy"":0.9356343283582089},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":3581,""mean_confidence"":0.9251072603973313,""accuracy"":0.9578330075397934},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":6069,""mean_confidence"":0.9810222514926562,""accuracy"":0.9835228208930631}]",target_run_trial; subject means are also reported,False
exploration,B6_ALL_RUN_LOGIT_MEAN,sigmoid of all-run mean KEEP margin,0.3703882437635142,0.11489449948008243,0.06425337731102469,0.7847972556003677,0.3723229847067782,0.11616525484557579,0.09058769586977618,0.7857029942443725,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":2562,""mean_confidence"":0.5247569801597113,""accuracy"":0.5519125683060109},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":2498,""mean_confidence"":0.5754349358615121,""accuracy"":0.6244995996797438},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":2628,""mean_confidence"":0.6251176090291626,""accuracy"":0.728310502283105},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":2698,""mean_confidence"":0.675596573710645,""accuracy"":0.7798369162342476},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":2796,""mean_confidence"":0.7267074591672543,""accuracy"":0.851931330472103},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":2628,""mean_confidence"":0.7750241926580617,""accuracy"":0.8873668188736682},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":3004,""mean_confidence"":0.8264804977574791,""accuracy"":0.9141145139813582},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":3262,""mean_confidence"":0.8751803197798725,""accuracy"":0.9454322501532803},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":3540,""mean_confidence"":0.9251516904032201,""accuracy"":0.96045197740113},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":5984,""mean_confidence"":0.9810996916896029,""accuracy"":0.9849598930481284}]",target_run_trial; subject means are also reported,False
exploration,B7_CONFIDENCE_WEIGHTED_KEEP_ENSEMBLE,all-run confidence-weighted KEEP probability,0.36455508736548015,0.11242170784718457,0.04539439362310935,0.8030954665870268,0.36783944802811913,0.11423515821190164,0.08389309531478899,0.8034740485348767,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":1518,""mean_confidence"":0.525533580545971,""accuracy"":0.5335968379446641},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":1544,""mean_confidence"":0.5745724037047626,""accuracy"":0.572538860103627},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":2074,""mean_confidence"":0.6250762615905769,""accuracy"":0.6470588235294118},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":2622,""mean_confidence"":0.675740915548304,""accuracy"":0.7124332570556827},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":3106,""mean_confidence"":0.7249314095014392,""accuracy"":0.8119768190598841},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":3530,""mean_confidence"":0.7755344514319196,""accuracy"":0.8464589235127479},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":3838,""mean_confidence"":0.8267829346682657,""accuracy"":0.9124544033350703},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":3990,""mean_confidence"":0.8749333100521548,""accuracy"":0.9373433583959899},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":3868,""mean_confidence"":0.9235534452654137,""accuracy"":0.9591520165460186},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":5510,""mean_confidence"":0.9798477354513496,""accuracy"":0.9872958257713249}]",target_run_trial; subject means are also reported,False
exploration,I003_CROSS_RUN_PROTECTED_SAFE,probability from the selected target-run intervention output,0.39642402698277324,0.12545467998106832,0.041808608940587716,0.7902716319648596,0.39710267119069254,0.12611537763443204,0.06753790514548788,0.7908472280848693,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":2388,""mean_confidence"":0.5254244956592908,""accuracy"":0.576214405360134},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":2453,""mean_confidence"":0.5751988821631486,""accuracy"":0.6343253159396657},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":2521,""mean_confidence"":0.6249514107373704,""accuracy"":0.693375644585482},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":2663,""mean_confidence"":0.6746830258217191,""accuracy"":0.7352609838527976},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":2712,""mean_confidence"":0.7248049121409457,""accuracy"":0.7809734513274337},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":2717,""mean_confidence"":0.7753809865057183,""accuracy"":0.8450496871549503},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":2862,""mean_confidence"":0.825612065197222,""accuracy"":0.8770090845562544},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":3141,""mean_confidence"":0.8751358622381293,""accuracy"":0.9134033747214263},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":3580,""mean_confidence"":0.9257740977720843,""accuracy"":0.9508379888268157},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":6563,""mean_confidence"":0.9807051358077201,""accuracy"":0.9772969678500686}]",target_run_trial; subject means are also reported,False
exploration,I003_CROSS_RUN_FULL,probability from the selected target-run intervention output,0.39549420353611786,0.12473323008976753,0.04738627607086142,0.7928952932833615,0.39779132702404024,0.12607127487142372,0.07141255770048563,0.7935491120157334,"[{""bin"":0,""lower"":0.5,""upper"":0.55,""count"":2178,""mean_confidence"":0.5255855374578013,""accuracy"":0.6244260789715336},{""bin"":1,""lower"":0.55,""upper"":0.6,""count"":2351,""mean_confidence"":0.5755440175922368,""accuracy"":0.6673755848575075},{""bin"":2,""lower"":0.6,""upper"":0.65,""count"":2506,""mean_confidence"":0.6250656216586393,""accuracy"":0.7130885873902634},{""bin"":3,""lower"":0.65,""upper"":0.7,""count"":2706,""mean_confidence"":0.6748044687459916,""accuracy"":0.7372505543237251},{""bin"":4,""lower"":0.7,""upper"":0.75,""count"":2785,""mean_confidence"":0.7249683062197764,""accuracy"":0.7809694793536804},{""bin"":5,""lower"":0.75,""upper"":0.8,""count"":2794,""mean_confidence"":0.7753235705774677,""accuracy"":0.8375089477451683},{""bin"":6,""lower"":0.8,""upper"":0.8500000000000001,""count"":2907,""mean_confidence"":0.825607185033433,""accuracy"":0.8734090127278982},{""bin"":7,""lower"":0.8500000000000001,""upper"":0.9,""count"":3193,""mean_confidence"":0.8752418148286282,""accuracy"":0.9079235828374569},{""bin"":8,""lower"":0.9,""upper"":0.95,""count"":3606,""mean_confidence"":0.9257625776639868,""accuracy"":0.9475873544093179},{""bin"":9,""lower"":0.95,""upper"":1.0,""count"":6574,""mean_confidence"":0.9806736835711473,""accuracy"":0.976878612716763}]",target_run_trial; subject means are also reported,False
