pool,policy_family,method_id,subject_id,available_runs,balanced_accuracy,accuracy,macro_f1,OUTER_TEST_USED,delta_balanced_accuracy_vs_target_keep,delta_balanced_accuracy_vs_best_ensemble,delta_accuracy_vs_target_keep,delta_accuracy_vs_best_ensemble,delta_macro_f1_vs_target_keep,delta_macro_f1_vs_best_ensemble,analysis_role
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,23,6,0.91,0.91,0.9099377735136431,False,0.03249999999999997,0.0,0.032500000000000084,0.0,0.03273365526967187,-2.6212080594500975e-05,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,24,6,0.69,0.69,0.6801383823562616,False,0.007499999999999951,0.0,0.007499999999999951,0.0,0.00884809500132444,-0.0006359972132987668,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,25,2,0.885,0.885,0.8845189481449871,False,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.010049313940473037,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,26,4,0.845,0.845,0.8449115801067365,False,0.013749999999999929,-0.0050000000000000044,0.01375000000000004,-0.0050000000000000044,0.014239412346776392,-0.005088419893263474,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,27,6,0.895,0.895,0.8949361905716414,False,0.025833333333333375,0.0,0.025833333333333375,0.0,0.02597571675454291,1.856612917183753e-06,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,29,4,0.9,0.9,0.899503162371012,False,0.01375000000000004,-0.015000000000000013,0.01375000000000004,-0.015000000000000013,0.013840227045799236,-0.015016007962111888,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,3,2,0.9125000000000001,0.9125000000000001,0.9124724281450721,False,0.0,-0.012499999999999956,0.0,-0.012499999999999956,0.0,-0.012480667539730983,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,30,4,0.835,0.835,0.834895063171557,False,0.010000000000000009,0.0050000000000000044,0.010000000000000009,0.0050000000000000044,0.010362276380045943,0.004912064871727129,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,31,6,0.8650000000000001,0.8649999999999999,0.8645109096930444,False,0.02750000000000008,0.0050000000000001155,0.027499999999999858,0.004999999999999893,0.02767415233991599,0.005200287645009016,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,32,4,0.96,0.96,0.9599971247405997,False,0.019999999999999907,-0.0050000000000000044,0.020000000000000018,-0.0050000000000000044,0.020039947010431214,-0.0050020002375247286,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,33,4,0.98,0.98,0.9799992499437449,False,0.003750000000000031,0.0,0.003750000000000031,0.0,0.0037497187054639225,-7.500562551054912e-07,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,34,4,0.7125,0.7124999999999999,0.7098822079661575,False,0.026249999999999996,-0.0025000000000000577,0.026249999999999885,-0.0025000000000000577,0.027951740020099702,-0.003505598444904723,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,36,4,0.9775,0.9775,0.9774864904863879,False,0.0025000000000000577,-0.0024999999999999467,0.0025000000000000577,-0.0024999999999999467,0.0025005626265909298,-0.0025055063123314847,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,37,6,0.9824999999999999,0.9824999999999999,0.9824990624265557,False,0.01083333333333325,-0.012500000000000067,0.01083333333333325,-0.012500000000000067,0.010837772332294104,-0.012500812570319209,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,38,4,0.7575,0.7575000000000001,0.7533030343931946,False,0.02499999999999991,-0.04250000000000009,0.025000000000000022,-0.04249999999999998,0.027899381399345335,-0.04377488768472748,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,40,2,0.7825,0.7825,0.7822708696882364,False,0.0,-0.012500000000000067,0.0,-0.012500000000000067,0.0,-0.012724005183635367,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,41,6,0.7275,0.7275,0.7272412533094936,False,0.02416666666666678,-0.032500000000000084,0.02416666666666678,-0.032500000000000084,0.024068137283044688,-0.03254255211538881,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,42,4,0.78,0.78,0.7793413337696842,False,0.01750000000000007,0.020000000000000018,0.01750000000000007,0.020000000000000018,0.01797054280213839,0.02020845540758054,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,43,4,0.86,0.86,0.8597543586047409,False,0.015000000000000013,-0.010000000000000009,0.015000000000000013,-0.010000000000000009,0.015038489620143869,-0.01003730806192582,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,44,4,0.9275,0.9275,0.927327790470796,False,-0.0012499999999999734,0.0024999999999999467,-0.0012500000000000844,0.0024999999999999467,-0.0012622896856843147,0.0025553538500181494,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,45,2,0.86,0.86,0.8591556313412382,False,0.0,-0.015000000000000013,0.0,-0.015000000000000013,0.0,-0.014934671093855378,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,47,4,0.92,0.92,0.9199298245753202,False,0.03875000000000006,-0.009999999999999898,0.03875000000000006,-0.010000000000000009,0.03940410856219778,-0.010042164220197991,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,48,2,0.735,0.735,0.7341927642551579,False,0.0,-0.020000000000000018,0.0,-0.020000000000000018,0.0,-0.020506742640789555,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,49,4,0.83,0.83,0.8275009641133658,False,0.013749999999999929,-0.020000000000000018,0.013749999999999929,-0.020000000000000018,0.01459042149302392,-0.020983884371482686,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,5,2,0.92,0.92,0.9199754853158384,False,0.0,-0.03499999999999992,0.0,-0.03499999999999992,0.0,-0.03502338965603591,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,50,2,0.6475,0.6475,0.6274491282166894,False,0.0,0.007499999999999951,0.0,0.007499999999999951,0.0,0.01807412821668941,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,51,4,0.7525,0.7525,0.7523004574641796,False,0.014999999999999902,-0.012500000000000067,0.014999999999999902,-0.012500000000000067,0.015740226309788996,-0.012646655636267878,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,52,4,0.7949999999999999,0.795,0.7949543524337979,False,0.019999999999999907,-1.1102230246251565e-16,0.020000000000000018,0.0,0.020451316873414394,4.878142584319178e-07,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,54,2,0.6799999999999999,0.6799999999999999,0.6767941403215378,False,0.0,-0.015000000000000124,0.0,-0.015000000000000013,0.0,-0.016911767137476552,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C1_GATED_DIRECT_CONSENSUS,8,6,0.82,0.82,0.8186676914241148,False,0.013333333333333308,-0.01000000000000012,0.013333333333333308,-0.010000000000000009,0.01292047938856089,-0.009944063793145053,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,10,2,0.7825,0.7825,0.7824309139024068,False,0.010000000000000009,-0.01750000000000007,0.010000000000000009,-0.01750000000000007,0.010018025334000313,-0.017569086097593223,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,11,4,0.72375,0.72375,0.7234423255357739,False,0.029999999999999916,-0.036250000000000004,0.030000000000000027,-0.036250000000000004,0.030434091055438706,-0.03634147988910852,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,12,6,0.8275,0.8275,0.8273986292882204,False,0.035833333333333384,-0.007499999999999951,0.035833333333333384,-0.007499999999999951,0.037447097467090185,-0.007564237356774806,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,13,4,0.7112499999999999,0.7112499999999999,0.7067741497335989,False,0.02499999999999991,0.0012499999999999734,0.02499999999999991,0.0012499999999999734,0.025436907253638008,0.0010111627206118579,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,15,6,0.8941666666666666,0.8941666666666667,0.8937660832598016,False,0.03499999999999981,-0.015833333333333255,0.03499999999999992,-0.015833333333333366,0.035824971020659624,-0.0160083528304239,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,16,2,0.8925000000000001,0.8925000000000001,0.8924988124703117,False,0.0050000000000001155,0.007500000000000062,0.0050000000000001155,0.007500000000000062,0.005104166666666576,0.00752469329349692,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,18,4,0.89375,0.89375,0.8928863767477463,False,0.003750000000000031,-0.016249999999999876,0.003750000000000031,-0.016249999999999987,0.0036095751837251777,-0.016533913107326215,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,19,2,0.84,0.84,0.8394268972295256,False,0.012499999999999956,-0.010000000000000009,0.012499999999999956,-0.010000000000000009,0.012784948231161497,-0.009348180903350767,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,2,4,0.7887500000000001,0.7887500000000001,0.7887021392597878,False,0.022500000000000075,-0.03624999999999989,0.022500000000000075,-0.03624999999999989,0.023446954047026125,-0.036293485630834454,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,20,6,0.895,0.895,0.8946253279160589,False,0.02833333333333332,-0.004999999999999893,0.02833333333333332,-0.0050000000000000044,0.028729034166890433,-0.0051240455175251,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,23,6,0.8983333333333333,0.8983333333333334,0.8982429424117514,False,0.02083333333333326,-0.011666666666666714,0.02083333333333348,-0.011666666666666603,0.021038824167780135,-0.011721043182486235,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,24,6,0.6916666666666668,0.6916666666666668,0.6816201003738614,False,0.009166666666666767,0.0016666666666668162,0.009166666666666767,0.0016666666666668162,0.010329813018924328,0.00084572080430112,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,25,2,0.8775,0.8775,0.8770243659061425,False,-0.007500000000000062,0.0024999999999999467,-0.007500000000000062,0.0024999999999999467,-0.007494582238844583,0.0025547317016284543,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,26,4,0.84125,0.8412499999999999,0.8411691759236571,False,0.010000000000000009,-0.008749999999999925,0.010000000000000009,-0.008750000000000036,0.01049700816369703,-0.008830824076342836,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,27,6,0.8933333333333334,0.8933333333333334,0.8932850920787905,False,0.02416666666666678,-0.0016666666666665941,0.02416666666666678,-0.0016666666666665941,0.024324618261691966,-0.0016492418799337605,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,29,4,0.89375,0.89375,0.8930712479812589,False,0.007500000000000062,-0.02124999999999999,0.007500000000000062,-0.02124999999999999,0.007408312656046134,-0.02144792235186499,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,3,2,0.9225000000000001,0.9225000000000001,0.9224734208880551,False,0.010000000000000009,-0.0024999999999999467,0.010000000000000009,-0.0024999999999999467,0.01000099274298294,-0.0024796747967480437,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,30,4,0.8300000000000001,0.83,0.8299316419748828,False,0.0050000000000001155,1.1102230246251565e-16,0.0050000000000000044,0.0,0.005398855183371687,-5.135632494712716e-05,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,31,6,0.86,0.86,0.8595712672704509,False,0.022499999999999964,0.0,0.022499999999999964,0.0,0.0227345099173224,0.0002606452224154232,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,32,4,0.9612499999999999,0.9612499999999999,0.9612493437335934,False,0.02124999999999988,-0.003750000000000031,0.02124999999999999,-0.003750000000000031,0.021292166003424873,-0.0037497812445310696,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,33,4,0.97875,0.97875,0.9787495937398435,False,0.0025000000000000577,-0.0012499999999999734,0.0025000000000000577,-0.0012499999999999734,0.002500062501562539,-0.0012504062601564891,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,34,4,0.7025,0.7024999999999999,0.7001007444184796,False,0.016249999999999987,-0.012500000000000067,0.016249999999999876,-0.012500000000000067,0.018170276472421754,-0.013287061992582672,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,36,4,0.97375,0.97375,0.973728510422314,False,-0.0012499999999999734,-0.006249999999999978,-0.0012499999999999734,-0.006249999999999978,-0.0012574174374829772,-0.006263486376405392,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,37,6,0.9841666666666667,0.9841666666666667,0.9841652705858867,False,0.012500000000000067,-0.01083333333333325,0.012500000000000067,-0.01083333333333325,0.012503980491625044,-0.010834604410988269,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,38,4,0.76125,0.76125,0.7582621495236529,False,0.028749999999999942,-0.03875000000000006,0.028749999999999942,-0.03875000000000006,0.03285849652980366,-0.03881577255426916,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,40,2,0.7925,0.7925,0.79209756659319,False,0.010000000000000009,-0.0025000000000000577,0.010000000000000009,-0.0025000000000000577,0.009826696904953525,-0.0028973082786818427,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,41,6,0.73,0.73,0.7297235009077578,False,0.026666666666666727,-0.030000000000000138,0.026666666666666727,-0.030000000000000138,0.026550384881308897,-0.030060304517124603,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,42,4,0.7825,0.7825,0.7816576319771654,False,0.020000000000000018,0.022499999999999964,0.020000000000000018,0.022499999999999964,0.02028684100961964,0.022524753615061788,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,43,4,0.86125,0.86125,0.8611019443146308,False,0.016249999999999987,-0.008750000000000036,0.016249999999999987,-0.008750000000000036,0.016386075330033778,-0.008689722352035911,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,44,4,0.92375,0.9237500000000001,0.9234901143088824,False,-0.0050000000000000044,-0.0012500000000000844,-0.0050000000000000044,-0.0012499999999999734,-0.005099965847597976,-0.0012823223118955118,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,45,2,0.8625,0.8625,0.86138887301678,False,0.0025000000000000577,-0.012499999999999956,0.0025000000000000577,-0.012499999999999956,0.0022332416755418416,-0.012701429418313537,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,47,4,0.9099999999999999,0.91,0.9098725251368456,False,0.028749999999999942,-0.020000000000000018,0.028750000000000053,-0.020000000000000018,0.029346809123723117,-0.020099463658672656,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,48,2,0.7400000000000001,0.74,0.7388968391453893,False,0.0050000000000001155,-0.014999999999999902,0.0050000000000000044,-0.015000000000000013,0.004704074890231391,-0.015802667750558164,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,49,4,0.83125,0.83125,0.8292581877551196,False,0.015000000000000013,-0.018749999999999933,0.015000000000000013,-0.018749999999999933,0.01634764513477771,-0.019226660729728895,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,5,2,0.9325,0.9325,0.9324990624765619,False,0.012499999999999956,-0.022499999999999964,0.012499999999999956,-0.022499999999999964,0.012523577160723498,-0.02249981249531241,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,50,2,0.6425000000000001,0.6425000000000001,0.6179455539793528,False,-0.004999999999999893,0.0025000000000000577,-0.004999999999999893,0.0025000000000000577,-0.00950357423733661,0.008570553979352802,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,51,4,0.7424999999999999,0.7424999999999999,0.7423210138160372,False,0.004999999999999893,-0.022500000000000075,0.004999999999999893,-0.022500000000000075,0.005760782661646591,-0.022626099284410284,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,52,4,0.79125,0.79125,0.7912202129229742,False,0.016249999999999987,-0.003750000000000031,0.016249999999999987,-0.003750000000000031,0.016717177362590707,-0.0037336516965652544,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,54,2,0.675,0.675,0.6724009653702616,False,-0.004999999999999893,-0.020000000000000018,-0.004999999999999893,-0.019999999999999907,-0.004393174951276224,-0.021304942088752776,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C2_ACTION_MASKED_DIRECT_CONSENSUS_FULL,8,6,0.8233333333333334,0.8233333333333333,0.8221617809483588,False,0.01666666666666672,-0.00666666666666671,0.016666666666666607,-0.00666666666666671,0.016414568912804905,-0.0064499742689010375,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,10,2,0.7825,0.7825,0.7823938442020254,False,0.010000000000000009,-0.01750000000000007,0.010000000000000009,-0.01750000000000007,0.009980955633618893,-0.017606155797974643,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,11,4,0.705,0.705,0.7040912824170581,False,0.011249999999999871,-0.05500000000000005,0.011249999999999982,-0.05500000000000005,0.011083047936722878,-0.055692523007824346,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,12,6,0.8141666666666666,0.8141666666666666,0.8134705791267828,False,0.022499999999999964,-0.02083333333333337,0.022499999999999964,-0.02083333333333337,0.023519047305652574,-0.021492287518212416,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,13,4,0.6937500000000001,0.69375,0.6876942962111254,False,0.007500000000000062,-0.016249999999999876,0.007499999999999951,-0.016249999999999987,0.006357053731164575,-0.018068690801861576,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,15,6,0.8616666666666667,0.8616666666666667,0.8608218091599315,False,0.0024999999999999467,-0.04833333333333312,0.0024999999999999467,-0.04833333333333334,0.002880696920789516,-0.04895262693029401,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,16,2,0.8875,0.8875,0.8874025336210328,False,0.0,0.0024999999999999467,0.0,0.0024999999999999467,7.887817387697282e-06,0.002428414444218041,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,18,4,0.8975,0.8975,0.8967474160119885,False,0.007499999999999951,-0.012499999999999956,0.007499999999999951,-0.012500000000000067,0.007470614447967372,-0.01267287384308402,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,19,2,0.8275,0.8274999999999999,0.827113944169217,False,0.0,-0.022499999999999964,-1.1102230246251565e-16,-0.022500000000000075,0.00047199517085294573,-0.021661133963659318,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,2,4,0.77375,0.77375,0.7735113337959558,False,0.007500000000000062,-0.05124999999999991,0.007500000000000062,-0.05124999999999991,0.008256148583194123,-0.05148429109466646,SEPARATE_POOL_AUDIT
exploration,DIRECT_CONSENSUS_CONTROL,C3_ACTION_MASKED_DIRECT_CONSENSUS_PROTECTED_SAFE,20,6,0.8733333333333334,0.8733333333333334,0.8725872119116013,False,0.00666666666666671,-0.026666666666666505,0.00666666666666671,-0.026666666666666616,0.006690918162432835,-0.027162161521982697,SEPARATE_POOL_AUDIT
