task,model,biological_subjects,source_BA,future_BA,source_macro_F1,future_macro_F1,CSGD_mean_pp,CSGD_median_pp,CSGD_CI95_low_pp,CSGD_CI95_high_pp,fraction_CSGD_gt_0,fraction_CSGD_gt_1pp,bootstrap_draws,S0_BA,S1_BA,S2_BA,S0_macro_F1,S1_macro_F1,S2_macro_F1,S0_to_S2_drop_pp,S1_to_S2_drop_pp
OpenBMI_ERP,LiteBN,14,0.8484412031604268,0.8479668109668109,0.8030519279697403,0.8048852407749282,0.04743921936159791,-0.28282828282828465,-4.455339787898913,4.535386002886,0.42857142857142855,0.35714285714285715,20000,,,,,,,,
OpenBMI_ERP,TFFormer,14,0.850673616525648,0.8494559884559884,0.807407694345283,0.8082697708859101,0.12176280696595909,-0.4060606060605987,-4.470569502090122,4.607712842712837,0.42857142857142855,0.35714285714285715,20000,,,,,,,,
OpenBMI_MI,LiteBN,14,0.7543333333333333,0.7490476190476192,0.7494650476737286,0.740420692227716,0.5285714285714301,1.9333333333333313,-4.695476190476186,5.295357142857134,0.7142857142857143,0.6428571428571429,20000,,,,,,,,
OpenBMI_MI,TFFormer,14,0.7562380952380953,0.7482380952380951,0.7512884848469987,0.7390758522002615,0.7999999999999992,2.1666666666666723,-4.314285714285718,5.581071428571421,0.7142857142857143,0.7142857142857143,20000,,,,,,,,
OpenBMI_SSVEP,LiteBN,14,0.9518095238095238,0.9102380952380952,0.951507425230618,0.9091469849006006,4.157142857142857,0.0,-0.5999999999999999,10.781190476190458,0.42857142857142855,0.42857142857142855,20000,,,,,,,,
OpenBMI_SSVEP,TFFormer,14,0.953047619047619,0.912904761904762,0.9527150618970193,0.9119927956915299,4.014285714285713,0.0,-0.8047619047619035,10.657142857142855,0.42857142857142855,0.42857142857142855,20000,,,,,,,,
WBCIC_MI,LiteBN,10,0.8006500000000001,0.8047333333333334,0.7968595868343515,0.8023025851215747,-0.40833333333333643,-1.6749999999999987,-7.9202083333333295,9.94529166666664,0.4,0.2,20000,0.7903666666666667,0.8109333333333334,0.8047333333333334,0.7851902368382577,0.8085289368304454,0.8023025851215747,-1.4366666666666692,0.6199999999999986
WBCIC_MI,TFFormer,10,0.8044999999999998,0.8078666666666667,0.801464474520927,0.8068157918754411,-0.336666666666666,-1.491666666666669,-7.926666666666665,10.183333333333334,0.4,0.2,20000,0.7931999999999999,0.8158,0.8078666666666667,0.7890613782712991,0.8138675707705545,0.8068157918754411,-1.4666666666666681,0.7933333333333347
