task,model,subject_id,valid_fold_seed_evaluations_per_session,source_BA,future_BA,source_macro_F1,future_macro_F1,CSGD_pp,S1_BA,S1_macro_F1,S2_BA,S2_macro_F1,S0_BA,S0_macro_F1,S0_to_S2_drop_pp,S1_to_S2_drop_pp
OpenBMI_ERP,LiteBN,12,15,0.9406666666666667,0.9634747474747474,0.8736823122288053,0.925753927992173,-2.280808080808072,0.9406666666666667,0.8736823122288053,0.9634747474747474,0.925753927992173,,,,
OpenBMI_ERP,LiteBN,13,15,0.904,0.9162626262626262,0.8310489563933195,0.8483949761313081,-1.2262626262626197,0.904,0.8310489563933195,0.9162626262626262,0.8483949761313081,,,,
OpenBMI_ERP,LiteBN,17,15,0.8267676767676767,0.8144848484848485,0.742482401707612,0.7219750621546075,1.2282828282828229,0.8267676767676767,0.742482401707612,0.8144848484848485,0.7219750621546075,,,,
OpenBMI_ERP,LiteBN,18,15,0.7389647230338559,0.9077979797979798,0.7408052321857992,0.8827325603598956,-16.883325676412397,0.7389647230338559,0.7408052321857992,0.9077979797979798,0.8827325603598956,,,,
OpenBMI_ERP,LiteBN,24,15,0.9436969696969697,0.8119999999999999,0.8884573550953411,0.7416594080572996,13.169696969696975,0.9436969696969697,0.8884573550953411,0.8119999999999999,0.7416594080572996,,,,
OpenBMI_ERP,LiteBN,25,15,0.8031919191919192,0.7973131313131313,0.7994328351591379,0.7865705656544354,0.5878787878787928,0.8031919191919192,0.7994328351591379,0.7973131313131313,0.7865705656544354,,,,
OpenBMI_ERP,LiteBN,29,15,0.8011111111111112,0.846,0.7829952581469874,0.8222708664863941,-4.488888888888876,0.8011111111111112,0.7829952581469874,0.846,0.8222708664863941,,,,
OpenBMI_ERP,LiteBN,36,15,0.9464646464646465,0.9517575757575757,0.8924211084235865,0.8930935279216747,-0.5292929292929238,0.9464646464646465,0.8924211084235865,0.9517575757575757,0.8930935279216747,,,,
OpenBMI_ERP,LiteBN,37,15,0.8443030303030302,0.9435757575757576,0.7953977423100722,0.9188866195388301,-9.92727272727274,0.8443030303030302,0.7953977423100722,0.9435757575757576,0.9188866195388301,,,,
OpenBMI_ERP,LiteBN,39,15,0.8352121212121212,0.721010101010101,0.7545508857397958,0.6829765518997087,11.42020202020202,0.8352121212121212,0.7545508857397958,0.721010101010101,0.6829765518997087,,,,
OpenBMI_ERP,LiteBN,4,15,0.8009090909090909,0.9052525252525252,0.791518931130756,0.8720441498598397,-10.434343434343429,0.8009090909090909,0.791518931130756,0.9052525252525252,0.8720441498598397,,,,
OpenBMI_ERP,LiteBN,42,15,0.9197979797979798,0.8433333333333334,0.8641433925362755,0.8093176744842607,7.646464646464645,0.9197979797979798,0.8641433925362755,0.8433333333333334,0.8093176744842607,,,,
OpenBMI_ERP,LiteBN,51,15,0.8703232323232323,0.7461414141414141,0.8131057218262362,0.6877724780652749,12.418181818181818,0.8703232323232323,0.8131057218262362,0.7461414141414141,0.6877724780652749,,,,
OpenBMI_ERP,LiteBN,54,15,0.7027676767676767,0.7031313131313132,0.6726848586926385,0.6749450022432925,-0.03636363636364548,0.7027676767676767,0.6726848586926385,0.7031313131313132,0.6749450022432925,,,,
OpenBMI_ERP,TFFormer,12,15,0.9429898989898989,0.964121212121212,0.8799533444414862,0.9280065009415812,-2.113131313131311,0.9429898989898989,0.8799533444414862,0.964121212121212,0.9280065009415812,,,,
OpenBMI_ERP,TFFormer,13,15,0.9078585858585858,0.9187474747474748,0.8423710903618018,0.8597092572374367,-1.0888888888888948,0.9078585858585858,0.8423710903618018,0.9187474747474748,0.8597092572374367,,,,
OpenBMI_ERP,TFFormer,17,15,0.8352525252525252,0.825010101010101,0.7641046976139455,0.7406607253887676,1.0242424242424275,0.8352525252525252,0.7641046976139455,0.825010101010101,0.7406607253887676,,,,
OpenBMI_ERP,TFFormer,18,15,0.7424609343893759,0.909979797979798,0.7458626375128976,0.885451878495139,-16.75188635904221,0.7424609343893759,0.7458626375128976,0.909979797979798,0.885451878495139,,,,
OpenBMI_ERP,TFFormer,24,15,0.9425454545454546,0.8061212121212121,0.8847180912846445,0.7350191462123767,13.642424242424244,0.9425454545454546,0.8847180912846445,0.8061212121212121,0.7350191462123767,,,,
