task,biological_subjects,LiteBN_CSGD_mean_pp,TFFormer_CSGD_mean_pp,TFFormer_minus_LiteBN_CSGD_mean_pp,delta_CI95_low_pp,delta_CI95_high_pp,bootstrap_draws
OpenBMI_MI,14,0.5285714285714301,0.7999999999999992,0.2714285714285691,0.057142857142851514,0.4952380952380963,20000
OpenBMI_ERP,14,0.04743921936159791,0.12176280696595909,0.07432358760436115,-0.032750952302195074,0.17937431798711137,20000
OpenBMI_SSVEP,14,4.157142857142857,4.014285714285713,-0.14285714285714307,-0.3428571428571425,0.023809523809525217,20000
WBCIC_MI,10,-0.40833333333333643,-0.336666666666666,0.07166666666667024,-0.1983333333333258,0.3517083333333359,20000
