dataset,seed,outer_fold,alpha,ablation,metric,value
eegmmidb,1,4,0.2,A10_policy_level_calibration,average_set_size,4.0
eegmmidb,1,4,0.2,A10_policy_level_calibration,singleton_rate,0.0
eegmmidb,1,4,0.2,A10_policy_level_calibration,argmax_error,0.5791423001949317
eegmmidb,1,4,0.2,A10_policy_level_calibration,macro_f1,0.4098434724902751
eegmmidb,1,4,0.2,A10_policy_level_calibration,balanced_accuracy,0.4216129934879935
eegmmidb,1,4,0.2,A10_policy_level_calibration,cohen_kappa,0.22872505100966245
eegmmidb,1,4,0.2,A10_policy_level_calibration,selected_vs_no_tta_gain,-0.0019493177387914353
eegmmidb,1,4,0.2,A10_policy_level_calibration,tta_selection_rate,0.8888888888888888
eegmmidb,1,4,0.2,A10_policy_level_calibration,safe_beneficial_selection_precision,0.125
eegmmidb,1,4,0.2,A10_policy_level_calibration,nar,0.375
eegmmidb,2,0,0.1,A1_risk_only,marginal_violation,0.0
eegmmidb,2,0,0.1,A1_risk_only,certified_only_violation,0.0
eegmmidb,2,0,0.1,A1_risk_only,nonharm_violation,0.0
eegmmidb,2,0,0.1,A1_risk_only,joint_validity,1.0
eegmmidb,2,0,0.1,A1_risk_only,csr,0.4444444444444444
eegmmidb,2,0,0.1,A1_risk_only,full_set_fallback,0.5555555555555556
eegmmidb,2,0,0.1,A1_risk_only,average_set_size,3.9962962962962965
eegmmidb,2,0,0.1,A1_risk_only,singleton_rate,0.0
eegmmidb,2,0,0.1,A1_risk_only,argmax_error,0.6222222222222222
eegmmidb,2,0,0.1,A1_risk_only,macro_f1,0.374808212033649
eegmmidb,2,0,0.1,A1_risk_only,balanced_accuracy,0.37878637566137563
eegmmidb,2,0,0.1,A1_risk_only,cohen_kappa,0.17111898261163047
eegmmidb,2,0,0.1,A1_risk_only,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.1,A1_risk_only,tta_selection_rate,0.3333333333333333
eegmmidb,2,0,0.1,A1_risk_only,safe_beneficial_selection_precision,0.0
eegmmidb,2,0,0.1,A1_risk_only,nar,0.0
eegmmidb,2,0,0.1,A2_utility_only_uncertified,marginal_violation,0.3333333333333333
eegmmidb,2,0,0.1,A2_utility_only_uncertified,certified_only_violation,0.3333333333333333
eegmmidb,2,0,0.1,A2_utility_only_uncertified,nonharm_violation,0.3333333333333333
eegmmidb,2,0,0.1,A2_utility_only_uncertified,joint_validity,0.5555555555555556
eegmmidb,2,0,0.1,A2_utility_only_uncertified,csr,1.0
eegmmidb,2,0,0.1,A2_utility_only_uncertified,full_set_fallback,0.0
eegmmidb,2,0,0.1,A2_utility_only_uncertified,average_set_size,3.474074074074074
eegmmidb,2,0,0.1,A2_utility_only_uncertified,singleton_rate,0.007407407407407408
eegmmidb,2,0,0.1,A2_utility_only_uncertified,argmax_error,0.6277777777777778
eegmmidb,2,0,0.1,A2_utility_only_uncertified,macro_f1,0.3714351165967187
eegmmidb,2,0,0.1,A2_utility_only_uncertified,balanced_accuracy,0.37285052910052907
eegmmidb,2,0,0.1,A2_utility_only_uncertified,cohen_kappa,0.16360191007602173
eegmmidb,2,0,0.1,A2_utility_only_uncertified,selected_vs_no_tta_gain,-0.00555555555555556
eegmmidb,2,0,0.1,A2_utility_only_uncertified,tta_selection_rate,0.7777777777777778
eegmmidb,2,0,0.1,A2_utility_only_uncertified,safe_beneficial_selection_precision,0.14285714285714285
eegmmidb,2,0,0.1,A2_utility_only_uncertified,nar,0.42857142857142855
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,marginal_violation,0.0
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,certified_only_violation,0.0
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,nonharm_violation,0.0
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,joint_validity,1.0
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,csr,0.4444444444444444
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,full_set_fallback,0.5555555555555556
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,average_set_size,3.9962962962962965
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,singleton_rate,0.0
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,argmax_error,0.6222222222222222
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,macro_f1,0.374808212033649
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,balanced_accuracy,0.37878637566137563
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,cohen_kappa,0.17111898261163047
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,tta_selection_rate,0.1111111111111111
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,safe_beneficial_selection_precision,0.0
eegmmidb,2,0,0.1,A3_joint_without_benefit_certificate,nar,0.0
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,marginal_violation,0.0
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,certified_only_violation,0.0
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,nonharm_violation,0.0
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,joint_validity,1.0
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,csr,0.8888888888888888
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,full_set_fallback,0.1111111111111111
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,average_set_size,3.9592592592592593
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,singleton_rate,0.001851851851851852
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,argmax_error,0.6222222222222222
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,macro_f1,0.37538438324143986
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,balanced_accuracy,0.37903439153439156
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,cohen_kappa,0.17117965345465735
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,tta_selection_rate,0.0
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,safe_beneficial_selection_precision,
eegmmidb,2,0,0.1,A4_separate_risk_gain_calibration,nar,
eegmmidb,2,0,0.1,A7_context_set_size_selector,marginal_violation,0.0
eegmmidb,2,0,0.1,A7_context_set_size_selector,certified_only_violation,0.0
eegmmidb,2,0,0.1,A7_context_set_size_selector,nonharm_violation,0.0
eegmmidb,2,0,0.1,A7_context_set_size_selector,joint_validity,1.0
eegmmidb,2,0,0.1,A7_context_set_size_selector,csr,0.4444444444444444
eegmmidb,2,0,0.1,A7_context_set_size_selector,full_set_fallback,0.5555555555555556
eegmmidb,2,0,0.1,A7_context_set_size_selector,average_set_size,3.9962962962962965
eegmmidb,2,0,0.1,A7_context_set_size_selector,singleton_rate,0.0
eegmmidb,2,0,0.1,A7_context_set_size_selector,argmax_error,0.6222222222222222
eegmmidb,2,0,0.1,A7_context_set_size_selector,macro_f1,0.37538438324143986
eegmmidb,2,0,0.1,A7_context_set_size_selector,balanced_accuracy,0.37903439153439156
eegmmidb,2,0,0.1,A7_context_set_size_selector,cohen_kappa,0.17117965345465735
eegmmidb,2,0,0.1,A7_context_set_size_selector,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.1,A7_context_set_size_selector,tta_selection_rate,0.0
eegmmidb,2,0,0.1,A7_context_set_size_selector,safe_beneficial_selection_precision,
eegmmidb,2,0,0.1,A7_context_set_size_selector,nar,
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,marginal_violation,0.0
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,certified_only_violation,0.0
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,nonharm_violation,0.0
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,joint_validity,1.0
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,csr,0.4444444444444444
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,full_set_fallback,0.5555555555555556
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,average_set_size,3.9962962962962965
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,singleton_rate,0.0
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,argmax_error,0.6222222222222222
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,macro_f1,0.374808212033649
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,balanced_accuracy,0.37878637566137563
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,cohen_kappa,0.17111898261163047
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,tta_selection_rate,0.3333333333333333
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,safe_beneficial_selection_precision,0.0
eegmmidb,2,0,0.1,A9_no_positive_gain_gate,nar,0.0
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,marginal_violation,0.0
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,certified_only_violation,0.0
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,nonharm_violation,0.0
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,joint_validity,1.0
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,csr,0.8888888888888888
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,full_set_fallback,0.1111111111111111
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,average_set_size,3.9240740740740736
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,singleton_rate,0.001851851851851852
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,argmax_error,0.6222222222222222
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,macro_f1,0.37538438324143986
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,balanced_accuracy,0.37903439153439156
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,cohen_kappa,0.17117965345465735
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,tta_selection_rate,0.0
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,safe_beneficial_selection_precision,
eegmmidb,2,0,0.1,A5_pointwise_per_action_calibration,nar,
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,marginal_violation,0.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,certified_only_violation,
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,nonharm_violation,0.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,joint_validity,1.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,csr,0.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,full_set_fallback,1.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,average_set_size,4.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,singleton_rate,0.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,argmax_error,0.6222222222222222
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,macro_f1,0.37538438324143986
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,balanced_accuracy,0.37903439153439156
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,cohen_kappa,0.17117965345465735
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,tta_selection_rate,0.0
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,safe_beneficial_selection_precision,
eegmmidb,2,0,0.1,A6_no_action_specific_diagnostics,nar,
eegmmidb,2,0,0.1,A8_global_critical_index,marginal_violation,0.0
eegmmidb,2,0,0.1,A8_global_critical_index,certified_only_violation,0.0
eegmmidb,2,0,0.1,A8_global_critical_index,nonharm_violation,0.0
eegmmidb,2,0,0.1,A8_global_critical_index,joint_validity,1.0
eegmmidb,2,0,0.1,A8_global_critical_index,csr,1.0
eegmmidb,2,0,0.1,A8_global_critical_index,full_set_fallback,0.0
eegmmidb,2,0,0.1,A8_global_critical_index,average_set_size,3.9907407407407414
eegmmidb,2,0,0.1,A8_global_critical_index,singleton_rate,0.0
eegmmidb,2,0,0.1,A8_global_critical_index,argmax_error,0.6222222222222222
eegmmidb,2,0,0.1,A8_global_critical_index,macro_f1,0.374808212033649
eegmmidb,2,0,0.1,A8_global_critical_index,balanced_accuracy,0.37878637566137563
eegmmidb,2,0,0.1,A8_global_critical_index,cohen_kappa,0.17111898261163047
eegmmidb,2,0,0.1,A8_global_critical_index,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.1,A8_global_critical_index,tta_selection_rate,0.1111111111111111
eegmmidb,2,0,0.1,A8_global_critical_index,safe_beneficial_selection_precision,0.0
eegmmidb,2,0,0.1,A8_global_critical_index,nar,0.0
eegmmidb,2,0,0.1,A10_policy_level_calibration,marginal_violation,0.0
eegmmidb,2,0,0.1,A10_policy_level_calibration,certified_only_violation,0.0
eegmmidb,2,0,0.1,A10_policy_level_calibration,nonharm_violation,0.3333333333333333
eegmmidb,2,0,0.1,A10_policy_level_calibration,joint_validity,0.6666666666666666
eegmmidb,2,0,0.1,A10_policy_level_calibration,csr,0.3333333333333333
eegmmidb,2,0,0.1,A10_policy_level_calibration,full_set_fallback,0.6666666666666666
eegmmidb,2,0,0.1,A10_policy_level_calibration,average_set_size,3.9981481481481485
eegmmidb,2,0,0.1,A10_policy_level_calibration,singleton_rate,0.0
eegmmidb,2,0,0.1,A10_policy_level_calibration,argmax_error,0.6277777777777778
eegmmidb,2,0,0.1,A10_policy_level_calibration,macro_f1,0.3714351165967187
eegmmidb,2,0,0.1,A10_policy_level_calibration,balanced_accuracy,0.37285052910052907
eegmmidb,2,0,0.1,A10_policy_level_calibration,cohen_kappa,0.16360191007602173
eegmmidb,2,0,0.1,A10_policy_level_calibration,selected_vs_no_tta_gain,-0.00555555555555556
eegmmidb,2,0,0.1,A10_policy_level_calibration,tta_selection_rate,0.7777777777777778
eegmmidb,2,0,0.1,A10_policy_level_calibration,safe_beneficial_selection_precision,0.14285714285714285
eegmmidb,2,0,0.1,A10_policy_level_calibration,nar,0.42857142857142855
eegmmidb,2,0,0.2,A1_risk_only,marginal_violation,0.0
eegmmidb,2,0,0.2,A1_risk_only,certified_only_violation,0.0
eegmmidb,2,0,0.2,A1_risk_only,nonharm_violation,0.0
eegmmidb,2,0,0.2,A1_risk_only,joint_validity,1.0
eegmmidb,2,0,0.2,A1_risk_only,csr,0.2222222222222222
eegmmidb,2,0,0.2,A1_risk_only,full_set_fallback,0.7777777777777778
eegmmidb,2,0,0.2,A1_risk_only,average_set_size,4.0
eegmmidb,2,0,0.2,A1_risk_only,singleton_rate,0.0
eegmmidb,2,0,0.2,A1_risk_only,argmax_error,0.6222222222222222
eegmmidb,2,0,0.2,A1_risk_only,macro_f1,0.374808212033649
eegmmidb,2,0,0.2,A1_risk_only,balanced_accuracy,0.37878637566137563
eegmmidb,2,0,0.2,A1_risk_only,cohen_kappa,0.17111898261163047
eegmmidb,2,0,0.2,A1_risk_only,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.2,A1_risk_only,tta_selection_rate,0.2222222222222222
eegmmidb,2,0,0.2,A1_risk_only,safe_beneficial_selection_precision,0.0
eegmmidb,2,0,0.2,A1_risk_only,nar,0.0
eegmmidb,2,0,0.2,A2_utility_only_uncertified,marginal_violation,0.3333333333333333
eegmmidb,2,0,0.2,A2_utility_only_uncertified,certified_only_violation,0.3333333333333333
eegmmidb,2,0,0.2,A2_utility_only_uncertified,nonharm_violation,0.3333333333333333
eegmmidb,2,0,0.2,A2_utility_only_uncertified,joint_validity,0.4444444444444444
eegmmidb,2,0,0.2,A2_utility_only_uncertified,csr,1.0
eegmmidb,2,0,0.2,A2_utility_only_uncertified,full_set_fallback,0.0
eegmmidb,2,0,0.2,A2_utility_only_uncertified,average_set_size,2.7796296296296297
eegmmidb,2,0,0.2,A2_utility_only_uncertified,singleton_rate,0.053703703703703705
eegmmidb,2,0,0.2,A2_utility_only_uncertified,argmax_error,0.6277777777777778
eegmmidb,2,0,0.2,A2_utility_only_uncertified,macro_f1,0.3714351165967187
eegmmidb,2,0,0.2,A2_utility_only_uncertified,balanced_accuracy,0.37285052910052907
eegmmidb,2,0,0.2,A2_utility_only_uncertified,cohen_kappa,0.16360191007602173
eegmmidb,2,0,0.2,A2_utility_only_uncertified,selected_vs_no_tta_gain,-0.00555555555555556
eegmmidb,2,0,0.2,A2_utility_only_uncertified,tta_selection_rate,0.7777777777777778
eegmmidb,2,0,0.2,A2_utility_only_uncertified,safe_beneficial_selection_precision,0.14285714285714285
eegmmidb,2,0,0.2,A2_utility_only_uncertified,nar,0.42857142857142855
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,marginal_violation,0.0
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,certified_only_violation,0.0
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,nonharm_violation,0.0
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,joint_validity,1.0
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,csr,0.2222222222222222
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,full_set_fallback,0.7777777777777778
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,average_set_size,4.0
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,singleton_rate,0.0
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,argmax_error,0.6222222222222222
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,macro_f1,0.374808212033649
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,balanced_accuracy,0.37878637566137563
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,cohen_kappa,0.17111898261163047
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,tta_selection_rate,0.1111111111111111
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,safe_beneficial_selection_precision,0.0
eegmmidb,2,0,0.2,A3_joint_without_benefit_certificate,nar,0.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,marginal_violation,0.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,certified_only_violation,0.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,nonharm_violation,0.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,joint_validity,1.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,csr,1.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,full_set_fallback,0.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,average_set_size,3.47962962962963
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,singleton_rate,0.003703703703703704
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,argmax_error,0.6222222222222222
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,macro_f1,0.37538438324143986
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,balanced_accuracy,0.37903439153439156
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,cohen_kappa,0.17117965345465735
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,tta_selection_rate,0.0
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,safe_beneficial_selection_precision,
eegmmidb,2,0,0.2,A4_separate_risk_gain_calibration,nar,
eegmmidb,2,0,0.2,A7_context_set_size_selector,marginal_violation,0.0
eegmmidb,2,0,0.2,A7_context_set_size_selector,certified_only_violation,0.0
eegmmidb,2,0,0.2,A7_context_set_size_selector,nonharm_violation,0.0
eegmmidb,2,0,0.2,A7_context_set_size_selector,joint_validity,1.0
eegmmidb,2,0,0.2,A7_context_set_size_selector,csr,0.2222222222222222
eegmmidb,2,0,0.2,A7_context_set_size_selector,full_set_fallback,0.7777777777777778
eegmmidb,2,0,0.2,A7_context_set_size_selector,average_set_size,4.0
eegmmidb,2,0,0.2,A7_context_set_size_selector,singleton_rate,0.0
eegmmidb,2,0,0.2,A7_context_set_size_selector,argmax_error,0.6222222222222222
eegmmidb,2,0,0.2,A7_context_set_size_selector,macro_f1,0.37538438324143986
eegmmidb,2,0,0.2,A7_context_set_size_selector,balanced_accuracy,0.37903439153439156
eegmmidb,2,0,0.2,A7_context_set_size_selector,cohen_kappa,0.17117965345465735
eegmmidb,2,0,0.2,A7_context_set_size_selector,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.2,A7_context_set_size_selector,tta_selection_rate,0.0
eegmmidb,2,0,0.2,A7_context_set_size_selector,safe_beneficial_selection_precision,
eegmmidb,2,0,0.2,A7_context_set_size_selector,nar,
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,marginal_violation,0.0
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,certified_only_violation,0.0
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,nonharm_violation,0.0
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,joint_validity,1.0
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,csr,0.2222222222222222
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,full_set_fallback,0.7777777777777778
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,average_set_size,4.0
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,singleton_rate,0.0
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,argmax_error,0.6222222222222222
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,macro_f1,0.374808212033649
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,balanced_accuracy,0.37878637566137563
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,cohen_kappa,0.17111898261163047
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,tta_selection_rate,0.2222222222222222
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,safe_beneficial_selection_precision,0.0
eegmmidb,2,0,0.2,A9_no_positive_gain_gate,nar,0.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,marginal_violation,0.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,certified_only_violation,0.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,nonharm_violation,0.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,joint_validity,1.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,csr,1.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,full_set_fallback,0.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,average_set_size,3.237037037037037
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,singleton_rate,0.012962962962962963
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,argmax_error,0.6222222222222222
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,macro_f1,0.37538438324143986
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,balanced_accuracy,0.37903439153439156
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,cohen_kappa,0.17117965345465735
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,tta_selection_rate,0.0
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,safe_beneficial_selection_precision,
eegmmidb,2,0,0.2,A5_pointwise_per_action_calibration,nar,
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,marginal_violation,0.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,certified_only_violation,
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,nonharm_violation,0.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,joint_validity,1.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,csr,0.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,full_set_fallback,1.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,average_set_size,4.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,singleton_rate,0.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,argmax_error,0.6222222222222222
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,macro_f1,0.37538438324143986
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,balanced_accuracy,0.37903439153439156
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,cohen_kappa,0.17117965345465735
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,tta_selection_rate,0.0
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,safe_beneficial_selection_precision,
eegmmidb,2,0,0.2,A6_no_action_specific_diagnostics,nar,
eegmmidb,2,0,0.2,A8_global_critical_index,marginal_violation,0.0
eegmmidb,2,0,0.2,A8_global_critical_index,certified_only_violation,0.0
eegmmidb,2,0,0.2,A8_global_critical_index,nonharm_violation,0.0
eegmmidb,2,0,0.2,A8_global_critical_index,joint_validity,1.0
eegmmidb,2,0,0.2,A8_global_critical_index,csr,1.0
eegmmidb,2,0,0.2,A8_global_critical_index,full_set_fallback,0.0
eegmmidb,2,0,0.2,A8_global_critical_index,average_set_size,3.92037037037037
eegmmidb,2,0,0.2,A8_global_critical_index,singleton_rate,0.001851851851851852
eegmmidb,2,0,0.2,A8_global_critical_index,argmax_error,0.6222222222222222
eegmmidb,2,0,0.2,A8_global_critical_index,macro_f1,0.374808212033649
eegmmidb,2,0,0.2,A8_global_critical_index,balanced_accuracy,0.37878637566137563
eegmmidb,2,0,0.2,A8_global_critical_index,cohen_kappa,0.17111898261163047
eegmmidb,2,0,0.2,A8_global_critical_index,selected_vs_no_tta_gain,0.0
eegmmidb,2,0,0.2,A8_global_critical_index,tta_selection_rate,0.1111111111111111
eegmmidb,2,0,0.2,A8_global_critical_index,safe_beneficial_selection_precision,0.0
eegmmidb,2,0,0.2,A8_global_critical_index,nar,0.0
eegmmidb,2,0,0.2,A10_policy_level_calibration,marginal_violation,0.0
eegmmidb,2,0,0.2,A10_policy_level_calibration,certified_only_violation,0.0
eegmmidb,2,0,0.2,A10_policy_level_calibration,nonharm_violation,0.3333333333333333
eegmmidb,2,0,0.2,A10_policy_level_calibration,joint_validity,0.6666666666666666
eegmmidb,2,0,0.2,A10_policy_level_calibration,csr,0.4444444444444444
eegmmidb,2,0,0.2,A10_policy_level_calibration,full_set_fallback,0.5555555555555556
eegmmidb,2,0,0.2,A10_policy_level_calibration,average_set_size,3.994444444444445
eegmmidb,2,0,0.2,A10_policy_level_calibration,singleton_rate,0.0
eegmmidb,2,0,0.2,A10_policy_level_calibration,argmax_error,0.6277777777777778
eegmmidb,2,0,0.2,A10_policy_level_calibration,macro_f1,0.3714351165967187
eegmmidb,2,0,0.2,A10_policy_level_calibration,balanced_accuracy,0.37285052910052907
eegmmidb,2,0,0.2,A10_policy_level_calibration,cohen_kappa,0.16360191007602173
eegmmidb,2,0,0.2,A10_policy_level_calibration,selected_vs_no_tta_gain,-0.00555555555555556
eegmmidb,2,0,0.2,A10_policy_level_calibration,tta_selection_rate,0.7777777777777778
eegmmidb,2,0,0.2,A10_policy_level_calibration,safe_beneficial_selection_precision,0.14285714285714285
eegmmidb,2,0,0.2,A10_policy_level_calibration,nar,0.42857142857142855
