fold,direction,relative_step,parameter_displacement_L2,before_full_CE,after_full_CE,delta_full_CE,before_full_BA,after_full_BA,delta_full_BA,before_full_macro_F1,after_full_macro_F1,delta_full_macro_F1,before_Ponly_CE,after_Ponly_CE,delta_Ponly_CE,before_Ponly_BA,after_Ponly_BA,delta_Ponly_BA,before_rho1,after_rho1,delta_rho1,before_shared2_recoverability_R2,after_shared2_recoverability_R2,delta_shared2_recoverability_R2,before_P1_drift_RMS,after_P1_drift_RMS,delta_P1_drift_RMS,before_C1_drift_RMS,after_C1_drift_RMS,delta_C1_drift_RMS,before_P2_drift_RMS,after_P2_drift_RMS,delta_P2_drift_RMS,before_C2_drift_RMS,after_C2_drift_RMS,delta_C2_drift_RMS,T_task,T_PU,T_PER
0,FULL_CE,0.0003,0.002702796936035156,0.5823450088500977,0.581977903842926,-0.00036710500717163086,0.7316666666666667,0.7316666666666667,0.0,0.7299382716049383,0.7300099778921214,7.170628718311534e-05,0.5823450088500977,0.5822093486785889,-0.00013566017150878906,0.7316666666666667,0.7308333333333333,-0.0008333333333333526,0.6242976188659668,0.6242964267730713,-1.1920928955078125e-06,0.339910626411438,0.33992165327072144,1.1026859283447266e-05,3.1610557016392704e-07,0.004161701537668705,0.004161385432098541,2.7761945631255003e-08,0.00092095643049106,0.0009209286685454288,2.6911141048913123e-07,0.009743742644786835,0.009743473533376346,2.825693634633808e-08,0.0015877173282206059,0.0015876890712842595,0.00036710500717163086,0.00013566017150878906,-1.1920928955078125e-06
0,P_UTILITY,0.0003,0.002702796936035156,0.5823450088500977,0.58203125,-0.00031375885009765625,0.7316666666666667,0.7308333333333333,-0.0008333333333333526,0.7299382716049383,0.7291357291357292,-0.0008025424692090777,0.5823450088500977,0.5821722745895386,-0.00017273426055908203,0.7316666666666667,0.7308333333333333,-0.0008333333333333526,0.6242976188659668,0.6242725253105164,-2.5093555450439453e-05,0.339910626411438,0.33990544080734253,-5.185604095458984e-06,3.1610557016392704e-07,0.004899567924439907,0.004899251818869743,2.7761945631255003e-08,0.0010408347006887197,0.0010408069387430885,2.6911141048913123e-07,0.011015794239938259,0.01101552512852777,2.825693634633808e-08,0.0017329489346593618,0.0017329206777230155,0.00031375885009765625,0.00017273426055908203,-2.5093555450439453e-05
0,SHARED1_PERSISTENCE,0.0003,0.002702796936035156,0.5823450088500977,0.5822293758392334,-0.00011563301086425781,0.7316666666666667,0.7316666666666667,0.0,0.7299382716049383,0.7299382716049383,0.0,0.5823450088500977,0.5823469758033752,1.9669532775878906e-06,0.7316666666666667,0.7316666666666667,0.0,0.6242976188659668,0.6250419020652771,0.0007442831993103027,0.339910626411438,0.33978497982025146,-0.00012564659118652344,3.1610557016392704e-07,0.008068585768342018,0.008068269662771854,2.7761945631255003e-08,0.0009501660824753344,0.0009501383205297032,2.6911141048913123e-07,0.007206244394183159,0.00720597528277267,2.825693634633808e-08,0.001039327122271061,0.0010392988653347146,0.00011563301086425781,-1.9669532775878906e-06,0.0007442831993103027
0,PU_PER_RAW,0.0003,0.002702796936035156,0.5823450088500977,0.5820525288581848,-0.0002924799919128418,0.7316666666666667,0.7316666666666667,0.0,0.7299382716049383,0.7299382716049383,0.0,0.5823450088500977,0.5822343826293945,-0.000110626220703125,0.7316666666666667,0.7316666666666667,0.0,0.6242976188659668,0.6248515844345093,0.0005539655685424805,0.339910626411438,0.33981311321258545,-9.751319885253906e-05,3.1610557016392704e-07,0.006501445546746254,0.00650112944117609,2.7761945631255003e-08,0.0010271541541442275,0.0010271263921985962,2.6911141048913123e-07,0.008679240942001343,0.008678971830590854,2.825693634633808e-08,0.0014018203364685178,0.0014017920795321714,0.0002924799919128418,0.000110626220703125,0.0005539655685424805
0,BALANCED,0.0003,0.002702796936035156,0.5823450088500977,0.5820384621620178,-0.000306546688079834,0.7316666666666667,0.7308333333333333,-0.0008333333333333526,0.7299382716049383,0.7291357291357292,-0.0008025424692090777,0.5823450088500977,0.5822225213050842,-0.00012248754501342773,0.7316666666666667,0.7316666666666667,0.0,0.6242976188659668,0.6248027682304382,0.0005051493644714355,0.339910626411438,0.3398206830024719,-8.994340896606445e-05,3.1610557016392704e-07,0.006191957741975784,0.00619164163640562,2.7761945631255003e-08,0.001035974477417767,0.0010359467154721358,2.6911141048913123e-07,0.009038254618644714,0.009037985507234225,2.825693634633808e-08,0.0014647814678028226,0.0014647532108664763,0.000306546688079834,0.00012248754501342773,0.0005051493644714355
0,CONFLICT_AWARE,0.0003,0.002702796936035156,0.5823450088500977,0.5820384621620178,-0.000306546688079834,0.7316666666666667,0.7308333333333333,-0.0008333333333333526,0.7299382716049383,0.7291357291357292,-0.0008025424692090777,0.5823450088500977,0.5822225213050842,-0.00012248754501342773,0.7316666666666667,0.7316666666666667,0.0,0.6242976188659668,0.6248027682304382,0.0005051493644714355,0.339910626411438,0.3398206830024719,-8.994340896606445e-05,3.1610557016392704e-07,0.006191957741975784,0.00619164163640562,2.7761945631255003e-08,0.001035974477417767,0.0010359467154721358,2.6911141048913123e-07,0.009038254618644714,0.009037985507234225,2.825693634633808e-08,0.0014647814678028226,0.0014647532108664763,0.000306546688079834,0.00012248754501342773,0.0005051493644714355
1,FULL_CE,0.0003,0.002712563037872314,0.4748246371746063,0.47624441981315613,0.0014197826385498047,0.8049999999999999,0.8033333333333332,-0.0016666666666667052,0.8049913329481311,0.8033065611708261,-0.001684771777304972,0.4748246371746063,0.4757569432258606,0.0009323060512542725,0.8049999999999999,0.8041666666666667,-0.0008333333333332416,0.4377639889717102,0.4375121295452118,-0.0002518594264984131,0.3610996603965759,0.3609345555305481,-0.00016510486602783203,2.998968398060242e-07,0.008747885003685951,0.008747585106846145,2.8779943761492177e-08,0.0007606615545228124,0.0007606327745790509,2.6558458898762183e-07,0.020124848932027817,0.02012458334743883,2.837946233569255e-08,0.0014894449850544333,0.0014894166055920977,-0.0014197826385498047,-0.0009323060512542725,-0.0002518594264984131
1,P_UTILITY,0.0003,0.002712563037872314,0.4748246371746063,0.47604304552078247,0.0012184083461761475,0.8049999999999999,0.8033333333333332,-0.0016666666666667052,0.8049913329481311,0.8033065611708261,-0.001684771777304972,0.4748246371746063,0.47591373324394226,0.0010890960693359375,0.8049999999999999,0.8033333333333332,-0.0016666666666667052,0.4377639889717102,0.4374770522117615,-0.00028693675994873047,0.3610996603965759,0.3609355092048645,-0.00016415119171142578,2.998968398060242e-07,0.010353825986385345,0.01035352608954554,2.8779943761492177e-08,0.0007753012469038367,0.0007752724669600752,2.6558458898762183e-07,0.023691289126873016,0.02369102354228403,2.837946233569255e-08,0.0015020587015897036,0.0015020303221273679,-0.0012184083461761475,-0.0010890960693359375,-0.00028693675994873047
1,SHARED1_PERSISTENCE,0.0003,0.002712563037872314,0.4748246371746063,0.4748096168041229,-1.5020370483398438e-05,0.8049999999999999,0.8041666666666667,-0.0008333333333332416,0.8049913329481311,0.8041556504220029,-0.0008356825261282008,0.4748246371746063,0.4747999608516693,-2.467632293701172e-05,0.8049999999999999,0.8041666666666667,-0.0008333333333332416,0.4377639889717102,0.43917006254196167,0.0014060735702514648,0.3610996603965759,0.3610880970954895,-1.1563301086425781e-05,2.998968398060242e-07,0.0060582589358091354,0.006057959038969329,2.8779943761492177e-08,0.0009015569812618196,0.0009015282013180581,2.6558458898762183e-07,0.005700846668332815,0.0057005810837438275,2.837946233569255e-08,0.0010397866135463119,0.0010397582340839762,1.5020370483398438e-05,2.467632293701172e-05,0.0014060735702514648
1,PU_PER_RAW,0.0003,0.002712563037872314,0.4748246371746063,0.47556814551353455,0.0007435083389282227,0.8049999999999999,0.8041666666666667,-0.0008333333333332416,0.8049913329481311,0.8041436807514215,-0.0008476521967095696,0.4748246371746063,0.4754829406738281,0.0006583034992218018,0.8049999999999999,0.8033333333333333,-0.0016666666666665941,0.4377639889717102,0.43860164284706116,0.0008376538753509521,0.3610996603965759,0.3609929084777832,-0.00010675191879272461,2.998968398060242e-07,0.008686000481247902,0.008685700584408096,2.8779943761492177e-08,0.0008749488042667508,0.0008749200243229893,2.6558458898762183e-07,0.016619820147752762,0.016619554563163774,2.837946233569255e-08,0.0012974225683137774,0.0012973941888514418,-0.0007435083389282227,-0.0006583034992218018,0.0008376538753509521
