fold,direction,relative_step,parameter_displacement_L2,before_full_CE,after_full_CE,delta_full_CE,before_full_BA,after_full_BA,delta_full_BA,before_full_macro_F1,after_full_macro_F1,delta_full_macro_F1,before_Ponly_CE,after_Ponly_CE,delta_Ponly_CE,before_Ponly_BA,after_Ponly_BA,delta_Ponly_BA,before_rho1,after_rho1,delta_rho1,before_shared2_recoverability_R2,after_shared2_recoverability_R2,delta_shared2_recoverability_R2,before_P1_drift_RMS,after_P1_drift_RMS,delta_P1_drift_RMS,before_C1_drift_RMS,after_C1_drift_RMS,delta_C1_drift_RMS,before_P2_drift_RMS,after_P2_drift_RMS,delta_P2_drift_RMS,before_C2_drift_RMS,after_C2_drift_RMS,delta_C2_drift_RMS,T_task,T_PU,T_PER
1,BALANCED,0.0003,0.002712563037872314,0.4748246371746063,0.47562748193740845,0.000802844762802124,0.8049999999999999,0.8041666666666667,-0.0008333333333332416,0.8049913329481311,0.8041436807514215,-0.0008476521967095696,0.4748246371746063,0.4755362570285797,0.0007116198539733887,0.8049999999999999,0.8033333333333333,-0.0016666666666665941,0.4377639889717102,0.43852585554122925,0.000761866569519043,0.3610996603965759,0.3609852194786072,-0.00011444091796875,2.998968398060242e-07,0.008937608450651169,0.008937308553811363,2.8779943761492177e-08,0.0008676405996084213,0.0008676118196646598,2.6558458898762183e-07,0.017580993473529816,0.017580727888940828,2.837946233569255e-08,0.0013254700461402535,0.0013254416666779179,-0.000802844762802124,-0.0007116198539733887,0.000761866569519043
1,CONFLICT_AWARE,0.0003,0.002712563037872314,0.4748246371746063,0.47562748193740845,0.000802844762802124,0.8049999999999999,0.8041666666666667,-0.0008333333333332416,0.8049913329481311,0.8041436807514215,-0.0008476521967095696,0.4748246371746063,0.4755362570285797,0.0007116198539733887,0.8049999999999999,0.8033333333333333,-0.0016666666666665941,0.4377639889717102,0.43852585554122925,0.000761866569519043,0.3610996603965759,0.3609852194786072,-0.00011444091796875,2.998968398060242e-07,0.008937608450651169,0.008937308553811363,2.8779943761492177e-08,0.0008676405996084213,0.0008676118196646598,2.6558458898762183e-07,0.017580993473529816,0.017580727888940828,2.837946233569255e-08,0.0013254700461402535,0.0013254416666779179,-0.000802844762802124,-0.0007116198539733887,0.000761866569519043
2,FULL_CE,0.0003,0.0027150675773620603,0.5424844026565552,0.5427542328834534,0.00026983022689819336,0.7941666666666667,0.7941666666666667,0.0,0.7941493694956312,0.7941665237267526,1.7154231121363495e-05,0.5424844026565552,0.5426913499832153,0.00020694732666015625,0.7941666666666667,0.7925,-0.0016666666666667052,0.5708105564117432,0.5710623264312744,0.00025177001953125,0.3480111360549927,0.34785187244415283,-0.00015926361083984375,3.3395690479665063e-07,0.011077867820858955,0.011077533863954159,2.9490752950778187e-08,0.0007885106606408954,0.0007884811698879446,3.188907555795595e-07,0.02199592813849449,0.021995609247738912,3.127755476839411e-08,0.0017285580979660153,0.001728526820411247,-0.00026983022689819336,-0.00020694732666015625,0.00025177001953125
2,P_UTILITY,0.0003,0.0027150675773620603,0.5424844026565552,0.5428228974342346,0.00033849477767944336,0.7941666666666667,0.7925,-0.0016666666666667052,0.7941493694956312,0.7924987031168944,-0.001650666378736787,0.5424844026565552,0.5428096652030945,0.00032526254653930664,0.7941666666666667,0.7916666666666666,-0.0025000000000000577,0.5708105564117432,0.5710335969924927,0.00022304058074951172,0.3480111360549927,0.3478379249572754,-0.00017321109771728516,3.3395690479665063e-07,0.012872925959527493,0.012872592002622696,2.9490752950778187e-08,0.0007991344318725169,0.0007991049411195661,3.188907555795595e-07,0.025917215272784233,0.025916896382028654,3.127755476839411e-08,0.0017288788221776485,0.0017288475446228802,-0.00033849477767944336,-0.00032526254653930664,0.00022304058074951172
2,SHARED1_PERSISTENCE,0.0003,0.0027150675773620603,0.5424844026565552,0.5426204800605774,0.0001360774040222168,0.7941666666666667,0.7941666666666667,0.0,0.7941493694956312,0.7941493694956312,0.0,0.5424844026565552,0.5426092147827148,0.00012481212615966797,0.7941666666666667,0.7941666666666667,0.0,0.5708105564117432,0.5709409713745117,0.0001304149627685547,0.3480111360549927,0.3479501008987427,-6.103515625e-05,3.3395690479665063e-07,0.0055861035361886024,0.005585769579283806,2.9490752950778187e-08,0.0008567595505155623,0.0008567300597626115,3.188907555795595e-07,0.005712759215384722,0.005712440324629142,3.127755476839411e-08,0.0009606928797438741,0.0009606616021891057,-0.0001360774040222168,-0.00012481212615966797,0.0001304149627685547
2,PU_PER_RAW,0.0003,0.0027150675773620603,0.5424844026565552,0.5428035259246826,0.0003191232681274414,0.7941666666666667,0.7916666666666666,-0.0025000000000000577,0.7941493694956312,0.7916614582031218,-0.0024879112925093594,0.5424844026565552,0.5427889227867126,0.0003045201301574707,0.7941666666666667,0.7925,-0.0016666666666667052,0.5708105564117432,0.5710574388504028,0.00024688243865966797,0.3480111360549927,0.3478527069091797,-0.00015842914581298828,3.3395690479665063e-07,0.010463815182447433,0.010463481225542637,2.9490752950778187e-08,0.0008187936618924141,0.0008187641711394633,3.188907555795595e-07,0.019938746467232704,0.019938427576477125,3.127755476839411e-08,0.001396146253682673,0.0013961149761279046,-0.0003191232681274414,-0.0003045201301574707,0.00024688243865966797
2,BALANCED,0.0003,0.0027150675773620603,0.5424844026565552,0.5427971482276917,0.0003127455711364746,0.7941666666666667,0.7916666666666666,-0.0025000000000000577,0.7941493694956312,0.7916614582031218,-0.0024879112925093594,0.5424844026565552,0.5427827835083008,0.00029838085174560547,0.7941666666666667,0.7925,-0.0016666666666667052,0.5708105564117432,0.5710550546646118,0.00024449825286865234,0.3480111360549927,0.3478560447692871,-0.0001550912857055664,3.3395690479665063e-07,0.010217593982815742,0.010217260025910946,2.9490752950778187e-08,0.0008209801744669676,0.0008209506837140168,3.188907555795595e-07,0.019321948289871216,0.019321629399115636,3.127755476839411e-08,0.0013676532544195652,0.0013676219768647968,-0.0003127455711364746,-0.00029838085174560547,0.00024449825286865234
2,CONFLICT_AWARE,0.0003,0.0027150675773620603,0.5424844026565552,0.5427971482276917,0.0003127455711364746,0.7941666666666667,0.7916666666666666,-0.0025000000000000577,0.7941493694956312,0.7916614582031218,-0.0024879112925093594,0.5424844026565552,0.5427827835083008,0.00029838085174560547,0.7941666666666667,0.7925,-0.0016666666666667052,0.5708105564117432,0.5710550546646118,0.00024449825286865234,0.3480111360549927,0.3478560447692871,-0.0001550912857055664,3.3395690479665063e-07,0.010217593982815742,0.010217260025910946,2.9490752950778187e-08,0.0008209801744669676,0.0008209506837140168,3.188907555795595e-07,0.019321948289871216,0.019321629399115636,3.127755476839411e-08,0.0013676532544195652,0.0013676219768647968,-0.0003127455711364746,-0.00029838085174560547,0.00024449825286865234
3,FULL_CE,0.0003,0.002712257194519043,0.5761106610298157,0.5778375267982483,0.0017268657684326172,0.7783333333333333,0.7749999999999999,-0.0033333333333334103,0.7782939189189189,0.7748943253916423,-0.00339959352727659,0.5761106610298157,0.5776547193527222,0.0015440583229064941,0.7783333333333333,0.7775,-0.0008333333333333526,0.421644002199173,0.4219699203968048,0.00032591819763183594,0.3919122815132141,0.3923269510269165,0.0004146695137023926,4.985774353372108e-07,0.0122928936034441,0.012292395026008762,3.931890546482464e-08,0.0010913675650954247,0.0010913282461899598,4.277827940768475e-07,0.026409603655338287,0.02640917587254421,3.983083018965772e-08,0.0021961648017168045,0.002196124970886615,-0.0017268657684326172,-0.0015440583229064941,0.00032591819763183594
3,P_UTILITY,0.0003,0.002712257194519043,0.5761106610298157,0.5780866742134094,0.00197601318359375,0.7783333333333333,0.7758333333333334,-0.0024999999999999467,0.7782939189189189,0.7757023372678071,-0.0025915816511117296,0.5761106610298157,0.5780052542686462,0.0018945932388305664,0.7783333333333333,0.7775000000000001,-0.0008333333333332416,0.421644002199173,0.4219374656677246,0.00029346346855163574,0.3919122815132141,0.39245492219924927,0.0005426406860351562,4.985774353372108e-07,0.0148907620459795,0.014890263468544163,3.931890546482464e-08,0.0011456095380708575,0.0011455702191653927,4.277827940768475e-07,0.03309693560004234,0.033096507817248266,3.983083018965772e-08,0.0023061607498675585,0.002306120919037369,-0.00197601318359375,-0.0018945932388305664,0.00029346346855163574
3,SHARED1_PERSISTENCE,0.0003,0.002712257194519043,0.5761106610298157,0.5762901902198792,0.00017952919006347656,0.7783333333333333,0.7783333333333333,0.0,0.7782939189189189,0.7782939189189189,0.0,0.5761106610298157,0.5761600732803345,4.941225051879883e-05,0.7783333333333333,0.7783333333333333,0.0,0.421644002199173,0.4223877191543579,0.0007437169551849365,0.3919122815132141,0.3918870687484741,-2.5212764739990234e-05,4.985774353372108e-07,0.010023631155490875,0.010023132578055538,3.931890546482464e-08,0.0013817657018080354,0.0013817263829025705,4.277827940768475e-07,0.008568254299461842,0.008567826516667765,3.983083018965772e-08,0.0013931352877989411,0.0013930954569687515,-0.00017952919006347656,-4.941225051879883e-05,0.0007437169551849365
3,PU_PER_RAW,0.0003,0.002712257194519043,0.5761106610298157,0.5773667097091675,0.0012560486793518066,0.7783333333333333,0.7775,-0.0008333333333333526,0.7782939189189189,0.7774182321144365,-0.0008756868044823563,0.5761106610298157,0.5772190690040588,0.001108407974243164,0.7783333333333333,0.7783333333333333,0.0,0.421644002199173,0.422407865524292,0.0007638633251190186,0.3919122815132141,0.39220935106277466,0.0002970695495605469,4.985774353372108e-07,0.011569698341190815,0.011569199763755478,3.931890546482464e-08,0.0012366954470053315,0.0012366561280998667,4.277827940768475e-07,0.02115802653133869,0.021157598748544615,3.983083018965772e-08,0.001706315902993083,0.0017062760721628933,-0.0012560486793518066,-0.001108407974243164,0.0007638633251190186
3,BALANCED,0.0003,0.002712257194519043,0.5761106610298157,0.5775970816612244,0.0014864206314086914,0.7783333333333333,0.7775,-0.0008333333333333526,0.7782939189189189,0.7774182321144365,-0.0008756868044823563,0.5761106610298157,0.577452540397644,0.0013418793678283691,0.7783333333333333,0.7775,-0.0008333333333333526,0.421644002199173,0.42236509919166565,0.0007210969924926758,0.3919122815132141,0.3922785520553589,0.0003662705421447754,4.985774353372108e-07,0.012356460094451904,0.012355961517016567,3.931890546482464e-08,0.0011935231741517782,0.0011934838552463134,4.277827940768475e-07,0.02473054826259613,0.024730120479802054,3.983083018965772e-08,0.00185422133654356,0.0018541815057133704,-0.0014864206314086914,-0.0013418793678283691,0.0007210969924926758
3,CONFLICT_AWARE,0.0003,0.002712257194519043,0.5761106610298157,0.5775970816612244,0.0014864206314086914,0.7783333333333333,0.7775,-0.0008333333333333526,0.7782939189189189,0.7774182321144365,-0.0008756868044823563,0.5761106610298157,0.577452540397644,0.0013418793678283691,0.7783333333333333,0.7775,-0.0008333333333333526,0.421644002199173,0.42236509919166565,0.0007210969924926758,0.3919122815132141,0.3922785520553589,0.0003662705421447754,4.985774353372108e-07,0.012356460094451904,0.012355961517016567,3.931890546482464e-08,0.0011935231741517782,0.0011934838552463134,4.277827940768475e-07,0.02473054826259613,0.024730120479802054,3.983083018965772e-08,0.00185422133654356,0.0018541815057133704,-0.0014864206314086914,-0.0013418793678283691,0.0007210969924926758
4,FULL_CE,0.0003,0.0027150670051574706,0.6463532447814941,0.6463383436203003,-1.4901161193847656e-05,0.7391666666666666,0.7375,-0.0016666666666665941,0.739114308357719,0.7373670420650454,-0.0017472662926735216,0.6463533043861389,0.64616459608078,-0.00018870830535888672,0.7391666666666666,0.7375,-0.0016666666666665941,0.47136348485946655,0.4711873233318329,-0.000176161527633667,0.3732307553291321,0.37245088815689087,-0.0007798671722412109,4.521648691024893e-07,0.015120714902877808,0.015120262738008705,3.290521277676817e-08,0.0010793836554512382,0.0010793507502384614,4.808359221897263e-07,0.03585011512041092,0.03584963428448873,3.450510277502872e-08,0.0024471699725836515,0.0024471354674808765,1.4901161193847656e-05,0.00018870830535888672,-0.000176161527633667
4,P_UTILITY,0.0003,0.0027150670051574706,0.6463532447814941,0.6462780237197876,-7.522106170654297e-05,0.7391666666666666,0.7375,-0.0016666666666665941,0.739114308357719,0.7373670420650454,-0.0017472662926735216,0.6463533043861389,0.6461077332496643,-0.0002455711364746094,0.7391666666666666,0.7366666666666666,-0.0025000000000000577,0.47136348485946655,0.471122145652771,-0.00024133920669555664,0.3732307553291321,0.37231820821762085,-0.0009125471115112305,4.521648691024893e-07,0.017530163750052452,0.01752971158518335,3.290521277676817e-08,0.0010514570167288184,0.0010514241115160416,4.808359221897263e-07,0.0409235805273056,0.04092309969138341,3.450510277502872e-08,0.002386285224929452,0.002386250719826677,7.522106170654297e-05,0.0002455711364746094,-0.00024133920669555664
4,SHARED1_PERSISTENCE,0.0003,0.0027150670051574706,0.6463532447814941,0.6463867425918579,3.349781036376953e-05,0.7391666666666666,0.7391666666666666,0.0,0.739114308357719,0.739114308357719,0.0,0.6463533043861389,0.6462496519088745,-0.0001036524772644043,0.7391666666666666,0.7391666666666666,0.0,0.47136348485946655,0.47028398513793945,-0.0010794997215270996,0.3732307553291321,0.3732152581214905,-1.5497207641601562e-05,4.521648691024893e-07,0.010481555014848709,0.010481102849979607,3.290521277676817e-08,0.0011611542431637645,0.0011611213379509877,4.808359221897263e-07,0.00808397401124239,0.0080834931753202,3.450510277502872e-08,0.0012690926669165492,0.0012690581618137742,-3.349781036376953e-05,0.0001036524772644043,-0.0010794997215270996
4,PU_PER_RAW,0.0003,0.0027150670051574706,0.6463532447814941,0.6462960839271545,-5.716085433959961e-05,0.7391666666666666,0.7366666666666666,-0.0025000000000000577,0.739114308357719,0.7365429882361442,-0.002571320121574794,0.6463533043861389,0.6460919976234436,-0.0002613067626953125,0.7391666666666666,0.7375,-0.0016666666666665941,0.47136348485946655,0.47059816122055054,-0.0007653236389160156,0.3732307553291321,0.37249571084976196,-0.0007350444793701172,4.521648691024893e-07,0.016461282968521118,0.016460830803652016,3.290521277676817e-08,0.0010600493988022208,0.001060016493589444,4.808359221897263e-07,0.03473906219005585,0.03473858135413366,3.450510277502872e-08,0.0020463650580495596,0.0020463305529467846,5.716085433959961e-05,0.0002613067626953125,-0.0007653236389160156
4,BALANCED,0.0003,0.0027150670051574706,0.6463532447814941,0.646301805973053,-5.143880844116211e-05,0.7391666666666666,0.7366666666666666,-0.0025000000000000577,0.739114308357719,0.7365429882361442,-0.002571320121574794,0.6463533043861389,0.646102786064148,-0.0002505183219909668,0.7391666666666666,0.7375,-0.0016666666666665941,0.47136348485946655,0.4704677164554596,-0.000895768404006958,0.3732307553291321,0.37261122465133667,-0.0006195306777954102,4.521648691024893e-07,0.015393722802400589,0.015393270637531486,3.290521277676817e-08,0.001078602741472423,0.0010785698362596463,4.808359221897263e-07,0.030258305370807648,0.030257824534885458,3.450510277502872e-08,0.0018500130390748382,0.0018499785339720631,5.143880844116211e-05,0.0002505183219909668,-0.000895768404006958
4,CONFLICT_AWARE,0.0003,0.0027150670051574706,0.6463532447814941,0.646301805973053,-5.143880844116211e-05,0.7391666666666666,0.7366666666666666,-0.0025000000000000577,0.739114308357719,0.7365429882361442,-0.002571320121574794,0.6463533043861389,0.646102786064148,-0.0002505183219909668,0.7391666666666666,0.7375,-0.0016666666666665941,0.47136348485946655,0.4704677164554596,-0.000895768404006958,0.3732307553291321,0.37261122465133667,-0.0006195306777954102,4.521648691024893e-07,0.015393722802400589,0.015393270637531486,3.290521277676817e-08,0.001078602741472423,0.0010785698362596463,4.808359221897263e-07,0.030258305370807648,0.030257824534885458,3.450510277502872e-08,0.0018500130390748382,0.0018499785339720631,5.143880844116211e-05,0.0002505183219909668,-0.000895768404006958
