fold,meta_fold,direction,metric,predicted_first_order_delta,observed_virtual_delta,sign_agreement
3,2,BALANCED,rho1,-0.0002954144879822579,-0.0002956390380859375,True
3,2,CONFLICT_AWARE,full_CE,7.980592191440578e-05,0.00013771653175354004,True
3,2,CONFLICT_AWARE,Ponly_CE,0.00011170471413393982,0.00015345215797424316,True
3,2,CONFLICT_AWARE,rho1,-0.0002954144879822579,-0.0002956390380859375,True
3,3,FULL_CE,full_CE,-0.0004297294474208854,-0.0003880411386489868,True
3,3,FULL_CE,Ponly_CE,-0.00029724540372277913,-0.00027395784854888916,True
3,3,FULL_CE,rho1,0.00029647340166950186,0.0002969503402709961,True
3,3,P_UTILITY,full_CE,-0.0004300666362872306,-0.0003803819417953491,True
3,3,P_UTILITY,Ponly_CE,-0.0003416511727976683,-0.0003065168857574463,True
3,3,P_UTILITY,rho1,0.00035375844767640384,0.00035452842712402344,True
3,3,SHARED1_PERSISTENCE,full_CE,-6.411954665967484e-05,-6.316602230072021e-05,True
3,3,SHARED1_PERSISTENCE,Ponly_CE,-4.8629480960386214e-05,-4.805624485015869e-05,True
3,3,SHARED1_PERSISTENCE,rho1,-0.0001365488811459187,-0.00013816356658935547,True
3,3,PU_PER_RAW,full_CE,-0.00025631947386414136,-0.00024597346782684326,True
3,3,PU_PER_RAW,Ponly_CE,-0.00020154899675234076,-0.00019416213035583496,True
3,3,PU_PER_RAW,rho1,4.066635950096042e-05,3.927946090698242e-05,True
3,3,BALANCED,full_CE,-0.00035408027854572023,-0.00032939016819000244,True
3,3,BALANCED,Ponly_CE,-0.000279632832522276,-0.0002620220184326172,True
3,3,BALANCED,rho1,0.00015562884833884993,0.00015485286712646484,True
3,3,CONFLICT_AWARE,full_CE,-0.0003540803189615019,-0.00032939016819000244,True
3,3,CONFLICT_AWARE,Ponly_CE,-0.000279632832522276,-0.0002620220184326172,True
3,3,CONFLICT_AWARE,rho1,0.00015562885844279533,0.00015485286712646484,True
3,4,FULL_CE,full_CE,-0.0005908818802227017,-0.0005499720573425293,True
3,4,FULL_CE,Ponly_CE,-0.00035238867600456274,-0.00032839179039001465,True
3,4,FULL_CE,rho1,1.4409129200022351e-05,1.4185905456542969e-05,True
3,4,P_UTILITY,full_CE,-0.0005355198171069304,-0.00048866868019104,True
3,4,P_UTILITY,Ponly_CE,-0.0004005568512331422,-0.00036641955375671387,True
3,4,P_UTILITY,rho1,4.0311316963069283e-05,3.993511199951172e-05,True
3,4,SHARED1_PERSISTENCE,full_CE,-7.061241271012051e-05,-6.92605972290039e-05,True
3,4,SHARED1_PERSISTENCE,Ponly_CE,-4.984015085577091e-05,-4.914402961730957e-05,True
3,4,SHARED1_PERSISTENCE,rho1,-0.00015087327487072245,-0.00015091896057128906,True
3,4,PU_PER_RAW,full_CE,-0.00032804802900832894,-0.0003135204315185547,True
3,4,PU_PER_RAW,Ponly_CE,-0.0002428274330585708,-0.00023368000984191895,True
3,4,PU_PER_RAW,rho1,-0.00010886791021170551,-0.00010907649993896484,True
3,4,BALANCED,full_CE,-0.0004239326118581516,-0.00039824843406677246,True
3,4,BALANCED,Ponly_CE,-0.0003150104232516838,-0.00029784440994262695,True
3,4,BALANCED,rho1,-7.732770701490281e-05,-7.76052474975586e-05,True
3,4,CONFLICT_AWARE,full_CE,-0.0004239326118581516,-0.00039824843406677246,True
3,4,CONFLICT_AWARE,Ponly_CE,-0.0003150104232516838,-0.00029784440994262695,True
3,4,CONFLICT_AWARE,rho1,-7.732770701490281e-05,-7.76052474975586e-05,True
4,0,FULL_CE,full_CE,-0.0016109998775418318,-0.0013876110315322876,True
4,0,FULL_CE,Ponly_CE,-0.0009126129456075773,-0.0008396506309509277,True
4,0,FULL_CE,rho1,0.00019237768858080314,0.00019243359565734863,True
4,0,P_UTILITY,full_CE,-0.0014441373123453274,-0.0012512058019638062,True
4,0,P_UTILITY,Ponly_CE,-0.0010514021894545095,-0.0009536594152450562,True
4,0,P_UTILITY,rho1,0.00013206615321841183,0.00013235211372375488,True
4,0,SHARED1_PERSISTENCE,full_CE,-1.7061380872053356e-05,-1.6197562217712402e-05,True
4,0,SHARED1_PERSISTENCE,Ponly_CE,1.3241536343384652e-06,1.6242265701293945e-06,True
4,0,SHARED1_PERSISTENCE,rho1,6.380240355837969e-05,6.410479545593262e-05,True
4,0,PU_PER_RAW,full_CE,-0.0012154876605644858,-0.0010773241519927979,True
4,0,PU_PER_RAW,Ponly_CE,-0.0008779737520616436,-0.0008098185062408447,True
4,0,PU_PER_RAW,rho1,0.00014267411899253127,0.00014322996139526367,True
4,0,BALANCED,full_CE,-0.0010066868560725255,-0.0009110867977142334,True
4,0,BALANCED,Ponly_CE,-0.0007234468865148983,-0.0006771087646484375,True
4,0,BALANCED,rho1,0.00013494282369869986,0.00013551115989685059,True
4,0,CONFLICT_AWARE,full_CE,-0.0010066868560725255,-0.0009110867977142334,True
4,0,CONFLICT_AWARE,Ponly_CE,-0.0007234468865148983,-0.0006771087646484375,True
4,0,CONFLICT_AWARE,rho1,0.00013494282369869986,0.00013551115989685059,True
4,1,FULL_CE,full_CE,-0.0027795416125888095,-0.0025825202465057373,True
4,1,FULL_CE,Ponly_CE,-0.0014704194116502776,-0.001408606767654419,True
4,1,FULL_CE,rho1,-0.00011657956112923635,-0.00011748075485229492,True
4,1,P_UTILITY,full_CE,-0.002455847390377926,-0.0022894740104675293,True
4,1,P_UTILITY,Ponly_CE,-0.0016794679787975495,-0.0015951097011566162,True
4,1,P_UTILITY,rho1,-6.93490109790618e-05,-7.051229476928711e-05,True
4,1,SHARED1_PERSISTENCE,full_CE,-0.00045062597584401087,-0.00044739246368408203,True
4,1,SHARED1_PERSISTENCE,Ponly_CE,-0.0001824971412589761,-0.0001818239688873291,True
4,1,SHARED1_PERSISTENCE,rho1,-0.0009182761266926861,-0.0009195208549499512,True
4,1,PU_PER_RAW,full_CE,-0.0021181221311057583,-0.002004951238632202,True
4,1,PU_PER_RAW,Ponly_CE,-0.0013741009107025263,-0.0013206899166107178,True
4,1,PU_PER_RAW,rho1,-0.0005959840452958346,-0.0005972385406494141,True
4,1,BALANCED,full_CE,-0.001967691198155967,-0.0018719732761383057,True
4,1,BALANCED,Ponly_CE,-0.0012605561892405377,-0.0012162327766418457,True
4,1,BALANCED,rho1,-0.0006686252318891462,-0.000670015811920166,True
4,1,CONFLICT_AWARE,full_CE,-0.001967691198155967,-0.0018719732761383057,True
4,1,CONFLICT_AWARE,Ponly_CE,-0.0012605561892405377,-0.0012162327766418457,True
4,1,CONFLICT_AWARE,rho1,-0.0006686252318891462,-0.000670015811920166,True
4,2,FULL_CE,full_CE,-0.0024172333135271174,-0.0022301971912384033,True
4,2,FULL_CE,Ponly_CE,-0.0013051369604749766,-0.0012460649013519287,True
4,2,FULL_CE,rho1,0.001009687600054312,0.0010080337524414062,True
4,2,P_UTILITY,full_CE,-0.00212903113214727,-0.001967817544937134,True
4,2,P_UTILITY,Ponly_CE,-0.0014929679170814893,-0.0014118552207946777,True
4,2,P_UTILITY,rho1,0.0008646809862175587,0.000863194465637207,True
4,2,SHARED1_PERSISTENCE,full_CE,-0.00030704047745965397,-0.0003037750720977783,True
4,2,SHARED1_PERSISTENCE,Ponly_CE,-8.78713075177771e-05,-8.744001388549805e-05,True
4,2,SHARED1_PERSISTENCE,rho1,0.0013132995343294908,0.0013098716735839844,True
4,2,PU_PER_RAW,full_CE,-0.001803234892216045,-0.0016951262950897217,True
4,2,PU_PER_RAW,Ponly_CE,-0.001184257105038688,-0.0011346638202667236,True
4,2,PU_PER_RAW,rho1,0.0014808260904957818,0.0014767646789550781,True
4,2,BALANCED,full_CE,-0.0016945937998974897,-0.0016000866889953613,True
4,2,BALANCED,Ponly_CE,-0.0010996721320617837,-0.0010571181774139404,True
4,2,BALANCED,rho1,0.001515058927394108,0.0015107393264770508,True
4,2,CONFLICT_AWARE,full_CE,-0.0016945937998974897,-0.0016000866889953613,True
4,2,CONFLICT_AWARE,Ponly_CE,-0.0010996721320617837,-0.0010571181774139404,True
4,2,CONFLICT_AWARE,rho1,0.001515058927394108,0.0015107393264770508,True
4,3,FULL_CE,full_CE,-0.0023938607666583833,-0.002214476466178894,True
4,3,FULL_CE,Ponly_CE,-0.001280403094562166,-0.0012230724096298218,True
4,3,FULL_CE,rho1,6.756297257098645e-05,6.759166717529297e-05,True
4,3,P_UTILITY,full_CE,-0.002127867408271146,-0.001974254846572876,True
4,3,P_UTILITY,Ponly_CE,-0.0014538261106297851,-0.0013762116432189941,True
4,3,P_UTILITY,rho1,4.66981122901327e-05,4.667043685913086e-05,True
4,3,SHARED1_PERSISTENCE,full_CE,-0.0002578873241001297,-0.0002563297748565674,True
4,3,SHARED1_PERSISTENCE,Ponly_CE,-0.0001292756474205454,-0.00012883543968200684,True
4,3,SHARED1_PERSISTENCE,rho1,2.0058018402253628e-07,5.960464477539063e-08,True
4,3,PU_PER_RAW,full_CE,-0.0017843693276794,-0.0016817152500152588,True
4,3,PU_PER_RAW,Ponly_CE,-0.0011925925948939862,-0.0011425912380218506,True
4,3,PU_PER_RAW,rho1,3.6071381751714334e-05,3.606081008911133e-05,True
4,3,BALANCED,full_CE,-0.0016085489530384392,-0.0015264898538589478,True
4,3,BALANCED,Ponly_CE,-0.001067375679260212,-0.0010278522968292236,True
4,3,BALANCED,rho1,3.1620536939124475e-05,3.153085708618164e-05,True
4,3,CONFLICT_AWARE,full_CE,-0.0016085489530384392,-0.0015264898538589478,True
4,3,CONFLICT_AWARE,Ponly_CE,-0.001067375679260212,-0.0010278522968292236,True
4,3,CONFLICT_AWARE,rho1,3.1620536939124475e-05,3.153085708618164e-05,True
4,4,FULL_CE,full_CE,-0.0015192220196918811,-0.001405566930770874,True
4,4,FULL_CE,Ponly_CE,-0.0008327026923842055,-0.000796884298324585,True
4,4,FULL_CE,rho1,4.672547177668633e-05,4.667043685913086e-05,True
4,4,P_UTILITY,full_CE,-0.0013528897733859422,-0.0012546032667160034,True
4,4,P_UTILITY,Ponly_CE,-0.0009470873146829461,-0.0008974075317382812,True
4,4,P_UTILITY,rho1,-3.0559813185484507e-06,-3.2186508178710938e-06,True
4,4,SHARED1_PERSISTENCE,full_CE,-0.0001951208993845384,-0.00019241869449615479,True
4,4,SHARED1_PERSISTENCE,Ponly_CE,-0.00010280048420456538,-0.00010220706462860107,True
4,4,SHARED1_PERSISTENCE,rho1,5.094198840273165e-05,5.042552947998047e-05,True
4,4,PU_PER_RAW,full_CE,-0.0010774383871560984,-0.0010143071413040161,True
4,4,PU_PER_RAW,Ponly_CE,-0.0007332446777114086,-0.000703856348991394,True
4,4,PU_PER_RAW,rho1,2.9517113315407783e-05,2.9087066650390625e-05,True
4,4,BALANCED,full_CE,-0.0010299111661076438,-0.0009721368551254272,True
4,4,BALANCED,Ponly_CE,-0.0006985036927153175,-0.0006718635559082031,True
4,4,BALANCED,rho1,3.185916122249477e-05,3.141164779663086e-05,True
4,4,CONFLICT_AWARE,full_CE,-0.0010299111661076438,-0.0009721368551254272,True
4,4,CONFLICT_AWARE,Ponly_CE,-0.0006985036927153175,-0.0006718635559082031,True
4,4,CONFLICT_AWARE,rho1,3.185916122249477e-05,3.141164779663086e-05,True
