task,fold,role,session,subject,variant,BA,macro_F1,NLL,rescued_errors,damaged_correct,trials,oracle_status,label,baseline_BA,static_V3_BA,oracle_1dir_BA,oracle_top3_BA,oracle_headroom_source,oracle_BA_used_for_headroom,router_BA_gain,oracle_BA_headroom,fraction_oracle_headroom_recovered,label_scope
OpenBMI_MI,1,discovery,1,1,ROUTER,0.81,0.8099809980998101,0.3876424626540393,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,2,1,ROUTER,0.7,0.6995192307692308,0.7294518512533977,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,1,8,ROUTER,0.87,0.8693598633303186,0.280858137026662,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,2,8,ROUTER,0.77,0.769792813532179,0.5099073664937168,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,1,11,ROUTER,0.76,0.7519636213311285,0.49893181535648184,1,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,2,11,ROUTER,0.71,0.6991389148251893,0.6014746766211465,1,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,1,15,ROUTER,0.98,0.9799919967987194,0.06001150688971393,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,2,15,ROUTER,0.86,0.859775641025641,0.3819910133397207,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,1,44,ROUTER,0.8,0.7996794871794872,0.3693488707160577,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,2,44,ROUTER,0.6799999999999999,0.6798719487795117,0.61508218545001,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,1,52,ROUTER,0.8999999999999999,0.8998397435897436,0.30516101346584035,0,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,1,discovery,2,52,ROUTER,0.77,0.7647058823529411,0.49823281823890286,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,1,5,ROUTER,0.94,0.9399038461538461,0.16205094991717486,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,2,5,ROUTER,0.79,0.7889659330720531,0.4983784003322944,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,1,6,ROUTER,0.98,0.9799919967987194,0.08968859181040897,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,2,6,ROUTER,0.9299999999999999,0.9298245614035088,0.14531672563403844,0,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,1,14,ROUTER,0.78,0.779205138498595,0.4252447168994695,2,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,2,14,ROUTER,0.76,0.76,0.581948470203206,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,1,35,ROUTER,0.98,0.9799919967987194,0.0401096121466253,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,2,35,ROUTER,0.84,0.8383838383838383,0.30573742026928813,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,1,45,ROUTER,0.78,0.78,0.43996595370583236,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,2,45,ROUTER,0.71,0.7099709970997099,0.571855943389237,1,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,1,46,ROUTER,0.76,0.76,0.5316620574099943,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,2,discovery,2,46,ROUTER,0.68,0.6753246753246753,0.7040511605981737,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,1,8,ROUTER,0.88,0.8798076923076923,0.28501118508167567,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,2,8,ROUTER,0.77,0.7699769976997699,0.4975615257490426,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,1,14,ROUTER,0.84,0.84,0.3783985894173384,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,2,14,ROUTER,0.72,0.7198879551820728,0.636056370753795,1,2,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,1,32,ROUTER,0.78,0.7799119647859143,0.4961999448761344,2,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,2,32,ROUTER,0.66,0.66,0.7367155107855797,0,2,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,1,35,ROUTER,0.98,0.9799919967987194,0.04921324381837621,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,2,35,ROUTER,0.85,0.8465473145780051,0.32377566085895526,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,1,43,ROUTER,0.9199999999999999,0.9198717948717949,0.23422732728533446,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,2,43,ROUTER,0.84,0.84,0.36574794374872,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,1,46,ROUTER,0.71,0.7085720028137876,0.5860369430482387,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,3,discovery,2,46,ROUTER,0.6599999999999999,0.6578099838969405,0.6642107435036451,0,2,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,1,11,ROUTER,0.78,0.7742200328407225,0.5111363144475035,1,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,2,11,ROUTER,0.69,0.6756982948007113,0.6055153190810233,1,3,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,1,15,ROUTER,0.99,0.9899989998999901,0.05328114889212884,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,2,15,ROUTER,0.86,0.859775641025641,0.3583159929839894,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,1,34,ROUTER,0.8600000000000001,0.8594941790445605,0.38254614766687156,0,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,2,34,ROUTER,0.7,0.6989160979526294,0.6496350151556544,0,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,1,38,ROUTER,0.8500000000000001,0.8492613807657522,0.3482899840711616,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,2,38,ROUTER,0.73,0.7237851662404092,0.5772341726673766,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,1,48,ROUTER,0.84,0.84,0.35211095502600076,0,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,2,48,ROUTER,0.73,0.7297567811029927,0.5829311711294577,3,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,1,52,ROUTER,0.9099999999999999,0.9099189270343309,0.26250991970300674,1,0,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_MI,4,discovery,2,52,ROUTER,0.76,0.7552019583843329,0.45576607490889726,1,1,100,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,1,8,ROUTER,0.8384848484848485,0.8027998470932215,0.28627074863417706,9,7,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,2,8,ROUTER,0.769090909090909,0.7633107375709824,0.32541531773411664,9,8,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,1,9,ROUTER,0.8984848484848484,0.8716977666622752,0.1828673732193155,9,5,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,2,9,ROUTER,0.8481818181818181,0.8143835847592049,0.2881922763595628,11,11,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,1,11,ROUTER,0.9487878787878787,0.9235474470478651,0.1362291974809642,8,1,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,2,11,ROUTER,0.9627272727272728,0.9297797638046601,0.11227222898301951,7,4,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,1,14,ROUTER,0.8727272727272728,0.8621553884711779,0.20225751362286798,8,9,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,2,14,ROUTER,0.7415151515151515,0.7276914686985756,0.3824184090960471,4,6,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,1,19,ROUTER,0.963030303030303,0.9365027085590466,0.11942235035996712,5,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,2,19,ROUTER,0.9675757575757575,0.9274801913485629,0.12170184393767021,6,1,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,1,26,ROUTER,0.9518181818181819,0.9167784311702603,0.1360630113422542,5,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,0,discovery,2,26,ROUTER,0.9490909090909091,0.9214029419531213,0.1243909747489861,7,7,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,1,1,ROUTER,0.8454545454545455,0.7984097894630515,0.3029096247307013,5,1,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,2,1,ROUTER,0.7772727272727273,0.7363855852633461,0.37278160233862845,9,4,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,1,8,ROUTER,0.8596969696969696,0.8168369345024755,0.2876293665197216,6,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,2,8,ROUTER,0.7993939393939393,0.786075306692152,0.30689469034384614,6,1,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,1,11,ROUTER,0.9506060606060607,0.902823929514561,0.16716375702739555,5,2,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,2,11,ROUTER,0.963030303030303,0.919070554260766,0.13507905742483148,3,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,1,15,ROUTER,0.9306060606060607,0.8848586055592698,0.20181330003406125,5,2,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,2,15,ROUTER,0.8336363636363636,0.7970742838515138,0.31239540212609246,5,5,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,1,44,ROUTER,0.9372727272727273,0.8606491272398766,0.22532911411242712,3,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,2,44,ROUTER,0.936060606060606,0.8627210757350341,0.22820183673166966,2,2,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,1,52,ROUTER,0.8624242424242424,0.7956606361199831,0.34226975691221967,13,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,1,discovery,2,52,ROUTER,0.9024242424242424,0.8420825706474788,0.24905467826680214,1,0,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,1,5,ROUTER,0.8484848484848484,0.7507256513376465,0.3955489282988099,12,6,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,2,5,ROUTER,0.7406060606060606,0.6641175050856808,0.5348485703732362,22,2,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,1,6,ROUTER,0.9348484848484848,0.8843869269110927,0.18232202284500934,7,1,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,2,6,ROUTER,0.9009090909090909,0.8434051685594206,0.24065882774193964,11,2,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,1,14,ROUTER,0.8781818181818182,0.8381487426431247,0.22543712916116365,9,8,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,2,14,ROUTER,0.7533333333333334,0.7313120347394542,0.4008061169942128,11,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,1,35,ROUTER,0.9415151515151514,0.919577965567979,0.13466901299661638,3,4,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,2,35,ROUTER,0.896969696969697,0.7761291623301966,0.36312560270595684,26,0,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,1,45,ROUTER,0.88,0.8263888888888888,0.26932742825595807,8,7,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,2,45,ROUTER,0.9130303030303031,0.8485382826257601,0.24058531475074224,8,6,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,1,46,ROUTER,0.8327272727272728,0.766708358257654,0.3666674295987924,16,4,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,2,discovery,2,46,ROUTER,0.8254545454545454,0.7589644398155037,0.3825844559391503,14,4,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,1,8,ROUTER,0.8515151515151516,0.8023399752425828,0.31130761007753066,6,2,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,2,8,ROUTER,0.7857575757575758,0.766336992265733,0.3302031877180626,4,4,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,1,14,ROUTER,0.8724242424242424,0.8465391665977967,0.21975811618908528,4,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,2,14,ROUTER,0.77,0.7486540496960388,0.3658147781002253,3,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,1,32,ROUTER,0.9781818181818182,0.942654747849553,0.10185422699131493,4,1,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,2,32,ROUTER,0.9330303030303031,0.8777481346844773,0.2047848566442774,2,0,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,1,35,ROUTER,0.9487878787878787,0.9294819398050662,0.12904111708246432,1,2,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,2,35,ROUTER,0.8921212121212121,0.774907546911382,0.36599587076891865,8,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,1,43,ROUTER,0.936060606060606,0.8581039520958084,0.23320627395471386,4,5,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,2,43,ROUTER,0.9490909090909091,0.8741120151847148,0.20955692420308208,2,4,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,1,46,ROUTER,0.7963636363636364,0.7451535917153983,0.37440044504767894,4,5,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,3,discovery,2,46,ROUTER,0.8066666666666666,0.7464016345734102,0.39335534239876924,7,4,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,4,discovery,1,11,ROUTER,0.95,0.9179353866150847,0.1363181780651638,2,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,4,discovery,2,11,ROUTER,0.9645454545454546,0.9314718176888851,0.11679734703019759,3,2,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,4,discovery,1,15,ROUTER,0.9412121212121212,0.904674384387073,0.16644377105655042,1,0,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,4,discovery,2,15,ROUTER,0.8418181818181818,0.8139740386373331,0.2797100984236529,4,1,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,4,discovery,1,34,ROUTER,0.8412121212121213,0.7823892906677234,0.33012489289239505,2,3,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
OpenBMI_ERP,4,discovery,2,34,ROUTER,0.8915151515151516,0.8485690789473684,0.23984872863337373,1,0,1980,FROZEN_REFERENCE_OR_ROUTER,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,,,
