task,fold,role,direction,classification,group_argmax_alpha,peak_near_native_significant,peak_minus_alpha0_ci95_low,peak_minus_alpha2_ci95_low,subject_argmax_alpha_distribution,mean_margin_curve,biological_subjects,label_scope
OpenBMI_SSVEP,0,inner_train,5,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 2, ""1.25"": 1, ""1.5"": 2, ""2.0"": 19}","[6.792943954467773, 6.797043800354004, 6.800910949707031, 6.804396629333496, 6.807523727416992, 6.810394287109375, 6.813013553619385, 6.817403316497803]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,6,NONMONOTONIC,1.5,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 2, ""0.75"": 0, ""1.0"": 4, ""1.25"": 4, ""1.5"": 2, ""2.0"": 14}","[6.671775817871094, 6.716432571411133, 6.754265785217285, 6.784801959991455, 6.807523727416992, 6.821865558624268, 6.82847261428833, 6.822146415710449]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,7,PEAK_NEAR_NATIVE,1.0,True,0.01584167219698429,0.00361517327837646,"{""0.0"": 2, ""0.25"": 2, ""0.5"": 4, ""0.75"": 1, ""1.0"": 3, ""1.25"": 2, ""1.5"": 4, ""2.0"": 8}","[6.770904541015625, 6.786128044128418, 6.79734468460083, 6.804173469543457, 6.807523727416992, 6.806851387023926, 6.8019304275512695, 6.781850814819336]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,8,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 6, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 2, ""1.5"": 1, ""2.0"": 16}","[6.795954704284668, 6.79936408996582, 6.802434921264648, 6.805142879486084, 6.807523727416992, 6.8094401359558105, 6.810920238494873, 6.812502384185791]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,9,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 7, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 3, ""1.25"": 0, ""1.5"": 0, ""2.0"": 16}","[6.803911209106445, 6.804949760437012, 6.805935382843018, 6.8067827224731445, 6.807523727416992, 6.808150768280029, 6.8086419105529785, 6.809378623962402]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,10,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 1, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 1, ""1.5"": 1, ""2.0"": 18}","[6.803297996520996, 6.804585933685303, 6.805714130401611, 6.806689739227295, 6.807523727416992, 6.808258056640625, 6.808823585510254, 6.809501647949219]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,11,NONMONOTONIC,0.25,False,nan,nan,"{""0.0"": 14, ""0.25"": 0, ""0.5"": 1, ""0.75"": 1, ""1.0"": 2, ""1.25"": 0, ""1.5"": 1, ""2.0"": 7}","[6.80822229385376, 6.8083367347717285, 6.808260440826416, 6.807980060577393, 6.807523727416992, 6.806829452514648, 6.8059797286987305, 6.803851127624512]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,12,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 13, ""0.25"": 1, ""0.5"": 0, ""0.75"": 4, ""1.0"": 1, ""1.25"": 1, ""1.5"": 2, ""2.0"": 4}","[6.808850288391113, 6.808792591094971, 6.808582782745361, 6.808133602142334, 6.807523727416992, 6.806693077087402, 6.8056440353393555, 6.802762985229492]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,13,NONMONOTONIC,1.25,False,8.33117010188289e-05,-0.0017042604740709066,"{""0.0"": 7, ""0.25"": 2, ""0.5"": 2, ""0.75"": 2, ""1.0"": 3, ""1.25"": 1, ""1.5"": 1, ""2.0"": 8}","[6.801041603088379, 6.803623676300049, 6.805531978607178, 6.806793689727783, 6.807523727416992, 6.807673454284668, 6.80734920501709, 6.80540657043457]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,14,NONMONOTONIC,1.25,False,-0.012889599427580833,-0.010022688657045364,"{""0.0"": 9, ""0.25"": 1, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 2, ""2.0"": 12}","[6.790899276733398, 6.7972025871276855, 6.801959037780762, 6.805434703826904, 6.807523727416992, 6.807973384857178, 6.806942462921143, 6.800841331481934]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,15,FLAT,1.0,False,nan,nan,"{""0.0"": 10, ""0.25"": 0, ""0.5"": 0, ""0.75"": 2, ""1.0"": 4, ""1.25"": 0, ""1.5"": 2, ""2.0"": 8}","[6.807024955749512, 6.807265758514404, 6.8074235916137695, 6.807504653930664, 6.807523727416992, 6.8074188232421875, 6.807222843170166, 6.8065876960754395]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,0,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 1, ""1.5"": 0, ""2.0"": 4}","[6.572299480438232, 6.621659755706787, 6.66205358505249, 6.695066928863525, 6.719573974609375, 6.735719680786133, 6.745485305786133, 6.747716426849365]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[6.656026363372803, 6.676535129547119, 6.693709850311279, 6.708219528198242, 6.719573974609375, 6.727698802947998, 6.732429504394531, 6.73504638671875]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[6.35597038269043, 6.468610763549805, 6.565357685089111, 6.648078918457031, 6.719573974609375, 6.777665615081787, 6.821773529052734, 6.874645233154297]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,3,NONMONOTONIC,1.5,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 1, ""1.5"": 3, ""2.0"": 1}","[6.124575138092041, 6.372598171234131, 6.545173645019531, 6.654446125030518, 6.719573974609375, 6.751609802246094, 6.761763095855713, 6.7292399406433105]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,4,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[6.721357822418213, 6.720977306365967, 6.72055196762085, 6.720087051391602, 6.719573974609375, 6.7188568115234375, 6.7180962562561035, 6.716177463531494]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,5,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[6.702317714691162, 6.707263469696045, 6.711893081665039, 6.71591329574585, 6.719573974609375, 6.722836971282959, 6.72577428817749, 6.730835437774658]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,6,NONMONOTONIC,1.5,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 2, ""2.0"": 3}","[6.539121627807617, 6.597555160522461, 6.6473212242126465, 6.6885457038879395, 6.719573974609375, 6.7415547370910645, 6.7549872398376465, 6.749599456787109]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,7,NONMONOTONIC,0.5,False,nan,nan,"{""0.0"": 1, ""0.25"": 1, ""0.5"": 0, ""0.75"": 1, ""1.0"": 1, ""1.25"": 1, ""1.5"": 1, ""2.0"": 0}","[6.72006368637085, 6.729173183441162, 6.731619358062744, 6.728368282318115, 6.719573974609375, 6.705026149749756, 6.684780120849609, 6.629499435424805]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,8,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 4}","[6.704505920410156, 6.708842754364014, 6.712893962860107, 6.7165141105651855, 6.719573974609375, 6.7220587730407715, 6.723943710327148, 6.726012706756592]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,9,MONOTONIC_INCREASING,1.5,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 3}","[6.715027332305908, 6.716352939605713, 6.717618465423584, 6.71876335144043, 6.719573974609375, 6.7198967933654785, 6.719960689544678, 6.7198710441589355]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,10,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 4}","[6.714086532592773, 6.715965270996094, 6.717273712158203, 6.718461990356445, 6.719573974609375, 6.720421314239502, 6.720961093902588, 6.721649646759033]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,11,MONOTONIC_INCREASING,1.5,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 2}","[6.71326208114624, 6.71522855758667, 6.716956615447998, 6.718432903289795, 6.719573974609375, 6.7202301025390625, 6.720491886138916, 6.720396518707275]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,12,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[6.723474979400635, 6.722909450531006, 6.722115993499756, 6.721055507659912, 6.719573974609375, 6.7178425788879395, 6.71583366394043, 6.710348606109619]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,13,NONMONOTONIC,1.5,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 2, ""1.25"": 0, ""1.5"": 1, ""2.0"": 2}","[6.705770492553711, 6.710418701171875, 6.714338302612305, 6.7174859046936035, 6.719573974609375, 6.720631122589111, 6.721036434173584, 6.719664096832275]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,14,NONMONOTONIC,0.75,False,-0.05899016186594963,-0.07361236959695816,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[6.705751895904541, 6.713616847991943, 6.71862268447876, 6.72081995010376, 6.719573974609375, 6.7150559425354, 6.706758975982666, 6.67901611328125]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,15,NONMONOTONIC,1.0,False,-0.0007943312521092594,-0.002252817153930664,"{""0.0"": 2, ""0.25"": 1, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[6.717733860015869, 6.718459606170654, 6.719072341918945, 6.719528675079346, 6.719573974609375, 6.719369411468506, 6.718967437744141, 6.717674732208252]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,0,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 3, ""1.0"": 2, ""1.25"": 3, ""1.5"": 2, ""2.0"": 15}","[5.901144027709961, 5.920087814331055, 5.9367828369140625, 5.950789451599121, 5.961820602416992, 5.9701738357543945, 5.976065635681152, 5.980435371398926]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,1,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 2, ""2.0"": 21}","[5.895896911621094, 5.915957927703857, 5.933557987213135, 5.948825359344482, 5.961820602416992, 5.972260475158691, 5.980049133300781, 5.98891544342041]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,2,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 23}","[5.693240165710449, 5.7771711349487305, 5.849599838256836, 5.910872459411621, 5.961820602416992, 6.002835750579834, 6.034993648529053, 6.075578689575195]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,3,PEAK_NEAR_NATIVE,1.25,True,0.36967265605926514,0.06116899102926254,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 2, ""1.0"": 8, ""1.25"": 7, ""1.5"": 8, ""2.0"": 1}","[5.523190498352051, 5.713059425354004, 5.843754768371582, 5.923323631286621, 5.961820602416992, 5.969590187072754, 5.954066753387451, 5.879843711853027]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,4,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 2, ""1.0"": 2, ""1.25"": 0, ""1.5"": 3, ""2.0"": 16}","[5.953022480010986, 5.9557719230651855, 5.958181381225586, 5.9601898193359375, 5.961820602416992, 5.963093280792236, 5.964057445526123, 5.964915752410889]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,5,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 1, ""0.5"": 0, ""0.75"": 2, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 17}","[5.939938068389893, 5.946347713470459, 5.952085494995117, 5.957220077514648, 5.961820602416992, 5.96562385559082, 5.968758583068848, 5.973233699798584]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,6,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 1, ""0.5"": 1, ""0.75"": 2, ""1.0"": 2, ""1.25"": 1, ""1.5"": 2, ""2.0"": 16}","[5.893579959869385, 5.914299964904785, 5.93274450302124, 5.9486517906188965, 5.961820602416992, 5.971962928771973, 5.978713035583496, 5.982317924499512]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,7,NONMONOTONIC,1.25,False,0.019108310341835022,-0.004981779493391514,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 2, ""0.75"": 3, ""1.0"": 1, ""1.25"": 4, ""1.5"": 3, ""2.0"": 10}","[5.921150207519531, 5.936198711395264, 5.948290824890137, 5.956784248352051, 5.961820602416992, 5.963825702667236, 5.9630866050720215, 5.954233646392822]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,8,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 17, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 2, ""2.0"": 5}","[5.962934494018555, 5.9628167152404785, 5.962601661682129, 5.96227502822876, 5.961820602416992, 5.961185932159424, 5.960383415222168, 5.958333492279053]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,9,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 2, ""0.5"": 0, ""0.75"": 3, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 15}","[5.935187339782715, 5.943796157836914, 5.951053142547607, 5.957107067108154, 5.961820602416992, 5.96537971496582, 5.967809677124023, 5.969600200653076]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,10,NONMONOTONIC,1.25,False,-0.0014155859826132655,-0.0016842307522892952,"{""0.0"": 10, ""0.25"": 1, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 0, ""1.5"": 2, ""2.0"": 10}","[5.960018634796143, 5.9607367515563965, 5.961318016052246, 5.961659908294678, 5.961820602416992, 5.961847305297852, 5.9617719650268555, 5.96135139465332]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,11,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 18, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 2, ""2.0"": 4}","[5.9635491371154785, 5.963271617889404, 5.962887287139893, 5.962404727935791, 5.961820602416992, 5.961104393005371, 5.960268974304199, 5.958385944366455]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,12,NONMONOTONIC,1.0,False,-0.002562758745625615,-0.0015079854056239128,"{""0.0"": 9, ""0.25"": 0, ""0.5"": 2, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 14}","[5.961196422576904, 5.96148681640625, 5.961681842803955, 5.961794376373291, 5.961820602416992, 5.961759567260742, 5.961568355560303, 5.960690498352051]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,13,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 8, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 16}","[5.935178279876709, 5.943661212921143, 5.95087194442749, 5.956995010375977, 5.961820602416992, 5.9654459953308105, 5.9678874015808105, 5.9694976806640625]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,14,NONMONOTONIC,1.0,False,-0.004773093853145838,-0.007479434367269278,"{""0.0"": 9, ""0.25"": 2, ""0.5"": 1, ""0.75"": 1, ""1.0"": 2, ""1.25"": 2, ""1.5"": 2, ""2.0"": 7}","[5.952563285827637, 5.956467628479004, 5.959392070770264, 5.9612016677856445, 5.961820602416992, 5.961197853088379, 5.959846496582031, 5.955281734466553]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,inner_train,15,NONMONOTONIC,1.0,False,-0.0011272820411249995,-0.0013637162046507,"{""0.0"": 8, ""0.25"": 3, ""0.5"": 2, ""0.75"": 1, ""1.0"": 0, ""1.25"": 2, ""1.5"": 0, ""2.0"": 10}","[5.959292411804199, 5.960306644439697, 5.96109676361084, 5.961603164672852, 5.961820602416992, 5.961719036102295, 5.961257457733154, 5.959592342376709]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,0,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[5.912469387054443, 5.9296956062316895, 5.945089817047119, 5.959065914154053, 5.971551418304443, 5.982522487640381, 5.9916768074035645, 6.004905700683594]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[5.901366710662842, 5.92271089553833, 5.941465854644775, 5.957796096801758, 5.971551418304443, 5.9826340675354, 5.991952419281006, 6.005740642547607]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[5.6312079429626465, 5.735202789306641, 5.827020645141602, 5.905236721038818, 5.971551418304443, 6.027873992919922, 6.0746612548828125, 6.139471054077148]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,3,NONMONOTONIC,1.25,False,0.4641799032688141,-0.01440119743347168,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 2, ""1.25"": 2, ""1.5"": 1, ""2.0"": 1}","[5.415340423583984, 5.660625457763672, 5.8260674476623535, 5.923705577850342, 5.971551418304443, 5.9859299659729, 5.977544784545898, 5.922379970550537]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,4,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 5}","[5.962751865386963, 5.965149402618408, 5.967433452606201, 5.969587326049805, 5.971551418304443, 5.973196029663086, 5.974616527557373, 5.976917266845703]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,5,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[5.95510721206665, 5.959715366363525, 5.963993549346924, 5.967966556549072, 5.971551418304443, 5.9749016761779785, 5.9778151512146, 5.982577800750732]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,6,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 5}","[5.904078006744385, 5.923255920410156, 5.940975666046143, 5.957235813140869, 5.971551418304443, 5.983587265014648, 5.994090557098389, 6.011623859405518]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,7,NONMONOTONIC,1.0,False,-0.0035924911499023438,-0.004322846885770559,"{""0.0"": 1, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 4, ""2.0"": 0}","[5.955923557281494, 5.962531566619873, 5.966968536376953, 5.9701762199401855, 5.971551418304443, 5.971340656280518, 5.969860553741455, 5.962879180908203]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,8,MONOTONIC_DECREASING,0.25,False,nan,nan,"{""0.0"": 2, ""0.25"": 1, ""0.5"": 1, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[5.972347259521484, 5.972349166870117, 5.972181797027588, 5.971906661987305, 5.971551418304443, 5.971154689788818, 5.970713138580322, 5.969758987426758]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,9,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 4}","[5.9390869140625, 5.948591709136963, 5.957056522369385, 5.964629650115967, 5.971551418304443, 5.977899551391602, 5.9837212562561035, 5.993707180023193]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,10,NONMONOTONIC,1.5,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 2, ""1.5"": 0, ""2.0"": 2}","[5.96938943862915, 5.970076084136963, 5.970678806304932, 5.971170902252197, 5.971551418304443, 5.971825122833252, 5.971871852874756, 5.971770763397217]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,11,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[5.9727463722229, 5.972591400146484, 5.972299575805664, 5.97195291519165, 5.971551418304443, 5.971072673797607, 5.970522403717041, 5.9691643714904785]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,12,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 5, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[5.978877544403076, 5.977201461791992, 5.975395679473877, 5.973525524139404, 5.971551418304443, 5.969519138336182, 5.9674553871154785, 5.963059902191162]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,13,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[6.0280585289001465, 6.017613887786865, 6.004827976226807, 5.989479064941406, 5.971551418304443, 5.950621128082275, 5.926406383514404, 5.867725849151611]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,14,NONMONOTONIC,1.25,False,-0.0069826445542275906,-0.005062182899564505,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 2}","[5.9638848304748535, 5.9671854972839355, 5.969461917877197, 5.970790863037109, 5.971551418304443, 5.971729755401611, 5.971370220184326, 5.96865701675415]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
