task,fold,role,variant,BA_subject_equal_mean,BA_CI95_low,BA_CI95_high,BA_subject_median,MacroF1_subject_equal_mean,NLL_subject_equal_mean,positive_subject_fraction,rescued_errors_total,correct_predictions_damaged_total,biological_subjects,label_scope
OpenBMI_MI,0,inner_train,BASELINE,0.7994230769230769,0.7701923251152039,0.8278846144676208,0.8025,0.7976943014356289,0.42471360939156383,1.0,0,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,STATIC_V3,0.7953846153846154,0.7657692432403564,0.8251923322677612,0.79,0.7936335578686676,0.43426067064858775,1.0,44,65,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,ORACLE_1DIR,0.8501923076923077,0.8261538743972778,0.8734615445137024,0.8425,0.8492146310145379,0.3325089894445129,1.0,264,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,CE_ORACLE_1DIR,0.8501923076923077,0.8257692456245422,0.8740432858467102,0.8425,0.8492146310145379,0.3325089894445129,1.0,264,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,ORACLE_TOP3,0.8755769230769231,0.8528845906257629,0.8976923227310181,0.8725,0.8748900839009827,0.2859493246611181,1.0,396,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,ORACLE_UPPER,0.9478846153846153,0.9344230890274048,0.9607692360877991,0.9575,0.9477567201085724,0.15984452611395122,1.0,772,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_DIRECTION_ORACLE,0.8023076923076923,0.7730721235275269,0.8307692408561707,0.8049999999999999,0.8005737433041719,0.4187517127972051,1.0,15,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_00,0.7999999999999999,nan,nan,0.8049999999999999,0.7982590675855233,0.4261765632282746,nan,22,19,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_01,0.7992307692307693,nan,nan,0.7975,0.7973750265915487,0.4257696116067774,nan,17,18,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_02,0.7996153846153846,nan,nan,0.7975000000000001,0.7979236862091716,0.4250865583649004,nan,18,17,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_03,0.800576923076923,nan,nan,0.8075,0.7988292271168204,0.4245135420761205,nan,23,17,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_04,0.7980769230769232,nan,nan,0.7925,0.796304461871786,0.42471807040918896,nan,19,26,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_05,0.7999999999999999,nan,nan,0.8075,0.7983317478916329,0.4253980757322951,nan,19,16,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_06,0.8009615384615384,nan,nan,0.8049999999999999,0.7992560948945899,0.4257727686239881,nan,20,12,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_07,0.7978846153846154,nan,nan,0.8025,0.7960857712904716,0.4253894493517537,nan,13,21,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_08,0.7990384615384615,nan,nan,0.8049999999999999,0.7972035103988837,0.4245716516944678,nan,19,21,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_09,0.7975,nan,nan,0.8,0.7957512273057665,0.424379240220744,nan,13,23,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_10,0.8013461538461537,nan,nan,0.8025,0.7996094891409335,0.4238196734578993,nan,22,12,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_11,0.7963461538461538,nan,nan,0.7975,0.7946353193260621,0.42589511015862136,nan,14,30,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_12,0.7992307692307693,nan,nan,0.795,0.797592353085276,0.42515432729072367,nan,15,16,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_13,0.7992307692307692,nan,nan,0.8025,0.7974387822650073,0.4257387202401655,nan,21,22,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_14,0.7984615384615383,nan,nan,0.8,0.7966107375745756,0.42538037275479074,nan,12,17,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_15,0.7969230769230768,nan,nan,0.7949999999999999,0.7951489608100974,0.42643957352917194,nan,15,28,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_16,0.7984615384615383,nan,nan,0.8049999999999999,0.7968043786100777,0.4250484323590242,nan,18,23,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_17,0.7990384615384616,nan,nan,0.8025,0.7973353021809223,0.42489868873956416,nan,21,23,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_18,0.7992307692307693,nan,nan,0.8049999999999999,0.7974791070061191,0.42587930241082517,nan,19,20,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,RANDOM_ALPHA_DRAW_19,0.8001923076923075,nan,nan,0.805,0.798361351741261,0.4251832917571077,nan,21,17,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,BASELINE,0.775,0.7450000047683716,0.8116666674613953,0.77,0.7718390102439244,0.47648042989642514,1.0,0,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,STATIC_V3,0.7766666666666667,0.7425000071525574,0.8199999928474426,0.7675000000000001,0.7735482551719004,0.4795032750966493,1.0,16,14,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,ORACLE_1DIR,0.8266666666666667,0.7991666793823242,0.8608333468437195,0.8200000000000001,0.82526155257708,0.3750217093969696,1.0,62,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,CE_ORACLE_1DIR,0.8266666666666667,0.7983333468437195,0.8608333468437195,0.8200000000000001,0.82526155257708,0.3750217093969696,1.0,62,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,ORACLE_TOP3,0.8500000000000001,0.8274999856948853,0.8758333325386047,0.8474999999999999,0.8489850927934007,0.32195603312711074,1.0,90,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
