task,fold,role,variant,BA_subject_equal_mean,BA_CI95_low,BA_CI95_high,BA_subject_median,MacroF1_subject_equal_mean,NLL_subject_equal_mean,positive_subject_fraction,rescued_errors_total,correct_predictions_damaged_total,biological_subjects,label_scope
OpenBMI_MI,0,discovery,ORACLE_UPPER,0.9349999999999999,0.9233333468437195,0.9491666555404663,0.9324999999999999,0.9349243183339752,0.17937813843988504,1.0,192,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_DIRECTION_ORACLE,0.7791666666666667,0.746666669845581,0.8174999952316284,0.7749999999999999,0.776005921521767,0.46999664773543676,1.0,5,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_00,0.7775,nan,nan,0.77,0.7744281625847567,0.47745464896666817,nan,6,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_01,0.7766666666666667,nan,nan,0.7725,0.773375547152661,0.47614100021698197,nan,5,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_02,0.7775,nan,nan,0.7675000000000001,0.7746038273749539,0.478844662324409,nan,7,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_03,0.7766666666666665,nan,nan,0.7725,0.7737107452339252,0.47726821354726173,nan,7,5,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_04,0.7783333333333334,nan,nan,0.765,0.7754831071818925,0.47792971368588044,nan,7,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_05,0.7741666666666666,nan,nan,0.7675000000000001,0.7711757485601817,0.4774260074193201,nan,2,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_06,0.7766666666666667,nan,nan,0.7725,0.7733380110252859,0.4770404279092326,nan,6,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_07,0.7741666666666668,nan,nan,0.7675000000000001,0.7710543871630452,0.47745111703736853,nan,4,5,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_08,0.7733333333333331,nan,nan,0.7675000000000001,0.7701409969415464,0.47786686202744016,nan,2,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_09,0.7733333333333334,nan,nan,0.7675,0.7699465737119345,0.4774114570943251,nan,7,9,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_10,0.7775,nan,nan,0.77,0.7741438369433933,0.4757067332488562,nan,7,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_11,0.7758333333333334,nan,nan,0.7725,0.7724578838509674,0.47668189909697195,nan,5,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_12,0.7775,nan,nan,0.7725,0.7744842238651571,0.4796117337760128,nan,6,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_13,0.7725,nan,nan,0.7625,0.769425292898977,0.4768243929949434,nan,5,8,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_14,0.7716666666666666,nan,nan,0.765,0.7683987110463208,0.47653820276745434,nan,3,7,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_15,0.7766666666666667,nan,nan,0.77,0.7735135441046174,0.4772888474727128,nan,6,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_16,0.7741666666666666,nan,nan,0.765,0.7709755573103818,0.4778527953473773,nan,3,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_17,0.7766666666666667,nan,nan,0.7725,0.7735482110519083,0.4768559579178691,nan,5,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_18,0.775,nan,nan,0.7675000000000001,0.7720616323535366,0.47525992450265525,nan,5,5,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,RANDOM_ALPHA_DRAW_19,0.775,nan,nan,0.7725,0.7717809237931964,0.4769765250988227,nan,5,5,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,BASELINE,0.8086538461538461,0.7805769443511963,0.8373076915740967,0.7999999999999999,0.8068232307138524,0.4236614790083527,1.0,0,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,STATIC_V3,0.8094230769230768,0.7801923155784607,0.8394230604171753,0.8025,0.8076884731577216,0.42516804359927146,1.0,24,20,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,ORACLE_1DIR,0.8374999999999999,0.8123077154159546,0.863653838634491,0.825,0.8361394680800905,0.36997807908848007,1.0,150,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,CE_ORACLE_1DIR,0.8374999999999999,0.8121153712272644,0.8636586666107178,0.825,0.8361394680800905,0.36997807908848007,1.0,150,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,ORACLE_TOP3,0.8426923076923075,0.817307710647583,0.869038462638855,0.8374999999999999,0.8413455044184779,0.36288011712707186,1.0,177,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,ORACLE_UPPER,0.9136538461538463,0.8948076963424683,0.932115375995636,0.915,0.9132070941081706,0.22258937019968958,1.0,546,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_DIRECTION_ORACLE,0.8128846153846155,0.7844230532646179,0.8417307734489441,0.805,0.8111249286242731,0.4168868116934139,1.0,22,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_00,0.8084615384615385,nan,nan,0.8,0.8066333827333192,0.4237823256508832,nan,12,13,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_01,0.8082692307692307,nan,nan,0.7949999999999999,0.8064569575721273,0.42354727964064715,nan,12,14,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_02,0.8075,nan,nan,0.8049999999999999,0.8056357409612246,0.4241633666177782,nan,10,16,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_03,0.8101923076923078,nan,nan,0.8075,0.8083593003611723,0.4238132829051867,nan,18,10,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_04,0.8092307692307692,nan,nan,0.7975,0.8073953733332822,0.4232948150742315,nan,12,9,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_05,0.8088461538461538,nan,nan,0.7999999999999999,0.8070487470977431,0.4236479637806545,nan,10,9,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_06,0.8061538461538462,nan,nan,0.7949999999999999,0.804261417774084,0.42415562971065246,nan,11,24,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_07,0.8080769230769231,nan,nan,0.8,0.8062234113355248,0.4238269234221438,nan,13,16,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_08,0.8088461538461539,nan,nan,0.7999999999999999,0.8069574049420478,0.4236265609874793,nan,16,15,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_09,0.808076923076923,nan,nan,0.8075,0.8061789330749493,0.423987768974867,nan,14,17,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_10,0.8084615384615386,nan,nan,0.795,0.8065928230406473,0.4234403057221789,nan,14,15,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_11,0.8076923076923078,nan,nan,0.8025,0.8058435801234369,0.4234448206305388,nan,11,16,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_12,0.8076923076923077,nan,nan,0.8025,0.8058579915878308,0.4237937124243427,nan,7,12,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_13,0.8088461538461539,nan,nan,0.795,0.8069791675420379,0.42364964838368063,nan,12,11,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_14,0.8080769230769231,nan,nan,0.7925,0.8062454259518621,0.42358135213833664,nan,10,13,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_15,0.8096153846153846,nan,nan,0.805,0.8077500674857637,0.4235338893725062,nan,19,14,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_16,0.8092307692307693,nan,nan,0.8025,0.8074594007677958,0.4236483685377887,nan,14,11,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_17,0.8076923076923077,nan,nan,0.7925,0.805824626492631,0.42401510933662606,nan,12,17,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_18,0.8099999999999999,nan,nan,0.7925,0.8081835475187843,0.42385550091022967,nan,17,10,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,RANDOM_ALPHA_DRAW_19,0.808076923076923,nan,nan,0.795,0.8062079042575719,0.42397508257305994,nan,9,12,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,BASELINE,0.7999999999999999,0.7524999976158142,0.8600000143051147,0.7825,0.7977785101517293,0.43675828322622695,1.0,0,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,STATIC_V3,0.8024999999999999,0.7558333277702332,0.85916668176651,0.7875,0.8004651742610839,0.43842451668451154,1.0,6,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,ORACLE_1DIR,0.8291666666666667,0.7825000286102295,0.8833333253860474,0.8200000000000001,0.8271976456532011,0.38561990332877033,1.0,35,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,CE_ORACLE_1DIR,0.8291666666666667,0.7825000286102295,0.8824999928474426,0.8200000000000001,0.8271976456532011,0.38561990332877033,1.0,35,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,ORACLE_TOP3,0.8308333333333332,0.7850000262260437,0.8858333230018616,0.8200000000000001,0.8287839530509258,0.3785509827646698,1.0,37,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,ORACLE_UPPER,0.9058333333333334,0.8833333253860474,0.9300000071525574,0.8975,0.9055096213855114,0.24422368303300268,1.0,127,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_DIRECTION_ORACLE,0.805,0.7591666579246521,0.862500011920929,0.7875,0.8030894295467957,0.4302846155680406,1.0,6,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_00,0.7983333333333332,nan,nan,0.7849999999999999,0.7959829589577386,0.4372173375619847,nan,4,6,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_01,0.8000000000000002,nan,nan,0.785,0.7977925211644891,0.43664136953748917,nan,3,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_02,0.7999999999999999,nan,nan,0.7825,0.797602638396449,0.43653372491069603,nan,2,2,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_03,0.7999999999999999,nan,nan,0.78,0.7977152316532314,0.43660569103948843,nan,2,2,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_04,0.8025000000000001,nan,nan,0.78,0.8005345054472023,0.43624724490179984,nan,4,1,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_05,0.7999999999999999,nan,nan,0.785,0.797561466567816,0.4367272049801734,nan,4,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_06,0.7983333333333333,nan,nan,0.78,0.7960584453347934,0.43813879947643725,nan,2,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_07,0.8024999999999999,nan,nan,0.7875,0.8004646422567304,0.43605934928307155,nan,5,2,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_08,0.7983333333333333,nan,nan,0.7825,0.7961800379958262,0.43649708219027766,nan,2,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_09,0.8008333333333333,nan,nan,0.7825,0.7986505681064765,0.43652408793141756,nan,3,2,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_10,0.8033333333333332,nan,nan,0.7849999999999999,0.8013355807237907,0.43741444560815584,nan,4,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_11,0.7983333333333333,nan,nan,0.78,0.7960672149128735,0.4371761245034092,nan,2,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_12,0.7983333333333333,nan,nan,0.7825,0.7961800356148383,0.43751036277457994,nan,2,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_13,0.8033333333333333,nan,nan,0.7875,0.8010773062250925,0.43711774978485973,nan,6,2,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_14,0.8016666666666667,nan,nan,0.785,0.7994572579033473,0.4372391757123599,nan,2,0,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_15,0.7999999999999999,nan,nan,0.785,0.797791032441523,0.4373509556461552,nan,1,1,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_16,0.8033333333333332,nan,nan,0.7849999999999999,0.8012105242709561,0.4359312331450443,nan,6,2,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_17,0.8025000000000001,nan,nan,0.79,0.8003001482004483,0.4361217964293125,nan,4,1,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_18,0.7975,nan,nan,0.78,0.7951610929193286,0.43720564593648303,nan,0,3,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,RANDOM_ALPHA_DRAW_19,0.8016666666666666,nan,nan,0.7849999999999999,0.7995198985225356,0.43667713031958555,nan,6,4,6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,BASELINE,0.8207692307692306,0.7961490154266357,0.8446153998374939,0.8300000000000001,0.8196357038287244,0.39538737864531315,1.0,0,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,STATIC_V3,0.8159615384615384,0.7905769348144531,0.8407692313194275,0.8274999999999999,0.814796025476072,0.3995397917817284,1.0,40,65,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,ORACLE_1DIR,0.8584615384615385,0.8384615182876587,0.8784663677215576,0.8674999999999999,0.8577781993209826,0.32630131657396516,1.0,196,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,CE_ORACLE_1DIR,0.8584615384615385,0.8382692337036133,0.8788509964942932,0.8674999999999999,0.8577781993209826,0.32630131657396516,1.0,196,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,ORACLE_TOP3,0.8753846153846154,0.858269214630127,0.892307698726654,0.885,0.8749018575023959,0.29646232090917274,1.0,284,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,ORACLE_UPPER,0.9434615384615384,0.931538462638855,0.9551923274993896,0.9375,0.9433805432929641,0.16566826485312328,1.0,638,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,RANDOM_DIRECTION_ORACLE,0.8251923076923077,0.801153838634491,0.8490384817123413,0.84,0.8240844142105229,0.39001076143340185,1.0,23,0,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,RANDOM_ALPHA_DRAW_00,0.8201923076923078,nan,nan,0.8300000000000001,0.8190462927459823,0.3953785073242481,nan,19,22,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,RANDOM_ALPHA_DRAW_01,0.8201923076923077,nan,nan,0.8275,0.8191075344798091,0.3961916111950771,nan,17,20,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,RANDOM_ALPHA_DRAW_02,0.8196153846153844,nan,nan,0.8325,0.8184596105672194,0.39658762830880445,nan,13,19,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,RANDOM_ALPHA_DRAW_03,0.8209615384615384,nan,nan,0.8325,0.8198842987368018,0.39566478773279895,nan,15,14,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,inner_train,RANDOM_ALPHA_DRAW_04,0.8194230769230769,nan,nan,0.8325,0.8182680160721388,0.39590698762075943,nan,18,25,26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
