task,fold,role,session,subject,variant,BA,macro_F1,NLL,rescued_errors,damaged_correct,trials,oracle_status,label,row_type,delta_BA_mean,delta_BA_ci95_low,delta_BA_ci95_high,delta_BA_median,delta_BA_positive_subject_fraction,delta_BA_biological_subjects,label_scope
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_10,0.6799999999999999,0.6767676767676768,0.7625816180184484,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_11,0.6799999999999999,0.6767676767676768,0.7521621219720691,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_12,0.6699999999999999,0.6673051718923279,0.7598360414104536,0,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_13,0.6799999999999999,0.6767676767676768,0.7542008051369339,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_14,0.6799999999999999,0.6767676767676768,0.7563593924650922,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_15,0.6799999999999999,0.6767676767676768,0.7595310533605516,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_16,0.6799999999999999,0.6767676767676768,0.7611488922964782,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_17,0.6799999999999999,0.6767676767676768,0.7505288845067843,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_18,0.6799999999999999,0.6767676767676768,0.7562341234367341,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_19,0.6799999999999999,0.6767676767676768,0.7653764507360756,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_DIRECTION_ORACLE,0.86,0.8585858585858586,0.2800849124370143,0,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_00,0.86,0.8585858585858586,0.2848565980419517,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_01,0.86,0.8585858585858586,0.2853366914112121,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_02,0.86,0.8585858585858586,0.2808574925689027,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_03,0.86,0.8585858585858586,0.28426674580667166,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_04,0.86,0.8585858585858586,0.28113225459121166,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_05,0.86,0.8585858585858586,0.28507847116328777,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_06,0.86,0.8585858585858586,0.28302087283227595,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_07,0.86,0.8585858585858586,0.28460637886077167,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_08,0.86,0.8585858585858586,0.28888849969021974,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_09,0.86,0.8585858585858586,0.28247686414048073,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_10,0.86,0.8585858585858586,0.281774444100447,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_11,0.86,0.8590982286634461,0.27823529683984816,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_12,0.86,0.8585858585858586,0.28150295159779487,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_13,0.86,0.8585858585858586,0.2830695628887042,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_14,0.86,0.8585858585858586,0.2829919405886903,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_15,0.86,0.8585858585858586,0.28213218142744156,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_16,0.86,0.8585858585858586,0.28143636510241776,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_17,0.86,0.8585858585858586,0.2887445900402963,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_18,0.86,0.8585858585858586,0.2815282194502652,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,2,RANDOM_ALPHA_DRAW_19,0.86,0.8585858585858586,0.2871634774282575,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_DIRECTION_ORACLE,0.8,0.7992773986350863,0.4204361741291359,1,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_00,0.8,0.7992773986350863,0.4296190509572625,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_01,0.79,0.7889659330720531,0.42530664888676256,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_02,0.78,0.779205138498595,0.42279496053699406,0,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_03,0.8,0.7992773986350863,0.42957048936747017,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_04,0.8,0.7992773986350863,0.4257104552583769,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_05,0.79,0.7894736842105263,0.42899687446188184,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_06,0.79,0.7889659330720531,0.4279120294610038,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_07,0.79,0.7894736842105263,0.4242598267365247,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_08,0.79,0.7889659330720531,0.42463374152313915,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_09,0.8,0.7992773986350863,0.42884631210472435,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_10,0.8,0.7992773986350863,0.4214982490008697,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_11,0.78,0.779205138498595,0.42402669188566505,0,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_12,0.79,0.7894736842105263,0.4244511283095926,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_13,0.81,0.8095238095238095,0.42754144486039874,3,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_14,0.8,0.7996794871794872,0.4222005129046738,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_15,0.79,0.7894736842105263,0.42591350194998084,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_16,0.8,0.7992773986350863,0.42701195428613575,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_17,0.79,0.7894736842105263,0.42599478758871556,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_18,0.79,0.7894736842105263,0.42475980839226396,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,2,RANDOM_ALPHA_DRAW_19,0.78,0.779205138498595,0.4246422752877697,0,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_DIRECTION_ORACLE,0.85,0.8498648783905515,0.34939516358077527,2,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_00,0.81,0.8099809980998101,0.35923452547751367,1,3,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_01,0.82,0.82,0.35847822718787936,0,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_02,0.83,0.8299829982998299,0.352002693740651,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_03,0.81,0.8099809980998101,0.35569379054941236,0,2,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_04,0.81,0.8099809980998101,0.3589211185602471,0,2,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_05,0.83,0.8299829982998299,0.35766478805802765,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_06,0.84,0.8399359743897559,0.3596617159200832,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_07,0.81,0.8099809980998101,0.3617849464016035,0,2,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_08,0.83,0.8299829982998299,0.35681541327387095,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_09,0.8300000000000001,0.8298468621759583,0.361682318947278,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_10,0.84,0.8399359743897559,0.3538106322614476,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_11,0.8,0.7999199679871949,0.36246554444078355,0,3,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_12,0.84,0.8399359743897559,0.3588359521701932,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_13,0.82,0.82,0.3632833755668253,0,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_14,0.84,0.84,0.3466361784469336,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_15,0.84,0.84,0.35204073060769586,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_16,0.83,0.8299829982998299,0.3561781790060923,2,2,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_17,0.84,0.8399359743897559,0.3527384660253301,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,7,RANDOM_ALPHA_DRAW_18,0.84,0.8399359743897559,0.3550497712893412,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
