task,fold,role,session,subject,variant,BA,macro_F1,NLL,rescued_errors,damaged_correct,trials,oracle_status,label,row_type,delta_BA_mean,delta_BA_ci95_low,delta_BA_ci95_high,delta_BA_median,delta_BA_positive_subject_fraction,delta_BA_biological_subjects,label_scope
OpenBMI_MI,0,inner_train,1,1,RANDOM_DIRECTION_ORACLE,0.8,0.7992773986350863,0.4243146447977051,1,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_00,0.8,0.7992773986350863,0.42773694133851675,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_01,0.79,0.7889659330720531,0.42716707065701487,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_02,0.8,0.7992773986350863,0.4307706421101466,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_03,0.8,0.7992773986350863,0.43547990011051296,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_04,0.79,0.7889659330720531,0.43166891342028973,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_05,0.8,0.7992773986350863,0.42859162944369017,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_06,0.79,0.7889659330720531,0.4308303755614907,1,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_07,0.8,0.7992773986350863,0.431744715673849,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_08,0.79,0.7889659330720531,0.43304879291914405,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_09,0.79,0.7889659330720531,0.4300458991387859,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_10,0.79,0.7889659330720531,0.4292524438397959,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_11,0.79,0.7889659330720531,0.43651827653404324,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_12,0.8,0.7992773986350863,0.4301977510144934,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_13,0.8,0.7992773986350863,0.4302103249821812,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_14,0.79,0.7889659330720531,0.4278943720459938,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_15,0.8,0.7992773986350863,0.4255314891692251,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_16,0.79,0.7889659330720531,0.4324032066576183,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_17,0.79,0.7889659330720531,0.43167866080999373,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_18,0.81,0.8090644156366193,0.4272355904709548,2,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,1,1,RANDOM_ALPHA_DRAW_19,0.79,0.7889659330720531,0.42980784104671327,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_DIRECTION_ORACLE,0.6799999999999999,0.6767676767676768,0.7483246342046186,0,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_00,0.69,0.6874684948079444,0.7529583720862866,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_01,0.6799999999999999,0.6767676767676768,0.7522532575856894,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_02,0.6799999999999999,0.6767676767676768,0.7565618806239217,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_03,0.6799999999999999,0.6767676767676768,0.7554755796631798,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_04,0.6799999999999999,0.6767676767676768,0.7604280651593581,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_05,0.6799999999999999,0.6767676767676768,0.7573067119624466,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_06,0.6799999999999999,0.6767676767676768,0.7607651295606047,0,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_07,0.69,0.6874684948079444,0.7515213717240841,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_08,0.67,0.6659580929243851,0.7515740546770394,0,1,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
OpenBMI_MI,0,inner_train,2,1,RANDOM_ALPHA_DRAW_09,0.69,0.6874684948079444,0.7500100891944022,1,0,100,RANDOMIZED_LABEL_FREE_CONTROL,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,,,,,
