task,fold,role,session,subject,direction,train_U_P,margin_alpha_star_le_1_fraction,margin_alpha_star_near_native_fraction,margin_alpha_star_lt_1_fraction,margin_alpha_star_gt_1_fraction,direction_trial_conditional,margin_alpha_star_distribution,ce_alpha_star_distribution,label_scope
OpenBMI_MI,3,inner_train,1,23,14,-5.344908836727532e-05,0.59,0.0,0.59,0.41,True,"{""0.0"": 59, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 41}","{""0.0"": 59, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 41}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,23,15,-0.00027393454365665093,0.49,0.0,0.49,0.51,True,"{""0.0"": 49, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 51}","{""0.0"": 49, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 51}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,0,0.005277536372817009,0.49,0.04,0.49,0.51,True,"{""0.0"": 43, ""0.25"": 3, ""0.5"": 0, ""0.75"": 3, ""1.0"": 0, ""1.25"": 1, ""1.5"": 1, ""2.0"": 49}","{""0.0"": 43, ""0.25"": 3, ""0.5"": 0, ""0.75"": 3, ""1.0"": 0, ""1.25"": 1, ""1.5"": 1, ""2.0"": 49}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,1,0.020148951223326057,0.45,0.0,0.45,0.55,True,"{""0.0"": 45, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 55}","{""0.0"": 45, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 55}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,2,0.013790495883977901,0.49,0.0,0.49,0.51,True,"{""0.0"": 49, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 51}","{""0.0"": 49, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 51}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,3,0.001589771048412121,0.41,0.0,0.41,0.59,True,"{""0.0"": 41, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 59}","{""0.0"": 41, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 59}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,4,-0.0005475796305500597,0.57,0.0,0.57,0.43,True,"{""0.0"": 57, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 43}","{""0.0"": 57, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 43}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,5,0.009073865654080202,0.46,0.0,0.46,0.54,True,"{""0.0"": 46, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 54}","{""0.0"": 46, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 54}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,6,0.015731303238191267,0.53,0.0,0.53,0.47,True,"{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}","{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,7,-0.002163163338152047,0.46,0.0,0.46,0.54,True,"{""0.0"": 46, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 54}","{""0.0"": 46, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 54}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,8,0.0011305910089644245,0.43,0.0,0.43,0.57,True,"{""0.0"": 43, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 57}","{""0.0"": 43, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 57}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,9,0.0028142780390156144,0.5,0.0,0.5,0.5,True,"{""0.0"": 50, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 50}","{""0.0"": 50, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 50}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,10,-3.0730192275558904e-05,0.46,0.03,0.44,0.54,True,"{""0.0"": 41, ""0.25"": 2, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 1, ""1.5"": 2, ""2.0"": 51}","{""0.0"": 41, ""0.25"": 2, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 1, ""1.5"": 2, ""2.0"": 51}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,11,-0.0007211522620659358,0.61,0.0,0.61,0.39,True,"{""0.0"": 61, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 39}","{""0.0"": 61, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 39}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,12,0.0030065604156474224,0.47,0.0,0.47,0.53,True,"{""0.0"": 47, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 53}","{""0.0"": 47, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 53}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,13,-8.526770027226751e-05,0.6,0.02,0.6,0.4,True,"{""0.0"": 58, ""0.25"": 0, ""0.5"": 1, ""0.75"": 1, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 39}","{""0.0"": 58, ""0.25"": 0, ""0.5"": 1, ""0.75"": 1, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 39}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,14,-5.344908836727532e-05,0.53,0.0,0.53,0.47,True,"{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}","{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,23,15,-0.00027393454365665093,0.51,0.0,0.51,0.49,True,"{""0.0"": 51, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 49}","{""0.0"": 51, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 49}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,0,0.005277536372817009,0.49,0.04,0.47,0.51,True,"{""0.0"": 45, ""0.25"": 1, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 2, ""1.5"": 2, ""2.0"": 47}","{""0.0"": 45, ""0.25"": 1, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 2, ""1.5"": 2, ""2.0"": 47}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,1,0.020148951223326057,0.35,0.0,0.35,0.65,True,"{""0.0"": 35, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 65}","{""0.0"": 35, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 65}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,2,0.013790495883977901,0.37,0.02,0.37,0.63,True,"{""0.0"": 36, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 1, ""1.5"": 1, ""2.0"": 61}","{""0.0"": 36, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 1, ""1.5"": 1, ""2.0"": 61}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,3,0.001589771048412121,0.47,0.01,0.47,0.53,True,"{""0.0"": 46, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 53}","{""0.0"": 46, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 53}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,4,-0.0005475796305500597,0.45,0.03,0.43,0.55,True,"{""0.0"": 42, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 2, ""1.25"": 1, ""1.5"": 0, ""2.0"": 54}","{""0.0"": 42, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 2, ""1.25"": 1, ""1.5"": 0, ""2.0"": 54}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,5,0.009073865654080202,0.47,0.0,0.47,0.53,True,"{""0.0"": 47, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 53}","{""0.0"": 47, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 53}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,6,0.015731303238191267,0.44,0.0,0.44,0.56,True,"{""0.0"": 44, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 56}","{""0.0"": 44, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 56}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,7,-0.002163163338152047,0.54,0.0,0.54,0.46,True,"{""0.0"": 53, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 46}","{""0.0"": 53, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 46}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,8,0.0011305910089644245,0.53,0.0,0.53,0.47,True,"{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}","{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,9,0.0028142780390156144,0.53,0.03,0.51,0.47,True,"{""0.0"": 51, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 2, ""1.25"": 1, ""1.5"": 0, ""2.0"": 46}","{""0.0"": 51, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 2, ""1.25"": 1, ""1.5"": 0, ""2.0"": 46}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,10,-3.0730192275558904e-05,0.5,0.04,0.48,0.5,True,"{""0.0"": 45, ""0.25"": 2, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 2, ""1.5"": 2, ""2.0"": 46}","{""0.0"": 45, ""0.25"": 2, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 2, ""1.5"": 2, ""2.0"": 46}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,11,-0.0007211522620659358,0.53,0.0,0.53,0.47,True,"{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}","{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,12,0.0030065604156474224,0.46,0.0,0.46,0.54,True,"{""0.0"": 46, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 54}","{""0.0"": 46, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 54}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,13,-8.526770027226751e-05,0.49,0.03,0.49,0.51,True,"{""0.0"": 42, ""0.25"": 3, ""0.5"": 3, ""0.75"": 1, ""1.0"": 0, ""1.25"": 2, ""1.5"": 1, ""2.0"": 48}","{""0.0"": 42, ""0.25"": 3, ""0.5"": 3, ""0.75"": 1, ""1.0"": 0, ""1.25"": 2, ""1.5"": 1, ""2.0"": 48}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,14,-5.344908836727532e-05,0.59,0.0,0.59,0.41,True,"{""0.0"": 59, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 41}","{""0.0"": 59, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 41}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,26,15,-0.00027393454365665093,0.52,0.0,0.52,0.48,True,"{""0.0"": 52, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 48}","{""0.0"": 52, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 48}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,0,0.005277536372817009,0.71,0.03,0.7,0.29,True,"{""0.0"": 63, ""0.25"": 3, ""0.5"": 4, ""0.75"": 0, ""1.0"": 1, ""1.25"": 2, ""1.5"": 1, ""2.0"": 26}","{""0.0"": 63, ""0.25"": 3, ""0.5"": 4, ""0.75"": 0, ""1.0"": 1, ""1.25"": 2, ""1.5"": 1, ""2.0"": 26}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,1,0.020148951223326057,0.37,0.03,0.36,0.63,True,"{""0.0"": 34, ""0.25"": 1, ""0.5"": 0, ""0.75"": 1, ""1.0"": 1, ""1.25"": 1, ""1.5"": 0, ""2.0"": 62}","{""0.0"": 34, ""0.25"": 1, ""0.5"": 0, ""0.75"": 1, ""1.0"": 1, ""1.25"": 1, ""1.5"": 0, ""2.0"": 62}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,2,0.013790495883977901,0.48,0.04,0.47,0.52,True,"{""0.0"": 41, ""0.25"": 3, ""0.5"": 0, ""0.75"": 3, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 52}","{""0.0"": 41, ""0.25"": 3, ""0.5"": 0, ""0.75"": 3, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 52}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,3,0.001589771048412121,0.49,0.0,0.49,0.51,True,"{""0.0"": 48, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 51}","{""0.0"": 48, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 51}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,4,-0.0005475796305500597,0.56,0.05,0.55,0.44,True,"{""0.0"": 49, ""0.25"": 1, ""0.5"": 3, ""0.75"": 2, ""1.0"": 1, ""1.25"": 2, ""1.5"": 0, ""2.0"": 42}","{""0.0"": 49, ""0.25"": 1, ""0.5"": 3, ""0.75"": 2, ""1.0"": 1, ""1.25"": 2, ""1.5"": 0, ""2.0"": 42}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,5,0.009073865654080202,0.53,0.0,0.53,0.47,True,"{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}","{""0.0"": 53, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,6,0.015731303238191267,0.37,0.0,0.37,0.63,True,"{""0.0"": 37, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 63}","{""0.0"": 37, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 63}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,7,-0.002163163338152047,0.63,0.0,0.63,0.37,True,"{""0.0"": 63, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 37}","{""0.0"": 63, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 37}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,8,0.0011305910089644245,0.5,0.0,0.5,0.5,True,"{""0.0"": 50, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 50}","{""0.0"": 50, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 50}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,9,0.0028142780390156144,0.53,0.02,0.53,0.47,True,"{""0.0"": 51, ""0.25"": 0, ""0.5"": 0, ""0.75"": 2, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}","{""0.0"": 51, ""0.25"": 0, ""0.5"": 0, ""0.75"": 2, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 47}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,10,-3.0730192275558904e-05,0.47,0.02,0.45,0.53,True,"{""0.0"": 43, ""0.25"": 1, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 0, ""1.5"": 1, ""2.0"": 52}","{""0.0"": 43, ""0.25"": 1, ""0.5"": 1, ""0.75"": 0, ""1.0"": 2, ""1.25"": 0, ""1.5"": 1, ""2.0"": 52}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,11,-0.0007211522620659358,0.49,0.0,0.49,0.51,True,"{""0.0"": 49, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 51}","{""0.0"": 49, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 51}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,12,0.0030065604156474224,0.42,0.0,0.42,0.58,True,"{""0.0"": 42, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 58}","{""0.0"": 42, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 58}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,13,-8.526770027226751e-05,0.42,0.01,0.41,0.58,True,"{""0.0"": 39, ""0.25"": 0, ""0.5"": 2, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 57}","{""0.0"": 39, ""0.25"": 0, ""0.5"": 2, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 1, ""2.0"": 57}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,14,-5.344908836727532e-05,0.47,0.01,0.47,0.53,True,"{""0.0"": 47, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 52}","{""0.0"": 47, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 52}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,26,15,-0.00027393454365665093,0.51,0.0,0.51,0.49,True,"{""0.0"": 50, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 49}","{""0.0"": 50, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 49}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,28,0,0.005277536372817009,0.42,0.03,0.42,0.58,True,"{""0.0"": 38, ""0.25"": 1, ""0.5"": 1, ""0.75"": 2, ""1.0"": 0, ""1.25"": 1, ""1.5"": 2, ""2.0"": 55}","{""0.0"": 37, ""0.25"": 2, ""0.5"": 0, ""0.75"": 3, ""1.0"": 0, ""1.25"": 1, ""1.5"": 2, ""2.0"": 55}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,28,1,0.020148951223326057,0.31,0.0,0.31,0.69,True,"{""0.0"": 31, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 69}","{""0.0"": 31, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 69}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,28,2,0.013790495883977901,0.25,0.06,0.22,0.75,True,"{""0.0"": 17, ""0.25"": 0, ""0.5"": 2, ""0.75"": 3, ""1.0"": 3, ""1.25"": 0, ""1.5"": 0, ""2.0"": 75}","{""0.0"": 17, ""0.25"": 0, ""0.5"": 2, ""0.75"": 3, ""1.0"": 3, ""1.25"": 0, ""1.5"": 0, ""2.0"": 75}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,28,3,0.001589771048412121,0.47,0.0,0.47,0.53,True,"{""0.0"": 47, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 53}","{""0.0"": 47, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 53}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,28,4,-0.0005475796305500597,0.57,0.03,0.56,0.43,True,"{""0.0"": 53, ""0.25"": 1, ""0.5"": 0, ""0.75"": 2, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 43}","{""0.0"": 53, ""0.25"": 1, ""0.5"": 0, ""0.75"": 2, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 43}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,28,5,0.009073865654080202,0.43,0.0,0.43,0.57,True,"{""0.0"": 43, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 57}","{""0.0"": 43, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 57}",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
