task,fold,role,session,subject,variant,BA,macro_F1,NLL,rescued_errors,damaged_correct,trials,oracle_status,label
OpenBMI_MI,0,inner_train,1,1,ORACLE_TOP3,0.87,0.8698828946051447,0.2913258056389168,8,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,ORACLE_TOP3,0.78,0.7767857142857143,0.5759062249353155,10,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,ORACLE_TOP3,0.9299999999999999,0.9296553110240177,0.19104032094124704,7,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,ORACLE_TOP3,0.9099999999999999,0.9099189270343309,0.2777531337691471,12,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,ORACLE_TOP3,0.9299999999999999,0.9299929992999301,0.20522974132560193,10,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,ORACLE_TOP3,0.8,0.8,0.4519689715513959,12,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,ORACLE_TOP3,0.88,0.8799519807923168,0.2769331696932204,7,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,ORACLE_TOP3,0.75,0.7487689679429204,0.4723569532297552,6,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,ORACLE_TOP3,0.96,0.96,0.19019454500637947,10,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,ORACLE_TOP3,0.89,0.8899009108197378,0.21755223360611126,9,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,ORACLE_TOP3,0.92,0.92,0.2060674356133677,7,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,ORACLE_TOP3,0.8999999999999999,0.8996386993175431,0.21883878214284777,3,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,ORACLE_TOP3,0.97,0.96999699969997,0.1307792630745098,5,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,ORACLE_TOP3,0.89,0.8899889988998899,0.21487856896594168,3,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,ORACLE_TOP3,0.86,0.8599439775910365,0.2968528533866629,11,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,22,ORACLE_TOP3,0.79,0.7837503861600247,0.4727677238592878,10,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,23,ORACLE_TOP3,0.8300000000000001,0.8291628982011858,0.31820078773889693,7,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,23,ORACLE_TOP3,0.78,0.7756017951856384,0.47523497335147113,10,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,27,ORACLE_TOP3,0.97,0.96999699969997,0.11903659992618486,2,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,27,ORACLE_TOP3,0.95,0.9499949994999499,0.12990821000887082,2,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,28,ORACLE_TOP3,0.99,0.9899989998999901,0.09090430309064686,4,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,28,ORACLE_TOP3,0.9099999999999999,0.9097744360902256,0.22034848743584007,5,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,30,ORACLE_TOP3,0.88,0.8798076923076923,0.26671238263137637,8,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,30,ORACLE_TOP3,0.78,0.7796474358974359,0.5247354725468903,11,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,31,ORACLE_TOP3,0.97,0.96999699969997,0.12346601852215827,5,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,31,ORACLE_TOP3,0.9199999999999999,0.9198717948717949,0.21441838422324508,17,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,34,ORACLE_TOP3,0.87,0.8696741854636592,0.30898938518948854,10,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,34,ORACLE_TOP3,0.78,0.7785829307568438,0.4600157409440726,12,0,100,LABEL_CONDITIONAL_ORACLE_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
