task,role,baseline_BA,biological_subjects,label_scope,STATIC_V3_BA,STATIC_V3_delta_BA_mean,STATIC_V3_delta_BA_ci95_low,STATIC_V3_delta_BA_ci95_high,STATIC_V3_delta_BA_median,STATIC_V3_delta_BA_positive_subject_fraction,STATIC_V3_delta_BA_biological_subjects,ORACLE_1DIR_BA,ORACLE_1DIR_delta_BA_mean,ORACLE_1DIR_delta_BA_ci95_low,ORACLE_1DIR_delta_BA_ci95_high,ORACLE_1DIR_delta_BA_median,ORACLE_1DIR_delta_BA_positive_subject_fraction,ORACLE_1DIR_delta_BA_biological_subjects,ORACLE_TOP3_BA,ORACLE_TOP3_delta_BA_mean,ORACLE_TOP3_delta_BA_ci95_low,ORACLE_TOP3_delta_BA_ci95_high,ORACLE_TOP3_delta_BA_median,ORACLE_TOP3_delta_BA_positive_subject_fraction,ORACLE_TOP3_delta_BA_biological_subjects,ORACLE_UPPER_BA,ORACLE_UPPER_delta_BA_mean,ORACLE_UPPER_delta_BA_ci95_low,ORACLE_UPPER_delta_BA_ci95_high,ORACLE_UPPER_delta_BA_median,ORACLE_UPPER_delta_BA_positive_subject_fraction,ORACLE_UPPER_delta_BA_biological_subjects,RANDOM_DIRECTION_ORACLE_BA,RANDOM_DIRECTION_ORACLE_delta_BA_mean,RANDOM_DIRECTION_ORACLE_delta_BA_ci95_low,RANDOM_DIRECTION_ORACLE_delta_BA_ci95_high,RANDOM_DIRECTION_ORACLE_delta_BA_median,RANDOM_DIRECTION_ORACLE_delta_BA_positive_subject_fraction,RANDOM_DIRECTION_ORACLE_delta_BA_biological_subjects,headroom_state,router_triggered
OpenBMI_MI,discovery,0.8013333333333333,20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.7977916666666667,-0.003541666666666654,-0.008249999955296516,0.0010833332780748606,0.0,0.35,20,0.8411666666666667,0.03983333333333333,0.03125,0.04883333295583725,0.03999999999999998,1.0,20,0.8539583333333333,0.05262500000000001,0.04241666570305824,0.06350000202655792,0.05166666666666658,1.0,20,0.9249583333333333,0.12362499999999996,0.10254167020320892,0.14391666650772095,0.1275,1.0,20,0.8043750000000001,0.0030416666666666704,0.0016666667070239782,0.004541666712611914,0.0029166666666666785,0.55,20,STRONG_ACTIONABILITY_HEADROOM,True
OpenBMI_ERP,discovery,0.8866969696969698,20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.886080808080808,-0.000616161616161609,-0.0021161616314202547,0.0008257891167886555,-0.0005050505050505638,0.45,20,0.9119810606060603,0.025284090909090888,0.020021401345729828,0.030965909361839294,0.02306818181818182,1.0,20,0.9119621212121214,0.0252651515151515,0.019920360296964645,0.031197065487504005,0.02174242424242423,1.0,20,0.9529873737373737,0.06629040404040402,0.05304798111319542,0.08031818270683289,0.06102272727272717,1.0,20,0.8895517676767678,0.0028547979797979794,0.0023232323583215475,0.0034191918093711138,0.0026515151515151825,1.0,20,STRONG_ACTIONABILITY_HEADROOM,True
OpenBMI_SSVEP,discovery,0.9646249999999998,20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.965625,0.0010000000000000009,-0.002624999964609742,0.00429166667163372,0.0,0.35,20,0.9742500000000002,0.009625000000000005,0.005333333276212215,0.014166667126119137,0.0050000000000000044,0.7,20,0.9760416666666668,0.011416666666666676,0.0058739581145346165,0.017750000581145287,0.0050000000000000044,0.65,20,0.9865833333333335,0.02195833333333334,0.010958333499729633,0.03474999964237213,0.0050000000000000044,0.8,20,0.9654166666666667,0.0007916666666666738,0.00016666666488163173,0.0015416666865348816,0.0,0.25,20,MODERATE_ACTIONABILITY_HEADROOM,True
WBCIC_MI,discovery,0.6957391624579125,16,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.697333096590909,0.0015939341329966467,3.4722223062999547e-05,0.0034515729639679193,0.0003903619528619062,0.5,16,0.7095818865740741,0.013842724116161602,0.008541666902601719,0.01977483741939068,0.010047348484848395,0.9375,16,0.7131820812289562,0.01744291877104375,0.01114583294838667,0.024248475208878517,0.014682239057239033,0.875,16,0.7223335569234006,0.02659439446548823,0.01827552355825901,0.03491348773241043,0.023333333333333206,0.9375,16,0.6961905513468014,0.0004513888888888762,8.680555765749887e-05,0.0009374999790452421,0.0,0.3125,16,MODERATE_ACTIONABILITY_HEADROOM,True
