task,fold,role,session,subject,variant,BA,macro_F1,NLL,rescued_errors,damaged_correct,trials,oracle_status,label
OpenBMI_MI,0,inner_train,1,1,ORACLE_UPPER,0.9299999999999999,0.9299929992999301,0.16031040525063872,14,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,ORACLE_UPPER,0.84,0.8383838383838383,0.3841680166684091,16,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,ORACLE_UPPER,0.96,0.9599358974358975,0.10395643696421758,10,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,ORACLE_UPPER,0.96,0.959983993597439,0.1547991867805831,17,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,ORACLE_UPPER,0.98,0.9799919967987194,0.10616143504623324,15,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,ORACLE_UPPER,0.89,0.8899009108197378,0.2695967899332754,21,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,ORACLE_UPPER,0.96,0.959983993597439,0.16265616732183844,15,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,ORACLE_UPPER,0.8899999999999999,0.8897243107769424,0.2795122172357514,20,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,ORACLE_UPPER,0.99,0.9899989998999901,0.09124027744168416,13,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,ORACLE_UPPER,0.99,0.9899989998999901,0.11804982839152217,19,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,ORACLE_UPPER,0.96,0.959983993597439,0.11597063502063974,11,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,ORACLE_UPPER,0.95,0.9499549594635172,0.12083442430011929,8,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,ORACLE_UPPER,1.0,1.0,0.07069870315259323,8,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,ORACLE_UPPER,0.95,0.9499549594635172,0.10975972549058496,9,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,ORACLE_UPPER,0.95,0.9499549594635172,0.14658726106863468,20,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,22,ORACLE_UPPER,0.9199999999999999,0.9197109594540345,0.2665761638735421,23,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,23,ORACLE_UPPER,0.9099999999999999,0.9099189270343309,0.20235795204760507,15,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,23,ORACLE_UPPER,0.88,0.8787878787878788,0.2852996671991423,20,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,27,ORACLE_UPPER,0.99,0.9899989998999901,0.061828093293588605,4,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,27,ORACLE_UPPER,0.99,0.9899989998999901,0.06220520369708538,6,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,28,ORACLE_UPPER,1.0,1.0,0.04286704691126943,5,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,28,ORACLE_UPPER,0.96,0.959983993597439,0.1210003195819445,10,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,30,ORACLE_UPPER,0.94,0.9399759903961584,0.15494470039382577,14,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,30,ORACLE_UPPER,0.8899999999999999,0.8894583458948849,0.2975822878163308,22,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,31,ORACLE_UPPER,0.99,0.9899989998999901,0.0628440768783912,7,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,31,ORACLE_UPPER,0.98,0.9799919967987194,0.07782519939355552,23,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,34,ORACLE_UPPER,0.95,0.9499549594635172,0.1774362488137558,18,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,34,ORACLE_UPPER,0.88,0.8799519807923168,0.26934404029743747,22,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,35,ORACLE_UPPER,0.99,0.9899989998999901,0.01806421230081469,1,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,35,ORACLE_UPPER,0.95,0.949874686716792,0.1497543382947333,12,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,40,ORACLE_UPPER,0.99,0.9899989998999901,0.06806060367263854,9,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,40,ORACLE_UPPER,0.96,0.9599358974358975,0.13101216405862942,13,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,41,ORACLE_UPPER,0.99,0.9899989998999901,0.11913368535228074,19,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,41,ORACLE_UPPER,0.95,0.9499549594635172,0.16855582101037725,23,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,43,ORACLE_UPPER,1.0,1.0,0.07156060344539583,6,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,43,ORACLE_UPPER,0.98,0.98,0.11263700382551178,13,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,44,ORACLE_UPPER,0.96,0.959983993597439,0.13668322082608939,16,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,44,ORACLE_UPPER,0.9299999999999999,0.9299929992999301,0.23804831120185554,22,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,45,ORACLE_UPPER,0.97,0.96999699969997,0.11796229079831391,15,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,45,ORACLE_UPPER,0.99,0.9899989998999901,0.1449142689537257,25,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,46,ORACLE_UPPER,0.91,0.90999099909991,0.2075602044444531,19,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,46,ORACLE_UPPER,0.8600000000000001,0.8594941790445605,0.3410425064247102,19,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,48,ORACLE_UPPER,0.98,0.98,0.10343023371649906,16,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,48,ORACLE_UPPER,0.87,0.8696741854636592,0.23554460950661452,13,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,49,ORACLE_UPPER,0.97,0.96999699969997,0.11469446350820363,14,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,49,ORACLE_UPPER,0.96,0.959983993597439,0.14563579083420336,11,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,50,ORACLE_UPPER,0.9199999999999999,0.9197109594540345,0.2565344105102122,27,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,50,ORACLE_UPPER,0.8400000000000001,0.839421918908069,0.3707548653054982,22,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,52,ORACLE_UPPER,0.96,0.959983993597439,0.12077303454745561,6,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,52,ORACLE_UPPER,0.94,0.9399038461538461,0.20434743707533926,19,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,53,ORACLE_UPPER,1.0,1.0,0.07875476371264085,11,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,53,ORACLE_UPPER,0.94,0.9399759903961584,0.18004400433506818,16,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,1,8,ORACLE_UPPER,0.97,0.96999699969997,0.10383227162761614,10,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,2,8,ORACLE_UPPER,0.91,0.90999099909991,0.21952003341633827,20,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,1,9,ORACLE_UPPER,0.97,0.96999699969997,0.11395044703502208,8,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,2,9,ORACLE_UPPER,0.87,0.8699869986998701,0.3238514294475317,24,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,1,11,ORACLE_UPPER,0.94,0.9397832195905259,0.18856488138902933,16,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,2,11,ORACLE_UPPER,0.9099999999999999,0.9099189270343309,0.21605230848537757,22,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,1,14,ORACLE_UPPER,0.96,0.959983993597439,0.1364781637932174,10,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,2,14,ORACLE_UPPER,0.92,0.92,0.24523030983284116,22,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,1,19,ORACLE_UPPER,0.9199999999999999,0.9194847020933977,0.205776856681332,19,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,2,19,ORACLE_UPPER,0.9199999999999999,0.9199679871948779,0.184805799103342,19,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,1,26,ORACLE_UPPER,0.97,0.96999699969997,0.10602465404197574,10,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,discovery,2,26,ORACLE_UPPER,0.96,0.959983993597439,0.108450506424997,12,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,1,3,ORACLE_UPPER,0.99,0.9899989998999901,0.10200562343234196,9,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,2,3,ORACLE_UPPER,0.9299999999999999,0.9298245614035088,0.14544750954955815,6,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,1,5,ORACLE_UPPER,0.98,0.9799919967987194,0.07682157576084137,4,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,inner_train,2,5,ORACLE_UPPER,0.8999999999999999,0.8998397435897436,0.2789673735084943,14,0,100,LOOSE_UPPER_BOUND_NOT_DEPLOYABLE,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
