method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,3,2,1,0.0,0.3057223856449127,0.0,0.40488567854205954,0.9546847407524451,0.72,0.07999999999999996,0.07000000000000006,0.0,0.17688885195420959,0.0,2756606041,False,False,False,,,,
A6_PUD_ALL_ADAPT,3,2,1,0.06355878710746765,0.26166218519210815,0.19509142146804492,0.23862730302900725,1.2734669377165082,0.73,0.12,0.040000000000000036,0.161251147321588,0.1664288330999904,69.36745525235997,2756606041,False,False,False,1.1144164207447778,0.5843854589408097,1.1093015082145985,0.5784027784572241
A7_IDENTITY_PROTECTED,3,2,1,0.0,0.27512937784194946,0.0,0.2332462195718285,0.32533211133298306,0.74,0.010000000000000009,0.27999999999999997,0.0,0.1646043005560195,0.0,2756606041,False,False,False,,,,
A8_RANDOM_PROTECTED,3,2,1,0.0,0.1979476660490036,0.0,0.23305128116329768,1.1697826596174914,0.7,0.09999999999999998,-0.010000000000000009,0.0,0.17529538073240625,0.0,2756606041,False,False,False,,,,
A10_FULL_PUD_FREEZE,3,2,1,0.0,0.26264211535453796,0.0,0.23008008647497824,1.3935274152118757,0.74,0.14,0.07999999999999996,0.0,0.1748986364612987,0.0,2756606041,False,False,False,1.1144164207447778,0.5843854589408097,1.1144164207447778,0.5843854589408097
A2_DUAL_CONTROL,3,2,5,0.0,0.2100401222705841,0.0,0.271667559772438,1.1035672503607619,0.76,0.07999999999999996,0.10000000000000009,0.0,0.17993665080027282,0.0,2841233394,False,False,False,,,,
A6_PUD_ALL_ADAPT,3,2,5,0.10373692959547043,0.21286091208457947,0.24827967951047597,0.3544813309234629,1.6056002148782844,0.76,0.020000000000000018,0.07000000000000006,0.16010015050579227,0.20124153811924805,69.30558486873369,2841233394,False,False,False,0.8217451517753247,0.7674035548904212,0.8460573307068868,0.7529387282967476
A7_IDENTITY_PROTECTED,3,2,5,0.0,0.22662830352783203,0.0,0.3177460193678225,0.3137027511228725,0.74,0.0,0.24,0.0,0.17924839531725645,0.0,2841233394,False,False,False,,,,
A8_RANDOM_PROTECTED,3,2,5,0.0,0.18710750341415405,0.0,0.30905820417476276,1.1401535835790104,0.75,0.010000000000000009,0.06000000000000005,0.0,0.18562694289328274,0.0,2841233394,False,False,False,,,,
A10_FULL_PUD_FREEZE,3,2,5,0.0,0.20369133353233337,0.0,0.31244974397771896,1.6078846917716574,0.76,0.06000000000000005,0.13,0.0,0.1944664302667739,0.0,2841233394,False,False,False,0.8217451517753247,0.7674035548904212,0.8217451517753247,0.7674035548904212
