task,seed,fold,B0_BA,B0_macro_F1,B0_accuracy,StatsResidual_BA,StatsResidual_macro_F1,StatsResidual_accuracy,delta_BA_pp,delta_macro_F1_pp,delta_accuracy_pp,changed_prediction_percentage,selected_epoch
WBCIC_MI,0,0,0.7792857142857142,0.7776895502867539,0.7792857142857142,0.7792857142857142,0.7776895502867539,0.7792857142857142,0.0,0.0,0.0,0.0,0
WBCIC_MI,0,1,0.7733333333333334,0.7532636467401564,0.7733333333333334,0.7733333333333334,0.7532636467401564,0.7733333333333334,0.0,0.0,0.0,0.0,0
WBCIC_MI,0,2,0.7558333333333334,0.7545843026841036,0.7558333333333334,0.7525,0.7509015474171652,0.7525,-0.3333333333333355,-0.36827552669384905,-0.33333333333333365,0.6666666666666666,1
WBCIC_MI,0,3,0.8405408249158249,0.8399306310758425,0.840491452991453,0.8405408249158249,0.8399306310758425,0.840491452991453,0.0,0.0,0.0,0.0,0
WBCIC_MI,0,4,0.7875,0.7856051426792515,0.7875,0.7875,0.7856051426792515,0.7875,0.0,0.0,0.0,0.0,0
