task,seed,real_subjects,fold_replicates_per_subject,aggregation_rule,status,B0_BA,StatsResidual_BA,delta_BA_pp,B0_macro_F1,StatsResidual_macro_F1,delta_macro_F1_pp,B0_accuracy,StatsResidual_accuracy,delta_accuracy_pp,positive_subjects,negative_subjects,tied_subjects,bootstrap_ci95_low_pp,bootstrap_ci95_high_pp
WBCIC_MI,0,10,5,"mean fold replicates within real subject, then mean real subjects",DEVELOPMENT_MODEL_SELECTION_DATA,0.7922,0.7921,-0.009999999999998899,0.7871363836732524,0.7869713704141643,-0.016501325908813147,0.7921999999999999,0.7921,-0.009999999999987796,4,5,1,-0.0699999999999994,0.050000000000000266
