task,seed,subjects,folds,B0_BA,StatsResidual_BA,delta_BA_pp,B0_macro_F1,StatsResidual_macro_F1,delta_macro_F1_pp,B0_accuracy,StatsResidual_accuracy,delta_accuracy_pp,positive_folds,negative_folds,tied_folds,worst_fold_delta_pp,positive_subjects,negative_subjects,tied_subjects,bootstrap_ci95_low_pp,bootstrap_ci95_high_pp,mean_changed_prediction_percentage
WBCIC_MI,0,31,5,0.7870401596611275,0.7863949983708048,-0.064516129032266,0.7820686835833355,0.7813558922413474,-0.07127913419880949,0.7870306038047974,0.7863854425144748,-0.0645161290322549,0,1,4,-0.3333333333333355,0,3,28,-0.14516129032258185,0.0,0.129136400322841
