task,seed,fold,epoch0_BA,selected_BA,delta_BA_vs_epoch0_pp,selected_epoch,selected_residual_head_norm,selected_changed_prediction_percentage
WBCIC_MI,0,0,0.687679292929293,0.687679292929293,0.0,0,0.0,0.0
WBCIC_MI,0,1,0.8987196969696969,0.8987196969696969,0.0,0,0.0,0.0
WBCIC_MI,0,2,0.8960000000000001,0.897,0.09999999999998899,1,0.014175698161125183,1.5
WBCIC_MI,0,3,0.759,0.759,0.0,0,0.0,0.0
WBCIC_MI,0,4,0.766,0.766,0.0,0,0.0,0.0
