task,seed,fold,max_abs_logit_difference,prediction_mismatch_count,BA_difference,macro_F1_difference,accuracy_difference,status
WBCIC_MI,0,0,0.0,0,0.0,0.0,0.0,PASS
WBCIC_MI,0,1,0.0,0,0.0,0.0,0.0,PASS
WBCIC_MI,0,2,0.0,0,0.0,0.0,0.0,PASS
WBCIC_MI,0,3,0.0,0,0.0,0.0,0.0,PASS
WBCIC_MI,0,4,0.0,0,0.0,0.0,0.0,PASS
