task,condition,subjects,alignment,future_BA,future_macro_F1,WS_BA,delta_alignment,delta_alignment_CI95_low,delta_alignment_CI95_high,delta_future_BA,delta_future_BA_CI95_low,delta_future_BA_CI95_high,delta_future_macro_F1,delta_future_macro_F1_CI95_low,delta_future_macro_F1_CI95_high,delta_WS_BA,delta_WS_BA_CI95_low,delta_WS_BA_CI95_high
OpenBMI_MI,CE,14,0.7775729518915926,0.7064285714285715,0.6984464378637137,0.6691428571428572,,,,,,,,,,,,
OpenBMI_MI,CE_PLUS_PRD,14,0.8781657806464604,0.6901428571428571,0.6812268693866637,0.6592857142857144,,,,,,,,,,,,
OpenBMI_MI,DELTA_PRD_MINUS_CE,14,,,,,0.10059282875486783,0.06332586976034303,0.1378689551805811,-1.628571428571428,-2.528571428571426,-0.7714285714285728,-1.7219568477050007,-2.6423387297424963,-0.8491351386840689,-0.9857142857142817,-1.8285714285714239,-0.14285714285713744
WBCIC_MI,CE,10,0.7788854476809501,0.7461,0.7405707524551779,0.6775,,,,,,,,,,,,
WBCIC_MI,CE_PLUS_PRD,10,0.8077638730406761,0.7218000000000001,0.7042454761084093,0.6547,,,,,,,,,,,,
WBCIC_MI,DELTA_PRD_MINUS_CE,10,,,,,0.028878425359725967,-0.03392082643508909,0.07912305998802183,-2.430000000000001,-3.5900000000000056,-1.3100000000000036,-3.632527634676874,-4.991450801434114,-2.3006661305175875,-2.280000000000002,-3.6000000000000014,-1.090000000000001
