pool,method_id,subject_id,trials,balanced_accuracy,accuracy,macro_f1,reference_balanced_accuracy,reference_accuracy,reference_macro_f1,delta_BA_vs_B6,delta_accuracy_vs_B6,delta_macro_f1_vs_B6,OUTER_TEST_USED
exploration,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,51,200,0.81,0.81,0.81,0.765,0.765,0.7649471131004475,0.04500000000000004,0.04500000000000004,0.04505288689955256,False
exploration,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,52,200,0.86,0.86,0.8599859985998599,0.795,0.795,0.7949538646195394,0.06499999999999995,0.06499999999999995,0.06503213398032048,False
exploration,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,54,200,0.765,0.765,0.7628598097832942,0.6950000000000001,0.695,0.6937059074590144,0.06999999999999995,0.07000000000000006,0.06915390232427976,False
exploration,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,8,200,0.855,0.855,0.8541797611565054,0.8300000000000001,0.83,0.8286117552172598,0.02499999999999991,0.025000000000000022,0.025568005939245575,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,10,200,0.885,0.885,0.8849741191768148,0.8,0.8,0.8,0.08499999999999996,0.08499999999999996,0.08497411917681474,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,11,200,0.885,0.885,0.8849741191768148,0.76,0.76,0.7597838054248824,0.125,0.125,0.12519031375193235,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,12,200,0.96,0.96,0.96,0.835,0.835,0.8349628666449951,0.125,0.125,0.12503713335500488,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,13,200,0.875,0.875,0.8740903024350936,0.71,0.71,0.705762987012987,0.16500000000000004,0.16500000000000004,0.16832731542210655,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,15,200,0.95,0.95,0.9499198717948718,0.9099999999999999,0.91,0.9097744360902256,0.040000000000000036,0.039999999999999925,0.04014543570464624,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,16,200,0.935,0.935,0.9349853717086345,0.885,0.885,0.8849741191768148,0.050000000000000044,0.050000000000000044,0.050011252531819705,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,18,200,0.965,0.965,0.9649781113195748,0.9099999999999999,0.91,0.9094202898550725,0.05500000000000005,0.05499999999999994,0.05555782146450228,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,19,200,0.915,0.915,0.9147420948368815,0.85,0.85,0.8487750781328763,0.06500000000000006,0.06500000000000006,0.06596701670400518,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,2,200,0.92,0.92,0.91999199919992,0.825,0.825,0.8249956248906223,0.09500000000000008,0.09500000000000008,0.09499637430929775,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,20,200,0.97,0.97,0.96999699969997,0.8999999999999999,0.9,0.899749373433584,0.07000000000000006,0.06999999999999995,0.07024762626638603,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,23,200,0.98,0.98,0.98,0.91,0.91,0.9099639855942376,0.06999999999999995,0.06999999999999995,0.07003601440576235,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,24,200,0.85,0.85,0.8484848484848485,0.69,0.69,0.6807743795695603,0.16000000000000003,0.16000000000000003,0.16771046891528818,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,25,200,0.9299999999999999,0.93,0.9297470895222801,0.875,0.875,0.8744696342045141,0.05499999999999994,0.05500000000000005,0.05527745531776607,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,26,200,0.94,0.94,0.9399759903961584,0.85,0.85,0.85,0.08999999999999997,0.08999999999999997,0.08997599039615845,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,27,200,0.985,0.985,0.9849996249906248,0.895,0.895,0.8949343339587242,0.08999999999999997,0.08999999999999997,0.09006529103190053,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,29,200,0.95,0.95,0.949874686716792,0.915,0.915,0.9145191703331239,0.03499999999999992,0.03499999999999992,0.03535551638366807,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,3,200,0.97,0.97,0.97,0.925,0.925,0.9249530956848031,0.04499999999999993,0.04499999999999993,0.04504690431519687,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,30,200,0.96,0.96,0.96,0.83,0.83,0.8299829982998299,0.13,0.13,0.13001700170017005,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,31,200,0.9550000000000001,0.955,0.9549718574108819,0.8600000000000001,0.86,0.8593106220480353,0.09499999999999997,0.09499999999999997,0.09566123536284654,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,32,200,0.99,0.99,0.9899989998999901,0.965,0.965,0.9649991249781245,0.025000000000000022,0.025000000000000022,0.024999874921865617,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,33,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.98,0.015000000000000013,0.015000000000000013,0.01499987499687494,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,34,200,0.9099999999999999,0.91,0.9095568284594513,0.7150000000000001,0.715,0.7133878064110623,0.19499999999999984,0.19500000000000006,0.19616902204838904,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,36,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.9799919967987194,0.015000000000000013,0.015000000000000013,0.015007878198155522,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,38,200,0.8999999999999999,0.9,0.8993558776167472,0.8,0.8,0.797077922077922,0.09999999999999987,0.09999999999999998,0.10227795553882513,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,40,200,0.915,0.915,0.9149468417761101,0.795,0.795,0.7949948748718718,0.12,0.12,0.11995196690423826,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,41,200,0.9199999999999999,0.92,0.9199679871948779,0.76,0.76,0.7597838054248824,0.15999999999999992,0.16000000000000003,0.1601841817699955,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,42,200,0.905,0.905,0.9048072346501665,0.76,0.76,0.7591328783621036,0.14500000000000002,0.14500000000000002,0.1456743562880629,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,43,200,0.95,0.95,0.9499549594635172,0.87,0.87,0.8697916666666667,0.07999999999999996,0.07999999999999996,0.08016329279685042,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,44,200,0.97,0.97,0.96999699969997,0.925,0.925,0.9247724366207779,0.04499999999999993,0.04499999999999993,0.04522456307919209,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,45,200,0.9299999999999999,0.93,0.9297470895222801,0.875,0.875,0.8740903024350936,0.05499999999999994,0.05500000000000005,0.05565678708718658,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,47,200,0.985,0.985,0.9849996249906248,0.9299999999999999,0.93,0.9299719887955182,0.05500000000000005,0.05499999999999994,0.05502763619510653,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,48,200,0.865,0.865,0.8640175266299011,0.755,0.755,0.7546995068959474,0.10999999999999999,0.10999999999999999,0.10931801973395361,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,49,200,0.94,0.94,0.9398496240601504,0.85,0.85,0.8484848484848485,0.08999999999999997,0.08999999999999997,0.09136477557530187,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,5,200,0.985,0.985,0.9849996249906248,0.955,0.955,0.9549988749718743,0.030000000000000027,0.030000000000000027,0.030000750018750466,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,50,200,0.8200000000000001,0.82,0.8152709359605912,0.64,0.64,0.609375,0.18000000000000005,0.17999999999999994,0.2058959359605912,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,51,200,0.86,0.86,0.8599859985998599,0.765,0.765,0.7649471131004475,0.09499999999999997,0.09499999999999997,0.09503888549941242,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,52,200,0.9,0.9,0.8999899989999001,0.795,0.795,0.7949538646195394,0.10499999999999998,0.10499999999999998,0.10503613438036064,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,54,200,0.81,0.81,0.809313528703332,0.6950000000000001,0.695,0.6937059074590144,0.11499999999999999,0.1150000000000001,0.11560762124431756,False
exploration,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,8,200,0.9099999999999999,0.91,0.9098557692307692,0.8300000000000001,0.83,0.8286117552172598,0.07999999999999985,0.08000000000000007,0.08124401401350934,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,10,200,0.905,0.905,0.9049976249406235,0.8,0.8,0.8,0.10499999999999998,0.10499999999999998,0.10499762494062348,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,11,200,0.83,0.83,0.8299829982998299,0.76,0.76,0.7597838054248824,0.06999999999999995,0.06999999999999995,0.07019919287494747,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,12,200,0.905,0.905,0.9049786201895427,0.835,0.835,0.8349628666449951,0.07000000000000006,0.07000000000000006,0.07001575354454759,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,13,200,0.86,0.86,0.8579545454545454,0.71,0.71,0.705762987012987,0.15000000000000002,0.15000000000000002,0.1521915584415584,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,15,200,0.94,0.94,0.9399038461538461,0.9099999999999999,0.91,0.9097744360902256,0.030000000000000027,0.029999999999999916,0.030129410063620576,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,16,200,0.93,0.93,0.93,0.885,0.885,0.8849741191768148,0.04500000000000004,0.04500000000000004,0.04502588082318526,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,18,200,0.95,0.95,0.9499198717948718,0.9099999999999999,0.91,0.9094202898550725,0.040000000000000036,0.039999999999999925,0.0404995819397993,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,19,200,0.915,0.915,0.9147420948368815,0.85,0.85,0.8487750781328763,0.06500000000000006,0.06500000000000006,0.06596701670400518,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,2,200,0.88,0.88,0.8798076923076923,0.825,0.825,0.8249956248906223,0.05500000000000005,0.05500000000000005,0.05481206741707001,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,20,200,0.9450000000000001,0.945,0.9449876222149984,0.8999999999999999,0.9,0.899749373433584,0.04500000000000015,0.04499999999999993,0.04523824878141447,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,23,200,0.9450000000000001,0.945,0.9449876222149984,0.91,0.91,0.9099639855942376,0.03500000000000003,0.03499999999999992,0.0350236366207608,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,24,200,0.725,0.725,0.7182304874612566,0.69,0.69,0.6807743795695603,0.03500000000000003,0.03500000000000003,0.03745610789169629,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,25,200,0.97,0.97,0.9699879951980792,0.875,0.875,0.8744696342045141,0.09499999999999997,0.09499999999999997,0.09551836099356514,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,26,200,0.915,0.915,0.9149978749468737,0.85,0.85,0.85,0.06500000000000006,0.06500000000000006,0.0649978749468737,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,27,200,0.94,0.94,0.93999399939994,0.895,0.895,0.8949343339587242,0.04499999999999993,0.04499999999999993,0.04505966544121576,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,29,200,0.935,0.935,0.9347242097863473,0.915,0.915,0.9145191703331239,0.020000000000000018,0.020000000000000018,0.020205039453223383,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,3,200,0.985,0.985,0.9849996249906248,0.925,0.925,0.9249530956848031,0.05999999999999994,0.05999999999999994,0.06004652930582166,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,30,200,0.905,0.905,0.9049976249406235,0.83,0.83,0.8299829982998299,0.07500000000000007,0.07500000000000007,0.07501462664079361,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,31,200,0.9199999999999999,0.92,0.9197994987468672,0.8600000000000001,0.86,0.8593106220480353,0.05999999999999983,0.06000000000000005,0.06048887669883185,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,32,200,0.99,0.99,0.9899989998999901,0.965,0.965,0.9649991249781245,0.025000000000000022,0.025000000000000022,0.024999874921865617,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,33,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.98,0.015000000000000013,0.015000000000000013,0.01499987499687494,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,34,200,0.87,0.87,0.8697916666666667,0.7150000000000001,0.715,0.7133878064110623,0.15499999999999992,0.15500000000000003,0.1564038602556045,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,36,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.9799919967987194,0.015000000000000013,0.015000000000000013,0.015007878198155522,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,38,200,0.865,0.865,0.8634950327359134,0.8,0.8,0.797077922077922,0.06499999999999995,0.06499999999999995,0.06641711065799139,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,40,200,0.96,0.96,0.959983993597439,0.795,0.795,0.7949948748718718,0.16499999999999992,0.16499999999999992,0.1649891187255672,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,41,200,0.875,0.875,0.8749968749218731,0.76,0.76,0.7597838054248824,0.11499999999999999,0.11499999999999999,0.11521306949699062,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,42,200,0.865,0.865,0.8645903859174001,0.76,0.76,0.7591328783621036,0.10499999999999998,0.10499999999999998,0.10545750755529648,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,43,200,0.94,0.94,0.9399759903961584,0.87,0.87,0.8697916666666667,0.06999999999999995,0.06999999999999995,0.07018432372949168,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,44,200,0.96,0.96,0.959983993597439,0.925,0.925,0.9247724366207779,0.03499999999999992,0.03499999999999992,0.03521155697666112,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,45,200,0.9550000000000001,0.955,0.9549086900974473,0.875,0.875,0.8740903024350936,0.08000000000000007,0.07999999999999996,0.08081838766235372,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,47,200,0.99,0.99,0.99,0.9299999999999999,0.93,0.9299719887955182,0.06000000000000005,0.05999999999999994,0.06002801120448176,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,48,200,0.935,0.935,0.934998374959374,0.755,0.755,0.7546995068959474,0.18000000000000005,0.18000000000000005,0.18029886806342654,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,49,200,0.9099999999999999,0.91,0.9096748293857888,0.85,0.85,0.8484848484848485,0.05999999999999994,0.06000000000000005,0.0611899809009403,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,5,200,0.985,0.985,0.9849996249906248,0.955,0.955,0.9549988749718743,0.030000000000000027,0.030000000000000027,0.030000750018750466,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,50,200,0.855,0.855,0.8526984126984127,0.64,0.64,0.609375,0.21499999999999997,0.21499999999999997,0.24332341269841273,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,51,200,0.83,0.83,0.83,0.765,0.765,0.7649471131004475,0.06499999999999995,0.06499999999999995,0.06505288689955246,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,52,200,0.895,0.895,0.8949973749343734,0.795,0.795,0.7949538646195394,0.09999999999999998,0.09999999999999998,0.10004351031483394,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,54,200,0.85,0.85,0.8498648783905515,0.6950000000000001,0.695,0.6937059074590144,0.15499999999999992,0.15500000000000003,0.15615897093153708,False
exploration,ORACLE_ACTION_FULL_SINGLE_REPLACEMENT,8,200,0.865,0.865,0.8644272049408752,0.8300000000000001,0.83,0.8286117552172598,0.03499999999999992,0.03500000000000003,0.03581544972361539,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,10,200,0.91,0.91,0.90999099909991,0.8,0.8,0.8,0.10999999999999999,0.10999999999999999,0.10999099909990995,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,11,200,0.885,0.885,0.8849741191768148,0.76,0.76,0.7597838054248824,0.125,0.125,0.12519031375193235,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,12,200,0.96,0.96,0.96,0.835,0.835,0.8349628666449951,0.125,0.125,0.12503713335500488,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,13,200,0.895,0.895,0.8942358540454786,0.71,0.71,0.705762987012987,0.18500000000000005,0.18500000000000005,0.18847286703249155,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,15,200,0.95,0.95,0.9499198717948718,0.9099999999999999,0.91,0.9097744360902256,0.040000000000000036,0.039999999999999925,0.04014543570464624,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,16,200,0.945,0.945,0.9449986249656241,0.885,0.885,0.8849741191768148,0.05999999999999994,0.05999999999999994,0.06002450578880936,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,18,200,0.965,0.965,0.9649781113195748,0.9099999999999999,0.91,0.9094202898550725,0.05500000000000005,0.05499999999999994,0.05555782146450228,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,19,200,0.925,0.925,0.9248478168290788,0.85,0.85,0.8487750781328763,0.07500000000000007,0.07500000000000007,0.07607273869620246,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,2,200,0.92,0.92,0.91999199919992,0.825,0.825,0.8249956248906223,0.09500000000000008,0.09500000000000008,0.09499637430929775,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,20,200,0.97,0.97,0.96999699969997,0.8999999999999999,0.9,0.899749373433584,0.07000000000000006,0.06999999999999995,0.07024762626638603,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,23,200,0.98,0.98,0.98,0.91,0.91,0.9099639855942376,0.06999999999999995,0.06999999999999995,0.07003601440576235,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,24,200,0.85,0.85,0.8484848484848485,0.69,0.69,0.6807743795695603,0.16000000000000003,0.16000000000000003,0.16771046891528818,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,25,200,0.97,0.97,0.9699879951980792,0.875,0.875,0.8744696342045141,0.09499999999999997,0.09499999999999997,0.09551836099356514,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,26,200,0.9450000000000001,0.945,0.9449876222149984,0.85,0.85,0.85,0.09500000000000008,0.09499999999999997,0.09498762221499846,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,27,200,0.985,0.985,0.9849996249906248,0.895,0.895,0.8949343339587242,0.08999999999999997,0.08999999999999997,0.09006529103190053,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,29,200,0.95,0.95,0.949874686716792,0.915,0.915,0.9145191703331239,0.03499999999999992,0.03499999999999992,0.03535551638366807,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,3,200,0.985,0.985,0.9849996249906248,0.925,0.925,0.9249530956848031,0.05999999999999994,0.05999999999999994,0.06004652930582166,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,30,200,0.96,0.96,0.96,0.83,0.83,0.8299829982998299,0.13,0.13,0.13001700170017005,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,31,200,0.9550000000000001,0.955,0.9549718574108819,0.8600000000000001,0.86,0.8593106220480353,0.09499999999999997,0.09499999999999997,0.09566123536284654,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,32,200,0.99,0.99,0.9899989998999901,0.965,0.965,0.9649991249781245,0.025000000000000022,0.025000000000000022,0.024999874921865617,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,33,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.98,0.015000000000000013,0.015000000000000013,0.01499987499687494,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,34,200,0.9199999999999999,0.92,0.9197109594540345,0.7150000000000001,0.715,0.7133878064110623,0.20499999999999985,0.20500000000000007,0.20632315304297222,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,36,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.9799919967987194,0.015000000000000013,0.015000000000000013,0.015007878198155522,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,38,200,0.905,0.905,0.9043086298506711,0.8,0.8,0.797077922077922,0.10499999999999998,0.10499999999999998,0.10723070777274901,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,40,200,0.96,0.96,0.959983993597439,0.795,0.795,0.7949948748718718,0.16499999999999992,0.16499999999999992,0.1649891187255672,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,41,200,0.9199999999999999,0.92,0.9199679871948779,0.76,0.76,0.7597838054248824,0.15999999999999992,0.16000000000000003,0.1601841817699955,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,42,200,0.9099999999999999,0.91,0.9097744360902256,0.76,0.76,0.7591328783621036,0.1499999999999999,0.15000000000000002,0.15064155772812193,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,43,200,0.95,0.95,0.9499549594635172,0.87,0.87,0.8697916666666667,0.07999999999999996,0.07999999999999996,0.08016329279685042,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,44,200,0.97,0.97,0.96999699969997,0.925,0.925,0.9247724366207779,0.04499999999999993,0.04499999999999993,0.04522456307919209,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,45,200,0.9550000000000001,0.955,0.9549086900974473,0.875,0.875,0.8740903024350936,0.08000000000000007,0.07999999999999996,0.08081838766235372,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,47,200,0.99,0.99,0.99,0.9299999999999999,0.93,0.9299719887955182,0.06000000000000005,0.05999999999999994,0.06002801120448176,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,48,200,0.94,0.94,0.93999399939994,0.755,0.755,0.7546995068959474,0.18499999999999994,0.18499999999999994,0.18529449250399255,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,49,200,0.94,0.94,0.9398496240601504,0.85,0.85,0.8484848484848485,0.08999999999999997,0.08999999999999997,0.09136477557530187,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,5,200,0.985,0.985,0.9849996249906248,0.955,0.955,0.9549988749718743,0.030000000000000027,0.030000000000000027,0.030000750018750466,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,50,200,0.86,0.86,0.8579545454545454,0.64,0.64,0.609375,0.21999999999999997,0.21999999999999997,0.24857954545454541,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,51,200,0.865,0.865,0.8649696181640869,0.765,0.765,0.7649471131004475,0.09999999999999998,0.09999999999999998,0.10002250506363941,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,52,200,0.91,0.91,0.90999099909991,0.795,0.795,0.7949538646195394,0.11499999999999999,0.11499999999999999,0.11503713448037056,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,54,200,0.86,0.86,0.8599439775910365,0.6950000000000001,0.695,0.6937059074590144,0.16499999999999992,0.16500000000000004,0.16623807013202208,False
exploration,ORACLE_KEEP_PLUS_ACTION_FULL_SINGLE_REPLACEMENT,8,200,0.9099999999999999,0.91,0.9098557692307692,0.8300000000000001,0.83,0.8286117552172598,0.07999999999999985,0.08000000000000007,0.08124401401350934,False
holdout,B6_ALL_RUN_LOGIT_MEAN,1,200,0.8,0.8,0.7960016319869441,0.8,0.8,0.7960016319869441,0.0,0.0,0.0,False
holdout,B6_ALL_RUN_LOGIT_MEAN,14,200,0.815,0.815,0.8149583656322672,0.815,0.815,0.8149583656322672,0.0,0.0,0.0,False
