pool,method_id,subject_id,trials,balanced_accuracy,accuracy,macro_f1,reference_balanced_accuracy,reference_accuracy,reference_macro_f1,delta_BA_vs_B6,delta_accuracy_vs_B6,delta_macro_f1_vs_B6,OUTER_TEST_USED
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,26,200,0.85,0.85,0.85,0.85,0.85,0.85,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,27,200,0.895,0.895,0.8949343339587242,0.895,0.895,0.8949343339587242,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,28,200,0.985,0.985,0.9849996249906248,0.985,0.985,0.9849996249906248,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,29,200,0.915,0.915,0.9145191703331239,0.915,0.915,0.9145191703331239,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,3,200,0.925,0.925,0.9249530956848031,0.925,0.925,0.9249530956848031,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,30,200,0.83,0.83,0.8299829982998299,0.83,0.83,0.8299829982998299,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,31,200,0.8600000000000001,0.86,0.8593106220480353,0.8600000000000001,0.86,0.8593106220480353,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,32,200,0.965,0.965,0.9649991249781245,0.965,0.965,0.9649991249781245,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,33,200,0.98,0.98,0.98,0.98,0.98,0.98,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,34,200,0.7150000000000001,0.715,0.7133878064110623,0.7150000000000001,0.715,0.7133878064110623,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,35,200,0.975,0.975,0.9749993749843746,0.975,0.975,0.9749993749843746,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,36,200,0.98,0.98,0.9799919967987194,0.98,0.98,0.9799919967987194,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,38,200,0.8,0.8,0.797077922077922,0.8,0.8,0.797077922077922,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,39,200,0.9,0.9,0.8999599839935974,0.9,0.9,0.8999599839935974,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,4,200,0.73,0.73,0.7295673076923077,0.73,0.73,0.7295673076923077,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,40,200,0.795,0.795,0.7949948748718718,0.795,0.795,0.7949948748718718,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,41,200,0.76,0.76,0.7597838054248824,0.76,0.76,0.7597838054248824,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,42,200,0.76,0.76,0.7591328783621036,0.76,0.76,0.7591328783621036,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,43,200,0.87,0.87,0.8697916666666667,0.87,0.87,0.8697916666666667,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,44,200,0.925,0.925,0.9247724366207779,0.925,0.925,0.9247724366207779,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,45,200,0.875,0.875,0.8740903024350936,0.875,0.875,0.8740903024350936,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,46,200,0.71,0.71,0.6938021328265231,0.71,0.71,0.6938021328265231,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,47,200,0.9299999999999999,0.93,0.9299719887955182,0.9299999999999999,0.93,0.9299719887955182,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,48,200,0.755,0.755,0.7546995068959474,0.755,0.755,0.7546995068959474,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,49,200,0.85,0.85,0.8484848484848485,0.85,0.85,0.8484848484848485,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,5,200,0.955,0.955,0.9549988749718743,0.955,0.955,0.9549988749718743,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,50,200,0.64,0.64,0.609375,0.64,0.64,0.609375,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,51,200,0.765,0.765,0.7649471131004475,0.765,0.765,0.7649471131004475,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,52,200,0.795,0.795,0.7949538646195394,0.795,0.795,0.7949538646195394,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,53,200,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,54,200,0.6950000000000001,0.695,0.6937059074590144,0.6950000000000001,0.695,0.6937059074590144,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,7,200,0.855,0.855,0.8547057792028858,0.855,0.855,0.8547057792028858,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,8,200,0.8300000000000001,0.83,0.8286117552172598,0.8300000000000001,0.83,0.8286117552172598,0.0,0.0,0.0,False
all_52_exploratory,B6_ALL_RUN_LOGIT_MEAN,9,200,0.88,0.88,0.8796992481203008,0.88,0.88,0.8796992481203008,0.0,0.0,0.0,False
all_52_exploratory,ORACLE_KEEP_MENU,1,200,0.84,0.84,0.8383838383838383,0.8,0.8,0.7960016319869441,0.039999999999999925,0.039999999999999925,0.04238220639689427,False
all_52_exploratory,ORACLE_KEEP_MENU,10,200,0.86,0.86,0.86,0.8,0.8,0.8,0.05999999999999994,0.05999999999999994,0.05999999999999994,False
all_52_exploratory,ORACLE_KEEP_MENU,11,200,0.885,0.885,0.8849741191768148,0.76,0.76,0.7597838054248824,0.125,0.125,0.12519031375193235,False
all_52_exploratory,ORACLE_KEEP_MENU,12,200,0.96,0.96,0.96,0.835,0.835,0.8349628666449951,0.125,0.125,0.12503713335500488,False
all_52_exploratory,ORACLE_KEEP_MENU,13,200,0.87,0.87,0.8689384010484928,0.71,0.71,0.705762987012987,0.16000000000000003,0.16000000000000003,0.16317541403550584,False
all_52_exploratory,ORACLE_KEEP_MENU,14,200,0.885,0.885,0.8849280800500312,0.815,0.815,0.8149583656322672,0.07000000000000006,0.07000000000000006,0.069969714417764,False
all_52_exploratory,ORACLE_KEEP_MENU,15,200,0.95,0.95,0.9499198717948718,0.9099999999999999,0.91,0.9097744360902256,0.040000000000000036,0.039999999999999925,0.04014543570464624,False
all_52_exploratory,ORACLE_KEEP_MENU,16,200,0.925,0.925,0.9249831212022706,0.885,0.885,0.8849741191768148,0.040000000000000036,0.040000000000000036,0.040009002025455764,False
all_52_exploratory,ORACLE_KEEP_MENU,18,200,0.965,0.965,0.9649781113195748,0.9099999999999999,0.91,0.9094202898550725,0.05500000000000005,0.05499999999999994,0.05555782146450228,False
all_52_exploratory,ORACLE_KEEP_MENU,19,200,0.895,0.895,0.8944060339409177,0.85,0.85,0.8487750781328763,0.04500000000000004,0.04500000000000004,0.04563095580804133,False
all_52_exploratory,ORACLE_KEEP_MENU,2,200,0.92,0.92,0.91999199919992,0.825,0.825,0.8249956248906223,0.09500000000000008,0.09500000000000008,0.09499637430929775,False
all_52_exploratory,ORACLE_KEEP_MENU,20,200,0.97,0.97,0.96999699969997,0.8999999999999999,0.9,0.899749373433584,0.07000000000000006,0.06999999999999995,0.07024762626638603,False
all_52_exploratory,ORACLE_KEEP_MENU,21,200,0.985,0.985,0.9849966242404541,0.9650000000000001,0.965,0.9649570724137068,0.019999999999999907,0.020000000000000018,0.020039551826747326,False
all_52_exploratory,ORACLE_KEEP_MENU,22,200,0.88,0.88,0.87998799879988,0.8300000000000001,0.83,0.8299319727891157,0.04999999999999993,0.050000000000000044,0.05005602601076431,False
all_52_exploratory,ORACLE_KEEP_MENU,23,200,0.98,0.98,0.98,0.91,0.91,0.9099639855942376,0.06999999999999995,0.06999999999999995,0.07003601440576235,False
all_52_exploratory,ORACLE_KEEP_MENU,24,200,0.85,0.85,0.8484848484848485,0.69,0.69,0.6807743795695603,0.16000000000000003,0.16000000000000003,0.16771046891528818,False
all_52_exploratory,ORACLE_KEEP_MENU,25,200,0.925,0.925,0.9247724366207779,0.875,0.875,0.8744696342045141,0.050000000000000044,0.050000000000000044,0.050302802416263837,False
all_52_exploratory,ORACLE_KEEP_MENU,26,200,0.94,0.94,0.9399759903961584,0.85,0.85,0.85,0.08999999999999997,0.08999999999999997,0.08997599039615845,False
all_52_exploratory,ORACLE_KEEP_MENU,27,200,0.985,0.985,0.9849996249906248,0.895,0.895,0.8949343339587242,0.08999999999999997,0.08999999999999997,0.09006529103190053,False
all_52_exploratory,ORACLE_KEEP_MENU,28,200,1.0,1.0,1.0,0.985,0.985,0.9849996249906248,0.015000000000000013,0.015000000000000013,0.015000375009375233,False
all_52_exploratory,ORACLE_KEEP_MENU,29,200,0.95,0.95,0.949874686716792,0.915,0.915,0.9145191703331239,0.03499999999999992,0.03499999999999992,0.03535551638366807,False
all_52_exploratory,ORACLE_KEEP_MENU,3,200,0.955,0.955,0.9549988749718743,0.925,0.925,0.9249530956848031,0.029999999999999916,0.029999999999999916,0.030045779287071195,False
all_52_exploratory,ORACLE_KEEP_MENU,30,200,0.95,0.95,0.9499949994999499,0.83,0.83,0.8299829982998299,0.12,0.12,0.12001200120012001,False
all_52_exploratory,ORACLE_KEEP_MENU,31,200,0.9550000000000001,0.955,0.9549718574108819,0.8600000000000001,0.86,0.8593106220480353,0.09499999999999997,0.09499999999999997,0.09566123536284654,False
all_52_exploratory,ORACLE_KEEP_MENU,32,200,0.99,0.99,0.9899989998999901,0.965,0.965,0.9649991249781245,0.025000000000000022,0.025000000000000022,0.024999874921865617,False
all_52_exploratory,ORACLE_KEEP_MENU,33,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.98,0.015000000000000013,0.015000000000000013,0.01499987499687494,False
all_52_exploratory,ORACLE_KEEP_MENU,34,200,0.905,0.905,0.9045969219954307,0.7150000000000001,0.715,0.7133878064110623,0.18999999999999995,0.19000000000000006,0.19120911558436848,False
all_52_exploratory,ORACLE_KEEP_MENU,35,200,1.0,1.0,1.0,0.975,0.975,0.9749993749843746,0.025000000000000022,0.025000000000000022,0.02500062501562539,False
all_52_exploratory,ORACLE_KEEP_MENU,36,200,0.99,0.99,0.9899989998999901,0.98,0.98,0.9799919967987194,0.010000000000000009,0.010000000000000009,0.010007003101270673,False
all_52_exploratory,ORACLE_KEEP_MENU,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
all_52_exploratory,ORACLE_KEEP_MENU,38,200,0.8999999999999999,0.9,0.8993558776167472,0.8,0.8,0.797077922077922,0.09999999999999987,0.09999999999999998,0.10227795553882513,False
all_52_exploratory,ORACLE_KEEP_MENU,39,200,0.96,0.96,0.959983993597439,0.9,0.9,0.8999599839935974,0.05999999999999994,0.05999999999999994,0.06002400960384158,False
all_52_exploratory,ORACLE_KEEP_MENU,4,200,0.8999999999999999,0.9,0.899749373433584,0.73,0.73,0.7295673076923077,0.16999999999999993,0.17000000000000004,0.17018206574127626,False
all_52_exploratory,ORACLE_KEEP_MENU,40,200,0.875,0.875,0.8749218261413383,0.795,0.795,0.7949948748718718,0.07999999999999996,0.07999999999999996,0.07992695126946647,False
all_52_exploratory,ORACLE_KEEP_MENU,41,200,0.9199999999999999,0.92,0.9199679871948779,0.76,0.76,0.7597838054248824,0.15999999999999992,0.16000000000000003,0.1601841817699955,False
all_52_exploratory,ORACLE_KEEP_MENU,42,200,0.905,0.905,0.9048072346501665,0.76,0.76,0.7591328783621036,0.14500000000000002,0.14500000000000002,0.1456743562880629,False
all_52_exploratory,ORACLE_KEEP_MENU,43,200,0.95,0.95,0.9499549594635172,0.87,0.87,0.8697916666666667,0.07999999999999996,0.07999999999999996,0.08016329279685042,False
all_52_exploratory,ORACLE_KEEP_MENU,44,200,0.97,0.97,0.96999699969997,0.925,0.925,0.9247724366207779,0.04499999999999993,0.04499999999999993,0.04522456307919209,False
all_52_exploratory,ORACLE_KEEP_MENU,45,200,0.9199999999999999,0.92,0.9196060697417345,0.875,0.875,0.8740903024350936,0.04499999999999993,0.04500000000000004,0.045515767306640975,False
all_52_exploratory,ORACLE_KEEP_MENU,46,200,0.875,0.875,0.873015873015873,0.71,0.71,0.6938021328265231,0.16500000000000004,0.16500000000000004,0.17921374018934988,False
all_52_exploratory,ORACLE_KEEP_MENU,47,200,0.985,0.985,0.9849996249906248,0.9299999999999999,0.93,0.9299719887955182,0.05500000000000005,0.05499999999999994,0.05502763619510653,False
all_52_exploratory,ORACLE_KEEP_MENU,48,200,0.8049999999999999,0.805,0.8044083352140223,0.755,0.755,0.7546995068959474,0.04999999999999993,0.050000000000000044,0.04970882831807488,False
all_52_exploratory,ORACLE_KEEP_MENU,49,200,0.94,0.94,0.9398496240601504,0.85,0.85,0.8484848484848485,0.08999999999999997,0.08999999999999997,0.09136477557530187,False
all_52_exploratory,ORACLE_KEEP_MENU,5,200,0.98,0.98,0.9799979997999799,0.955,0.955,0.9549988749718743,0.025000000000000022,0.025000000000000022,0.024999124828105623,False
all_52_exploratory,ORACLE_KEEP_MENU,50,200,0.7649999999999999,0.765,0.7557109072481094,0.64,0.64,0.609375,0.12499999999999989,0.125,0.1463359072481094,False
all_52_exploratory,ORACLE_KEEP_MENU,51,200,0.86,0.86,0.8599859985998599,0.765,0.765,0.7649471131004475,0.09499999999999997,0.09499999999999997,0.09503888549941242,False
all_52_exploratory,ORACLE_KEEP_MENU,52,200,0.895,0.895,0.8949763696831787,0.795,0.795,0.7949538646195394,0.09999999999999998,0.09999999999999998,0.1000225050636393,False
all_52_exploratory,ORACLE_KEEP_MENU,53,200,0.92,0.92,0.91999199919992,0.8,0.8,0.8,0.12,0.12,0.11999199919991999,False
all_52_exploratory,ORACLE_KEEP_MENU,54,200,0.78,0.78,0.7794486215538847,0.6950000000000001,0.695,0.6937059074590144,0.08499999999999996,0.08500000000000008,0.08574271409487033,False
all_52_exploratory,ORACLE_KEEP_MENU,7,200,0.895,0.895,0.8947869435607105,0.855,0.855,0.8547057792028858,0.040000000000000036,0.040000000000000036,0.04008116435782472,False
all_52_exploratory,ORACLE_KEEP_MENU,8,200,0.9099999999999999,0.91,0.9098557692307692,0.8300000000000001,0.83,0.8286117552172598,0.07999999999999985,0.08000000000000007,0.08124401401350934,False
all_52_exploratory,ORACLE_KEEP_MENU,9,200,0.935,0.935,0.9349202773397411,0.88,0.88,0.8796992481203008,0.05500000000000005,0.05500000000000005,0.05522102921944039,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,1,200,0.83,0.83,0.8279178054458953,0.8,0.8,0.7960016319869441,0.029999999999999916,0.029999999999999916,0.03191617345895126,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,10,200,0.855,0.855,0.8549963749093727,0.8,0.8,0.8,0.05499999999999994,0.05499999999999994,0.0549963749093727,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,11,200,0.81,0.81,0.8087761674718197,0.76,0.76,0.7597838054248824,0.050000000000000044,0.050000000000000044,0.04899236204693724,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,12,200,0.865,0.865,0.8649966249156229,0.835,0.835,0.8349628666449951,0.030000000000000027,0.030000000000000027,0.03003375827062782,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,13,200,0.765,0.765,0.7599530120789602,0.71,0.71,0.705762987012987,0.05500000000000005,0.05500000000000005,0.054190025065973146,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,14,200,0.87,0.87,0.87,0.815,0.815,0.8149583656322672,0.05500000000000005,0.05500000000000005,0.055041634367732795,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,15,200,0.915,0.915,0.9148275257396228,0.9099999999999999,0.91,0.9097744360902256,0.0050000000000001155,0.0050000000000000044,0.005053089649397213,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,16,200,0.9,0.9,0.8999599839935974,0.885,0.885,0.8849741191768148,0.015000000000000013,0.015000000000000013,0.014985864816782657,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,18,200,0.935,0.935,0.9348027784046742,0.9099999999999999,0.91,0.9094202898550725,0.025000000000000133,0.025000000000000022,0.02538248854960168,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,19,200,0.8999999999999999,0.9,0.8998397435897436,0.85,0.85,0.8487750781328763,0.04999999999999993,0.050000000000000044,0.051064665456867275,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,2,200,0.87,0.87,0.8697916666666667,0.825,0.825,0.8249956248906223,0.04500000000000004,0.04500000000000004,0.04479604177604446,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,20,200,0.9099999999999999,0.91,0.9097744360902256,0.8999999999999999,0.9,0.899749373433584,0.010000000000000009,0.010000000000000009,0.010025062656641603,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,21,200,0.985,0.985,0.9849966242404541,0.9650000000000001,0.965,0.9649570724137068,0.019999999999999907,0.020000000000000018,0.020039551826747326,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,22,200,0.885,0.885,0.8849741191768148,0.8300000000000001,0.83,0.8299319727891157,0.05499999999999994,0.05500000000000005,0.05504214638769911,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,23,200,0.9299999999999999,0.93,0.9299369432489241,0.91,0.91,0.9099639855942376,0.019999999999999907,0.020000000000000018,0.01997295765468643,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,24,200,0.7050000000000001,0.705,0.6977381592766208,0.69,0.69,0.6807743795695603,0.015000000000000124,0.015000000000000013,0.016963779707060422,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,25,200,0.905,0.905,0.9041348167209062,0.875,0.875,0.8744696342045141,0.030000000000000027,0.030000000000000027,0.029665182516392163,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,26,200,0.88,0.88,0.8798919027124412,0.85,0.85,0.85,0.030000000000000027,0.030000000000000027,0.029891902712441243,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,27,200,0.9199999999999999,0.92,0.9199279351416274,0.895,0.895,0.8949343339587242,0.02499999999999991,0.025000000000000022,0.02499360118290317,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,28,200,0.985,0.985,0.9849996249906248,0.985,0.985,0.9849996249906248,0.0,0.0,0.0,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,29,200,0.935,0.935,0.9348027784046742,0.915,0.915,0.9145191703331239,0.020000000000000018,0.020000000000000018,0.020283608071550274,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,3,200,0.945,0.945,0.9449986249656241,0.925,0.925,0.9249530956848031,0.019999999999999907,0.019999999999999907,0.02004552928082104,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,30,200,0.86,0.86,0.8599439775910365,0.83,0.83,0.8299829982998299,0.030000000000000027,0.030000000000000027,0.029960979291206558,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,31,200,0.88,0.88,0.8794091046126018,0.8600000000000001,0.86,0.8593106220480353,0.019999999999999907,0.020000000000000018,0.020098482564566478,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,32,200,0.975,0.975,0.9749943737340903,0.965,0.965,0.9649991249781245,0.010000000000000009,0.010000000000000009,0.009995248755965802,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,33,200,0.99,0.99,0.9899989998999901,0.98,0.98,0.98,0.010000000000000009,0.010000000000000009,0.00999899989999009,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,34,200,0.77,0.77,0.7676767676767677,0.7150000000000001,0.715,0.7133878064110623,0.05499999999999994,0.05500000000000005,0.05428896126570548,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,35,200,0.985,0.985,0.9849996249906248,0.975,0.975,0.9749993749843746,0.010000000000000009,0.010000000000000009,0.010000250006250155,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,36,200,0.985,0.985,0.9849966242404541,0.98,0.98,0.9799919967987194,0.0050000000000000044,0.0050000000000000044,0.005004627441734688,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,38,200,0.8400000000000001,0.84,0.838693416675068,0.8,0.8,0.797077922077922,0.040000000000000036,0.039999999999999925,0.041615494597145974,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,39,200,0.91,0.91,0.9099639855942376,0.9,0.9,0.8999599839935974,0.010000000000000009,0.010000000000000009,0.010004001600640189,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,4,200,0.78,0.78,0.7789166917897699,0.73,0.73,0.7295673076923077,0.050000000000000044,0.050000000000000044,0.049349384097462146,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,40,200,0.88,0.88,0.8794091046126018,0.795,0.795,0.7949948748718718,0.08499999999999996,0.08499999999999996,0.08441422974072998,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,41,200,0.8,0.8,0.7990151743543362,0.76,0.76,0.7597838054248824,0.040000000000000036,0.040000000000000036,0.03923136892945378,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,42,200,0.8049999999999999,0.805,0.8044083352140223,0.76,0.76,0.7591328783621036,0.04499999999999993,0.04500000000000004,0.045275456851918694,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,43,200,0.9199999999999999,0.92,0.9198717948717949,0.87,0.87,0.8697916666666667,0.04999999999999993,0.050000000000000044,0.050080128205128194,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,44,200,0.94,0.94,0.9399038461538461,0.925,0.925,0.9247724366207779,0.014999999999999902,0.014999999999999902,0.01513140953306824,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,45,200,0.9099999999999999,0.91,0.9096748293857888,0.875,0.875,0.8740903024350936,0.03499999999999992,0.03500000000000003,0.03558452695069525,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,46,200,0.8049999999999999,0.805,0.8008120738527542,0.71,0.71,0.6938021328265231,0.09499999999999997,0.09500000000000008,0.10700994102623107,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,47,200,0.94,0.94,0.9399459513562206,0.9299999999999999,0.93,0.9299719887955182,0.010000000000000009,0.009999999999999898,0.009973962560702376,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,48,200,0.845,0.845,0.8425396825396825,0.755,0.755,0.7546995068959474,0.08999999999999997,0.08999999999999997,0.08784017564373503,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,49,200,0.915,0.915,0.9148275257396228,0.85,0.85,0.8484848484848485,0.06500000000000006,0.06500000000000006,0.06634267725477427,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,5,200,0.965,0.965,0.9649991249781245,0.955,0.955,0.9549988749718743,0.010000000000000009,0.010000000000000009,0.010000250006250155,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,50,200,0.745,0.745,0.7314022383146808,0.64,0.64,0.609375,0.10499999999999998,0.10499999999999998,0.12202723831468076,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,51,200,0.785,0.785,0.7849516141131755,0.765,0.765,0.7649471131004475,0.020000000000000018,0.020000000000000018,0.020004501012727993,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,52,200,0.84,0.84,0.83998399839984,0.795,0.795,0.7949538646195394,0.04499999999999993,0.04499999999999993,0.04503013378030052,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,53,200,0.84,0.84,0.8399359743897559,0.8,0.8,0.8,0.039999999999999925,0.039999999999999925,0.039935974389755824,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,54,200,0.76,0.76,0.7570604312177346,0.6950000000000001,0.695,0.6937059074590144,0.06499999999999995,0.06500000000000006,0.0633545237587202,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,7,200,0.91,0.91,0.9099639855942376,0.855,0.855,0.8547057792028858,0.05500000000000005,0.05500000000000005,0.055258206391351816,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,8,200,0.85,0.85,0.8487750781328763,0.8300000000000001,0.83,0.8286117552172598,0.019999999999999907,0.020000000000000018,0.02016332291561651,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_GLOBAL,9,200,0.93,0.93,0.93,0.88,0.88,0.8796992481203008,0.050000000000000044,0.050000000000000044,0.05030075187969929,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_GLOBAL,1,200,0.85,0.85,0.8487750781328763,0.8,0.8,0.7960016319869441,0.04999999999999993,0.04999999999999993,0.05277344614593227,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_GLOBAL,10,200,0.88,0.88,0.87998799879988,0.8,0.8,0.8,0.07999999999999996,0.07999999999999996,0.07998799879987994,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_GLOBAL,11,200,0.895,0.895,0.8949343339587242,0.76,0.76,0.7597838054248824,0.135,0.135,0.1351505285338418,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_GLOBAL,12,200,0.96,0.96,0.96,0.835,0.835,0.8349628666449951,0.125,0.125,0.12503713335500488,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_GLOBAL,13,200,0.87,0.87,0.8689384010484928,0.71,0.71,0.705762987012987,0.16000000000000003,0.16000000000000003,0.16317541403550584,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_GLOBAL,14,200,0.905,0.905,0.9049786201895427,0.815,0.815,0.8149583656322672,0.09000000000000008,0.09000000000000008,0.09002025455727547,False
