benchmark,method_id,subjects,mean_subject_BA,accuracy,macro_f1,NLL,Brier,ECE,exploratory,target_future_labels_used_for_fit,OUTER_TEST_USED,reference_method_id,Delta_BA,CI95_L,CI95_U,median_subject_delta,positive_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,positive_fold_fraction,positive_folds,source_table
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,54,0.832037037037037,0.832037037037037,0.8277080651155843,0.4136667268954552,0.1242821834605762,0.0608202095164523,True,False,False,B_HISTORY_FUSION_LDA,0.0657407407407407,0.0429629629629629,0.0898148148148148,0.0749999999999999,0.7037037037037037,0.7592592592592593,-0.1,1.0,5,OPENBMI_MI_SPECIFIC_BACKBONE.csv
OpenBMI_MI_S1_to_S2,MI_BACKBONE_FROZEN,54,0.8225925925925928,0.8225925925925925,0.8176018544275707,0.4241393597694037,0.1295858600714078,0.0645338189369496,True,False,False,B_HISTORY_FUSION_LDA,0.0562962962962962,0.0322222222222222,0.0809259259259259,0.055,0.6851851851851852,0.7407407407407407,-0.16,1.0,5,OPENBMI_MI_SELECTIVE_HEAD.csv
OpenBMI_MI_S1_to_S2,PERSIST_MI_SELECTIVE_HISTORY_HEAD,54,0.820185185185185,0.8201851851851852,0.8164522811290182,0.4371944550151476,0.1310673288071236,0.0531586673416235,True,False,False,B_HISTORY_FUSION_LDA,0.0538888888888888,0.0287037037037036,0.0799999999999999,0.05,0.7037037037037037,0.7592592592592593,-0.16,1.0,5,OPENBMI_MI_SELECTIVE_HEAD.csv
OpenBMI_MI_S1_to_S2,MI_GENERIC_HISTORY_HEAD,54,0.8188888888888888,0.8188888888888889,0.815919722526102,0.4278735408775238,0.1315001075237002,0.0437329134883792,True,False,False,B_HISTORY_FUSION_LDA,0.0525925925925925,0.0272222222222222,0.0787037037037036,0.05,0.6851851851851852,0.7407407407407407,-0.1400000000000001,1.0,5,OPENBMI_MI_SELECTIVE_HEAD.csv
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LDA,54,0.7662962962962964,0.7662962962962963,0.7526303535212955,0.538532848545447,0.1674942221443925,0.0946566472738068,True,False,False,B_HISTORY_FUSION_LDA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,OPENBMI_MATCHED_BASELINES.csv
OpenBMI_MI_S1_to_S2,B_HISTORY_CALIBRATED,54,0.7651851851851853,0.7651851851851852,0.7539554759481505,0.4948731699544347,0.1644800485123481,0.0495487814323873,True,False,False,B_HISTORY_FUSION_LDA,-0.0011111111111111,-0.0107407407407407,0.0085185185185185,0.0,0.3518518518518518,0.5185185185185185,-0.09,0.4,2,OPENBMI_MATCHED_BASELINES.csv
OpenBMI_MI_S1_to_S2,A_GENERIC_BILINEAR,54,0.764814814814815,0.7648148148148148,0.7535084949738928,0.5092569406039404,0.1656751387272964,0.0629166532503007,True,False,False,B_HISTORY_FUSION_LDA,-0.0014814814814814,-0.0116666666666666,0.0085185185185185,-0.005,0.4074074074074074,0.4814814814814814,-0.0999999999999998,0.4,2,OPENBMI_CONDITIONAL_ADAPTER.csv
OpenBMI_MI_S1_to_S2,FT_RANDOM_FISHER_CONTROL,54,0.7627777777777779,0.7627777777777778,0.7467955421786746,0.4981597721793278,0.1626477591287332,0.039218320010038,True,False,False,B_HISTORY_FUSION_LDA,-0.0035185185185185,-0.0177777777777777,0.0111111111111111,-0.005,0.3703703703703703,0.5,-0.14,0.4,2,OPENBMI_ENCODER_FINETUNING.csv
OpenBMI_MI_S1_to_S2,FT_UNIFORM_L2_CONTROL,54,0.7618518518518519,0.7618518518518519,0.7458427147495937,0.4944962348826944,0.1617513295684201,0.0408652329575313,True,False,False,B_HISTORY_FUSION_LDA,-0.0044444444444444,-0.019074074074074,0.0107407407407407,-0.01,0.3148148148148148,0.3888888888888889,-0.12,0.4,2,OPENBMI_ENCODER_FINETUNING.csv
OpenBMI_MI_S1_to_S2,A_GENERIC_AFFINE,54,0.7618518518518516,0.7618518518518519,0.7504800074727398,0.5085005943057833,0.1657332446857213,0.0618820156096744,True,False,False,B_HISTORY_FUSION_LDA,-0.0044444444444444,-0.0146296296296296,0.0057407407407407,-0.0099999999999998,0.3888888888888889,0.4629629629629629,-0.0899999999999998,0.4,2,OPENBMI_CONDITIONAL_ADAPTER.csv
OpenBMI_MI_S1_to_S2,B_SHRINKAGE_PROTO,54,0.7616666666666666,0.7616666666666667,0.7504096535951662,1.5983177682429783,0.2132278493219282,0.201196809494655,True,False,False,B_HISTORY_FUSION_LDA,-0.0046296296296296,-0.0127777777777777,0.0035185185185185,-0.0099999999999999,0.2222222222222222,0.4444444444444444,-0.08,0.2,1,OPENBMI_MATCHED_BASELINES.csv
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,54,0.7611111111111112,0.7611111111111111,0.7470956031519463,0.5073000506991446,0.1641879620593946,0.0663971403759781,True,False,False,B_HISTORY_FUSION_LDA,-0.0051851851851851,-0.0199999999999999,0.0088888888888888,0.0,0.4259259259259259,0.5370370370370371,-0.1899999999999999,0.4,2,OPENBMI_GEOMETRY_BASELINES.csv
