benchmark,method_id,subjects,mean_subject_BA,accuracy,macro_f1,NLL,Brier,ECE,exploratory,target_future_labels_used_for_fit,OUTER_TEST_USED,reference_method_id,Delta_BA,CI95_L,CI95_U,median_subject_delta,positive_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,positive_fold_fraction,positive_folds
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,41,0.8205781904409952,0.8205003050640635,0.8195535368314086,0.35201561134175563,0.11659284337947243,0.011748442398675047,True,False,False,V5_CS_LGS_ANCHOR,0.0027961012564671015,-0.00440779748706577,0.009756097560975603,0.0,0.4878048780487805,0.5121951219512195,-0.07500000000000007,0.6,3.0
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,41,0.8185113328406011,0.8184258694325809,0.8173349352314435,0.3702204628783383,0.12157220901986839,0.02536443991170332,True,False,False,V5_CS_LGS_ANCHOR,0.0007292436560729236,-0.006221975856122199,0.007804878048780492,0.0050000000000000044,0.5121951219512195,0.6097560975609756,-0.040000000000000036,0.4,2.0
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,41,0.8177820891845283,0.8176937156802928,0.8155126561744525,0.363637139749445,0.11973856726229616,0.020247361762989316,True,False,False,,,,,,,,,,
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_FROZEN,41,0.8138619425966988,0.8137888956680903,0.8120267041114466,0.3807441876206484,0.12440428755158728,0.02981687588020066,True,False,False,V5_CS_LGS_ANCHOR,-0.0039201465878295205,-0.0110110248829761,0.0032400029255973944,-0.004999999999999893,0.3170731707317073,0.4146341463414634,-0.07500000000000007,0.4,2.0
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_FROZEN,41,0.8125357230845036,0.8124466137888957,0.8101719336004696,0.37321581004192633,0.12299129185891898,0.02763255174075828,True,False,False,V5_CS_LGS_ANCHOR,-0.005246366100024641,-0.01171224439517124,0.0014609509731460897,0.0,0.43902439024390244,0.5121951219512195,-0.04500000000000004,0.2,1.0
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_TARGET_ADAPTED,41,0.794225332594235,0.7941427699816962,0.789849088803617,0.3908148474381693,0.13002580765557997,0.03258152393622373,True,False,False,V5_CS_LGS_ANCHOR,-0.02355675659029317,-0.04896448863636363,-0.0035764235341217464,-0.009999999999999898,0.36585365853658536,0.4146341463414634,-0.395,0.0,0.0
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_FROZEN,41,0.704955808080808,0.7048200122025625,0.656422521284909,0.501476528690662,0.1723161098261175,0.07699545819076589,True,False,False,V5_CS_LGS_ANCHOR,-0.11282628110372012,-0.15658536585365854,-0.07209403871027349,-0.050000000000000044,0.17073170731707318,0.17073170731707318,-0.485,0.0,0.0
